scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,running_p2_mean,running_p3_mean,running_p4_mean,unsched_p1_mean,unsched_p2_mean,unsched_p3_mean,unsched_p4_mean,deletions_cum_p1_mean,deletions_cum_p2_mean,deletions_cum_p3_mean,deletions_cum_p4_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
default,nodes=16_prio=4_arrival=16s,3,0.0,0.1305,0.1668,0.1305,0.1668,9.0,4.3333,2.3333,1.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1668,0.1668,17.3333,0.0
default,nodes=16_prio=4_arrival=16s,3,1.0001,0.2258,0.2747,0.2318,0.2806,12.0,11.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2747,0.2806,32.0,0.0
default,nodes=16_prio=4_arrival=16s,3,1.0002,0.2602,0.2367,0.2602,0.2367,10.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2602,0.2602,25.0,0.0
default,nodes=16_prio=4_arrival=16s,3,1.0002,0.3138,0.3433,0.3248,0.351,18.0,11.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3433,0.351,36.0,0.0
default,nodes=16_prio=4_arrival=16s,3,2.0002,0.4394,0.4112,0.4394,0.4112,17.0,13.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4394,0.4394,39.0,0.0
default,nodes=16_prio=4_arrival=16s,3,2.0003,0.4078,0.4176,0.4169,0.4325,23.0,12.0,11.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4176,0.4325,48.0,0.0
default,nodes=16_prio=4_arrival=16s,3,2.0003,0.2908,0.3368,0.2908,0.3368,14.0,13.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3368,0.3368,42.0,0.0
default,nodes=16_prio=4_arrival=16s,3,3.0004,0.5108,0.5026,0.5108,0.5026,27.0,14.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5108,0.5108,60.0,0.0
default,nodes=16_prio=4_arrival=16s,3,3.0004,0.5378,0.5475,0.5378,0.5475,18.0,15.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5475,0.5475,49.0,0.0
default,nodes=16_prio=4_arrival=16s,3,3.0004,0.3866,0.4277,0.3866,0.4277,18.0,16.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4277,0.4277,54.0,0.0
default,nodes=16_prio=4_arrival=16s,3,4.0005,0.593,0.724,0.593,0.724,20.0,18.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.724,0.724,59.0,0.0
default,nodes=16_prio=4_arrival=16s,3,4.0005,0.4829,0.5121,0.498,0.5222,19.0,18.0,17.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5121,0.5222,65.0,0.0
default,nodes=16_prio=4_arrival=16s,3,4.0005,0.6231,0.6194,0.6231,0.6194,30.0,15.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6231,0.6231,69.0,0.0
default,nodes=16_prio=4_arrival=16s,3,5.0006,0.6485,0.8446,0.6485,0.8446,21.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8446,0.8446,66.0,1.0
default,nodes=16_prio=4_arrival=16s,3,5.0006,0.6651,0.639,0.6724,0.6541,34.0,16.0,15.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6651,0.6724,74.0,0.0
default,nodes=16_prio=4_arrival=16s,3,5.0006,0.5946,0.6448,0.6036,0.648,24.0,22.0,19.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6448,0.648,78.0,0.0
default,nodes=16_prio=4_arrival=16s,3,6.0007,0.6485,0.8446,0.6485,0.8446,21.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8446,0.8446,66.0,1.0
default,nodes=16_prio=4_arrival=16s,3,6.0007,0.7854,0.6983,0.7854,0.6983,37.0,19.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7854,0.7854,83.0,0.0
default,nodes=16_prio=4_arrival=16s,3,6.0007,0.6749,0.6947,0.6794,0.6987,26.0,24.0,24.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6947,0.6987,88.0,2.0
default,nodes=16_prio=4_arrival=16s,3,7.0007,0.6521,0.8543,0.6721,0.8831,22.0,20.0,11.0,14.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8543,0.8831,67.0,1.0
default,nodes=16_prio=4_arrival=16s,3,7.0008,0.8946,0.75,0.8946,0.75,39.0,20.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8946,0.8946,93.0,0.0
default,nodes=16_prio=4_arrival=16s,3,7.0009,0.7051,0.7742,0.7051,0.7742,26.0,27.0,27.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.7742,0.7742,95.0,3.0
default,nodes=16_prio=4_arrival=16s,3,8.0009,0.6634,0.864,0.6772,0.8889,24.0,20.0,11.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.864,0.8889,69.0,1.0
default,nodes=16_prio=4_arrival=16s,3,8.0009,0.9162,0.7682,0.9162,0.7682,42.0,20.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9162,0.9162,96.0,0.0
default,nodes=16_prio=4_arrival=16s,3,8.001,0.8097,0.8477,0.8097,0.8477,26.0,29.0,32.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.8477,0.8477,106.0,3.0
default,nodes=16_prio=4_arrival=16s,3,9.001,0.6686,0.8698,0.6824,0.8947,25.0,20.0,11.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8698,0.8947,70.0,1.0
default,nodes=16_prio=4_arrival=16s,3,9.0011,0.9251,0.7775,0.9251,0.7775,44.0,20.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9251,0.9251,98.0,0.0
default,nodes=16_prio=4_arrival=16s,3,9.0011,0.8097,0.8477,0.8097,0.8477,26.0,29.0,32.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.8477,0.8477,106.0,3.0
