scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,running_p2_mean,running_p3_mean,running_p4_mean,unsched_p1_mean,unsched_p2_mean,unsched_p3_mean,unsched_p4_mean,deletions_cum_p1_mean,deletions_cum_p2_mean,deletions_cum_p3_mean,deletions_cum_p4_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
default,nodes=32_prio=4_arrival=8s,3,0.0,0.2269,0.239,0.2269,0.239,20.0,14.6667,10.3333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239,0.239,52.0,0.0
default,nodes=32_prio=4_arrival=8s,3,1.0001,0.2983,0.3668,0.2983,0.3668,21.0,18.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3668,0.3668,60.0,0.0
default,nodes=32_prio=4_arrival=8s,3,1.0001,0.2304,0.2243,0.2304,0.2243,24.0,13.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2304,0.2304,52.0,0.0
default,nodes=32_prio=4_arrival=8s,3,1.0002,0.2665,0.2864,0.2665,0.2864,20.0,20.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2864,0.2864,71.0,0.0
default,nodes=32_prio=4_arrival=8s,3,2.0002,0.261,0.2611,0.2757,0.2642,27.0,14.0,15.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2611,0.2757,62.0,0.0
default,nodes=32_prio=4_arrival=8s,3,2.0002,0.3293,0.4218,0.3293,0.4218,22.0,20.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4218,0.4218,66.0,0.0
default,nodes=32_prio=4_arrival=8s,3,2.0003,0.3144,0.3329,0.3144,0.3329,25.0,23.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3329,0.3329,82.0,0.0
default,nodes=32_prio=4_arrival=8s,3,3.0003,0.3325,0.3195,0.3325,0.3195,34.0,16.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3325,0.3325,74.0,0.0
default,nodes=32_prio=4_arrival=8s,3,3.0003,0.3538,0.4679,0.3538,0.4679,25.0,22.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4679,0.4679,73.0,0.0
default,nodes=32_prio=4_arrival=8s,3,3.0004,0.3522,0.3757,0.3522,0.3757,28.0,26.0,23.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3757,0.3757,94.0,0.0
default,nodes=32_prio=4_arrival=8s,3,4.0004,0.3927,0.3491,0.3927,0.3491,37.0,19.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3927,0.3927,83.0,0.0
default,nodes=32_prio=4_arrival=8s,3,4.0004,0.4121,0.5177,0.4161,0.5224,33.0,24.0,11.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5177,0.5224,84.0,0.0
default,nodes=32_prio=4_arrival=8s,3,4.0005,0.3786,0.4281,0.3786,0.4281,28.0,29.0,29.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4281,0.4281,104.0,0.0
default,nodes=32_prio=4_arrival=8s,3,5.0005,0.458,0.3933,0.458,0.3933,39.0,21.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458,0.458,95.0,0.0
default,nodes=32_prio=4_arrival=8s,3,5.0006,0.4881,0.5515,0.4881,0.5515,35.0,29.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5515,0.5515,96.0,0.0
default,nodes=32_prio=4_arrival=8s,3,5.0006,0.4478,0.4467,0.4478,0.4467,29.0,32.0,32.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4478,0.4478,112.0,2.0
default,nodes=32_prio=4_arrival=8s,3,6.0006,0.5083,0.4328,0.5083,0.4328,42.0,25.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5083,0.5083,104.0,0.0
default,nodes=32_prio=4_arrival=8s,3,6.0007,0.5448,0.5853,0.5448,0.5853,36.0,33.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5853,0.5853,105.0,0.0
default,nodes=32_prio=4_arrival=8s,3,6.0008,0.4917,0.4814,0.4917,0.4814,32.0,34.0,36.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4917,0.4917,121.0,2.0
default,nodes=32_prio=4_arrival=8s,3,7.0007,0.5342,0.4601,0.5378,0.4664,43.0,27.0,20.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5342,0.5378,112.0,0.0
default,nodes=32_prio=4_arrival=8s,3,7.0008,0.59,0.6442,0.59,0.6442,43.0,37.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6442,0.6442,117.0,0.0
default,nodes=32_prio=4_arrival=8s,3,7.0009,0.5237,0.5203,0.5237,0.5203,35.0,35.0,44.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5237,0.5237,133.0,2.0
