scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean
default,nodes=32_prio=1_arrival=4s,3,0.0,0.2285,0.2151,0.2303,0.2166,56.0,0.3333,0.0
default,nodes=32_prio=1_arrival=4s,3,1.0001,0.2552,0.2421,0.2552,0.2421,62.0,0.0,0.0
default,nodes=32_prio=1_arrival=4s,3,1.0002,0.3108,0.2534,0.3108,0.2534,78.0,0.0,0.0
default,nodes=32_prio=1_arrival=4s,3,1.0002,0.2375,0.2722,0.2375,0.2722,60.0,0.0,0.0
default,nodes=32_prio=1_arrival=4s,3,2.0003,0.281,0.3102,0.2826,0.3237,69.0,1.0,0.0
default,nodes=32_prio=1_arrival=4s,3,2.0003,0.3635,0.2967,0.3635,0.2967,89.0,0.0,0.0
default,nodes=32_prio=1_arrival=4s,3,2.0003,0.3139,0.2676,0.3139,0.2676,74.0,0.0,0.0
default,nodes=32_prio=1_arrival=4s,3,3.0004,0.3223,0.3638,0.3223,0.3638,80.0,0.0,0.0
default,nodes=32_prio=1_arrival=4s,3,3.0004,0.3911,0.3072,0.3911,0.3072,85.0,0.0,0.0
default,nodes=32_prio=1_arrival=4s,3,3.0004,0.3936,0.3311,0.3936,0.3311,96.0,0.0,0.0
default,nodes=32_prio=1_arrival=4s,3,4.0005,0.3761,0.3984,0.3761,0.3984,91.0,0.0,0.0
default,nodes=32_prio=1_arrival=4s,3,4.0005,0.4397,0.3436,0.4437,0.3478,94.0,1.0,0.0
default,nodes=32_prio=1_arrival=4s,3,4.0005,0.4178,0.357,0.4178,0.357,105.0,0.0,1.0
default,nodes=32_prio=1_arrival=4s,3,5.0006,0.3889,0.413,0.3889,0.413,97.0,0.0,0.0
default,nodes=32_prio=1_arrival=4s,3,5.0007,0.4835,0.3879,0.4835,0.3879,103.0,0.0,0.0
default,nodes=32_prio=1_arrival=4s,3,5.0007,0.4606,0.4087,0.4606,0.4087,115.0,0.0,1.0
default,nodes=32_prio=1_arrival=4s,3,6.0006,0.4175,0.4412,0.4175,0.4412,106.0,0.0,0.0
default,nodes=32_prio=1_arrival=4s,3,6.0007,0.5245,0.4187,0.5245,0.4187,113.0,0.0,0.0
default,nodes=32_prio=1_arrival=4s,3,6.0008,0.524,0.4343,0.524,0.4343,124.0,0.0,1.0
default,nodes=32_prio=1_arrival=4s,3,7.0007,0.4488,0.4882,0.4488,0.4882,119.0,0.0,0.0
default,nodes=32_prio=1_arrival=4s,3,7.0008,0.5658,0.4878,0.5658,0.4878,134.0,0.0,1.0
default,nodes=32_prio=1_arrival=4s,3,7.0008,0.6184,0.4808,0.6207,0.4837,125.0,1.0,0.0
default,nodes=32_prio=1_arrival=4s,3,8.0008,0.5033,0.5155,0.5033,0.5155,130.0,0.0,0.0
default,nodes=32_prio=1_arrival=4s,3,8.0009,0.6464,0.5194,0.6499,0.5216,135.0,1.0,0.0
default,nodes=32_prio=1_arrival=4s,3,8.001,0.5994,0.5277,0.6019,0.5323,143.0,1.0,1.0
default,nodes=32_prio=1_arrival=4s,3,9.001,0.5306,0.5611,0.5333,0.5662,141.0,1.0,0.0
default,nodes=32_prio=1_arrival=4s,3,9.0011,0.6223,0.5812,0.6258,0.5843,152.0,1.0,1.0
default,nodes=32_prio=1_arrival=4s,3,9.0011,0.6856,0.5506,0.6922,0.5541,145.0,1.0,0.0
default,nodes=32_prio=1_arrival=4s,3,10.001,0.5628,0.6069,0.5647,0.6094,152.0,1.0,0.0
default,nodes=32_prio=1_arrival=4s,3,10.0012,0.6645,0.6213,0.6645,0.6213,164.0,0.0,1.0
default,nodes=32_prio=1_arrival=4s,3,10.0012,0.7294,0.5871,0.7343,0.5901,155.0,1.0,0.0
default,nodes=32_prio=1_arrival=4s,3,11.0012,0.603,0.6322,0.603,0.6322,163.0,0.0,0.0
default,nodes=32_prio=1_arrival=4s,3,11.0012,0.7075,0.6653,0.7075,0.6653,173.0,0.0,1.0
default,nodes=32_prio=1_arrival=4s,3,11.0013,0.7738,0.6228,0.786,0.6251,164.0,1.0,0.0
default,nodes=32_prio=1_arrival=4s,3,12.0013,0.7332,0.6945,0.7354,0.6963,181.0,1.0,1.0
default,nodes=32_prio=1_arrival=4s,3,12.0014,0.6255,0.6712,0.6325,0.6729,171.0,1.0,0.0
default,nodes=32_prio=1_arrival=4s,3,12.0014,0.8093,0.6622,0.833,0.6685,174.0,3.0,0.0
default,nodes=32_prio=1_arrival=4s,3,13.0015,0.6998,0.705,0.7068,0.7132,182.0,1.0,1.0
default,nodes=32_prio=1_arrival=4s,3,13.0015,0.7772,0.7179,0.7772,0.7179,191.0,0.0,1.0
default,nodes=32_prio=1_arrival=4s,3,13.0016,0.8413,0.6908,0.8634,0.6954,184.0,2.0,0.0
default,nodes=32_prio=1_arrival=4s,3,14.0016,0.8129,0.7433,0.8129,0.7433,201.0,0.0,2.0
default,nodes=32_prio=1_arrival=4s,3,14.0016,0.7275,0.7397,0.7393,0.7827,190.0,4.0,1.0
default,nodes=32_prio=1_arrival=4s,3,14.0017,0.8689,0.7419,0.891,0.7464,194.0,2.0,0.0
default,nodes=32_prio=1_arrival=4s,3,15.0017,0.8323,0.7728,0.8323,0.7728,209.0,0.0,2.0
default,nodes=32_prio=1_arrival=4s,3,15.0018,0.7611,0.7599,0.8024,0.832,198.0,7.0,1.0
default,nodes=32_prio=1_arrival=4s,3,15.0019,0.8791,0.7502,0.9012,0.7547,197.0,2.0,0.0
default,nodes=32_prio=1_arrival=4s,3,16.0018,0.8543,0.804,0.863,0.8129,216.0,3.0,2.0
default,nodes=32_prio=1_arrival=4s,3,16.0019,0.7731,0.7719,0.8463,0.8713,203.0,11.0,1.0
default,nodes=32_prio=1_arrival=4s,3,16.002,0.8791,0.7502,0.9012,0.7547,197.0,2.0,0.0
default,nodes=32_prio=1_arrival=4s,3,17.0019,0.7857,0.777,0.8526,0.8738,205.0,10.0,1.0
default,nodes=32_prio=1_arrival=4s,3,17.002,0.8761,0.8229,0.8761,0.8229,223.0,0.0,2.0
default,nodes=32_prio=1_arrival=4s,3,17.0022,0.8845,0.7554,0.9066,0.76,200.0,2.0,0.0
default,nodes=32_prio=1_arrival=4s,3,18.002,0.7857,0.777,0.8526,0.8738,205.0,10.0,1.0
default,nodes=32_prio=1_arrival=4s,3,18.0021,0.8851,0.8326,0.887,0.8363,227.0,1.0,2.0
default,nodes=32_prio=1_arrival=4s,3,18.0024,0.8845,0.7554,0.9066,0.76,200.0,2.0,0.0
default,nodes=32_prio=1_arrival=4s,3,19.0022,0.8902,0.8367,0.8902,0.8367,229.0,0.0,3.0
default,nodes=32_prio=1_arrival=4s,3,19.0022,0.7857,0.777,0.8526,0.8738,205.0,10.0,1.0
default,nodes=32_prio=1_arrival=4s,3,19.0025,0.9088,0.7711,0.9361,0.7774,207.0,3.0,0.0
