scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,eff_run_util_mean,R_cum_p1_mean,R_cum_p2_mean,R_cum_p3_mean,R_cum_p4_mean,R_cum_total_mean,D_cum_p1_mean,D_cum_p2_mean,D_cum_p3_mean,D_cum_p4_mean,D_cum_total_mean,latency_s_p1_mean,latency_s_p2_mean,latency_s_p3_mean,latency_s_p4_mean,latency_s_total_mean
default,nodes=16_prio=4_arrival=4s,3,0.0,0.1371,0.1689,0.1689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4182,0.0881,0.0854,0.0723,0.4942
default,nodes=16_prio=4_arrival=4s,3,1.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8396,0.0772,0.0898,0.0787,0.6372
default,nodes=16_prio=4_arrival=4s,3,1.0001,0.2571,0.3146,0.3146,12.0013,13.0014,10.001,3.0003,38.004,0.0,0.0,0.0,0.0,0.0,1.2854,0.1106,0.0968,0.0687,0.4435
default,nodes=16_prio=4_arrival=4s,3,1.0001,0.3029,0.3357,0.3357,18.002,11.0012,4.0005,2.0002,35.004,0.0,0.0,0.0,0.0,0.0,1.1296,0.0766,0.0696,0.0696,0.4018
default,nodes=16_prio=4_arrival=4s,3,2.0002,0.2399,0.2309,0.2399,9.0009,7.0007,2.0002,6.0006,24.0023,0.0,0.0,0.0,0.0,0.0,1.8396,0.0772,0.0898,0.0787,0.6372
default,nodes=16_prio=4_arrival=4s,3,2.0002,0.3892,0.4128,0.4128,41.0041,22.0022,15.0015,4.0004,82.0082,0.0,0.0,0.0,0.0,0.0,1.1296,0.0766,0.0696,0.0696,0.4018
default,nodes=16_prio=4_arrival=4s,3,2.0002,0.3519,0.3902,0.3902,29.0032,28.0031,23.0025,7.0008,87.0096,0.0,0.0,0.0,0.0,0.0,1.2854,0.1106,0.0968,0.0687,0.4435
default,nodes=16_prio=4_arrival=4s,3,3.0003,0.4543,0.477,0.477,47.0043,46.0042,40.0036,15.0013,148.0133,0.0,0.0,0.0,0.0,0.0,1.2854,0.1106,0.0968,0.0687,0.4435
default,nodes=16_prio=4_arrival=4s,3,3.0003,0.4303,0.4006,0.4303,24.0025,20.0021,5.0005,12.0012,61.0062,0.0,0.0,0.0,0.0,0.0,1.8396,0.0772,0.0898,0.0787,0.6372
default,nodes=16_prio=4_arrival=4s,3,3.0003,0.5071,0.4976,0.5071,67.0073,36.004,28.0031,10.0011,141.0155,0.0,0.0,0.0,0.0,0.0,1.1296,0.0766,0.0696,0.0696,0.4018
default,nodes=16_prio=4_arrival=4s,3,4.0004,0.527,0.5269,0.527,42.0051,35.0043,12.0015,20.0024,109.0133,0.0,0.0,0.0,0.0,0.0,1.8396,0.0772,0.0898,0.0787,0.6372
default,nodes=16_prio=4_arrival=4s,3,4.0004,0.6328,0.5872,0.6328,101.0112,51.0057,43.0048,17.002,212.0237,0.0,0.0,0.0,0.0,0.0,1.1296,0.0766,0.0696,0.0696,0.4018
default,nodes=16_prio=4_arrival=4s,3,4.0004,0.5476,0.566,0.566,68.0077,67.0076,59.0067,26.0031,220.0251,0.0,0.0,0.0,0.0,0.0,1.2854,0.1106,0.0968,0.0687,0.4435
default,nodes=16_prio=4_arrival=4s,3,5.0005,0.6298,0.6618,0.6618,94.0102,91.0099,80.0087,37.0041,302.0328,0.0,0.0,0.0,0.0,0.0,1.2854,0.1106,0.0968,0.0687,0.4435
default,nodes=16_prio=4_arrival=4s,3,5.0006,0.5863,0.6672,0.6672,62.0079,51.0065,20.0027,33.0042,166.0213,0.0,0.0,0.0,0.0,0.0,1.8396,0.0772,0.0898,0.0787,0.6372
default,nodes=16_prio=4_arrival=4s,3,5.0006,0.6651,0.639,0.6651,135.016,67.0079,58.0069,26.0032,286.0339,0.0,0.0,0.0,0.0,0.0,1.1296,0.0766,0.0696,0.0696,0.4018
default,nodes=16_prio=4_arrival=4s,3,6.0006,0.6461,0.8338,0.8338,82.0088,71.0074,31.0032,47.0048,231.0242,2.0,0.0,0.0,0.0,2.0,1.8396,0.0772,0.0898,0.0787,0.6372
default,nodes=16_prio=4_arrival=4s,3,6.0007,0.7864,0.6999,0.7864,173.0187,86.0093,74.008,36.0039,369.0399,0.0,0.0,0.0,0.0,0.0,1.1296,0.0766,0.0696,0.0696,0.4018
default,nodes=16_prio=4_arrival=4s,3,6.0007,0.6859,0.7177,0.7177,122.0146,116.0138,103.0123,51.0063,392.0469,0.0,0.0,0.0,0.0,0.0,1.2854,0.1106,0.0968,0.0687,0.4435
