scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
default,nodes=32_prio=1_arrival=16s,3,0.0,0.2434,0.2244,0.2434,0.2244,59.0,0.0,0.0,0.2434,0.2434,59.0,0.0
default,nodes=32_prio=1_arrival=16s,3,1.0001,0.2456,0.2291,0.2456,0.2291,58.0,0.0,0.0,0.2456,0.2456,58.0,0.0
default,nodes=32_prio=1_arrival=16s,3,1.0001,0.2462,0.2858,0.2462,0.2858,64.0,0.0,0.0,0.2858,0.2858,64.0,0.0
default,nodes=32_prio=1_arrival=16s,3,1.0002,0.3323,0.2645,0.3323,0.2645,80.0,0.0,0.0,0.3323,0.3323,80.0,0.0
default,nodes=32_prio=1_arrival=16s,3,2.0002,0.2912,0.3268,0.2912,0.3268,71.0,0.0,0.0,0.3268,0.3268,71.0,0.0
default,nodes=32_prio=1_arrival=16s,3,2.0002,0.2864,0.2561,0.2914,0.2581,68.0,1.0,0.0,0.2864,0.2914,68.0,0.0
default,nodes=32_prio=1_arrival=16s,3,2.0003,0.367,0.2992,0.367,0.2992,90.0,0.0,0.0,0.367,0.367,90.0,0.0
default,nodes=32_prio=1_arrival=16s,3,3.0003,0.3659,0.2826,0.3677,0.2842,80.0,1.0,0.0,0.3659,0.3677,80.0,0.0
default,nodes=32_prio=1_arrival=16s,3,3.0003,0.337,0.3664,0.3516,0.369,81.0,1.0,0.0,0.3664,0.369,81.0,0.0
default,nodes=32_prio=1_arrival=16s,3,3.0004,0.3936,0.3311,0.3936,0.3311,96.0,0.0,0.0,0.3936,0.3936,96.0,0.0
default,nodes=32_prio=1_arrival=16s,3,4.0004,0.4288,0.3241,0.4288,0.3241,91.0,0.0,0.0,0.4288,0.4288,91.0,0.0
default,nodes=32_prio=1_arrival=16s,3,4.0004,0.3799,0.404,0.3818,0.4063,93.0,1.0,0.0,0.404,0.4063,93.0,0.0
default,nodes=32_prio=1_arrival=16s,3,4.0005,0.4198,0.3561,0.4235,0.3635,106.0,1.0,0.0,0.4198,0.4235,106.0,0.0
default,nodes=32_prio=1_arrival=16s,3,5.0005,0.4177,0.4494,0.4177,0.4494,106.0,0.0,0.0,0.4494,0.4494,106.0,0.0
