scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean
default,nodes=32_prio=1_arrival=8s,3,0.0,0.2318,0.2162,0.2352,0.2185,56.6667,1.0,0.0
default,nodes=32_prio=1_arrival=8s,3,1.0001,0.2689,0.2504,0.2689,0.2504,65.0,0.0,0.0
default,nodes=32_prio=1_arrival=8s,3,1.0001,0.2462,0.2858,0.2462,0.2858,64.0,0.0,0.0
default,nodes=32_prio=1_arrival=8s,3,1.0002,0.2824,0.2147,0.2824,0.2147,70.0,0.0,0.0
default,nodes=32_prio=1_arrival=8s,3,2.0002,0.3303,0.2722,0.3335,0.2744,76.0,1.0,0.0
default,nodes=32_prio=1_arrival=8s,3,2.0002,0.2967,0.3448,0.2967,0.3448,74.0,0.0,0.0
default,nodes=32_prio=1_arrival=8s,3,2.0003,0.3146,0.2665,0.3254,0.2721,81.0,1.0,0.0
default,nodes=32_prio=1_arrival=8s,3,3.0004,0.3798,0.3094,0.3928,0.3119,85.0,1.0,0.0
default,nodes=32_prio=1_arrival=8s,3,3.0004,0.355,0.3741,0.3581,0.3767,83.0,1.0,0.0
default,nodes=32_prio=1_arrival=8s,3,3.0004,0.378,0.3065,0.378,0.3065,92.0,0.0,0.0
default,nodes=32_prio=1_arrival=8s,3,4.0004,0.3851,0.4083,0.3872,0.4108,95.0,1.0,0.0
default,nodes=32_prio=1_arrival=8s,3,4.0005,0.4491,0.3496,0.4491,0.3496,96.0,0.0,0.0
default,nodes=32_prio=1_arrival=8s,3,4.0005,0.4044,0.3359,0.4069,0.3383,98.0,1.0,0.0
default,nodes=32_prio=1_arrival=8s,3,5.0006,0.4893,0.394,0.4893,0.394,106.0,0.0,0.0
default,nodes=32_prio=1_arrival=8s,3,5.0006,0.4203,0.4428,0.4203,0.4428,107.0,0.0,0.0
default,nodes=32_prio=1_arrival=8s,3,5.0006,0.4428,0.3857,0.4428,0.3857,109.0,0.0,0.0
default,nodes=32_prio=1_arrival=8s,3,6.0007,0.4747,0.4267,0.4747,0.4267,119.0,0.0,0.0
default,nodes=32_prio=1_arrival=8s,3,6.0007,0.447,0.4861,0.4488,0.4882,118.0,1.0,0.0
default,nodes=32_prio=1_arrival=8s,3,6.0007,0.5177,0.4233,0.5177,0.4233,113.0,0.0,0.0
default,nodes=32_prio=1_arrival=8s,3,7.0008,0.5561,0.4665,0.5579,0.4707,129.0,1.0,0.0
default,nodes=32_prio=1_arrival=8s,3,7.0008,0.619,0.4794,0.6207,0.4837,125.0,1.0,0.0
default,nodes=32_prio=1_arrival=8s,3,7.0009,0.5033,0.5155,0.5033,0.5155,130.0,0.0,0.0
