scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,running_p2_mean,running_p3_mean,running_p4_mean,unsched_p1_mean,unsched_p2_mean,unsched_p3_mean,unsched_p4_mean,deletions_cum_p1_mean,deletions_cum_p2_mean,deletions_cum_p3_mean,deletions_cum_p4_mean,util_eff_run_mean,util_eff_req_mean,running_total_mean,deletions_cum_total_mean
default,nodes=16_prio=4_arrival=8s,3,0.0,0.14,0.174,0.14,0.174,9.3333,5.0,2.3333,1.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.174,18.3333,0.0
default,nodes=16_prio=4_arrival=8s,3,1.0001,0.1358,0.1008,0.2042,0.2047,6.0,0.0,1.0,6.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1358,0.2047,13.0,0.0
default,nodes=16_prio=4_arrival=8s,3,1.0001,0.3436,0.3654,0.3488,0.369,20.0,11.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3654,0.369,40.0,0.0
default,nodes=16_prio=4_arrival=8s,3,1.0001,0.2346,0.2919,0.2346,0.2919,12.0,11.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,34.0,0.0
default,nodes=16_prio=4_arrival=8s,3,2.0002,0.3743,0.3506,0.3791,0.3695,14.0,11.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3743,0.3791,33.0,0.0
default,nodes=16_prio=4_arrival=8s,3,2.0002,0.3133,0.3492,0.3133,0.3492,15.0,14.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3492,0.3492,44.0,0.0
default,nodes=16_prio=4_arrival=8s,3,2.0003,0.4609,0.4486,0.4609,0.4486,24.0,13.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4609,0.4609,52.0,0.0
default,nodes=16_prio=4_arrival=8s,3,3.0003,0.4971,0.4898,0.4971,0.4898,17.0,14.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4971,0.4971,45.0,0.0
default,nodes=16_prio=4_arrival=8s,3,3.0003,0.4945,0.4764,0.4945,0.4764,25.0,14.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4945,0.4945,56.0,0.0
default,nodes=16_prio=4_arrival=8s,3,3.0004,0.407,0.44,0.407,0.44,18.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,56.0,0.0
default,nodes=16_prio=4_arrival=8s,3,4.0004,0.5751,0.6075,0.5751,0.6075,25.0,15.5,11.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6075,0.6075,61.5,0.0
default,nodes=16_prio=4_arrival=8s,3,4.0005,0.5136,0.5267,0.5136,0.5267,19.0,20.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5267,0.5267,68.0,0.0
default,nodes=16_prio=4_arrival=8s,3,5.0005,0.6872,0.6674,0.7131,0.6724,36.0,16.0,15.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6872,0.7131,77.0,0.0
default,nodes=16_prio=4_arrival=8s,3,5.0005,0.6435,0.8395,0.6435,0.8395,20.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8395,0.8395,65.0,2.0
default,nodes=16_prio=4_arrival=8s,3,5.0006,0.6016,0.6338,0.6156,0.6401,25.0,23.0,19.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6338,0.6401,78.0,0.0
default,nodes=16_prio=4_arrival=8s,3,6.0006,0.8197,0.7135,0.8197,0.7135,38.0,19.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8197,0.8197,87.0,0.0
default,nodes=16_prio=4_arrival=8s,3,6.0006,0.6485,0.8446,0.6485,0.8446,21.0,20.0,11.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8446,0.8446,66.0,2.0
default,nodes=16_prio=4_arrival=8s,3,6.0007,0.6817,0.6875,0.6817,0.6875,25.0,26.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.6875,89.0,0.0
default,nodes=16_prio=4_arrival=8s,3,7.0007,0.8882,0.7484,0.8882,0.7484,39.0,20.0,18.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8882,0.8882,93.0,1.0
default,nodes=16_prio=4_arrival=8s,3,7.0007,0.6536,0.8504,0.6674,0.8753,22.0,20.0,11.0,14.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8504,0.8753,67.0,2.0
default,nodes=16_prio=4_arrival=8s,3,7.0008,0.717,0.7959,0.717,0.7959,27.0,29.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7959,0.7959,98.0,0.0
default,nodes=16_prio=4_arrival=8s,3,8.0008,0.8796,0.7416,0.8796,0.7416,38.0,20.0,18.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8796,0.8796,92.0,2.0
default,nodes=16_prio=4_arrival=8s,3,8.0009,0.7811,0.8383,0.8018,0.8558,27.0,29.0,30.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8383,0.8558,104.0,0.0
default,nodes=16_prio=4_arrival=8s,3,8.0095,0.6686,0.8698,0.6824,0.8947,25.0,20.0,11.0,14.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8698,0.8947,70.0,2.0
default,nodes=16_prio=4_arrival=8s,3,9.0009,0.916,0.7717,0.9572,0.7788,38.0,24.0,19.0,16.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.916,0.9572,97.0,2.0
default,nodes=16_prio=4_arrival=8s,3,9.001,0.8145,0.8616,0.8145,0.8616,27.0,29.0,32.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8616,0.8616,107.0,0.0
default,nodes=16_prio=4_arrival=8s,3,9.0095,0.6686,0.8698,0.6824,0.8947,25.0,20.0,11.0,14.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8698,0.8947,70.0,2.0
default,nodes=16_prio=4_arrival=8s,3,10.001,0.9414,0.7951,0.9826,0.8022,39.0,29.0,19.0,16.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9414,0.9826,103.0,2.0
default,nodes=16_prio=4_arrival=8s,3,10.0011,0.8186,0.8649,0.8186,0.8649,28.0,29.0,32.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8649,0.8649,108.0,0.0
default,nodes=16_prio=4_arrival=8s,3,10.0096,0.6686,0.8698,0.6824,0.8947,25.0,20.0,11.0,14.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8698,0.8947,70.0,2.0
default,nodes=16_prio=4_arrival=8s,3,11.0011,0.9414,0.7951,0.9932,0.8086,39.0,29.0,19.0,16.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9414,0.9932,103.0,2.0
default,nodes=16_prio=4_arrival=8s,3,11.0012,0.8601,0.895,0.8601,0.895,33.0,29.0,33.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.895,0.895,114.0,0.0
default,nodes=16_prio=4_arrival=8s,3,11.0097,0.6686,0.8698,0.6824,0.8947,25.0,20.0,11.0,14.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8698,0.8947,70.0,2.0
default,nodes=16_prio=4_arrival=8s,3,12.0012,0.9414,0.7951,0.9932,0.8086,39.0,29.0,19.0,16.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9414,0.9932,103.0,2.0
default,nodes=16_prio=4_arrival=8s,3,12.0013,0.8436,0.8938,0.8484,0.9078,32.0,29.0,33.0,19.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8938,0.9078,113.0,2.0
default,nodes=16_prio=4_arrival=8s,3,12.0098,0.6686,0.8698,0.6824,0.8947,25.0,20.0,11.0,14.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8698,0.8947,70.0,2.0
default,nodes=16_prio=4_arrival=8s,3,13.0013,0.8475,0.9001,0.8523,0.914,33.0,29.0,33.0,19.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9001,0.914,114.0,2.0
default,nodes=16_prio=4_arrival=8s,3,13.0014,0.9414,0.7951,0.9932,0.8086,39.0,29.0,19.0,16.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9414,0.9932,103.0,2.0
default,nodes=16_prio=4_arrival=8s,3,13.0099,0.6686,0.8698,0.6824,0.8947,25.0,20.0,11.0,14.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8698,0.8947,70.0,2.0
default,nodes=16_prio=4_arrival=8s,3,14.0014,0.8336,0.8908,0.8384,0.9047,31.0,29.0,33.0,19.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8908,0.9047,112.0,4.0
default,nodes=16_prio=4_arrival=8s,3,14.0015,0.9414,0.7951,0.9932,0.8086,39.0,29.0,19.0,16.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9414,0.9932,103.0,2.0
default,nodes=16_prio=4_arrival=8s,3,14.01,0.6686,0.8698,0.6824,0.8947,25.0,20.0,11.0,14.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8698,0.8947,70.0,2.0
default,nodes=16_prio=4_arrival=8s,3,15.0016,0.8336,0.8908,0.8384,0.9047,31.0,29.0,33.0,19.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8908,0.9047,112.0,4.0
default,nodes=16_prio=4_arrival=8s,3,15.0016,0.9414,0.7951,0.9932,0.8086,39.0,29.0,19.0,16.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9414,0.9932,103.0,2.0
default,nodes=16_prio=4_arrival=8s,3,15.0101,0.6686,0.8698,0.6824,0.8947,25.0,20.0,11.0,14.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8698,0.8947,70.0,2.0
default,nodes=16_prio=4_arrival=8s,3,16.0016,0.8336,0.8908,0.8384,0.9047,31.0,29.0,33.0,19.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8908,0.9047,112.0,4.0
default,nodes=16_prio=4_arrival=8s,3,16.0017,0.9414,0.7951,0.9932,0.8086,39.0,29.0,19.0,16.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9414,0.9932,103.0,2.0
default,nodes=16_prio=4_arrival=8s,3,16.0102,0.6686,0.8698,0.6824,0.8947,25.0,20.0,11.0,14.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8698,0.8947,70.0,2.0
default,nodes=16_prio=4_arrival=8s,3,17.0018,0.8336,0.8908,0.8384,0.9047,31.0,29.0,33.0,19.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8908,0.9047,112.0,4.0
default,nodes=16_prio=4_arrival=8s,3,17.0018,0.9414,0.7951,0.9932,0.8086,39.0,29.0,19.0,16.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9414,0.9932,103.0,2.0
default,nodes=16_prio=4_arrival=8s,3,17.0103,0.6686,0.8698,0.6824,0.8947,25.0,20.0,11.0,14.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8698,0.8947,70.0,2.0
default,nodes=16_prio=4_arrival=8s,3,18.0019,0.8336,0.8908,0.8384,0.9047,31.0,29.0,33.0,19.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8908,0.9047,112.0,4.0
default,nodes=16_prio=4_arrival=8s,3,18.0019,0.9377,0.7914,0.9896,0.8048,39.0,28.0,19.0,16.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.9377,0.9896,102.0,3.0
default,nodes=16_prio=4_arrival=8s,3,18.0104,0.6686,0.8698,0.6824,0.8947,25.0,20.0,11.0,14.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8698,0.8947,70.0,2.0
default,nodes=16_prio=4_arrival=8s,3,19.002,0.8336,0.8908,0.8384,0.9047,31.0,29.0,33.0,19.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8908,0.9047,112.0,4.0
default,nodes=16_prio=4_arrival=8s,3,19.002,0.9377,0.7914,0.9896,0.8048,39.0,28.0,19.0,16.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.9377,0.9896,102.0,3.0
default,nodes=16_prio=4_arrival=8s,3,19.0105,0.6686,0.8698,0.6824,0.8947,25.0,20.0,11.0,14.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8698,0.8947,70.0,2.0
default,nodes=16_prio=4_arrival=8s,3,20.0021,0.8336,0.8908,0.8384,0.9047,31.0,29.0,33.0,19.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8908,0.9047,112.0,4.0
