scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,eff_run_util_mean,R_cum_p1_mean,R_cum_p2_mean,R_cum_p3_mean,R_cum_p4_mean,R_cum_total_mean,D_cum_p1_mean,D_cum_p2_mean,D_cum_p3_mean,D_cum_p4_mean,D_cum_total_mean,latency_s_p1_mean,latency_s_p2_mean,latency_s_p3_mean,latency_s_p4_mean,latency_s_total_mean
default,nodes=32_prio=1_arrival=8s,3,0.0,0.2318,0.2162,0.2462,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.9117,,,,4.9117
default,nodes=32_prio=1_arrival=8s,3,1.0001,0.2689,0.2504,0.2689,65.0059,0.0,0.0,0.0,65.0059,0.0,,,,0.0,3.1925,,,,3.1925
default,nodes=32_prio=1_arrival=8s,3,1.0001,0.2462,0.2858,0.2858,64.0083,0.0,0.0,0.0,64.0083,0.0,,,,0.0,7.0953,,,,7.0953
default,nodes=32_prio=1_arrival=8s,3,1.0002,0.2824,0.2147,0.2824,70.0119,0.0,0.0,0.0,70.0119,0.0,,,,0.0,4.4473,,,,4.4473
default,nodes=32_prio=1_arrival=8s,3,2.0002,0.3303,0.2722,0.3303,141.014,0.0,0.0,0.0,141.014,0.0,,,,0.0,3.1925,,,,3.1925
default,nodes=32_prio=1_arrival=8s,3,2.0002,0.2967,0.3448,0.3448,138.0157,0.0,0.0,0.0,138.0157,0.0,,,,0.0,7.0953,,,,7.0953
default,nodes=32_prio=1_arrival=8s,3,2.0003,0.3146,0.2665,0.3146,151.0236,0.0,0.0,0.0,151.0236,0.0,,,,0.0,4.4473,,,,4.4473
default,nodes=32_prio=1_arrival=8s,3,3.0004,0.3798,0.3094,0.3798,226.0271,0.0,0.0,0.0,226.0271,0.0,,,,0.0,3.1925,,,,3.1925
default,nodes=32_prio=1_arrival=8s,3,3.0004,0.355,0.3741,0.3741,221.0264,0.0,0.0,0.0,221.0264,0.0,,,,0.0,7.0953,,,,7.0953
default,nodes=32_prio=1_arrival=8s,3,3.0004,0.378,0.3065,0.378,243.0324,0.0,0.0,0.0,243.0324,0.0,,,,0.0,4.4473,,,,4.4473
default,nodes=32_prio=1_arrival=8s,3,4.0004,0.3851,0.4083,0.4083,316.0345,0.0,0.0,0.0,316.0345,0.0,,,,0.0,7.0953,,,,7.0953
default,nodes=32_prio=1_arrival=8s,3,4.0005,0.4491,0.3496,0.4491,322.0369,0.0,0.0,0.0,322.0369,0.0,,,,0.0,3.1925,,,,3.1925
default,nodes=32_prio=1_arrival=8s,3,4.0005,0.4044,0.3359,0.4044,341.042,0.0,0.0,0.0,341.042,0.0,,,,0.0,4.4473,,,,4.4473
default,nodes=32_prio=1_arrival=8s,3,5.0006,0.4893,0.394,0.4893,428.0521,0.0,0.0,0.0,428.0521,0.0,,,,0.0,3.1925,,,,3.1925
default,nodes=32_prio=1_arrival=8s,3,5.0006,0.4203,0.4428,0.4428,423.0512,0.0,0.0,0.0,423.0512,0.0,,,,0.0,7.0953,,,,7.0953
default,nodes=32_prio=1_arrival=8s,3,5.0006,0.4428,0.3857,0.4428,450.053,0.0,0.0,0.0,450.053,0.0,,,,0.0,4.4473,,,,4.4473
default,nodes=32_prio=1_arrival=8s,3,6.0007,0.4747,0.4267,0.4747,569.0637,0.0,0.0,0.0,569.0637,0.0,,,,0.0,4.4473,,,,4.4473
default,nodes=32_prio=1_arrival=8s,3,6.0007,0.447,0.4861,0.4861,541.0668,0.0,0.0,0.0,541.0668,0.0,,,,0.0,7.0953,,,,7.0953
