scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,running_p2_mean,unsched_p2_mean,deletions_cum_p2_mean,running_p3_mean,unsched_p3_mean,deletions_cum_p3_mean,running_p4_mean,unsched_p4_mean,deletions_cum_p4_mean
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,0,0.2404,0.2431,0.2427,0.2472,20.0,0.3333,0.0,14.6667,0.0,0.0,11.6667,0.0,0.0,7.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,1,0.2711,0.2879,0.2733,0.2948,22.0,0.3333,0.0,16.6667,0.6667,0.0,13.3333,0.0,0.0,10.6667,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,2,0.3186,0.3537,0.3199,0.3584,26.6667,0.3333,0.0,19.3333,0.0,0.0,15.3333,0.0,0.0,11.0,0.3333,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,3,0.371,0.3958,0.3718,0.3986,31.0,0.3333,0.0,22.3333,0.0,0.0,16.3333,0.0,0.0,13.3333,0.0,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,4,0.4086,0.4374,0.4086,0.4374,34.0,0.0,0.0,23.6667,0.0,0.0,19.6667,0.0,0.0,15.3333,0.0,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,5,0.4811,0.4776,0.4888,0.4799,34.3333,0.0,0.0,28.6667,0.3333,0.0,22.3333,0.0,0.0,18.3333,0.3333,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,6,0.5309,0.5139,0.5309,0.5139,37.3333,0.0,0.0,33.0,0.0,0.0,24.3333,0.0,0.0,19.0,0.0,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,7,0.5585,0.5543,0.5601,0.5575,42.3333,0.0,0.0,33.6667,0.0,0.0,27.3333,0.0,0.0,20.6667,0.6667,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,8,0.5979,0.587,0.5979,0.587,45.3333,0.0,0.0,37.3333,0.0,0.0,29.6667,0.0,0.0,23.0,0.0,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,9,0.6289,0.6165,0.6469,0.6219,48.3333,0.3333,0.0,40.0,1.0,0.0,30.6667,0.0,0.0,25.3333,0.3333,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,10,0.6595,0.6476,0.6774,0.6563,51.0,0.6667,0.0,40.3333,1.3333,0.0,35.0,0.0,0.0,27.0,0.0,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,11,0.683,0.6861,0.7094,0.7034,56.3333,0.6667,0.0,42.6667,1.3333,0.0,36.6667,0.0,0.0,27.3333,0.6667,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,12,0.7184,0.7162,0.7503,0.7351,58.0,1.0,0.6667,44.0,1.3333,0.0,40.3333,0.0,0.0,30.0,0.6667,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,13,0.7496,0.742,0.7836,0.7717,60.6667,1.0,0.6667,45.6667,1.3333,0.0,41.3333,1.0,0.0,32.3333,0.6667,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,14,0.7766,0.7669,0.81,0.796,64.3333,1.0,0.6667,47.3333,1.3333,0.0,41.6667,0.6667,0.0,33.6667,0.6667,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,15,0.7986,0.7862,0.8413,0.8246,67.0,1.6667,0.6667,49.0,1.3333,0.0,42.3333,1.3333,0.0,34.3333,0.6667,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,16,0.8156,0.798,0.8583,0.8363,67.6667,1.6667,0.6667,51.3333,1.3333,0.3333,43.6667,1.3333,0.0,34.3333,0.6667,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,17,0.8158,0.8003,0.8701,0.8364,67.6667,1.6667,0.6667,51.0,1.3333,0.6667,44.0,2.0,0.0,34.3333,0.6667,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,18,0.8183,0.8041,0.8727,0.8403,68.6667,1.6667,0.6667,51.0,1.3333,0.6667,44.3333,2.0,0.0,34.3333,0.6667,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,19,0.8183,0.8041,0.8727,0.8403,68.6667,1.6667,0.6667,51.0,1.3333,0.6667,44.3333,2.0,0.0,34.3333,0.6667,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,20,0.8145,0.8017,0.8721,0.8412,68.3333,1.6667,1.0,51.0,1.3333,0.6667,44.0,2.3333,0.3333,34.3333,0.6667,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,21,0.8165,0.8061,0.8619,0.8451,68.3333,1.6667,1.0,51.3333,1.3333,0.6667,44.6667,1.6667,0.3333,34.3333,0.6667,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,22,0.8172,0.8074,0.8619,0.8451,68.3333,1.6667,1.0,51.3333,1.3333,0.6667,45.0,1.3333,0.3333,34.3333,0.6667,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,23,0.8211,0.8139,0.8626,0.8482,69.0,1.6667,1.3333,51.3333,1.3333,0.6667,45.0,1.0,0.3333,35.3333,0.6667,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,24,0.8225,0.8177,0.8652,0.8606,69.6667,2.3333,1.3333,51.3333,1.3333,0.6667,45.0,1.0,0.3333,35.3333,0.6667,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,25,0.8237,0.8194,0.8783,0.8659,69.6667,3.3333,1.3333,51.3333,1.3333,0.6667,45.3333,1.3333,0.3333,35.3333,0.6667,0.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,26,0.8206,0.8175,0.8712,0.8545,70.3333,2.6667,1.3333,51.3333,1.3333,0.6667,44.0,1.0,2.0,35.0,0.6667,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,27,0.8262,0.8236,0.8712,0.8545,70.6667,2.3333,2.6667,51.6667,1.0,0.6667,44.0,1.0,2.0,35.0,0.6667,1.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,28,0.8241,0.8221,0.8582,0.8512,70.6667,1.3333,2.6667,51.6667,1.0,0.6667,44.0,1.0,2.0,34.6667,0.6667,1.3333
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,29,0.8241,0.8221,0.8582,0.8512,70.6667,1.3333,2.6667,51.6667,1.0,0.6667,44.0,1.0,2.0,34.6667,0.6667,1.3333
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,30,0.8241,0.8221,0.857,0.8426,70.6667,0.6667,2.6667,51.6667,1.0,0.6667,44.0,1.0,2.0,34.6667,0.6667,1.3333
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,31,0.8241,0.8221,0.857,0.8426,70.6667,0.6667,2.6667,51.6667,1.0,0.6667,44.0,1.0,2.0,34.6667,0.6667,1.3333
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,32,0.8222,0.8229,0.8551,0.8433,70.6667,0.6667,2.6667,51.3333,1.0,1.3333,44.0,1.0,2.0,34.6667,0.6667,1.3333
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,33,0.8226,0.8226,0.8583,0.8558,70.0,1.3333,3.3333,52.3333,1.6667,1.3333,44.0,1.0,2.0,34.6667,0.6667,1.3333
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,34,0.8161,0.818,0.8518,0.8512,70.0,1.3333,3.3333,51.0,1.6667,2.6667,44.0,1.0,2.0,34.6667,0.6667,1.3333
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,35,0.8161,0.818,0.8518,0.8512,70.0,1.3333,3.3333,51.0,1.6667,2.6667,44.0,1.0,2.0,34.6667,0.6667,1.3333
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,36,0.8161,0.818,0.8518,0.8512,70.0,1.3333,3.3333,51.0,1.6667,2.6667,44.0,1.0,2.0,34.6667,0.6667,1.3333
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,37,0.8161,0.818,0.8518,0.8512,70.0,1.3333,3.3333,51.0,1.6667,2.6667,44.0,1.0,2.0,34.6667,0.6667,1.3333
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,38,0.8147,0.8162,0.8481,0.84,69.3333,1.0,4.3333,51.0,1.0,2.6667,44.0,1.0,2.0,34.6667,0.6667,1.3333
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,39,0.8135,0.8126,0.8469,0.8364,69.3333,1.0,4.3333,50.3333,1.0,3.3333,44.0,1.0,2.0,34.6667,0.6667,1.3333
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,40,0.8135,0.8126,0.8469,0.8364,69.3333,1.0,4.3333,50.3333,1.0,3.3333,44.0,1.0,2.0,34.6667,0.6667,1.3333
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,41,0.8135,0.8126,0.8469,0.8364,69.3333,1.0,4.3333,50.3333,1.0,3.3333,44.0,1.0,2.0,34.6667,0.6667,1.3333
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,42,0.8197,0.8198,0.8539,0.8467,70.3333,1.0,4.3333,51.6667,1.3333,3.3333,44.0,1.0,2.0,34.6667,0.6667,1.3333
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,43,0.8161,0.823,0.8495,0.8468,70.3333,1.0,4.3333,52.3333,1.0,3.3333,43.6667,1.0,2.6667,34.6667,0.6667,1.3333
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,44,0.8206,0.8257,0.8541,0.8495,71.0,1.0,4.3333,52.3333,1.0,3.3333,43.6667,1.0,2.6667,35.6667,0.6667,1.3333
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,45,0.817,0.8215,0.8505,0.8454,70.6667,1.0,5.3333,52.6667,1.0,3.3333,43.3333,1.0,3.0,35.3333,0.6667,1.6667
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,46,0.8176,0.8254,0.8486,0.8368,71.0,0.6667,5.3333,52.6667,1.0,3.3333,44.0,0.3333,3.0,34.6667,0.6667,2.3333
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,47,0.8176,0.8254,0.8486,0.8368,71.0,0.6667,5.3333,52.6667,1.0,3.3333,44.0,0.3333,3.0,34.6667,0.6667,2.3333
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,48,0.8148,0.8181,0.8458,0.8295,71.0,0.6667,5.3333,52.0,1.0,4.0,44.0,0.3333,3.0,34.0,0.6667,3.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,49,0.8141,0.8169,0.8451,0.8282,71.0,0.6667,5.3333,51.6667,1.0,4.3333,44.0,0.3333,3.0,34.0,0.6667,3.0
