scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,running_p2_mean,unsched_p2_mean,deletions_cum_p2_mean,running_p3_mean,unsched_p3_mean,deletions_cum_p3_mean,running_p4_mean,unsched_p4_mean,deletions_cum_p4_mean
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=4s,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=4s,3,1,0.12,0.155,0.1249,0.1566,8.0,0.3333,0.0,4.3333,0.0,0.0,2.3333,0.0,0.0,1.6667,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=4s,3,2,0.2568,0.2866,0.2666,0.2937,13.0,0.0,0.0,10.0,0.3333,0.0,5.3333,0.0,0.0,3.6667,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=4s,3,3,0.3679,0.3864,0.3818,0.3913,18.3333,0.0,0.0,12.3333,0.6667,0.0,8.0,0.3333,0.0,4.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=4s,3,4,0.4901,0.4902,0.4901,0.4902,20.3333,0.0,0.0,15.3333,0.0,0.0,12.0,0.0,0.0,7.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=4s,3,5,0.5841,0.6199,0.5888,0.6386,24.3333,0.0,0.0,17.3333,0.3333,0.0,14.0,0.0,0.0,10.3333,0.6667,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=4s,3,6,0.6707,0.709,0.6823,0.738,28.0,0.3333,0.0,20.0,0.6667,0.0,15.3333,0.3333,0.0,12.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=4s,3,7,0.7264,0.751,0.7455,0.788,30.3333,0.0,0.0,20.6667,0.6667,0.6667,17.0,1.0,0.0,14.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=4s,3,8,0.7615,0.7808,0.782,0.8264,31.0,0.0,0.0,21.6667,0.6667,0.6667,18.3333,1.3333,0.0,16.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=4s,3,9,0.7847,0.7986,0.8191,0.8466,31.0,0.6667,0.0,23.0,0.6667,0.6667,19.3333,1.3333,0.0,16.3333,0.0,0.0
