timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,unsched_p1,deletions_cum_p1
2026/02/03/14:26:42,3.787788,0.240875,0.149909,0.240875,0.149909,46,0,0
2026/02/03/14:26:43,4.787911,0.273938,0.190729,0.273938,0.190729,57,0,0
2026/02/03/14:26:44,5.787999,0.304875,0.209515,0.304875,0.209515,67,0,2
2026/02/03/14:26:45,6.788080,0.328906,0.234598,0.328906,0.234598,76,0,2
2026/02/03/14:26:46,7.788170,0.366750,0.274256,0.366750,0.274256,88,0,2
2026/02/03/14:26:47,8.788249,0.385719,0.295122,0.385719,0.295122,97,0,2
2026/02/03/14:26:48,9.788350,0.429063,0.340115,0.429063,0.340115,109,0,2
2026/02/03/14:26:49,10.788415,0.467438,0.402951,0.467438,0.402951,120,0,2
2026/02/03/14:26:50,11.788579,0.517656,0.448880,0.517656,0.448880,128,0,2
2026/02/03/14:26:51,12.788655,0.551000,0.476828,0.558312,0.478756,138,1,2
2026/02/03/14:26:52,13.788747,0.586719,0.548585,0.589000,0.550600,149,1,2
2026/02/03/14:26:53,14.788814,0.655500,0.592685,0.655500,0.592685,162,0,2
2026/02/03/14:26:54,15.788904,0.695969,0.635387,0.704937,0.646974,170,1,4
2026/02/03/14:26:55,16.788984,0.716531,0.671807,0.718969,0.674137,177,1,7
2026/02/03/14:26:56,17.789086,0.772906,0.710149,0.772906,0.710149,188,0,7
2026/02/03/14:26:57,18.789184,0.818875,0.753653,0.846562,0.762104,197,3,7
2026/02/03/14:26:58,19.789258,0.827281,0.768659,0.851344,0.774900,201,2,7
2026/02/03/14:26:59,20.789419,0.827281,0.768659,0.851344,0.774900,201,2,7
2026/02/03/14:27:00,21.866524,0.827281,0.768659,0.851344,0.774900,201,2,7
2026/02/03/14:27:01,22.866624,0.827281,0.768659,0.851344,0.774900,201,2,7
2026/02/03/14:27:02,23.866728,0.827281,0.768659,0.851344,0.774900,201,2,7
2026/02/03/14:27:03,24.866839,0.827281,0.768659,0.851344,0.774900,201,2,7
2026/02/03/14:27:04,26.362461,0.817781,0.751794,0.841844,0.758035,199,2,9
2026/02/03/14:27:05,27.362552,0.851344,0.774900,0.851344,0.774900,203,0,9
2026/02/03/14:27:06,28.362640,0.851344,0.774900,0.851344,0.774900,203,0,9
2026/02/03/14:27:07,29.362704,0.851344,0.774900,0.851344,0.774900,203,0,9
2026/02/03/14:27:08,30.362816,0.851344,0.774900,0.851344,0.774900,203,0,9
2026/02/03/14:27:09,31.362893,0.851344,0.774900,0.851344,0.774900,203,0,9
2026/02/03/14:27:10,32.362976,0.851344,0.774900,0.851344,0.774900,203,0,9
2026/02/03/14:27:11,33.363074,0.851344,0.774900,0.851344,0.774900,203,0,9
2026/02/03/14:27:12,34.363187,0.851344,0.774900,0.851344,0.774900,203,0,9
2026/02/03/14:27:13,35.363274,0.851344,0.774900,0.851344,0.774900,203,0,9
2026/02/03/14:27:14,36.363385,0.851344,0.774900,0.851344,0.774900,203,0,9
2026/02/03/14:27:15,37.363497,0.843469,0.757380,0.843469,0.757380,200,0,12
2026/02/03/14:27:16,38.363553,0.843469,0.757380,0.843469,0.757380,200,0,12
2026/02/03/14:27:17,39.363637,0.843469,0.757380,0.843469,0.757380,200,0,12
2026/02/03/14:27:18,40.363737,0.843469,0.757380,0.843469,0.757380,200,0,12
2026/02/03/14:27:19,41.363841,0.843469,0.757380,0.843469,0.757380,200,0,12
2026/02/03/14:27:20,42.363927,0.839875,0.755370,0.839875,0.755370,199,0,13
2026/02/03/14:27:21,43.364000,0.839875,0.755370,0.839875,0.755370,199,0,13
2026/02/03/14:27:22,44.364126,0.839875,0.755370,0.839875,0.755370,199,0,13
2026/02/03/14:27:23,45.364185,0.839875,0.755370,0.839875,0.755370,199,0,13
2026/02/03/14:27:24,46.364260,0.839875,0.755370,0.839875,0.755370,199,0,13
2026/02/03/14:27:25,47.364349,0.839875,0.755370,0.839875,0.755370,199,0,13
2026/02/03/14:27:26,48.364454,0.839875,0.755370,0.839875,0.755370,199,0,13
2026/02/03/14:27:27,49.364519,0.839875,0.755370,0.839875,0.755370,199,0,13
