job_name,plugin_config,seed,priority,rs_prefix,replica_index,latency_default_s,latency_plugin_s,delta_latency_s,default_first_apply_time_s,default_first_running_time_s,plugin_first_apply_time_s,plugin_first_running_time_s,both_have_apply_time,both_have_running_time
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000064,0,0.0,0.0,0.0,11.1276,11.1276,11.6075,11.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000064,1,0.0,0.0,0.0,12.1276,12.1276,12.6075,12.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000065,0,0.0,0.0,0.0,11.1276,11.1276,11.6075,11.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000068,0,0.0,0.0,0.0,12.1276,12.1276,12.6075,12.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000069,0,0.0,0.0,0.0,12.1276,12.1276,12.6075,12.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000070,0,0.0,0.0,0.0,12.1276,12.1276,12.6075,12.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000071,0,0.0,0.0,0.0,12.1276,12.1276,13.6075,13.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000071,1,0.0,0.0,0.0,13.1276,13.1276,13.6075,13.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000073,0,0.0,0.0,0.0,31.1276,31.1276,30.6075,30.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000074,0,0.0,0.0,0.0,33.1276,33.1276,32.6075,32.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000074,1,0.0,0.0,0.0,33.1276,33.1276,32.6075,32.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000075,0,0.0,0.0,0.0,34.1276,34.1276,33.6075,33.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000075,1,0.0,0.0,0.0,34.1276,34.1276,33.6075,33.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000075,2,0.0,0.0,0.0,34.1276,34.1276,33.6075,33.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000076,0,0.0,0.0,0.0,34.1276,34.1276,33.6075,33.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000076,1,0.0,0.0,0.0,34.1276,34.1276,33.6075,33.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000076,2,0.0,0.0,0.0,34.1276,34.1276,33.6075,33.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000077,0,,19.0,,34.1276,,33.6075,52.6075,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000077,1,,19.0,,34.1276,,33.6075,52.6075,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000077,2,,19.0,,34.1276,,33.6075,52.6075,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000078,0,0.0,0.0,0.0,34.1276,34.1276,33.6075,33.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000079,0,0.0,0.0,0.0,34.1276,34.1276,33.6075,33.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000079,1,0.0,1.0,1.0,34.1276,34.1276,33.6075,34.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000080,0,0.0,0.0,0.0,34.1276,34.1276,33.6075,33.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000081,0,,,,34.1276,,33.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000081,1,,,,34.1276,,34.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000082,0,1.0,0.0,-1.0,35.1276,36.1276,33.6075,33.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000083,0,0.0,0.0,0.0,34.1276,34.1276,34.6075,34.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000083,1,0.0,0.0,0.0,34.1276,34.1276,34.6075,34.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000083,2,0.0,0.0,0.0,34.1276,34.1276,34.6075,34.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000084,0,,,,35.1276,,34.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000084,1,,,,35.1276,,34.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000084,2,,,,35.1276,,34.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000085,0,0.0,0.0,0.0,35.1276,35.1276,34.6075,34.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000085,1,0.0,0.0,0.0,35.1276,35.1276,34.6075,34.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000086,0,0.0,0.0,0.0,71.1276,71.1276,70.6075,70.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000087,0,,0.0,,71.1276,,70.6075,70.6075,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000087,1,,,,71.1276,,70.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000087,2,,,,71.1276,,70.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000088,0,0.0,,,71.1276,71.1276,70.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000089,0,0.0,1.0,1.0,74.1276,74.1276,73.6075,74.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000089,1,0.0,1.0,1.0,74.1276,74.1276,73.6075,74.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000090,0,0.0,0.0,0.0,74.1276,74.1276,74.6075,74.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000091,0,0.0,1.0,1.0,74.1276,74.1276,73.6075,74.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000092,0,0.0,,,74.1276,74.1276,73.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000093,0,0.0,1.0,1.0,88.1276,88.1276,87.6075,88.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000093,1,0.0,0.0,0.0,88.1276,88.1276,88.6075,88.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000094,0,0.0,6.0,6.0,88.1276,88.1276,88.6075,94.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000095,0,0.0,0.0,0.0,89.1276,89.1276,88.6075,88.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000095,1,0.0,0.0,0.0,89.1276,89.1276,88.6075,88.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000096,0,0.0,0.0,0.0,90.1276,90.1276,89.6075,89.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000096,1,0.0,0.0,0.0,90.1276,90.1276,89.6075,89.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000096,2,0.0,0.0,0.0,90.1276,90.1276,89.6075,89.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000097,0,,,,90.1276,,89.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000098,0,0.0,0.0,0.0,90.1276,90.1276,89.6075,89.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000098,1,0.0,0.0,0.0,90.1276,90.1276,89.6075,89.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000098,2,0.0,0.0,0.0,90.1276,90.1276,89.6075,89.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000099,0,,,,90.1276,,90.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000099,1,,,,90.1276,,90.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000099,2,,,,90.1276,,90.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000100,0,0.0,,,91.1276,91.1276,90.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000101,0,0.0,0.0,0.0,93.1276,93.1276,92.6075,92.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000102,0,0.0,1.0,1.0,93.1276,93.1276,92.6075,93.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000102,1,0.0,0.0,0.0,93.1276,93.1276,92.6075,92.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000102,2,0.0,1.0,1.0,93.1276,93.1276,92.6075,93.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000103,0,2.0,,,97.1276,99.1276,96.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000103,1,,0.0,,97.1276,,96.6075,96.6075,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000103,2,,3.0,,97.1276,,96.6075,99.6075,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000104,0,0.0,0.0,0.0,107.1276,107.1276,106.6075,106.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000104,1,0.0,0.0,0.0,107.1276,107.1276,106.6075,106.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000105,0,0.0,6.0,6.0,107.1276,107.1276,106.6075,112.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000105,1,0.0,6.0,6.0,107.1276,107.1276,106.6075,112.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000106,0,0.0,6.0,6.0,107.1276,107.1276,106.6075,112.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000106,1,0.0,5.0,5.0,107.1276,107.1276,106.6075,111.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000107,0,0.0,,,107.1276,107.1276,106.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000107,1,0.0,,,107.1276,107.1276,106.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000108,0,,0.0,,114.1276,,113.6075,113.6075,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000109,0,0.0,,,114.1276,114.1276,113.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000109,1,0.0,0.0,0.0,114.1276,114.1276,113.6075,113.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000109,2,,,,114.1276,,113.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000110,0,0.0,0.0,0.0,114.1276,114.1276,113.6075,113.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000111,0,,0.0,,114.1276,,113.6075,113.6075,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000111,1,,,,114.1276,,113.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000111,2,,,,114.1276,,113.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000112,0,0.0,,,116.1276,116.1276,116.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000113,0,0.0,0.0,0.0,116.1276,116.1276,116.6075,116.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000113,1,0.0,0.0,0.0,116.1276,116.1276,116.6075,116.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000114,0,0.0,0.0,0.0,116.1276,116.1276,116.6075,116.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000114,1,,0.0,,116.1276,,116.6075,116.6075,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000115,0,,,,116.1276,,116.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000115,1,,,,116.1276,,116.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000116,0,2.0,0.0,-2.0,150.1276,152.1276,149.6075,149.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000116,1,0.0,0.0,0.0,150.1276,150.1276,149.6075,149.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000117,0,0.0,0.0,0.0,150.1276,150.1276,149.6075,149.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000118,0,0.0,0.0,0.0,150.1276,150.1276,149.6075,149.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000119,0,,,,150.1276,,149.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000119,1,,,,150.1276,,149.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000120,0,0.0,0.0,0.0,150.1276,150.1276,149.6075,149.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000120,1,0.0,,,150.1276,150.1276,149.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000121,0,1.0,0.0,-1.0,150.1276,151.1276,150.6075,150.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000121,1,0.0,0.0,0.0,151.1276,151.1276,150.6075,150.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000122,0,3.0,0.0,-3.0,150.1276,153.1276,150.6075,150.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000122,1,2.0,2.0,0.0,151.1276,153.1276,150.6075,152.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000123,0,,2.0,,151.1276,,150.6075,152.6075,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000124,0,0.0,1.0,1.0,151.1276,151.1276,150.6075,151.6075,1,1
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000124,1,1.0,,,151.1276,152.1276,150.6075,,1,0
nodes=16_prio=1_arrival=4s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000124,2,0.0,,,151.1276,151.1276,150.6075,,1,0
