job_name,plugin_config,seed,priority,rs_prefix,replica_index,latency_default_s,latency_plugin_s,delta_latency_s,default_first_apply_time_s,default_first_running_time_s,plugin_first_apply_time_s,plugin_first_running_time_s,both_have_apply_time,both_have_running_time
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000055,0,1.0,0.0,-1.0,10.5736,11.5736,11.6289,11.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000055,1,0.0,0.0,0.0,11.5736,11.5736,11.6289,11.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000060,0,0.0,0.0,0.0,11.5736,11.5736,11.6289,11.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000061,0,0.0,0.0,0.0,12.5736,12.5736,12.6289,12.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000062,0,,,,21.5736,,21.6289,,1,0
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000065,0,0.0,0.0,0.0,21.5736,21.5736,21.6289,21.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000065,1,0.0,0.0,0.0,21.5736,21.5736,21.6289,21.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000065,2,0.0,0.0,0.0,21.5736,21.5736,21.6289,21.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000068,0,4.0,4.0,0.0,34.5736,38.5736,34.6289,38.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000068,1,4.0,0.0,-4.0,34.5736,38.5736,34.6289,34.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000071,0,0.0,0.0,0.0,66.5736,66.5736,66.6289,66.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000071,1,0.0,0.0,0.0,66.5736,66.5736,66.6289,66.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000078,0,0.0,0.0,0.0,105.5736,105.5736,104.6289,104.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000078,1,0.0,0.0,0.0,105.5736,105.5736,104.6289,104.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000078,2,0.0,0.0,0.0,105.5736,105.5736,104.6289,104.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000081,0,0.0,0.0,0.0,151.5736,151.5736,150.6289,150.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000081,1,0.0,0.0,0.0,151.5736,151.5736,150.6289,150.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000090,0,0.0,0.0,0.0,232.5736,232.5736,231.6289,231.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000090,1,0.0,0.0,0.0,232.5736,232.5736,231.6289,231.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000095,0,0.0,1.0,1.0,251.5736,251.5736,250.6289,251.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000096,0,0.0,1.0,1.0,251.5736,251.5736,250.6289,251.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000101,0,0.0,0.0,0.0,252.5736,252.5736,251.6289,251.6289,1,1
nodes=16_prio=4_arrival=4s,mode=periodic8s_blocking=1_defpreempt=1,1420052706459400740,1,rs-000101,1,0.0,0.0,0.0,252.5736,252.5736,251.6289,251.6289,1,1
