job_name,plugin_config,seed,priority,rs_prefix,replica_index,latency_default_s,latency_plugin_s,delta_latency_s,default_first_apply_time_s,default_first_running_time_s,plugin_first_apply_time_s,plugin_first_running_time_s,both_have_apply_time,both_have_running_time
nodes=16_prio=1_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=0,1420052706459400740,1,rs-000064,0,0.0,0.0,0.0,11.1276,11.1276,11.0893,11.0893,1,1
nodes=16_prio=1_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=0,1420052706459400740,1,rs-000064,1,0.0,0.0,0.0,12.1276,12.1276,12.0893,12.0893,1,1
nodes=16_prio=1_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=0,1420052706459400740,1,rs-000065,0,0.0,0.0,0.0,11.1276,11.1276,11.0893,11.0893,1,1
nodes=16_prio=1_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=0,1420052706459400740,1,rs-000068,0,0.0,0.0,0.0,12.1276,12.1276,12.0893,12.0893,1,1
nodes=16_prio=1_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=0,1420052706459400740,1,rs-000069,0,0.0,0.0,0.0,12.1276,12.1276,12.0893,12.0893,1,1
nodes=16_prio=1_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=0,1420052706459400740,1,rs-000070,0,0.0,0.0,0.0,12.1276,12.1276,13.0893,13.0893,1,1
nodes=16_prio=1_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=0,1420052706459400740,1,rs-000071,0,0.0,0.0,0.0,12.1276,12.1276,12.0893,12.0893,1,1
nodes=16_prio=1_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=0,1420052706459400740,1,rs-000071,1,0.0,0.0,0.0,13.1276,13.1276,13.0893,13.0893,1,1
nodes=16_prio=1_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=0,1420052706459400740,1,rs-000073,0,0.0,0.0,0.0,31.1276,31.1276,31.0893,31.0893,1,1
nodes=16_prio=1_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=0,1420052706459400740,1,rs-000074,0,0.0,0.0,0.0,33.1276,33.1276,32.0893,32.0893,1,1
nodes=16_prio=1_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=0,1420052706459400740,1,rs-000074,1,0.0,0.0,0.0,33.1276,33.1276,32.0893,32.0893,1,1
nodes=16_prio=1_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=0,1420052706459400740,1,rs-000075,0,0.0,,,34.1276,34.1276,33.0893,,1,0
