job_name,plugin_config,seed,priority,rs_prefix,replica_index,latency_default_s,latency_plugin_s,delta_latency_s,default_first_apply_time_s,default_first_running_time_s,plugin_first_apply_time_s,plugin_first_running_time_s,both_have_apply_time,both_have_running_time
nodes=16_prio=4_arrival=8s,mode=stablequeue2s_blocking=0_defpreempt=1,1420052706459400740,1,rs-000055,0,0.0,0.0,0.0,12.3534,12.3534,11.5219,11.5219,1,1
nodes=16_prio=4_arrival=8s,mode=stablequeue2s_blocking=0_defpreempt=1,1420052706459400740,1,rs-000055,1,0.0,0.0,0.0,12.3534,12.3534,12.5219,12.5219,1,1
nodes=16_prio=4_arrival=8s,mode=stablequeue2s_blocking=0_defpreempt=1,1420052706459400740,1,rs-000056,0,0.0,0.0,0.0,12.3534,12.3534,12.5219,12.5219,1,1
nodes=16_prio=4_arrival=8s,mode=stablequeue2s_blocking=0_defpreempt=1,1420052706459400740,1,rs-000056,1,0.0,0.0,0.0,12.3534,12.3534,12.5219,12.5219,1,1
nodes=16_prio=4_arrival=8s,mode=stablequeue2s_blocking=0_defpreempt=1,1420052706459400740,1,rs-000059,0,0.0,0.0,0.0,12.3534,12.3534,12.5219,12.5219,1,1
nodes=16_prio=4_arrival=8s,mode=stablequeue2s_blocking=0_defpreempt=1,1420052706459400740,1,rs-000059,1,0.0,,,12.3534,12.3534,12.5219,,1,0
nodes=16_prio=4_arrival=8s,mode=stablequeue2s_blocking=0_defpreempt=1,1420052706459400740,1,rs-000060,0,0.0,0.0,0.0,13.3534,13.3534,12.5219,12.5219,1,1
nodes=16_prio=4_arrival=8s,mode=stablequeue2s_blocking=0_defpreempt=1,1420052706459400740,1,rs-000061,0,0.0,0.0,0.0,15.3534,15.3534,14.5219,14.5219,1,1
nodes=16_prio=4_arrival=8s,mode=stablequeue2s_blocking=0_defpreempt=1,1420052706459400740,1,rs-000062,0,,,,40.3534,,40.5219,,1,0
nodes=16_prio=4_arrival=8s,mode=stablequeue2s_blocking=0_defpreempt=1,1420052706459400740,1,rs-000065,0,0.0,0.0,0.0,41.3534,41.3534,40.5219,40.5219,1,1
nodes=16_prio=4_arrival=8s,mode=stablequeue2s_blocking=0_defpreempt=1,1420052706459400740,1,rs-000065,1,0.0,6.0,6.0,41.3534,41.3534,40.5219,46.5219,1,1
nodes=16_prio=4_arrival=8s,mode=stablequeue2s_blocking=0_defpreempt=1,1420052706459400740,1,rs-000065,2,0.0,6.0,6.0,41.3534,41.3534,40.5219,46.5219,1,1
