scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,0,0.2148,0.1956,0.2158,0.2001,52.3333,0.3333,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,1,0.2437,0.229,0.2442,0.2314,59.6667,0.3333,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,2,0.2842,0.2711,0.2853,0.272,70.0,0.3333,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,3,0.3331,0.3157,0.3337,0.3167,81.3333,0.3333,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,4,0.3809,0.3397,0.3819,0.3406,89.3333,0.3333,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,5,0.4249,0.3818,0.4268,0.3843,99.3333,0.6667,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,6,0.4671,0.4226,0.4688,0.427,110.3333,0.6667,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,7,0.5112,0.4621,0.5112,0.4621,121.3333,0.0,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,8,0.563,0.5055,0.5636,0.507,130.6667,0.3333,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,9,0.5964,0.5448,0.5979,0.5499,140.3333,0.6667,0.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,10,0.6254,0.5845,0.628,0.5874,151.6667,0.6667,0.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,11,0.6762,0.623,0.6784,0.6252,162.0,0.6667,0.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,12,0.7074,0.6547,0.7123,0.6576,170.3333,0.6667,0.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,13,0.748,0.6902,0.7671,0.6957,180.6667,1.6667,0.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,14,0.7845,0.7239,0.804,0.7427,190.6667,2.6667,0.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,15,0.8083,0.7599,0.8327,0.783,199.3333,3.3333,0.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,16,0.8282,0.7803,0.8701,0.8147,206.0,5.0,0.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,17,0.8378,0.7863,0.8787,0.8197,208.3333,4.6667,0.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,18,0.8378,0.7863,0.8787,0.8197,208.3333,4.6667,0.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,19,0.842,0.7914,0.8851,0.8255,210.3333,5.0,0.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,20,0.8458,0.7951,0.8888,0.8293,212.0,5.0,0.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,21,0.8458,0.7951,0.8906,0.8299,212.0,5.3333,0.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,22,0.8545,0.801,0.9012,0.8362,214.6667,5.6667,0.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,23,0.8557,0.8023,0.9052,0.8375,215.3333,5.6667,0.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,24,0.8539,0.8004,0.9033,0.8355,214.3333,5.6667,1.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,25,0.8539,0.8004,0.9101,0.8373,214.3333,6.6667,1.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,26,0.8539,0.8004,0.9101,0.8373,214.3333,6.6667,1.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,27,0.8549,0.8052,0.9033,0.8355,214.6667,5.3333,2.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,28,0.8549,0.8052,0.9033,0.8355,214.6667,5.3333,2.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,29,0.8565,0.8034,0.9018,0.8331,214.3333,5.0,2.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,30,0.8565,0.8034,0.9018,0.8331,214.3333,5.0,2.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,31,0.8577,0.8044,0.903,0.8342,215.0,5.0,2.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,32,0.8577,0.8044,0.9047,0.8365,215.0,5.3333,2.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,33,0.8577,0.8044,0.9047,0.8365,215.0,5.3333,2.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,34,0.8566,0.8027,0.9036,0.8348,214.6667,5.3333,3.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,35,0.8561,0.8012,0.9014,0.8309,214.3333,5.0,3.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,36,0.8589,0.8048,0.9092,0.8383,215.6667,6.0,3.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,37,0.8554,0.8011,0.9057,0.8346,214.6667,6.0,4.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,38,0.8544,0.7991,0.9046,0.8326,214.3333,6.0,4.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,39,0.8601,0.8126,0.9157,0.8497,217.0,7.3333,4.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,40,0.8729,0.8271,0.9312,0.8634,221.3333,7.3333,5.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,41,0.8751,0.8319,0.9441,0.872,222.3333,8.6667,5.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,42,0.8801,0.838,0.9481,0.8789,224.0,8.3333,5.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,43,0.8788,0.839,0.9399,0.8773,223.6667,7.3333,7.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,44,0.8774,0.8383,0.9356,0.8754,223.3333,6.6667,7.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,45,0.8709,0.8252,0.9274,0.8617,220.0,6.3333,11.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,46,0.8684,0.8237,0.9248,0.8602,219.3333,6.3333,12.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,47,0.8672,0.8151,0.9236,0.8516,218.6667,6.3333,12.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,48,0.866,0.814,0.9224,0.8505,218.0,6.3333,13.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,49,0.8648,0.8134,0.9213,0.8499,217.6667,6.3333,13.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,50,0.8692,0.8143,0.912,0.8482,217.6667,5.3333,14.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,51,0.8692,0.8143,0.912,0.8482,217.6667,5.3333,14.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,52,0.8669,0.8123,0.9019,0.8438,217.0,4.6667,16.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,53,0.8669,0.8123,0.9019,0.8438,217.0,4.6667,16.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,54,0.8669,0.8123,0.9019,0.8438,217.0,4.6667,16.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,55,0.8669,0.8123,0.9019,0.8438,217.0,4.6667,16.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,56,0.8669,0.8123,0.9019,0.8438,217.0,4.6667,16.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,57,0.8669,0.8123,0.9019,0.8438,217.0,4.6667,16.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,58,0.8675,0.813,0.9025,0.8445,217.3333,4.6667,16.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,59,0.8675,0.813,0.9025,0.8445,217.3333,4.6667,16.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,60,0.8675,0.813,0.9025,0.8445,217.3333,4.6667,16.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,61,0.8683,0.814,0.9033,0.8456,217.6667,4.6667,16.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,62,0.8683,0.814,0.9033,0.8456,217.6667,4.6667,16.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,63,0.8751,0.8269,0.9282,0.8639,220.6667,6.3333,16.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,64,0.877,0.8291,0.946,0.8727,221.6667,8.0,17.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,65,0.8778,0.8297,0.9394,0.8712,222.0,7.0,17.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,66,0.8771,0.8281,0.9257,0.8615,221.3333,5.6667,18.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,67,0.8771,0.8281,0.9257,0.8615,221.3333,5.6667,18.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,68,0.8752,0.8246,0.9238,0.858,220.6667,5.6667,18.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,69,0.8752,0.8246,0.9238,0.858,220.6667,5.6667,18.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,70,0.8841,0.8497,0.9238,0.858,222.6667,3.6667,20.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,71,0.8841,0.8497,0.9238,0.858,222.6667,3.6667,20.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,72,0.8841,0.8497,0.9238,0.858,222.6667,3.6667,20.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,73,0.8847,0.8491,0.9244,0.8574,223.0,3.6667,21.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,74,0.8847,0.8491,0.9244,0.8574,223.0,3.6667,21.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,75,0.8847,0.8491,0.9244,0.8574,223.0,3.6667,21.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,76,0.8825,0.8459,0.9189,0.8517,222.3333,3.0,21.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,77,0.8825,0.8459,0.9189,0.8517,222.3333,3.0,21.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,78,0.879,0.8448,0.9154,0.8506,221.6667,3.0,22.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,79,0.879,0.8448,0.9154,0.8506,221.6667,3.0,22.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,80,0.879,0.8448,0.9154,0.8506,221.6667,3.0,22.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,81,0.879,0.8448,0.9154,0.8506,221.6667,3.0,22.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,82,0.879,0.8448,0.9154,0.8506,221.6667,3.0,22.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,83,0.879,0.8448,0.9154,0.8506,221.6667,3.0,22.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,84,0.879,0.8448,0.9154,0.8506,221.6667,3.0,22.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,85,0.879,0.8448,0.9154,0.8506,221.6667,3.0,22.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,86,0.8774,0.8401,0.9138,0.8459,221.0,3.0,23.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,87,0.8729,0.8326,0.9093,0.8384,218.6667,3.0,25.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,88,0.8707,0.8309,0.9071,0.8367,217.6667,3.0,26.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,89,0.8707,0.8309,0.9071,0.8367,217.6667,3.0,26.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,90,0.8681,0.8296,0.9046,0.8354,217.0,3.0,27.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,91,0.8681,0.8296,0.9046,0.8354,217.0,3.0,27.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,92,0.8681,0.8296,0.9046,0.8354,217.0,3.0,27.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,93,0.8681,0.8296,0.9046,0.8354,217.0,3.0,27.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,94,0.8681,0.8296,0.9046,0.8354,217.0,3.0,27.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,95,0.8665,0.8272,0.9029,0.833,216.6667,3.0,27.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,96,0.8665,0.8272,0.9029,0.833,216.6667,3.0,27.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,97,0.8665,0.8272,0.9029,0.833,216.6667,3.0,27.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,98,0.8665,0.8272,0.9029,0.833,216.6667,3.0,27.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,99,0.8665,0.8272,0.9029,0.833,216.6667,3.0,27.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,100,0.8755,0.8347,0.925,0.8445,219.3333,4.3333,27.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,101,0.8755,0.8347,0.925,0.8445,219.3333,4.3333,27.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,102,0.8713,0.833,0.9077,0.8388,218.6667,3.0,28.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,103,0.8713,0.833,0.9077,0.8388,218.6667,3.0,28.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,104,0.8713,0.833,0.9077,0.8388,218.6667,3.0,28.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,105,0.87,0.8316,0.9064,0.8374,218.0,3.0,28.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,106,0.87,0.8316,0.9064,0.8374,218.0,3.0,28.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,107,0.87,0.8316,0.9064,0.8374,218.0,3.0,28.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,108,0.87,0.8316,0.9064,0.8374,218.0,3.0,28.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,109,0.87,0.8316,0.9064,0.8374,218.0,3.0,28.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,110,0.87,0.8316,0.9064,0.8374,218.0,3.0,28.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,111,0.87,0.8316,0.9064,0.8374,218.0,3.0,28.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,112,0.8657,0.829,0.9021,0.8348,217.0,3.0,29.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,113,0.8657,0.829,0.9021,0.8348,217.0,3.0,29.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,114,0.8657,0.829,0.9021,0.8348,217.0,3.0,29.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,115,0.8657,0.829,0.9021,0.8348,217.0,3.0,29.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,116,0.8657,0.829,0.9021,0.8348,217.0,3.0,29.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,117,0.8657,0.829,0.9021,0.8348,217.0,3.0,29.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,118,0.8657,0.829,0.9021,0.8348,217.0,3.0,29.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,119,0.8637,0.8277,0.9001,0.8335,216.3333,3.0,30.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,120,0.8592,0.8256,0.8956,0.8314,215.3333,3.0,31.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,121,0.8592,0.8256,0.8956,0.8314,215.3333,3.0,31.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,122,0.8592,0.8256,0.8956,0.8314,215.3333,3.0,31.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,123,0.8592,0.8256,0.8956,0.8314,215.3333,3.0,31.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,124,0.8592,0.8256,0.8956,0.8314,215.3333,3.0,31.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,125,0.8631,0.829,0.8995,0.8348,216.6667,3.0,31.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,126,0.8631,0.829,0.8995,0.8348,216.6667,3.0,31.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,127,0.8631,0.829,0.8995,0.8348,216.6667,3.0,31.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,128,0.8631,0.829,0.8995,0.8348,216.6667,3.0,31.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,129,0.8631,0.829,0.8995,0.8348,216.6667,3.0,31.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,130,0.8604,0.8272,0.8968,0.833,216.0,3.0,32.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,131,0.8604,0.8272,0.8968,0.833,216.0,3.0,32.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,132,0.8604,0.8272,0.8968,0.833,216.0,3.0,32.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,133,0.8604,0.8272,0.8968,0.833,216.0,3.0,32.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,134,0.8503,0.8228,0.8968,0.833,214.3333,4.6667,33.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,135,0.874,0.8291,0.8968,0.833,217.0,2.0,33.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,136,0.874,0.8291,0.8968,0.833,217.0,2.0,33.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,137,0.874,0.8291,0.8968,0.833,217.0,2.0,33.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,138,0.8762,0.8362,0.9044,0.8507,217.6667,3.0,33.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,139,0.8762,0.8362,0.9044,0.8507,217.6667,3.0,33.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,140,0.8762,0.8362,0.9044,0.8507,217.6667,3.0,33.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,141,0.8762,0.8362,0.9044,0.8507,217.6667,3.0,33.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,142,0.8778,0.8337,0.9036,0.8389,218.0,2.3333,34.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,143,0.8778,0.8337,0.9036,0.8389,218.0,2.3333,34.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,144,0.8807,0.8376,0.9088,0.8434,219.3333,2.6667,34.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,145,0.8807,0.8376,0.9088,0.8434,219.3333,2.6667,34.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,146,0.8807,0.8376,0.9088,0.8434,219.3333,2.6667,34.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,147,0.8794,0.8354,0.9052,0.8406,218.6667,2.3333,34.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,148,0.8794,0.8354,0.9052,0.8406,218.6667,2.3333,34.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,149,0.8794,0.8354,0.9052,0.8406,218.6667,2.3333,34.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,150,0.8794,0.8354,0.9052,0.8406,218.6667,2.3333,34.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,151,0.8794,0.8354,0.9022,0.8394,218.6667,2.0,34.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,152,0.8766,0.83,0.8954,0.8331,217.6667,1.6667,35.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,153,0.8758,0.8294,0.8946,0.8326,217.3333,1.6667,36.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,154,0.8741,0.8283,0.8928,0.8315,216.6667,1.6667,36.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,155,0.8741,0.8283,0.8928,0.8315,216.6667,1.6667,36.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,156,0.873,0.8258,0.8918,0.8289,216.3333,1.6667,37.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,157,0.873,0.8258,0.8918,0.8289,216.3333,1.6667,37.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,158,0.873,0.8258,0.8918,0.8289,216.3333,1.6667,37.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,159,0.8703,0.8237,0.889,0.8269,215.6667,1.6667,37.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,160,0.8703,0.8237,0.889,0.8269,215.6667,1.6667,37.6667
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,161,0.8682,0.821,0.887,0.8242,215.0,1.6667,38.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,162,0.8682,0.821,0.887,0.8242,215.0,1.6667,38.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,163,0.8682,0.821,0.887,0.8242,215.0,1.6667,38.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,164,0.8682,0.821,0.887,0.8242,215.0,1.6667,38.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,165,0.8682,0.821,0.887,0.8242,215.0,1.6667,38.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,166,0.8688,0.8226,0.8875,0.8257,215.3333,1.6667,38.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,167,0.8688,0.8226,0.8875,0.8257,215.3333,1.6667,38.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,168,0.8688,0.8226,0.8875,0.8257,215.3333,1.6667,38.3333
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,169,0.8661,0.8195,0.8849,0.8227,214.6667,1.6667,39.0
