scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,running_p2_mean,unsched_p2_mean,deletions_cum_p2_mean,running_p3_mean,unsched_p3_mean,deletions_cum_p3_mean,running_p4_mean,unsched_p4_mean,deletions_cum_p4_mean
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,0,0.2106,0.2213,0.2113,0.2228,19.6667,0.0,0.0,13.6667,0.0,0.0,9.3333,0.3333,0.0,5.0,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,1,0.2524,0.2591,0.2533,0.2604,20.6667,0.0,0.0,15.3333,0.0,0.0,12.3333,0.0,0.0,8.3333,0.3333,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,2,0.2819,0.316,0.283,0.3173,23.3333,0.0,0.0,17.6667,0.3333,0.0,14.6667,0.0,0.0,10.0,0.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,3,0.3304,0.3705,0.3304,0.3705,28.0,0.0,0.0,20.3333,0.0,0.0,15.6667,0.0,0.0,12.0,0.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,4,0.3817,0.4123,0.3817,0.4123,33.0,0.0,0.0,23.0,0.0,0.0,16.6667,0.0,0.0,13.6667,0.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,5,0.441,0.4487,0.4459,0.4498,33.6667,0.0,0.0,26.0,0.3333,0.0,20.6667,0.0,0.0,17.3333,0.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,6,0.5098,0.497,0.5106,0.4983,35.3333,0.3333,0.0,31.3333,0.0,0.0,23.6667,0.0,0.0,18.6667,0.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,7,0.5426,0.533,0.5441,0.5351,40.0,0.3333,0.0,33.0,0.0,0.0,25.3333,0.0,0.0,19.6667,0.3333,0.6667
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,8,0.5705,0.5712,0.573,0.5725,44.0,0.0,0.0,34.3333,0.3333,0.0,28.6667,0.0,0.0,22.3333,0.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,9,0.614,0.5974,0.614,0.5974,46.0,0.0,0.0,39.0,0.0,0.0,30.3333,0.0,0.0,24.6667,0.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,10,0.6527,0.6335,0.6578,0.6346,48.0,0.0,1.0,41.0,0.3333,0.0,33.6667,0.0,0.0,26.0,0.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,11,0.6848,0.6662,0.6876,0.674,51.6667,0.6667,1.3333,43.0,0.0,0.0,36.3333,0.0,0.0,27.0,0.0,0.6667
