scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,0,0.1634,0.1587,0.1634,0.1587,20.6667,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,1,0.2791,0.2817,0.2802,0.2844,36.3333,0.3333,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,2,0.3945,0.3768,0.3956,0.378,48.0,0.3333,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,3,0.4732,0.4419,0.4743,0.444,58.0,0.3333,0.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,4,0.5458,0.5143,0.5469,0.5192,66.3333,0.3333,0.3333
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,5,0.625,0.579,0.636,0.5826,75.3333,0.6667,0.6667
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,6,0.7009,0.6486,0.7411,0.6579,86.0,1.6667,0.6667
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,7,0.7581,0.7211,0.8231,0.7339,95.0,2.3333,0.6667
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,8,0.8035,0.7631,0.8685,0.7759,101.6667,2.3333,0.6667
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,9,0.8156,0.7646,0.8708,0.7756,102.0,2.0,1.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,10,0.8344,0.774,0.8712,0.7814,103.6667,1.3333,2.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,11,0.8474,0.7842,0.8842,0.7916,106.0,1.3333,2.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,12,0.8644,0.7969,0.9012,0.8043,109.0,1.3333,2.3333
