timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,running_p2,running_p3,running_p4,unsched_p1,unsched_p2,unsched_p3,unsched_p4,deletions_cum_p1,deletions_cum_p2,deletions_cum_p3,deletions_cum_p4
2026/02/03/12:19:30,2.984487,0.198937,0.219375,0.203187,0.247460,14,7,7,2,0,0,1,0,0,0,0,0
2026/02/03/12:19:31,3.984617,0.270062,0.297843,0.270062,0.297843,17,10,11,2,0,0,0,0,0,0,0,0
2026/02/03/12:19:32,4.984703,0.340313,0.346462,0.340313,0.346462,24,11,12,3,0,0,0,0,0,0,0,0
2026/02/03/12:19:33,5.984787,0.406000,0.402432,0.420375,0.417979,26,13,15,6,0,1,2,0,0,0,0,0
2026/02/03/12:19:34,6.984902,0.517250,0.462297,0.517250,0.462297,33,17,17,6,0,0,0,0,0,0,0,0
2026/02/03/12:19:35,7.984997,0.570750,0.558703,0.570750,0.558703,36,21,19,6,0,0,0,0,0,0,0,0
2026/02/03/12:19:36,8.985147,0.648250,0.611534,0.651875,0.615472,38,25,19,7,0,1,0,0,0,0,0,0
2026/02/03/12:19:37,9.985264,0.697063,0.671994,0.697063,0.671994,41,28,19,9,0,0,0,0,0,0,0,0
2026/02/03/12:19:38,10.985305,0.741437,0.771302,0.741437,0.771302,44,32,19,12,0,0,0,0,0,0,0,0
2026/02/03/12:19:39,11.985407,0.797312,0.799215,0.828500,0.802772,45,35,19,13,1,0,0,0,2,0,0,0
2026/02/03/12:19:40,12.985513,0.839000,0.846024,0.870188,0.849581,45,35,24,14,1,0,0,0,2,1,0,0
2026/02/03/12:19:41,13.985600,0.839000,0.846024,0.870188,0.849581,45,35,24,14,1,0,0,0,2,1,0,0
2026/02/03/12:19:42,14.985694,0.839000,0.846024,0.870188,0.849581,45,35,24,14,1,0,0,0,2,1,0,0
2026/02/03/12:19:43,15.985780,0.862375,0.852788,0.893563,0.856345,47,35,24,14,1,0,0,0,2,1,0,0
2026/02/03/12:19:44,16.985879,0.868625,0.861843,0.899813,0.865400,47,35,24,15,1,0,0,0,2,1,0,0
2026/02/03/12:19:45,17.985945,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:19:46,18.986027,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:19:47,19.986114,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:19:48,20.986222,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:19:49,21.986329,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:19:50,22.986396,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:19:51,23.986504,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:19:52,24.986605,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:19:53,25.986702,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:19:54,26.986798,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:19:55,27.986892,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:19:56,28.986991,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:19:57,29.987035,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:19:58,30.987121,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:19:59,31.987300,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:20:00,32.987322,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:20:01,33.987418,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:20:02,34.987523,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:20:03,35.987615,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:20:04,36.987715,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:20:05,37.987820,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:20:06,38.987914,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:20:07,39.988005,0.865437,0.857914,0.896625,0.861471,47,34,24,15,1,0,0,0,2,2,0,0
2026/02/03/12:20:08,40.988114,0.858938,0.854003,0.890125,0.857561,47,33,24,15,1,0,0,0,2,3,0,0
2026/02/03/12:20:09,41.988209,0.858938,0.854003,0.890125,0.857561,47,33,24,15,1,0,0,0,2,3,0,0
2026/02/03/12:20:10,42.988276,0.858938,0.854003,0.890125,0.857561,47,33,24,15,1,0,0,0,2,3,0,0
