timestamp,seed,error,baseline_score,best_solver_name,best_solver_score,best_solver_duration_ms,best_solver_status,solver_attempts,util_run_cpu_now,util_run_cpu_before,util_run_mem_now,util_run_mem_before,cpu_m_run_now,cpu_m_run_before,mem_b_run_now,mem_b_run_before,running_count_now,running_count_before,unscheduled_count_now,unscheduled_count_before,pods_run_by_node_now,pods_run_by_node_before,running_placed_by_prio_now,running_placed_by_prio_before,unschedulable_by_prio_now,unschedulable_by_prio_before,unscheduled_pods_now,unscheduled_pods_before,running_pods_now,running_pods_before,pod_info_now,pod_info_before,node_info
2026/02/06/09:26:36,484806185843093489,,"{""evicted"":0,""moved"":0,""placed_by_priority"":{""1"":13}}",python,"{""evicted"":0,""moved"":1,""placed_by_priority"":{""1"":14}}",194,OPTIMAL,"[{""duration_ms"":194,""name"":""python"",""score"":{""evicted"":0,""moved"":1,""placed_by_priority"":{""1"":14}},""status"":""OPTIMAL""}]",0.857,0.761,0.866,0.774,5974,5303,6592329761,5892038866,14,13,2,3,"{""kwok-node-1"":3,""kwok-node-2"":4,""kwok-node-3"":4,""kwok-node-4"":3}","{""kwok-node-1"":3,""kwok-node-2"":4,""kwok-node-3"":3,""kwok-node-4"":3}","{""p1"":14}","{""p1"":13}","{""p1"":2}","{""p1"":3}","{rs-06-p1-j776x,rs-06-p1-wwmjf}","{rs-06-p1-6c2lw,rs-06-p1-j776x,rs-06-p1-wwmjf}","{rs-01-p1-5qblk,rs-01-p1-hpz5q,rs-01-p1-jhpgw,rs-01-p1-vkcnm,rs-02-p1-jlgd7,rs-02-p1-swdc9,rs-03-p1-c8wss,rs-03-p1-tmtb2,rs-04-p1-4cr7t,rs-04-p1-ftv67,rs-04-p1-z952p,rs-04-p1-zmdn7,rs-05-p1-4thd5,rs-06-p1-6c2lw}","{rs-01-p1-5zw8h,rs-01-p1-hpz5q,rs-01-p1-jhpgw,rs-01-p1-vkcnm,rs-02-p1-jlgd7,rs-02-p1-swdc9,rs-03-p1-c8wss,rs-03-p1-tmtb2,rs-04-p1-4cr7t,rs-04-p1-ftv67,rs-04-p1-z952p,rs-04-p1-zmdn7,rs-05-p1-4thd5}","[{""name"":""rs-01-p1-5qblk"",""cpu_m"":427,""mem_b"":343966759,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-01-p1-hpz5q"",""cpu_m"":427,""mem_b"":343966759,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-01-p1-jhpgw"",""cpu_m"":427,""mem_b"":343966759,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-01-p1-vkcnm"",""cpu_m"":427,""mem_b"":343966759,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-02-p1-jlgd7"",""cpu_m"":391,""mem_b"":390597870,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-02-p1-swdc9"",""cpu_m"":391,""mem_b"":390597870,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-03-p1-c8wss"",""cpu_m"":828,""mem_b"":613089629,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-03-p1-tmtb2"",""cpu_m"":828,""mem_b"":613089629,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-04-p1-4cr7t"",""cpu_m"":151,""mem_b"":549358279,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-04-p1-ftv67"",""cpu_m"":151,""mem_b"":549358279,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-04-p1-z952p"",""cpu_m"":151,""mem_b"":549358279,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-04-p1-zmdn7"",""cpu_m"":151,""mem_b"":549358279,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-05-p1-4thd5"",""cpu_m"":553,""mem_b"":311363716,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-06-p1-6c2lw"",""cpu_m"":671,""mem_b"":700290895,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-06-p1-j776x"",""cpu_m"":671,""mem_b"":700290895,""priority"":""1"",""node"":""""},{""name"":""rs-06-p1-wwmjf"",""cpu_m"":671,""mem_b"":700290895,""priority"":""1"",""node"":""""}]","[{""name"":""rs-01-p1-5zw8h"",""cpu_m"":427,""mem_b"":343966759,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-01-p1-hpz5q"",""cpu_m"":427,""mem_b"":343966759,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-01-p1-jhpgw"",""cpu_m"":427,""mem_b"":343966759,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-01-p1-vkcnm"",""cpu_m"":427,""mem_b"":343966759,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-02-p1-jlgd7"",""cpu_m"":391,""mem_b"":390597870,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-02-p1-swdc9"",""cpu_m"":391,""mem_b"":390597870,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-03-p1-c8wss"",""cpu_m"":828,""mem_b"":613089629,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-03-p1-tmtb2"",""cpu_m"":828,""mem_b"":613089629,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-04-p1-4cr7t"",""cpu_m"":151,""mem_b"":549358279,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-04-p1-ftv67"",""cpu_m"":151,""mem_b"":549358279,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-04-p1-z952p"",""cpu_m"":151,""mem_b"":549358279,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-04-p1-zmdn7"",""cpu_m"":151,""mem_b"":549358279,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-05-p1-4thd5"",""cpu_m"":553,""mem_b"":311363716,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-06-p1-6c2lw"",""cpu_m"":671,""mem_b"":700290895,""priority"":""1"",""node"":""""},{""name"":""rs-06-p1-j776x"",""cpu_m"":671,""mem_b"":700290895,""priority"":""1"",""node"":""""},{""name"":""rs-06-p1-wwmjf"",""cpu_m"":671,""mem_b"":700290895,""priority"":""1"",""node"":""""}]","[{""name"":""kwok-node-1"",""cap_cpu_m"":1742,""cap_mem_bytes"":1903074179},{""name"":""kwok-node-2"",""cap_cpu_m"":1742,""cap_mem_bytes"":1903074179},{""name"":""kwok-node-3"",""cap_cpu_m"":1742,""cap_mem_bytes"":1903074179},{""name"":""kwok-node-4"",""cap_cpu_m"":1742,""cap_mem_bytes"":1903074179}]"
2026/02/06/09:26:56,4219457405427907235,,"{""evicted"":0,""moved"":0,""placed_by_priority"":{""1"":11}}",python,"{""evicted"":1,""moved"":0,""placed_by_priority"":{""1"":13}}",174,OPTIMAL,"[{""duration_ms"":174,""name"":""python"",""score"":{""evicted"":1,""moved"":0,""placed_by_priority"":{""1"":13}},""status"":""OPTIMAL""}]",0.878,0.819,0.852,0.856,4074,3800,6978260860,7009671542,13,11,3,5,"{""kwok-node-1"":2,""kwok-node-2"":3,""kwok-node-3"":3,""kwok-node-4"":5}","{""kwok-node-1"":2,""kwok-node-2"":3,""kwok-node-3"":3,""kwok-node-4"":3}","{""p1"":13}","{""p1"":11}","{""p1"":3}","{""p1"":5}","{rs-03-p1-4lr22,rs-04-p1-fcvgn,rs-05-p1-8wlt6}","{rs-04-p1-fcvgn,rs-05-p1-8wlt6,rs-05-p1-j65hq,rs-05-p1-krkqw,rs-05-p1-qwsnp}","{rs-01-p1-2z4gc,rs-02-p1-ggnht,rs-02-p1-lbb9d,rs-02-p1-v8qmq,rs-03-p1-4qnh7,rs-03-p1-p7t99,rs-03-p1-ww4gt,rs-04-p1-5n4v8,rs-04-p1-bxjkg,rs-04-p1-spwfw,rs-05-p1-j65hq,rs-05-p1-krkqw,rs-05-p1-qwsnp}","{rs-01-p1-2z4gc,rs-02-p1-ggnht,rs-02-p1-lbb9d,rs-02-p1-v8qmq,rs-03-p1-4qnh7,rs-03-p1-6kqjq,rs-03-p1-p7t99,rs-03-p1-ww4gt,rs-04-p1-5n4v8,rs-04-p1-bxjkg,rs-04-p1-spwfw}","[{""name"":""rs-01-p1-2z4gc"",""cpu_m"":867,""mem_b"":583045723,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-02-p1-ggnht"",""cpu_m"":275,""mem_b"":508486073,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-02-p1-lbb9d"",""cpu_m"":275,""mem_b"":508486073,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-02-p1-v8qmq"",""cpu_m"":275,""mem_b"":508486073,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-03-p1-4lr22"",""cpu_m"":293,""mem_b"":797857795,""priority"":""1"",""node"":""""},{""name"":""rs-03-p1-4qnh7"",""cpu_m"":293,""mem_b"":797857795,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-03-p1-p7t99"",""cpu_m"":293,""mem_b"":797857795,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-03-p1-ww4gt"",""cpu_m"":293,""mem_b"":797857795,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-04-p1-5n4v8"",""cpu_m"":312,""mem_b"":569912140,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-04-p1-bxjkg"",""cpu_m"":312,""mem_b"":569912140,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-04-p1-fcvgn"",""cpu_m"":312,""mem_b"":569912140,""priority"":""1"",""node"":""""},{""name"":""rs-04-p1-spwfw"",""cpu_m"":312,""mem_b"":569912140,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-05-p1-8wlt6"",""cpu_m"":189,""mem_b"":255482371,""priority"":""1"",""node"":""""},{""name"":""rs-05-p1-j65hq"",""cpu_m"":189,""mem_b"":255482371,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-05-p1-krkqw"",""cpu_m"":189,""mem_b"":255482371,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-05-p1-qwsnp"",""cpu_m"":189,""mem_b"":255482371,""priority"":""1"",""node"":""kwok-node-4""}]","[{""name"":""rs-01-p1-2z4gc"",""cpu_m"":867,""mem_b"":583045723,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-02-p1-ggnht"",""cpu_m"":275,""mem_b"":508486073,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-02-p1-lbb9d"",""cpu_m"":275,""mem_b"":508486073,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-02-p1-v8qmq"",""cpu_m"":275,""mem_b"":508486073,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-03-p1-4qnh7"",""cpu_m"":293,""mem_b"":797857795,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-03-p1-6kqjq"",""cpu_m"":293,""mem_b"":797857795,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-03-p1-p7t99"",""cpu_m"":293,""mem_b"":797857795,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-03-p1-ww4gt"",""cpu_m"":293,""mem_b"":797857795,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-04-p1-5n4v8"",""cpu_m"":312,""mem_b"":569912140,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-04-p1-bxjkg"",""cpu_m"":312,""mem_b"":569912140,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-04-p1-fcvgn"",""cpu_m"":312,""mem_b"":569912140,""priority"":""1"",""node"":""""},{""name"":""rs-04-p1-spwfw"",""cpu_m"":312,""mem_b"":569912140,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-05-p1-8wlt6"",""cpu_m"":189,""mem_b"":255482371,""priority"":""1"",""node"":""""},{""name"":""rs-05-p1-j65hq"",""cpu_m"":189,""mem_b"":255482371,""priority"":""1"",""node"":""""},{""name"":""rs-05-p1-krkqw"",""cpu_m"":189,""mem_b"":255482371,""priority"":""1"",""node"":""""},{""name"":""rs-05-p1-qwsnp"",""cpu_m"":189,""mem_b"":255482371,""priority"":""1"",""node"":""""}]","[{""name"":""kwok-node-1"",""cap_cpu_m"":1160,""cap_mem_bytes"":2047979326},{""name"":""kwok-node-2"",""cap_cpu_m"":1160,""cap_mem_bytes"":2047979326},{""name"":""kwok-node-3"",""cap_cpu_m"":1160,""cap_mem_bytes"":2047979326},{""name"":""kwok-node-4"",""cap_cpu_m"":1160,""cap_mem_bytes"":2047979326}]"
2026/02/06/09:27:17,7309940385334237743,,"{""evicted"":0,""moved"":0,""placed_by_priority"":{""1"":13}}",python,"{""evicted"":0,""moved"":4,""placed_by_priority"":{""1"":15}}",267,OPTIMAL,"[{""duration_ms"":267,""name"":""python"",""score"":{""evicted"":0,""moved"":4,""placed_by_priority"":{""1"":15}},""status"":""OPTIMAL""}]",0.938,0.744,0.943,0.785,8121,6445,7684366064,6401701353,15,13,1,3,"{""kwok-node-1"":4,""kwok-node-2"":3,""kwok-node-3"":4,""kwok-node-4"":4}","{""kwok-node-1"":4,""kwok-node-2"":3,""kwok-node-3"":3,""kwok-node-4"":3}","{""p1"":15}","{""p1"":13}","{""p1"":1}","{""p1"":3}",{rs-06-p1-wbfq7},"{rs-06-p1-8rjpj,rs-06-p1-wbfq7,rs-08-p1-8xnjh}","{rs-01-p1-7mdqp,rs-01-p1-wwsg2,rs-02-p1-8dmlv,rs-02-p1-bh5n9,rs-02-p1-mklrk,rs-02-p1-wlx6m,rs-03-p1-f9dlb,rs-04-p1-p5tcm,rs-05-p1-4qs6h,rs-05-p1-5kslt,rs-05-p1-8m6h6,rs-05-p1-sgzq5,rs-06-p1-8rjpj,rs-07-p1-s4k7c,rs-08-p1-8xnjh}","{rs-01-p1-7mdqp,rs-01-p1-nqm6c,rs-02-p1-8dmlv,rs-02-p1-bh5n9,rs-02-p1-bkl5c,rs-02-p1-wlx6m,rs-03-p1-x7dbh,rs-04-p1-p5tcm,rs-05-p1-4qs6h,rs-05-p1-5kslt,rs-05-p1-8m6h6,rs-05-p1-sgzq5,rs-07-p1-w2w74}","[{""name"":""rs-01-p1-7mdqp"",""cpu_m"":628,""mem_b"":762438612,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-01-p1-wwsg2"",""cpu_m"":628,""mem_b"":762438612,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-02-p1-8dmlv"",""cpu_m"":297,""mem_b"":148276586,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-02-p1-bh5n9"",""cpu_m"":297,""mem_b"":148276586,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-02-p1-mklrk"",""cpu_m"":297,""mem_b"":148276586,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-02-p1-wlx6m"",""cpu_m"":297,""mem_b"":148276586,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-03-p1-f9dlb"",""cpu_m"":708,""mem_b"":622733429,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-04-p1-p5tcm"",""cpu_m"":665,""mem_b"":292847219,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-05-p1-4qs6h"",""cpu_m"":573,""mem_b"":635007650,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-05-p1-5kslt"",""cpu_m"":573,""mem_b"":635007650,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-05-p1-8m6h6"",""cpu_m"":573,""mem_b"":635007650,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-05-p1-sgzq5"",""cpu_m"":573,""mem_b"":635007650,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-06-p1-8rjpj"",""cpu_m"":972,""mem_b"":875325853,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-06-p1-wbfq7"",""cpu_m"":972,""mem_b"":875325853,""priority"":""1"",""node"":""""},{""name"":""rs-07-p1-s4k7c"",""cpu_m"":336,""mem_b"":828106537,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-08-p1-8xnjh"",""cpu_m"":704,""mem_b"":407338858,""priority"":""1"",""node"":""kwok-node-3""}]","[{""name"":""rs-01-p1-7mdqp"",""cpu_m"":628,""mem_b"":762438612,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-01-p1-nqm6c"",""cpu_m"":628,""mem_b"":762438612,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-02-p1-8dmlv"",""cpu_m"":297,""mem_b"":148276586,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-02-p1-bh5n9"",""cpu_m"":297,""mem_b"":148276586,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-02-p1-bkl5c"",""cpu_m"":297,""mem_b"":148276586,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-02-p1-wlx6m"",""cpu_m"":297,""mem_b"":148276586,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-03-p1-x7dbh"",""cpu_m"":708,""mem_b"":622733429,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-04-p1-p5tcm"",""cpu_m"":665,""mem_b"":292847219,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-05-p1-4qs6h"",""cpu_m"":573,""mem_b"":635007650,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-05-p1-5kslt"",""cpu_m"":573,""mem_b"":635007650,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-05-p1-8m6h6"",""cpu_m"":573,""mem_b"":635007650,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-05-p1-sgzq5"",""cpu_m"":573,""mem_b"":635007650,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-06-p1-8rjpj"",""cpu_m"":972,""mem_b"":875325853,""priority"":""1"",""node"":""""},{""name"":""rs-06-p1-wbfq7"",""cpu_m"":972,""mem_b"":875325853,""priority"":""1"",""node"":""""},{""name"":""rs-07-p1-w2w74"",""cpu_m"":336,""mem_b"":828106537,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-08-p1-8xnjh"",""cpu_m"":704,""mem_b"":407338858,""priority"":""1"",""node"":""""}]","[{""name"":""kwok-node-1"",""cap_cpu_m"":2165,""cap_mem_bytes"":2038021885},{""name"":""kwok-node-2"",""cap_cpu_m"":2165,""cap_mem_bytes"":2038021885},{""name"":""kwok-node-3"",""cap_cpu_m"":2165,""cap_mem_bytes"":2038021885},{""name"":""kwok-node-4"",""cap_cpu_m"":2165,""cap_mem_bytes"":2038021885}]"
2026/02/06/09:27:36,5896358955358513046,,"{""evicted"":0,""moved"":0,""placed_by_priority"":{""1"":12}}",python,"{""evicted"":1,""moved"":0,""placed_by_priority"":{""1"":13}}",195,OPTIMAL,"[{""duration_ms"":195,""name"":""python"",""score"":{""evicted"":1,""moved"":0,""placed_by_priority"":{""1"":13}},""status"":""OPTIMAL""}]",0.842,0.710,0.814,0.914,8910,7511,4881916632,5487045542,13,12,3,4,"{""kwok-node-1"":3,""kwok-node-2"":4,""kwok-node-3"":3,""kwok-node-4"":3}","{""kwok-node-1"":3,""kwok-node-2"":4,""kwok-node-3"":3,""kwok-node-4"":2}","{""p1"":13}","{""p1"":12}","{""p1"":3}","{""p1"":4}","{rs-04-p1-7f8jf,rs-05-p1-jjc6h,rs-06-p1-msx4g}","{rs-05-p1-jjc6h,rs-06-p1-knxl9,rs-06-p1-msx4g,rs-06-p1-wkngx}","{rs-01-p1-ss6x7,rs-01-p1-v4wkt,rs-02-p1-698k8,rs-02-p1-mnl8k,rs-02-p1-vf4z4,rs-03-p1-9g48x,rs-03-p1-hwfdv,rs-05-p1-5gmgx,rs-05-p1-z2fb6,rs-06-p1-h8m42,rs-06-p1-knxl9,rs-06-p1-wkngx,rs-07-p1-4jdvq}","{rs-01-p1-ss6x7,rs-01-p1-v4wkt,rs-02-p1-698k8,rs-02-p1-mnl8k,rs-02-p1-vf4z4,rs-03-p1-9g48x,rs-03-p1-hwfdv,rs-04-p1-w4sks,rs-05-p1-5gmgx,rs-05-p1-z2fb6,rs-06-p1-h8m42,rs-07-p1-4jdvq}","[{""name"":""rs-01-p1-ss6x7"",""cpu_m"":705,""mem_b"":165532249,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-01-p1-v4wkt"",""cpu_m"":705,""mem_b"":165532249,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-02-p1-698k8"",""cpu_m"":395,""mem_b"":472254751,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-02-p1-mnl8k"",""cpu_m"":395,""mem_b"":472254751,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-02-p1-vf4z4"",""cpu_m"":395,""mem_b"":472254751,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-03-p1-9g48x"",""cpu_m"":794,""mem_b"":772542257,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-03-p1-hwfdv"",""cpu_m"":794,""mem_b"":772542257,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-04-p1-7f8jf"",""cpu_m"":385,""mem_b"":920370096,""priority"":""1"",""node"":""""},{""name"":""rs-05-p1-5gmgx"",""cpu_m"":917,""mem_b"":340491619,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-05-p1-jjc6h"",""cpu_m"":917,""mem_b"":340491619,""priority"":""1"",""node"":""""},{""name"":""rs-05-p1-z2fb6"",""cpu_m"":917,""mem_b"":340491619,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-06-p1-h8m42"",""cpu_m"":892,""mem_b"":157620593,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-06-p1-knxl9"",""cpu_m"":892,""mem_b"":157620593,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-06-p1-msx4g"",""cpu_m"":892,""mem_b"":157620593,""priority"":""1"",""node"":""""},{""name"":""rs-06-p1-wkngx"",""cpu_m"":892,""mem_b"":157620593,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-07-p1-4jdvq"",""cpu_m"":217,""mem_b"":435158350,""priority"":""1"",""node"":""kwok-node-2""}]","[{""name"":""rs-01-p1-ss6x7"",""cpu_m"":705,""mem_b"":165532249,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-01-p1-v4wkt"",""cpu_m"":705,""mem_b"":165532249,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-02-p1-698k8"",""cpu_m"":395,""mem_b"":472254751,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-02-p1-mnl8k"",""cpu_m"":395,""mem_b"":472254751,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-02-p1-vf4z4"",""cpu_m"":395,""mem_b"":472254751,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-03-p1-9g48x"",""cpu_m"":794,""mem_b"":772542257,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-03-p1-hwfdv"",""cpu_m"":794,""mem_b"":772542257,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-04-p1-w4sks"",""cpu_m"":385,""mem_b"":920370096,""priority"":""1"",""node"":""kwok-node-4""},{""name"":""rs-05-p1-5gmgx"",""cpu_m"":917,""mem_b"":340491619,""priority"":""1"",""node"":""kwok-node-3""},{""name"":""rs-05-p1-jjc6h"",""cpu_m"":917,""mem_b"":340491619,""priority"":""1"",""node"":""""},{""name"":""rs-05-p1-z2fb6"",""cpu_m"":917,""mem_b"":340491619,""priority"":""1"",""node"":""kwok-node-2""},{""name"":""rs-06-p1-h8m42"",""cpu_m"":892,""mem_b"":157620593,""priority"":""1"",""node"":""kwok-node-1""},{""name"":""rs-06-p1-knxl9"",""cpu_m"":892,""mem_b"":157620593,""priority"":""1"",""node"":""""},{""name"":""rs-06-p1-msx4g"",""cpu_m"":892,""mem_b"":157620593,""priority"":""1"",""node"":""""},{""name"":""rs-06-p1-wkngx"",""cpu_m"":892,""mem_b"":157620593,""priority"":""1"",""node"":""""},{""name"":""rs-07-p1-4jdvq"",""cpu_m"":217,""mem_b"":435158350,""priority"":""1"",""node"":""kwok-node-2""}]","[{""name"":""kwok-node-1"",""cap_cpu_m"":2644,""cap_mem_bytes"":1500094986},{""name"":""kwok-node-2"",""cap_cpu_m"":2644,""cap_mem_bytes"":1500094986},{""name"":""kwok-node-3"",""cap_cpu_m"":2644,""cap_mem_bytes"":1500094986},{""name"":""kwok-node-4"",""cap_cpu_m"":2644,""cap_mem_bytes"":1500094986}]"
