timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,unsched_p1,deletions_cum_p1
2026/01/19/16:32:54,3.899817,0.203656,0.242184,0.203656,0.242184,51,0,0
2026/01/19/16:32:55,4.899871,0.240063,0.275644,0.240063,0.275644,61,0,0
2026/01/19/16:32:56,5.899936,0.291156,0.326761,0.291156,0.326761,71,0,0
2026/01/19/16:32:57,6.900012,0.351594,0.369001,0.351594,0.369001,82,0,0
2026/01/19/16:32:58,7.900106,0.381781,0.406346,0.381781,0.406346,94,0,0
2026/01/19/16:32:59,8.900182,0.414156,0.439213,0.414156,0.439213,105,0,0
2026/01/19/16:33:00,9.900289,0.443844,0.484243,0.446313,0.486218,117,1,0
2026/01/19/16:33:01,10.900366,0.477063,0.506716,0.477063,0.506716,126,0,0
2026/01/19/16:33:02,11.900442,0.518469,0.537498,0.518469,0.537498,136,0,0
2026/01/19/16:33:03,12.900514,0.546813,0.585700,0.546813,0.585700,148,0,0
2026/01/19/16:33:04,13.900610,0.595875,0.624747,0.595875,0.624747,160,0,0
2026/01/19/16:33:05,14.900726,0.625500,0.671153,0.625500,0.671153,171,0,0
2026/01/19/16:33:06,15.900815,0.632531,0.672929,0.700906,0.706156,172,10,0
2026/01/19/16:33:07,16.900937,0.629563,0.670243,0.730750,0.778661,171,21,1
2026/01/19/16:33:08,17.901031,0.629563,0.670243,0.781563,0.811494,171,31,1
2026/01/19/16:33:09,18.901111,0.629563,0.670243,0.834313,0.863116,171,40,1
2026/01/19/16:33:10,19.933653,0.629563,0.670243,0.852625,0.873805,171,44,1
2026/01/19/16:33:11,20.933733,0.688438,0.706161,0.848531,0.868683,180,33,3
2026/01/19/16:33:12,21.933888,0.722375,0.731593,0.851000,0.870658,187,27,3
2026/01/19/16:33:13,22.934010,0.722375,0.731593,0.851000,0.870658,187,27,3
2026/01/19/16:33:14,23.934069,0.722375,0.731593,0.851000,0.870658,187,27,3
2026/01/19/16:33:15,24.934157,0.694531,0.726697,0.850781,0.879381,184,33,6
2026/01/19/16:33:16,25.937899,0.694531,0.726697,0.878125,0.934299,184,44,6
2026/01/19/16:33:18,28.236610,0.694531,0.726697,0.845875,0.896417,184,35,6
2026/01/19/16:33:20,30.262497,0.694531,0.726697,0.838250,0.891858,184,33,6
2026/01/19/16:33:23,32.848317,0.694531,0.726697,0.838250,0.891858,184,33,6
2026/01/19/16:33:26,36.351644,0.666312,0.717106,0.810031,0.882267,181,33,9
2026/01/19/16:33:27,37.351741,0.656094,0.690550,0.810031,0.882267,177,37,13
