timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,running_p2,running_p3,running_p4,unsched_p1,unsched_p2,unsched_p3,unsched_p4,deletions_cum_p1,deletions_cum_p2,deletions_cum_p3,deletions_cum_p4
2026/01/19/16:32:20,1.530035,0.000000,0.000000,0.036875,0.020708,0,0,0,0,0,0,2,0,0,0,0,0
2026/01/19/16:32:21,2.530203,0.260250,0.236653,0.319125,0.279145,10,7,2,6,0,2,0,0,0,0,0,0
2026/01/19/16:32:22,3.530300,0.260250,0.236653,0.481000,0.455997,10,7,2,6,7,7,3,1,0,0,0,0
2026/01/19/16:32:23,4.530394,0.260250,0.236653,0.551625,0.572376,10,7,2,6,9,8,6,2,0,0,0,0
2026/01/19/16:32:24,5.530536,0.599875,0.760621,0.599875,0.760621,21,18,8,14,0,0,0,0,0,0,0,0
2026/01/19/16:32:25,6.530644,0.632313,0.804060,0.672125,0.883059,22,19,9,14,2,1,2,0,0,0,0,0
2026/01/19/16:32:26,7.530811,0.632313,0.804060,0.672125,0.883059,22,19,9,14,2,1,2,0,0,0,0,0
2026/01/19/16:32:27,8.530908,0.677813,0.889318,0.677813,0.889318,25,20,11,14,0,0,0,0,1,0,0,0
2026/01/19/16:32:28,9.530999,0.682375,0.894652,0.682375,0.894652,26,20,11,14,0,0,0,0,1,0,0,0
2026/01/19/16:32:29,10.531162,0.682375,0.894652,0.682375,0.894652,26,20,11,14,0,0,0,0,1,0,0,0
2026/01/19/16:32:30,11.531239,0.682375,0.894652,0.682375,0.894652,26,20,11,14,0,0,0,0,1,0,0,0
2026/01/19/16:32:31,12.531344,0.682375,0.894652,0.682375,0.894652,26,20,11,14,0,0,0,0,1,0,0,0
2026/01/19/16:32:32,13.531441,0.682375,0.894652,0.682375,0.894652,26,20,11,14,0,0,0,0,1,0,0,0
2026/01/19/16:32:33,14.531519,0.682375,0.894652,0.682375,0.894652,26,20,11,14,0,0,0,0,1,0,0,0
2026/01/19/16:32:34,15.531621,0.682375,0.894652,0.682375,0.894652,26,20,11,14,0,0,0,0,1,0,0,0
2026/01/19/16:32:35,16.531795,0.682375,0.894652,0.682375,0.894652,26,20,11,14,0,0,0,0,1,0,0,0
2026/01/19/16:32:36,17.531992,0.682375,0.894652,0.682375,0.894652,26,20,11,14,0,0,0,0,1,0,0,0
2026/01/19/16:32:37,18.532058,0.682375,0.894652,0.682375,0.894652,26,20,11,14,0,0,0,0,1,0,0,0
2026/01/19/16:32:38,19.532159,0.682375,0.894652,0.682375,0.894652,26,20,11,14,0,0,0,0,1,0,0,0
2026/01/19/16:32:39,20.532274,0.682375,0.894652,0.682375,0.894652,26,20,11,14,0,0,0,0,1,0,0,0
2026/01/19/16:32:40,21.532376,0.682375,0.894652,0.682375,0.894652,26,20,11,14,0,0,0,0,1,0,0,0
2026/01/19/16:32:41,22.532544,0.682375,0.894652,0.682375,0.894652,26,20,11,14,0,0,0,0,1,0,0,0
2026/01/19/16:32:42,23.532706,0.682375,0.894652,0.682375,0.894652,26,20,11,14,0,0,0,0,1,0,0,0
2026/01/19/16:32:43,24.532796,0.676438,0.889279,0.676438,0.889279,26,19,11,14,0,0,0,0,1,1,0,0
2026/01/19/16:32:44,25.532873,0.676438,0.889279,0.676438,0.889279,26,19,11,14,0,0,0,0,1,1,0,0
2026/01/19/16:32:45,26.532980,0.676438,0.889279,0.676438,0.889279,26,19,11,14,0,0,0,0,1,1,0,0
2026/01/19/16:32:46,27.533112,0.676438,0.889279,0.676438,0.889279,26,19,11,14,0,0,0,0,1,1,0,0
2026/01/19/16:32:47,28.533211,0.676438,0.889279,0.676438,0.889279,26,19,11,14,0,0,0,0,1,1,0,0
2026/01/19/16:32:48,29.533321,0.676438,0.889279,0.676438,0.889279,26,19,11,14,0,0,0,0,1,1,0,0
2026/01/19/16:32:49,30.533507,0.676438,0.889279,0.676438,0.889279,26,19,11,14,0,0,0,0,1,1,0,0
2026/01/19/16:32:50,31.533666,0.676438,0.889279,0.676438,0.889279,26,19,11,14,0,0,0,0,1,1,0,0
2026/01/19/16:32:51,32.533832,0.676438,0.889279,0.676438,0.889279,26,19,11,14,0,0,0,0,1,1,0,0
2026/01/19/16:32:52,33.534023,0.676438,0.889279,0.676438,0.889279,26,19,11,14,0,0,0,0,1,1,0,0
2026/01/19/16:32:53,34.534129,0.676438,0.889279,0.676438,0.889279,26,19,11,14,0,0,0,0,1,1,0,0
2026/01/19/16:32:54,35.534290,0.676438,0.889279,0.676438,0.889279,26,19,11,14,0,0,0,0,1,1,0,0
2026/01/19/16:32:55,36.534458,0.676438,0.889279,0.676438,0.889279,26,19,11,14,0,0,0,0,1,1,0,0
2026/01/19/16:32:56,37.534622,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:32:57,38.534736,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:32:58,39.534898,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:32:59,40.535015,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:00,41.535180,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:01,42.535354,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:02,43.535518,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:03,44.535669,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:04,45.535794,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:05,46.535908,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:06,47.536036,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:07,48.536150,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:08,49.536314,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:09,50.536483,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:10,51.536645,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:11,52.536813,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:12,53.537015,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:13,54.537170,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:14,55.537328,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:15,56.537498,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:16,57.537661,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:17,58.537826,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:18,59.538014,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:19,60.538175,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:20,61.538285,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:21,62.538446,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:22,63.538610,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:23,64.538713,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:24,65.538814,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:25,66.538986,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:26,67.539144,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:27,68.539299,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:28,69.539401,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:29,70.539511,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:30,71.539598,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:31,72.539707,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:32,73.539850,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:33,74.540007,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:34,75.540097,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:35,76.540231,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:36,77.540317,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:37,78.540478,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:38,79.540632,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:39,80.540787,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:40,81.540959,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:41,82.541098,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:42,83.541265,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:43,84.541374,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:44,85.541529,0.654813,0.848046,0.654813,0.848046,26,19,9,14,0,0,0,0,1,1,2,0
2026/01/19/16:33:45,86.541691,0.682375,0.885171,0.696875,0.910058,27,23,9,14,2,1,0,0,1,1,2,0
2026/01/19/16:33:46,87.541777,0.682375,0.885171,0.713313,0.917880,27,23,9,14,2,2,1,0,1,1,2,0
2026/01/19/16:33:47,88.541864,0.682375,0.885171,0.730688,0.924660,27,23,9,14,4,2,1,0,1,1,2,0
2026/01/19/16:33:48,89.542023,0.714125,0.921408,0.714125,0.921408,28,25,9,17,0,0,0,0,3,1,2,0
2026/01/19/16:33:49,90.542180,0.714125,0.921408,0.714125,0.921408,28,25,9,17,0,0,0,0,3,1,2,0
2026/01/19/16:33:50,91.542288,0.714125,0.921408,0.714125,0.921408,28,25,9,17,0,0,0,0,3,1,2,0
2026/01/19/16:33:51,92.542374,0.704875,0.884827,0.704875,0.884827,28,23,9,17,0,0,0,0,3,3,2,0
2026/01/19/16:33:52,93.542609,0.700500,0.877233,0.700500,0.877233,28,22,9,17,0,0,0,0,3,4,2,0
2026/01/19/16:33:53,94.542723,0.700500,0.877233,0.700500,0.877233,28,22,9,17,0,0,0,0,3,4,2,0
2026/01/19/16:33:54,95.542874,0.700500,0.877233,0.700500,0.877233,28,22,9,17,0,0,0,0,3,4,2,0
2026/01/19/16:33:55,96.543028,0.700500,0.877233,0.700500,0.877233,28,22,9,17,0,0,0,0,3,4,2,0
2026/01/19/16:33:56,97.543123,0.700500,0.877233,0.700500,0.877233,28,22,9,17,0,0,0,0,3,4,2,0
2026/01/19/16:33:57,98.543255,0.700500,0.877233,0.700500,0.877233,28,22,9,17,0,0,0,0,3,4,2,0
2026/01/19/16:33:58,99.543325,0.700500,0.877233,0.700500,0.877233,28,22,9,17,0,0,0,0,3,4,2,0
2026/01/19/16:33:59,100.543447,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:00,101.543608,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:01,102.543771,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:02,103.543890,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:03,104.544011,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:04,105.544136,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:05,106.544277,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:06,107.544350,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:07,108.544492,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:08,109.544631,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:09,110.544742,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:10,111.544844,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:11,112.544995,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:12,113.545107,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:13,114.545249,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:14,115.545378,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:15,116.545532,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:16,117.545684,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:17,118.545841,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:18,119.545959,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:19,120.546100,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:20,121.546268,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:21,122.546373,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:22,123.546526,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:23,124.546704,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:24,125.546860,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:25,126.547017,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:26,127.547173,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:27,128.547276,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:28,129.547432,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:29,130.547586,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:30,131.547745,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:31,132.547899,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:32,133.547994,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:33,134.548146,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:34,135.548320,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:35,136.548427,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:36,137.548518,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:37,138.548677,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:38,139.548831,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:39,140.549001,0.690375,0.867383,0.690375,0.867383,28,22,9,14,0,0,0,0,3,4,2,3
2026/01/19/16:34:40,141.549099,0.676813,0.850862,0.676813,0.850862,27,22,9,14,0,0,0,0,4,4,2,3
2026/01/19/16:34:41,142.549254,0.649687,0.817820,0.649687,0.817820,25,22,9,14,0,0,0,0,6,4,2,3
2026/01/19/16:34:42,143.549408,0.649687,0.817820,0.649687,0.817820,25,22,9,14,0,0,0,0,6,4,2,3
2026/01/19/16:34:43,144.549569,0.649687,0.817820,0.649687,0.817820,25,22,9,14,0,0,0,0,6,4,2,3
2026/01/19/16:34:44,145.549664,0.639437,0.806227,0.639437,0.806227,23,22,9,14,0,0,0,0,8,4,2,3
2026/01/19/16:34:45,146.549814,0.639437,0.806227,0.639437,0.806227,23,22,9,14,0,0,0,0,8,4,2,3
2026/01/19/16:34:46,147.549924,0.639437,0.806227,0.639437,0.806227,23,22,9,14,0,0,0,0,8,4,2,3
2026/01/19/16:34:47,148.550069,0.639437,0.806227,0.639437,0.806227,23,22,9,14,0,0,0,0,8,4,2,3
2026/01/19/16:34:48,149.550158,0.639437,0.806227,0.639437,0.806227,23,22,9,14,0,0,0,0,8,4,2,3
2026/01/19/16:34:49,150.550297,0.639437,0.806227,0.639437,0.806227,23,22,9,14,0,0,0,0,8,4,2,3
2026/01/19/16:34:50,151.550377,0.639437,0.806227,0.639437,0.806227,23,22,9,14,0,0,0,0,8,4,2,3
2026/01/19/16:34:51,152.550488,0.639437,0.806227,0.639437,0.806227,23,22,9,14,0,0,0,0,8,4,2,3
2026/01/19/16:34:52,153.550638,0.639437,0.806227,0.639437,0.806227,23,22,9,14,0,0,0,0,8,4,2,3
2026/01/19/16:34:53,154.550742,0.639437,0.806227,0.639437,0.806227,23,22,9,14,0,0,0,0,8,4,2,3
2026/01/19/16:34:54,155.550933,0.639437,0.806227,0.639437,0.806227,23,22,9,14,0,0,0,0,8,4,2,3
2026/01/19/16:34:55,156.551071,0.639437,0.806227,0.639437,0.806227,23,22,9,14,0,0,0,0,8,4,2,3
