timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,unsched_p1,deletions_cum_p1
2026/01/29/06:57:44,5.945394,0.259625,0.183742,0.261937,0.191284,63,1,0
2026/01/29/06:57:45,6.945729,0.301156,0.233163,0.305344,0.244081,74,2,0
2026/01/29/06:57:46,7.945827,0.341656,0.276352,0.348969,0.285700,83,2,0
2026/01/29/06:57:47,8.945914,0.380344,0.316633,0.380344,0.316633,93,0,1
2026/01/29/06:57:48,9.946023,0.407875,0.339752,0.411187,0.344940,102,1,1
2026/01/29/06:57:49,10.946119,0.457344,0.403580,0.457344,0.403580,114,0,1
2026/01/29/06:57:50,11.946285,0.526219,0.434816,0.531687,0.440363,124,1,1
2026/01/29/06:57:51,12.946354,0.556281,0.463943,0.560594,0.465798,131,1,1
2026/01/29/06:57:52,13.946468,0.585469,0.515698,0.591281,0.519615,139,1,3
2026/01/29/06:57:53,14.946583,0.608969,0.564130,0.608969,0.564130,148,0,3
2026/01/29/06:57:54,15.946659,0.623500,0.590868,0.635750,0.595389,156,1,5
2026/01/29/06:57:55,16.946749,0.681469,0.639604,0.681469,0.639604,167,0,5
2026/01/29/06:57:56,17.946856,0.704812,0.668865,0.704812,0.668865,174,0,5
2026/01/29/06:57:57,18.946939,0.747250,0.691904,0.749188,0.694049,184,1,5
2026/01/29/06:57:58,19.947038,0.784438,0.718079,0.786125,0.720950,195,1,5
2026/01/29/06:57:59,20.947120,0.801969,0.745187,0.801969,0.745187,202,0,6
2026/01/29/06:58:00,21.947201,0.807156,0.763355,0.832625,0.785292,204,8,6
2026/01/29/06:58:01,22.947292,0.807156,0.763355,0.854938,0.803504,204,16,6
2026/01/29/06:58:02,23.947384,0.807156,0.763355,0.857844,0.805449,204,17,6
2026/01/29/06:58:03,25.151078,0.807156,0.763355,0.855594,0.802397,204,16,6
2026/01/29/06:58:04,26.151172,0.807156,0.763355,0.904875,0.819591,204,23,6
2026/01/29/06:58:05,27.151283,0.848031,0.795173,0.899750,0.813551,217,8,8
2026/01/29/06:58:06,28.151363,0.848031,0.795173,0.899750,0.813551,217,8,8
2026/01/29/06:58:07,29.151533,0.844094,0.792749,0.907844,0.822465,216,10,9
