timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,unsched_p1,deletions_cum_p1
2026/01/19/18:33:20,3.757910,0.168844,0.173606,0.168844,0.173606,41,0,0
2026/01/19/18:33:21,4.758003,0.221250,0.204894,0.225250,0.209785,52,1,0
2026/01/19/18:33:22,5.758088,0.255188,0.242115,0.257688,0.246547,62,1,0
2026/01/19/18:33:23,6.758229,0.310750,0.265414,0.310750,0.265414,73,0,0
2026/01/19/18:33:24,7.758328,0.374531,0.293935,0.378156,0.304653,83,1,0
2026/01/19/18:33:25,8.758416,0.443719,0.347792,0.449062,0.349553,95,1,0
2026/01/19/18:33:26,9.758513,0.487312,0.392159,0.487312,0.392159,105,0,0
2026/01/19/18:33:27,10.758601,0.541937,0.431348,0.541937,0.431348,115,0,0
2026/01/19/18:33:28,11.758718,0.620656,0.483733,0.620656,0.483733,126,0,0
2026/01/19/18:33:29,12.758810,0.646375,0.519410,0.646375,0.519410,135,0,0
2026/01/19/18:33:30,13.758883,0.680469,0.549035,0.680469,0.549035,145,0,0
2026/01/19/18:33:31,14.758972,0.730594,0.587696,0.730594,0.587696,155,0,0
2026/01/19/18:33:32,15.759106,0.734281,0.590070,0.787250,0.624246,156,10,0
2026/01/19/18:33:33,16.759199,0.734281,0.590070,0.825531,0.660535,156,20,0
2026/01/19/18:33:34,17.759278,0.734281,0.590070,0.868344,0.709929,156,32,0
2026/01/19/18:33:35,18.767750,0.734281,0.590070,0.901156,0.754734,156,43,0
2026/01/19/18:33:36,19.767889,0.778781,0.632608,0.893344,0.752226,166,32,1
2026/01/19/18:33:37,20.768001,0.893344,0.752226,0.893344,0.752226,198,0,1
2026/01/19/18:33:38,21.768110,0.893344,0.752226,0.893344,0.752226,198,0,1
2026/01/19/18:33:39,22.768188,0.893344,0.752226,0.895156,0.753977,198,1,1
2026/01/19/18:33:40,23.768279,0.895156,0.753977,0.905125,0.759765,199,3,1
2026/01/19/18:33:41,24.769819,0.895156,0.753977,0.918156,0.763970,199,5,1
2026/01/19/18:33:42,25.776715,0.895156,0.753977,0.949937,0.783036,199,14,1
2026/01/19/18:33:43,26.776792,0.895156,0.753977,0.961969,0.786781,199,16,1
2026/01/19/18:33:44,27.776891,0.895156,0.753977,0.956438,0.781019,199,13,1
2026/01/19/18:33:45,28.776990,0.898781,0.757480,0.976781,0.786420,201,14,2
2026/01/19/18:33:46,29.777045,0.898781,0.757480,0.976781,0.786420,201,14,2
