job_name,plugin_config,n_seed,T_end_s_mean,delta_U_pct_cpu_mean,delta_U_pct_mem_mean,delta_U_pct_eff_mean,delta_R_num_p1_mean,delta_R_num_p2_mean,delta_R_num_p3_mean,delta_R_num_p4_mean,delta_R_num_total_mean,delta_D_num_p1_mean,delta_D_num_p2_mean,delta_D_num_p3_mean,delta_D_num_p4_mean,delta_D_num_total_mean,delta_L_ms_p1_mean,delta_L_ms_p2_mean,delta_L_ms_p3_mean,delta_L_ms_p4_mean,delta_L_ms_total_mean,solver_attempts_mean,solver_optimal_mean,solver_feasible_mean,solver_failed_mean,plan_not_applicable_mean,plan_activated_mean,T_end_s_std,delta_U_pct_cpu_std,delta_U_pct_mem_std,delta_U_pct_eff_std,delta_R_num_p1_std,delta_R_num_p2_std,delta_R_num_p3_std,delta_R_num_p4_std,delta_R_num_total_std,delta_D_num_p1_std,delta_D_num_p2_std,delta_D_num_p3_std,delta_D_num_p4_std,delta_D_num_total_std,delta_L_ms_p1_std,delta_L_ms_p2_std,delta_L_ms_p3_std,delta_L_ms_p4_std,delta_L_ms_total_std,solver_attempts_std,solver_optimal_std,solver_feasible_std,solver_failed_std,plan_not_applicable_std,plan_activated_std
nodes=16_prio=1_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=0,3,7199.5735,2.3184,0.9692,2.3283,0.9161,0.0,0.0,0.0,0.9161,99.0,,,,99.0,-14.0074,,,,-14.0074,205.6667,50.6667,0.6667,154.3333,0.0,51.3333,0.0997,1.5917,0.1571,1.551,0.4033,0.0,0.0,0.0,0.4033,52.4309,,,,52.4309,248.7131,,,,248.7131,10.9697,7.0946,1.1547,4.5092,0.0,8.0208
nodes=16_prio=1_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=1,3,7199.3799,2.3384,1.0712,2.3793,0.9915,0.0,0.0,0.0,0.9915,106.6667,,,,106.6667,-250.6682,,,,-250.6682,190.0,49.0,0.6667,140.3333,0.0,49.6667,0.366,1.5715,0.0582,1.5013,0.395,0.0,0.0,0.0,0.395,28.9367,,,,28.9367,454.7071,,,,454.7071,11.2694,5.2915,1.1547,15.9478,0.0,6.4291
nodes=16_prio=1_arrival=8s,mode=stablequeue8s_blocking=0_defpreempt=0,3,7199.5881,2.1242,0.8852,2.1294,0.8159,0.0,0.0,0.0,0.8159,24.0,,,,24.0,320.8617,,,,320.8617,64.6667,26.6667,0.6667,37.3333,0.0,27.3333,0.2836,1.4474,0.1466,1.4096,0.3369,0.0,0.0,0.0,0.3369,75.3193,,,,75.3193,903.7215,,,,903.7215,9.8658,5.5076,0.5774,7.0238,0.0,5.0332
nodes=16_prio=1_arrival=8s,mode=stablequeue8s_blocking=0_defpreempt=1,3,7199.5754,2.2176,0.938,2.2142,0.8792,0.0,0.0,0.0,0.8792,32.6667,,,,32.6667,-14.3141,,,,-14.3141,56.0,25.6667,0.0,30.3333,0.0,25.6667,0.4693,1.543,0.0986,1.5081,0.3646,0.0,0.0,0.0,0.3646,50.659,,,,50.659,358.6951,,,,358.6951,7.5498,3.5119,0.0,4.0415,0.0,3.5119
nodes=16_prio=1_arrival=8s,mode=stablequeue8s_blocking=1_defpreempt=0,3,7199.5577,2.1381,0.8322,2.159,0.8022,0.0,0.0,0.0,0.8022,20.6667,,,,20.6667,300.2937,,,,300.2937,62.0,22.6667,0.0,39.3333,0.0,22.6667,0.3276,1.6151,0.2003,1.5727,0.4151,0.0,0.0,0.0,0.4151,50.9542,,,,50.9542,806.3211,,,,806.3211,9.6437,6.5064,0.0,4.5092,0.0,6.5064
nodes=16_prio=1_arrival=8s,mode=stablequeue8s_blocking=1_defpreempt=1,3,7199.58,2.1174,0.8547,2.1373,0.77,0.0,0.0,0.0,0.77,13.6667,,,,13.6667,314.5932,,,,314.5932,54.3333,23.3333,0.6667,30.3333,0.0,24.0,0.4475,1.6075,0.1548,1.5733,0.4417,0.0,0.0,0.0,0.4417,66.9353,,,,66.9353,775.1369,,,,775.1369,7.7675,5.1316,0.5774,3.2146,0.0,4.5826
nodes=16_prio=4_arrival=16s,mode=periodic32s_blocking=0_defpreempt=0,3,7199.3229,0.8818,1.056,1.3102,1.125,-0.2551,-0.3424,-0.2044,0.3232,-188.3333,-60.6667,-53.3333,-30.6667,-333.0,4151.7624,6024.7365,5529.1425,8611.3784,6016.0527,16.6667,10.3333,0.3333,6.0,0.0,10.6667,0.1189,1.6283,0.5376,1.544,0.2449,0.0594,0.1375,0.119,0.4165,31.5331,15.6312,21.3854,6.3509,64.8614,10162.5041,3233.6779,3746.1727,4846.3968,4592.4848,2.0817,2.0817,0.5774,2.6458,0.0,2.5166
nodes=16_prio=4_arrival=16s,mode=periodic32s_blocking=0_defpreempt=1,3,7199.2768,1.1554,1.0328,1.3567,0.6248,-0.0045,-0.0009,-0.0003,0.6192,58.0,-0.6667,0.0,0.0,57.3333,-704.291,33.0789,-10.836,9.7942,-195.9591,18.3333,14.3333,0.6667,3.3333,0.0,15.0,0.0774,1.1176,0.2719,1.0339,0.2547,0.0022,0.0029,0.0013,0.2529,30.7896,3.0551,0.0,0.0,28.3784,1520.9389,56.0093,22.3461,35.7132,442.0135,3.2146,3.7859,1.1547,2.0817,0.0,2.6458
nodes=16_prio=4_arrival=16s,mode=periodic32s_blocking=1_defpreempt=0,3,7199.5094,0.8514,1.0258,1.2994,1.0808,-0.306,-0.3735,-0.1961,0.2052,-185.6667,-65.3333,-58.3333,-31.0,-340.3333,4600.7169,5320.3536,7544.2449,7595.2002,6294.4286,15.6667,10.6667,0.3333,4.6667,0.0,11.0,0.3683,1.5116,0.5128,1.3655,0.2889,0.1243,0.1455,0.0813,0.5286,33.4714,23.4592,24.2143,8.544,70.7272,11042.3485,4279.6465,5782.5222,2878.8319,5887.5652,1.1547,2.0817,0.5774,3.5119,0.0,2.6458
nodes=16_prio=4_arrival=16s,mode=periodic32s_blocking=1_defpreempt=1,3,7199.531,1.1633,1.1253,1.4059,0.6486,-0.0015,0.0006,0.0003,0.648,56.6667,-1.3333,0.0,0.0,55.3333,-669.5849,-8.2396,15.9187,-36.6963,-185.9736,18.6667,14.6667,1.0,3.0,0.0,15.6667,0.3622,1.194,0.1723,1.0716,0.2565,0.0025,0.0018,0.002,0.2503,45.7639,3.5119,0.0,0.0,44.6132,1288.2733,31.111,19.9348,41.4738,357.716,2.3094,4.9329,1.0,3.6056,0.0,5.8595
nodes=16_prio=4_arrival=16s,mode=periodic64s_blocking=0_defpreempt=0,3,7199.4268,0.6115,0.8895,0.9993,1.0519,-0.3465,-0.373,-0.199,0.1334,-205.6667,-63.3333,-52.6667,-30.6667,-352.3333,6348.8491,7167.1623,7505.513,7566.9274,7392.9065,6.6667,5.0,0.0,1.6667,0.0,5.0,0.2841,1.6132,0.4375,1.5366,0.3031,0.0381,0.1644,0.1308,0.4552,28.3608,17.0098,26.6521,4.1633,60.8714,12242.6359,3421.616,5420.0083,5088.7802,5097.5731,1.5275,1.7321,0.0,2.0817,0.0,1.7321
nodes=16_prio=4_arrival=16s,mode=periodic64s_blocking=0_defpreempt=1,3,7199.3682,0.8668,0.7424,0.9768,0.4319,-0.0021,-0.0013,-0.0004,0.4281,26.0,-1.6667,0.0,0.0,24.3333,769.9783,-44.5228,-7.2878,-33.8185,242.4537,7.3333,6.6667,0.3333,0.3333,0.0,7.0,0.4049,0.8452,0.0766,0.7596,0.185,0.003,0.0032,0.0014,0.1814,28.7924,3.7859,0.0,0.0,28.0238,1244.4368,34.9318,27.582,25.2283,378.4016,2.8868,3.2146,0.5774,0.5774,0.0,3.4641
nodes=16_prio=4_arrival=16s,mode=periodic64s_blocking=1_defpreempt=0,3,7199.6326,0.7783,0.9842,1.155,1.1307,-0.281,-0.4071,-0.1835,0.2591,-203.6667,-58.0,-50.3333,-28.6667,-340.6667,3608.7172,6033.981,6957.7546,5943.5163,5649.9533,6.0,5.6667,0.0,0.3333,0.0,5.6667,0.3794,1.406,0.5664,1.3785,0.1961,0.0751,0.1053,0.103,0.3617,31.7857,14.7309,19.0875,7.6376,64.0729,7005.538,3408.7541,4168.7173,2691.6202,3797.0079,2.0,2.0817,0.0,0.5774,0.0,2.0817
nodes=16_prio=4_arrival=16s,mode=periodic64s_blocking=1_defpreempt=1,3,7199.3853,0.8397,0.8808,1.0353,0.4669,-0.0047,-0.0048,-0.0028,0.4544,33.0,-0.3333,0.0,-0.3333,32.3333,-1042.3645,43.44,8.6158,-4.4945,-274.8931,6.6667,6.6667,0.0,0.0,0.0,6.6667,0.4439,0.8172,0.2276,0.7758,0.1697,0.0035,0.0037,0.0008,0.1762,7.0,2.5166,0.0,0.5774,8.7369,1797.34,40.9948,38.7341,39.4011,454.7404,3.5119,3.5119,0.0,0.0,0.0,3.5119
nodes=16_prio=4_arrival=16s,mode=periodic8s_blocking=0_defpreempt=0,3,7199.4997,1.2262,1.3584,1.7129,1.1584,-0.2059,-0.2704,-0.1523,0.5298,-127.6667,-59.6667,-48.3333,-29.6667,-265.3333,4016.5354,4157.05,6949.298,5895.6335,5365.895,54.0,26.6667,2.6667,24.6667,0.0,29.3333,0.3613,1.4713,0.5497,1.2948,0.1979,0.0554,0.0967,0.067,0.3679,59.9194,26.7644,25.5799,7.7675,90.5115,8192.9108,1936.3934,2968.8796,3236.5333,3739.2305,6.5574,6.3509,3.7859,6.0277,0.0,10.116
nodes=16_prio=4_arrival=16s,mode=periodic8s_blocking=0_defpreempt=1,3,7199.6016,1.2769,1.179,1.5008,0.6982,-0.0083,-0.0029,-0.0029,0.6841,113.0,-2.6667,-0.6667,-0.3333,109.3333,-341.6678,125.7344,51.7123,56.314,-35.8676,74.0,28.0,4.0,42.0,0.0,32.0,0.3705,1.2325,0.1914,1.0396,0.2697,0.0082,0.0007,0.0032,0.2791,57.1664,6.4291,1.1547,0.5774,54.3722,1012.332,86.472,15.7983,36.7437,316.4125,29.4618,10.5357,4.5826,17.0,0.0,13.0767
nodes=16_prio=4_arrival=16s,mode=periodic8s_blocking=1_defpreempt=0,3,7199.1815,1.2792,1.3891,1.7305,1.2245,-0.206,-0.2824,-0.1361,0.6001,-128.0,-48.6667,-48.0,-26.0,-250.6667,2782.1487,4288.1565,7464.3124,5299.487,4960.6633,50.3333,23.3333,2.0,25.0,0.0,25.3333,0.0533,1.4792,0.5279,1.3141,0.2056,0.0735,0.1289,0.0606,0.3805,29.5127,24.1316,23.6432,10.5357,61.1583,6561.8867,2453.6491,4478.9156,3220.2463,3290.2243,6.4291,3.7859,1.0,2.0,0.0,4.6188
nodes=16_prio=4_arrival=16s,mode=periodic8s_blocking=1_defpreempt=1,3,7199.3829,1.5205,1.454,1.798,0.8752,0.0005,-0.0018,-0.0003,0.8736,119.6667,-1.3333,-0.6667,0.0,117.6667,-1495.2089,26.7662,11.4782,30.5379,-402.5837,61.3333,29.6667,5.6667,26.0,0.0,35.3333,0.2857,1.2516,0.3339,1.0808,0.2043,0.0015,0.0025,0.0021,0.1993,42.1584,3.2146,1.1547,0.0,40.7226,1542.7378,3.5163,19.071,57.5145,418.6625,18.23,6.1101,1.5275,12.1655,0.0,7.3711
nodes=16_prio=4_arrival=16s,mode=schedulingfailure_blocking=0_defpreempt=0,3,7199.463,0.9971,1.1845,1.4625,0.9274,-0.2735,-0.2986,-0.1371,0.2183,-50.3333,-73.6667,-67.0,-36.6667,-227.6667,10394.7282,7038.1851,5321.4405,5862.0255,7667.2524,128.6667,58.6667,8.6667,61.3333,0.3333,67.0,0.3858,1.7152,0.3943,1.5464,0.2948,0.054,0.1404,0.0703,0.5396,76.7224,14.6401,25.9422,8.0208,96.8573,9285.7797,2854.598,2769.8698,3344.9492,4300.6491,13.6504,12.0139,6.4291,10.0167,0.5774,18.6815
nodes=16_prio=4_arrival=16s,mode=schedulingfailure_blocking=0_defpreempt=1,3,7199.6157,1.0834,1.0811,1.4038,0.6292,-0.1466,-0.1192,-0.0787,0.2847,118.0,-55.6667,-48.0,-27.6667,-13.3333,3284.1176,3803.0018,3830.3298,3185.7322,3634.1984,134.0,60.3333,12.3333,61.3333,0.6667,72.0,0.3674,1.4464,0.2275,1.2389,0.3942,0.0297,0.0228,0.0159,0.4112,103.5905,6.1101,21.166,9.2916,102.5004,3617.1891,1195.1179,957.902,614.5197,1578.4524,26.8887,19.5533,8.5049,11.8462,0.5774,23.6432
nodes=16_prio=4_arrival=16s,mode=schedulingfailure_blocking=1_defpreempt=0,3,7199.4225,1.1646,1.3699,1.6445,1.037,-0.2378,-0.2718,-0.1302,0.3973,-48.0,-72.6667,-66.0,-36.0,-222.6667,6647.909,5738.4474,7781.4629,5581.5963,6691.2107,126.3333,60.0,6.3333,60.0,1.3333,65.0,0.3253,1.5687,0.5371,1.4411,0.1882,0.0428,0.1141,0.0695,0.3955,99.5138,11.5036,28.5832,10.5357,122.859,5536.3234,2397.9275,3331.5134,3154.8867,3782.5308,18.5831,17.0587,3.2146,1.7321,1.5275,21.6333
nodes=16_prio=4_arrival=16s,mode=schedulingfailure_blocking=1_defpreempt=1,3,7199.2996,1.1219,1.1249,1.4299,0.6409,-0.1247,-0.1064,-0.0752,0.3346,144.6667,-44.3333,-46.3333,-27.3333,26.6667,2184.1857,3460.4796,3248.8201,2892.6536,2995.8918,142.6667,68.0,11.3333,63.3333,1.6667,77.6667,0.1516,1.4646,0.2395,1.2387,0.352,0.0363,0.026,0.0201,0.4181,98.068,11.9304,20.6478,5.8595,114.7359,3018.274,1248.4192,732.7101,901.0941,1635.6674,33.4714,19.0,1.5275,21.9393,1.1547,19.5021
nodes=16_prio=4_arrival=16s,mode=stablequeue16s_blocking=0_defpreempt=0,3,7199.3405,1.1918,1.3711,1.6564,1.2212,-0.2126,-0.2934,-0.136,0.5793,-153.0,-59.6667,-49.3333,-28.3333,-290.3333,4260.1706,4733.0181,7296.7533,5401.8415,5643.4898,54.3333,18.3333,0.6667,35.3333,0.0,19.0,0.2846,1.3845,0.5644,1.2338,0.1935,0.0499,0.1039,0.0675,0.3155,29.1033,19.0351,25.7941,6.5064,65.5464,8899.4421,2231.0156,4199.8579,3387.0214,3436.8349,9.7125,3.2146,0.5774,6.5064,0.0,3.4641
nodes=16_prio=4_arrival=16s,mode=stablequeue16s_blocking=0_defpreempt=1,3,7199.4223,1.2817,1.2505,1.5662,0.7253,0.0003,-0.0008,-0.0009,0.7239,91.6667,-2.3333,-0.3333,0.0,89.0,-392.6027,-15.6345,-13.7648,-10.4204,-88.3912,63.0,22.6667,0.3333,40.0,0.0,23.0,0.204,1.3166,0.2308,1.2154,0.3,0.0019,0.0016,0.0016,0.2989,49.9433,3.2146,0.5774,0.0,47.7598,2055.3856,17.7863,12.0157,41.1075,609.8392,21.9317,4.9329,0.5774,19.0788,0.0,5.1962
nodes=16_prio=4_arrival=16s,mode=stablequeue16s_blocking=1_defpreempt=0,3,7199.3645,1.1606,1.3136,1.6117,1.1805,-0.2021,-0.2943,-0.1595,0.5245,-155.6667,-54.6667,-46.6667,-24.6667,-281.6667,3070.504,3918.1878,5345.274,6530.4776,4718.2909,43.3333,18.6667,1.0,23.6667,0.0,19.6667,0.4201,1.4612,0.6795,1.3841,0.1535,0.0326,0.0984,0.0909,0.2755,33.6204,20.1329,19.7569,8.0208,64.1431,6724.4312,2169.4945,2065.6411,4901.4197,2710.6778,10.6927,3.2146,1.0,8.5049,0.0,2.5166
nodes=16_prio=4_arrival=16s,mode=stablequeue16s_blocking=1_defpreempt=1,3,7199.3842,1.3733,1.2797,1.6035,0.7515,-0.0042,-0.0017,-0.0016,0.744,75.0,-2.3333,0.0,0.0,72.6667,-458.4744,-28.5721,9.8701,-5.4615,-138.4848,50.3333,21.0,1.6667,27.6667,0.0,22.6667,0.2739,1.2094,0.3016,1.0286,0.2088,0.0036,0.0021,0.0011,0.2076,51.3907,4.5092,0.0,0.0,50.8167,1432.1433,46.2874,38.2938,27.5891,401.4321,21.9393,4.3589,0.5774,19.3477,0.0,4.9329
nodes=16_prio=4_arrival=16s,mode=stablequeue2s_blocking=0_defpreempt=0,3,7199.4735,1.4944,1.6292,1.9365,1.2244,-0.145,-0.154,-0.1006,0.8248,-65.6667,-43.3333,-39.3333,-23.6667,-172.0,484.694,3487.95,3761.7118,4083.9275,2848.1301,215.6667,47.3333,3.3333,165.0,0.0,50.6667,0.2751,1.472,0.4547,1.2822,0.1559,0.0469,0.0928,0.0599,0.2812,67.471,19.8578,20.5508,9.0185,106.5035,3908.4206,819.4876,2030.1325,2836.5505,1927.884,60.542,11.0151,2.5166,49.2443,0.0,13.4288
nodes=16_prio=4_arrival=16s,mode=stablequeue2s_blocking=0_defpreempt=1,3,7199.3715,1.5771,1.5354,1.8918,0.9056,0.0004,0.0003,0.0011,0.9074,173.6667,-2.3333,-1.6667,-0.6667,169.0,-911.993,27.3947,24.2795,-23.5387,-238.4476,209.6667,44.0,3.0,162.6667,0.0,47.0,0.4696,1.3887,0.2776,1.1982,0.2957,0.0044,0.0039,0.0025,0.2873,89.03,4.0415,1.5275,1.1547,87.7268,1135.8022,26.5833,12.4202,8.6567,402.6774,85.049,17.088,2.6458,68.5298,0.0,16.5227
nodes=16_prio=4_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=0,3,7199.4574,1.3945,1.5269,1.82,1.3014,-0.1814,-0.2294,-0.0847,0.806,-60.0,-44.6667,-39.6667,-21.6667,-166.0,436.8137,3985.1321,6166.3599,3517.8582,3506.8482,233.3333,43.3333,4.3333,185.6667,0.0,47.6667,0.3481,1.5547,0.3512,1.3277,0.2106,0.0376,0.1318,0.0612,0.3402,42.332,24.6847,23.029,10.9697,86.4696,6091.0044,2034.6248,4631.8623,3396.9125,2845.0682,89.9685,3.5119,1.5275,87.5348,0.0,4.7258
nodes=16_prio=4_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=1,3,7199.2639,1.477,1.3646,1.7223,0.8115,-0.0032,-0.0009,0.0016,0.8089,179.3333,-2.0,-1.0,-0.3333,176.0,-991.7722,2.2596,45.9766,11.8036,-257.1395,238.3333,47.6667,5.0,185.6667,0.0,52.6667,0.2915,1.3721,0.176,1.164,0.3625,0.0017,0.0035,0.0009,0.3572,73.9347,5.2915,1.0,0.5774,73.0205,1249.1032,21.5191,22.2601,59.304,407.7729,103.5825,17.0392,2.6458,86.3501,0.0,19.5021
nodes=16_prio=4_arrival=16s,mode=stablequeue8s_blocking=0_defpreempt=0,3,7199.6887,1.2841,1.3858,1.6921,1.2184,-0.2092,-0.2425,-0.1153,0.6514,-129.3333,-55.0,-50.3333,-28.6667,-263.3333,2323.0835,4287.5469,5993.0607,4403.4061,4311.5258,104.6667,26.6667,1.3333,76.6667,0.0,28.0,0.4282,1.448,0.4776,1.2409,0.1583,0.0411,0.0751,0.0557,0.2623,37.8594,18.0831,20.5994,2.8868,62.78,6205.5562,2285.4153,2801.6593,2480.878,2632.1237,38.7341,6.6583,1.5275,33.8575,0.0,6.0
nodes=16_prio=4_arrival=16s,mode=stablequeue8s_blocking=0_defpreempt=1,3,7199.35,1.3793,1.2144,1.6251,0.7089,0.0026,0.0004,-0.001,0.7108,128.0,0.0,-0.6667,0.0,127.3333,-719.4472,-25.168,3.2535,-8.7772,-199.5373,124.3333,28.0,3.3333,93.0,0.0,31.3333,0.2213,1.3438,0.1557,1.1485,0.3282,0.0006,0.0021,0.0019,0.3276,71.3372,3.0,1.1547,0.0,71.8424,1043.2821,5.6473,29.169,7.6454,309.6075,57.492,7.0,0.5774,53.507,0.0,7.5056
nodes=16_prio=4_arrival=16s,mode=stablequeue8s_blocking=1_defpreempt=0,3,7199.077,1.2986,1.4639,1.7727,1.2848,-0.2037,-0.2495,-0.1421,0.6895,-130.0,-55.3333,-45.3333,-28.6667,-259.3333,958.5785,4376.834,4137.9562,6062.0125,3653.7281,87.6667,26.6667,1.3333,59.6667,0.0,28.0,0.1031,1.5079,0.5288,1.3271,0.0956,0.0803,0.088,0.0725,0.2436,35.9305,19.1398,13.6504,3.2146,50.362,4069.0128,2689.4466,1418.1999,3458.3021,2432.3589,28.746,5.6862,1.1547,23.029,0.0,6.0828
nodes=16_prio=4_arrival=16s,mode=stablequeue8s_blocking=1_defpreempt=1,3,7199.2698,1.4312,1.4524,1.7074,0.8163,-0.0024,-0.0023,-0.0002,0.8114,101.0,-1.0,-0.6667,0.0,99.3333,-893.8355,4.9136,0.9451,-23.748,-261.9819,96.3333,27.3333,1.6667,67.3333,0.0,29.0,0.339,1.2019,0.3444,1.0054,0.2283,0.0018,0.0015,0.0028,0.2237,57.376,3.6056,1.1547,0.0,56.5184,1020.3835,24.9716,48.5768,47.0219,320.6616,47.2899,12.6623,0.5774,36.6379,0.0,12.2882
nodes=16_prio=4_arrival=1s,mode=periodic32s_blocking=0_defpreempt=0,3,7199.6006,0.1798,0.1888,0.4161,1.4185,-0.5842,-0.4794,-0.3246,0.0303,-2039.3333,-467.0,-372.6667,-264.0,-3143.0,251.413,646.4805,630.2904,577.5501,506.232,3.5,3.0,0.0,0.5,0.0,3.0,0.4208,0.785,0.4124,0.5918,0.127,0.1714,0.0614,0.0354,0.0754,202.2309,23.516,44.5234,40.5956,275.5286,54.19,240.715,107.3453,118.2209,58.4135,0.7071,1.4142,0.0,0.7071,0.0,1.4142
nodes=16_prio=4_arrival=1s,mode=periodic32s_blocking=0_defpreempt=1,3,7199.8175,0.4873,0.6389,0.4579,-0.0856,-0.0033,0.5036,-0.0063,0.4084,92.0,-1.3333,-5.3333,-1.6667,83.6667,28.0759,1.5233,1.9086,0.1032,9.6202,2.0,1.5,0.0,0.5,0.0,1.5,0.029,0.8441,1.2,0.8579,0.099,0.0057,0.8806,0.0007,0.7808,104.8427,9.7125,2.5166,7.6376,98.8956,79.7656,7.063,9.1028,5.2573,26.6238,1.4142,0.7071,0.0,0.7071,0.0,0.7071
nodes=16_prio=4_arrival=1s,mode=periodic32s_blocking=1_defpreempt=0,3,7199.7044,0.1133,0.2212,0.4404,1.4304,-0.5967,-0.4623,-0.3557,0.0156,-2036.3333,-476.6667,-373.6667,-271.6667,-3158.3333,254.2951,614.4326,606.609,549.7439,488.6276,1.5,1.0,0.0,0.5,0.0,1.0,0.2172,0.8073,0.5033,0.5369,0.1587,0.1415,0.0541,0.0378,0.0423,170.1539,9.2916,37.8197,38.4361,247.3668,71.8959,228.4053,88.414,60.3424,65.33,0.7071,0.0,0.0,0.7071,0.0,0.0
nodes=16_prio=4_arrival=1s,mode=periodic32s_blocking=1_defpreempt=1,3,7199.6314,0.1052,0.0811,0.1223,0.0501,-0.001,-0.0006,0.0017,0.0503,28.6667,-5.6667,-3.3333,-2.0,17.6667,27.4051,1.1327,-1.082,-2.9431,8.6837,1.3333,1.3333,0.0,0.0,0.0,1.3333,0.2721,0.1566,0.0641,0.1275,0.048,0.006,0.006,0.0039,0.0498,56.2257,10.9697,1.5275,5.1962,48.0139,44.4576,0.3831,9.9767,4.9558,13.634,0.5774,0.5774,0.0,0.0,0.0,0.5774
nodes=16_prio=4_arrival=1s,mode=periodic64s_blocking=0_defpreempt=0,3,7199.6117,0.2117,0.2135,0.4309,1.4375,-0.5747,-0.4572,-0.3196,0.086,-2032.6667,-453.6667,-360.0,-268.6667,-3115.0,198.7816,662.1612,557.6764,549.9063,472.5481,,,,,,,0.3237,0.7962,0.3855,0.5848,0.1867,0.2,0.0585,0.0286,0.06,160.126,18.8237,23.0651,14.2945,185.2917,100.7957,313.6402,153.3034,98.1867,68.683,,,,,,
nodes=16_prio=4_arrival=1s,mode=periodic64s_blocking=0_defpreempt=1,3,7199.6297,0.0726,0.0603,0.0956,0.03,-0.0022,-0.0025,-0.0045,0.0209,24.3333,-5.0,0.3333,-3.6667,16.0,29.7011,3.9432,-2.1237,-2.2157,9.861,1.0,1.0,0.0,0.0,0.0,1.0,0.2889,0.111,0.1773,0.1321,0.0647,0.0072,0.0064,0.0056,0.0789,38.1881,16.0935,3.5119,4.0415,22.6495,36.0489,2.6868,8.3194,11.2846,6.8058,,,,,,
nodes=16_prio=4_arrival=1s,mode=periodic64s_blocking=1_defpreempt=0,3,7199.7938,0.1681,0.336,0.5416,1.4366,-0.5676,-0.4871,-0.3192,0.0627,-2047.6667,-476.6667,-382.0,-267.6667,-3174.0,248.7326,614.5491,611.205,502.1715,479.4795,1.0,1.0,0.0,0.0,0.0,1.0,0.0776,0.7987,0.4733,0.4395,0.1107,0.1715,0.0436,0.0379,0.1099,189.7165,29.7714,54.2494,30.5341,280.4871,54.456,242.6059,59.759,109.2836,96.6834,,,,,,
nodes=16_prio=4_arrival=1s,mode=periodic64s_blocking=1_defpreempt=1,3,7199.7451,0.0415,0.0484,0.0548,0.0234,-0.0047,-0.0013,-0.0039,0.0134,49.3333,-2.3333,-1.0,-7.6667,38.3333,-4.5322,-2.1666,-5.4712,-4.5489,-3.999,,,,,,,0.1058,0.0668,0.0747,0.0401,0.0116,0.006,0.0026,0.0024,0.0136,68.2373,13.5769,5.5678,5.5076,66.463,14.3488,9.4733,12.8256,3.1818,3.1836,,,,,,
nodes=16_prio=4_arrival=1s,mode=periodic8s_blocking=0_defpreempt=0,3,7199.5087,0.3619,0.4203,0.756,1.4415,-0.5672,-0.457,-0.3202,0.0971,-1995.6667,-491.0,-391.0,-291.0,-3168.6667,261.2557,654.0297,666.6142,576.5403,520.2723,20.6667,19.3333,0.3333,1.0,0.0,19.6667,0.3159,0.9436,0.564,0.5834,0.1549,0.1784,0.0586,0.0584,0.1294,194.6518,43.9204,51.8556,49.5681,297.11,40.6965,236.35,107.1746,88.7915,69.7263,3.0551,4.0415,0.5774,1.0,0.0,3.7859
nodes=16_prio=4_arrival=1s,mode=periodic8s_blocking=0_defpreempt=1,3,7199.4931,0.2562,0.205,0.348,0.0959,-0.0122,-0.0067,-0.0022,0.0749,147.3333,-11.0,-8.6667,-8.6667,119.0,38.4244,23.1217,13.9902,13.1329,23.9767,31.0,29.0,0.0,2.0,0.0,29.0,0.0623,0.2662,0.1825,0.1933,0.0373,0.0119,0.0033,0.0029,0.043,100.0616,20.5183,6.6583,2.5166,73.3212,29.403,4.9323,13.0437,3.2665,13.3845,17.5214,17.088,0.0,1.0,0.0,17.088
nodes=16_prio=4_arrival=1s,mode=periodic8s_blocking=1_defpreempt=0,3,7199.649,0.3836,0.3641,0.7401,1.4519,-0.5819,-0.451,-0.3081,0.1109,-1969.6667,-489.6667,-389.6667,-268.0,-3117.0,281.1893,665.7598,630.2971,592.6093,524.266,22.6667,22.0,0.3333,0.3333,0.0,22.3333,0.1791,1.0007,0.6512,0.7025,0.1925,0.1167,0.0641,0.0375,0.0773,150.4205,32.1299,31.5647,18.5203,154.787,34.9545,193.9275,137.8825,109.708,52.911,2.5166,2.6458,0.5774,0.5774,0.0,2.5166
nodes=16_prio=4_arrival=1s,mode=periodic8s_blocking=1_defpreempt=1,3,7199.6792,0.2531,0.1507,0.329,0.097,-0.0066,-0.0064,-0.0052,0.0788,119.3333,0.0,-8.0,-4.0,107.3333,39.703,13.9879,12.9335,9.0578,20.5069,28.3333,26.6667,1.3333,0.3333,0.0,28.0,0.0846,0.301,0.1876,0.2332,0.068,0.0073,0.0052,0.0072,0.0667,44.2869,9.6437,4.0,9.6437,29.1433,36.1794,6.6733,8.9538,2.4885,13.5741,10.4083,10.9697,0.5774,0.5774,0.0,10.8167
