job_name,plugin_config,n_seed,T_end_s_mean,delta_U_pct_cpu_mean,delta_U_pct_mem_mean,delta_U_pct_eff_mean,delta_R_num_p1_mean,delta_R_num_p2_mean,delta_R_num_p3_mean,delta_R_num_p4_mean,delta_R_num_total_mean,delta_D_num_p1_mean,delta_D_num_p2_mean,delta_D_num_p3_mean,delta_D_num_p4_mean,delta_D_num_total_mean,delta_L_ms_p1_mean,delta_L_ms_p2_mean,delta_L_ms_p3_mean,delta_L_ms_p4_mean,delta_L_ms_total_mean,solver_attempts_mean,solver_optimal_mean,solver_feasible_mean,solver_failed_mean,plan_not_applicable_mean,plan_activated_mean,T_end_s_std,delta_U_pct_cpu_std,delta_U_pct_mem_std,delta_U_pct_eff_std,delta_R_num_p1_std,delta_R_num_p2_std,delta_R_num_p3_std,delta_R_num_p4_std,delta_R_num_total_std,delta_D_num_p1_std,delta_D_num_p2_std,delta_D_num_p3_std,delta_D_num_p4_std,delta_D_num_total_std,delta_L_ms_p1_std,delta_L_ms_p2_std,delta_L_ms_p3_std,delta_L_ms_p4_std,delta_L_ms_total_std,solver_attempts_std,solver_optimal_std,solver_feasible_std,solver_failed_std,plan_not_applicable_std,plan_activated_std
nodes=16_prio=4_arrival=8s,mode=stablequeue8s_blocking=1_defpreempt=1,3,7199.5419,1.3067,1.006,1.625,0.6776,-0.004,-0.0012,-0.0001,0.6723,163.6667,-2.0,-0.3333,0.0,161.3333,-17.1022,15.2432,6.4738,-11.5647,5.612,187.0,41.3333,1.3333,144.3333,0.3333,42.3333,0.4563,1.156,0.4518,0.9354,0.2042,0.0016,0.0039,0.0024,0.198,60.4511,1.7321,0.5774,0.0,61.3297,992.3212,31.7303,14.7262,28.0393,311.3716,176.0767,7.3711,1.5275,170.8137,0.5774,8.0829
nodes=32_prio=1_arrival=16s,mode=periodic32s_blocking=0_defpreempt=0,3,7199.3971,2.3501,0.811,2.4088,1.6725,0.0,0.0,0.0,1.6725,-9.3333,,,,-9.3333,-1096.4506,,,,-1096.4506,35.0,11.0,0.0,24.0,0.0,11.0,0.1994,1.4335,0.3075,1.4793,0.8346,0.0,0.0,0.0,0.8346,23.7978,,,,23.7978,6441.9712,,,,6441.9712,7.9373,4.3589,0.0,4.0,0.0,4.3589
nodes=32_prio=1_arrival=16s,mode=periodic32s_blocking=0_defpreempt=1,3,7199.6404,2.5909,0.8644,2.6521,1.8184,0.0,0.0,0.0,1.8184,-25.3333,,,,-25.3333,-2932.6139,,,,-2932.6139,29.0,11.3333,0.3333,17.3333,0.0,11.6667,0.1426,1.5216,0.4551,1.5663,0.9102,0.0,0.0,0.0,0.9102,27.0247,,,,27.0247,5574.1573,,,,5574.1573,6.5574,3.7859,0.5774,4.9329,0.0,3.2146
nodes=32_prio=1_arrival=16s,mode=periodic32s_blocking=1_defpreempt=0,3,7199.6971,2.4509,0.9008,2.5367,1.8145,0.0,0.0,0.0,1.8145,-6.6667,,,,-6.6667,-1707.3363,,,,-1707.3363,35.3333,12.3333,0.3333,22.6667,0.0,12.6667,0.1874,1.3691,0.287,1.3639,0.6201,0.0,0.0,0.0,0.6201,10.9697,,,,10.9697,6674.846,,,,6674.846,3.7859,5.5076,0.5774,1.1547,0.0,4.9329
nodes=32_prio=1_arrival=16s,mode=periodic32s_blocking=1_defpreempt=1,3,7199.3567,2.078,0.9222,2.1899,1.5641,0.0,0.0,0.0,1.5641,6.6667,,,,6.6667,369.4816,,,,369.4816,36.0,11.3333,0.0,24.6667,0.0,11.3333,0.1622,1.4569,0.2732,1.4605,0.7099,0.0,0.0,0.0,0.7099,16.0416,,,,16.0416,6133.1605,,,,6133.1605,5.1962,6.4291,0.0,11.5902,0.0,6.4291
nodes=32_prio=1_arrival=16s,mode=periodic64s_blocking=0_defpreempt=0,3,7199.3565,2.246,0.6618,2.2502,1.4695,0.0,0.0,0.0,1.4695,-27.6667,,,,-27.6667,-392.9695,,,,-392.9695,11.6667,5.6667,0.0,6.0,0.0,5.6667,0.2513,1.3229,0.2031,1.4152,0.7379,0.0,0.0,0.0,0.7379,9.2916,,,,9.2916,8288.1617,,,,8288.1617,2.0817,1.5275,0.0,1.7321,0.0,1.5275
nodes=32_prio=1_arrival=16s,mode=periodic64s_blocking=0_defpreempt=1,3,7199.6132,2.2837,0.7278,2.3156,1.653,0.0,0.0,0.0,1.653,-23.0,,,,-23.0,-2383.7379,,,,-2383.7379,13.0,5.3333,0.0,7.6667,0.0,5.3333,0.3297,1.3805,0.2957,1.4093,0.7785,0.0,0.0,0.0,0.7785,10.3923,,,,10.3923,4300.9859,,,,4300.9859,3.6056,2.5166,0.0,3.5119,0.0,2.5166
nodes=32_prio=1_arrival=16s,mode=periodic64s_blocking=1_defpreempt=0,3,7199.4359,2.4335,0.9304,2.5218,1.8331,0.0,0.0,0.0,1.8331,-8.0,,,,-8.0,-2606.3293,,,,-2606.3293,11.6667,7.3333,0.0,4.3333,0.0,7.3333,0.4658,1.2764,0.3598,1.2583,0.5806,0.0,0.0,0.0,0.5806,21.9317,,,,21.9317,6848.4232,,,,6848.4232,2.0817,2.3094,0.0,0.5774,0.0,2.3094
nodes=32_prio=1_arrival=16s,mode=periodic64s_blocking=1_defpreempt=1,3,7199.2952,2.2406,0.8423,2.3395,1.6595,0.0,0.0,0.0,1.6595,-21.0,,,,-21.0,-2290.6278,,,,-2290.6278,13.0,5.6667,0.0,7.3333,0.0,5.6667,0.2011,1.3019,0.23,1.2676,0.5407,0.0,0.0,0.0,0.5407,2.6458,,,,2.6458,6528.5877,,,,6528.5877,4.0,2.0817,0.0,2.8868,0.0,2.0817
nodes=32_prio=1_arrival=16s,mode=periodic8s_blocking=0_defpreempt=0,3,7199.7118,2.6095,1.053,2.7387,1.9435,0.0,0.0,0.0,1.9435,-6.3333,,,,-6.3333,-4266.6898,,,,-4266.6898,67.6667,16.6667,0.6667,50.3333,0.0,17.3333,0.2718,1.5387,0.5084,1.527,0.9352,0.0,0.0,0.0,0.9352,40.5257,,,,40.5257,4749.9932,,,,4749.9932,7.6376,5.5076,1.1547,5.5076,0.0,4.5092
nodes=32_prio=1_arrival=16s,mode=periodic8s_blocking=0_defpreempt=1,3,7199.6643,2.3438,1.1254,2.4501,1.9176,0.0,0.0,0.0,1.9176,23.0,,,,23.0,-2448.0355,,,,-2448.0355,75.3333,17.6667,0.3333,57.3333,0.0,18.0,0.3045,1.5986,0.5142,1.6384,1.0369,0.0,0.0,0.0,1.0369,14.9332,,,,14.9332,3057.6393,,,,3057.6393,13.7961,4.5092,0.5774,18.5831,0.0,5.0
nodes=32_prio=1_arrival=16s,mode=periodic8s_blocking=1_defpreempt=0,3,7199.403,2.7384,1.1002,2.8225,2.1294,0.0,0.0,0.0,2.1294,11.3333,,,,11.3333,-4687.4853,,,,-4687.4853,67.3333,21.3333,0.3333,45.6667,0.0,21.6667,0.214,1.4181,0.3918,1.4124,0.6561,0.0,0.0,0.0,0.6561,22.8108,,,,22.8108,6108.2819,,,,6108.2819,6.5064,7.0946,0.5774,1.1547,0.0,6.6583
nodes=32_prio=1_arrival=16s,mode=periodic8s_blocking=1_defpreempt=1,3,7199.5284,2.6559,1.1253,2.7656,2.0594,0.0,0.0,0.0,2.0594,1.0,,,,1.0,-3983.521,,,,-3983.521,69.0,18.6667,0.3333,50.0,0.0,19.0,0.2139,1.4369,0.5318,1.446,0.8214,0.0,0.0,0.0,0.8214,29.8664,,,,29.8664,4341.6049,,,,4341.6049,5.1962,5.5076,0.5774,9.8489,0.0,5.0
nodes=32_prio=1_arrival=16s,mode=schedulingfailure_blocking=0_defpreempt=0,3,7199.5057,2.5538,0.8792,2.704,1.3423,0.0,0.0,0.0,1.3423,-97.0,,,,-97.0,3281.2107,,,,3281.2107,118.6667,35.6667,2.3333,80.6667,0.0,38.0,0.3314,1.4479,0.6261,1.4535,0.8449,0.0,0.0,0.0,0.8449,33.7194,,,,33.7194,6076.2173,,,,6076.2173,7.7675,9.8658,4.0415,7.6376,0.0,8.1854
nodes=32_prio=1_arrival=16s,mode=schedulingfailure_blocking=0_defpreempt=1,3,7199.3689,2.5758,0.9307,2.7154,1.4921,0.0,0.0,0.0,1.4921,-86.3333,,,,-86.3333,1695.3848,,,,1695.3848,118.0,33.6667,2.6667,81.6667,0.0,36.3333,0.289,1.3748,0.5972,1.4086,0.8459,0.0,0.0,0.0,0.8459,47.2476,,,,47.2476,5141.6005,,,,5141.6005,13.2288,12.4231,0.5774,10.7858,0.0,12.7017
nodes=32_prio=1_arrival=16s,mode=schedulingfailure_blocking=1_defpreempt=0,3,7199.6421,2.657,1.0091,2.7988,1.5845,0.0,0.0,0.0,1.5845,-75.0,,,,-75.0,1304.1479,,,,1304.1479,109.0,34.3333,3.3333,71.3333,0.3333,37.3333,0.2989,1.4271,0.5948,1.4335,0.8152,0.0,0.0,0.0,0.8152,41.0731,,,,41.0731,6162.2298,,,,6162.2298,8.544,7.0946,2.5166,5.0332,0.5774,5.7735
nodes=32_prio=1_arrival=16s,mode=schedulingfailure_blocking=1_defpreempt=1,3,7199.4468,2.6101,0.9253,2.736,1.4638,0.0,0.0,0.0,1.4638,-81.6667,,,,-81.6667,1651.7187,,,,1651.7187,111.3333,32.6667,2.3333,76.3333,0.0,35.0,0.1225,1.4164,0.6482,1.4471,0.8921,0.0,0.0,0.0,0.8921,46.8757,,,,46.8757,4465.3517,,,,4465.3517,14.5029,7.3711,2.5166,15.5027,0.0,5.1962
nodes=32_prio=1_arrival=16s,mode=stablequeue16s_blocking=0_defpreempt=0,3,7199.456,2.6573,0.9991,2.7714,2.0319,0.0,0.0,0.0,2.0319,-11.6667,,,,-11.6667,-4278.5112,,,,-4278.5112,73.3333,12.6667,0.0,60.6667,0.0,12.6667,0.415,1.5742,0.4706,1.5671,0.9053,0.0,0.0,0.0,0.9053,34.7755,,,,34.7755,4837.7969,,,,4837.7969,18.3394,3.5119,0.0,16.1658,0.0,3.5119
nodes=32_prio=1_arrival=16s,mode=stablequeue16s_blocking=0_defpreempt=1,3,7199.3309,-27.0827,-27.651,-27.2048,-75.2536,0.0,0.0,0.0,-75.2536,-266.6667,,,,-266.6667,-3911.5616,,,,-3911.5616,68.5,11.0,0.0,57.5,0.0,11.0,0.2623,52.3778,49.4472,52.7073,134.0441,0.0,0.0,0.0,134.0441,449.2709,,,,449.2709,7293.1147,,,,7293.1147,4.9497,2.8284,0.0,7.7782,0.0,2.8284
nodes=32_prio=1_arrival=16s,mode=stablequeue16s_blocking=1_defpreempt=0,3,7199.6356,2.6632,1.0568,2.7913,2.0974,0.0,0.0,0.0,2.0974,-9.6667,,,,-9.6667,-4289.9948,,,,-4289.9948,73.6667,11.3333,0.0,62.3333,0.0,11.3333,0.0316,1.5956,0.3985,1.5786,0.8923,0.0,0.0,0.0,0.8923,20.0333,,,,20.0333,5080.7699,,,,5080.7699,22.301,2.5166,0.0,20.2567,0.0,2.5166
nodes=32_prio=1_arrival=16s,mode=stablequeue16s_blocking=1_defpreempt=1,3,7199.3322,2.598,1.085,2.7116,2.0482,0.0,0.0,0.0,2.0482,2.6667,,,,2.6667,-3270.7408,,,,-3270.7408,69.0,13.6667,0.0,55.3333,0.0,13.6667,0.4238,1.4714,0.4118,1.4881,0.7209,0.0,0.0,0.0,0.7209,19.1398,,,,19.1398,5231.5808,,,,5231.5808,7.0,7.0946,0.0,13.6504,0.0,7.0946
nodes=32_prio=1_arrival=16s,mode=stablequeue2s_blocking=0_defpreempt=0,3,7199.4774,2.7086,1.1412,2.8226,2.1511,0.0,0.0,0.0,2.1511,25.0,,,,25.0,-4808.6223,,,,-4808.6223,162.6667,20.0,1.0,141.6667,0.0,21.0,0.3087,1.5371,0.5144,1.5403,0.9291,0.0,0.0,0.0,0.9291,30.8058,,,,30.8058,3600.033,,,,3600.033,28.4488,6.5574,1.0,28.0416,0.0,6.245
nodes=32_prio=1_arrival=16s,mode=stablequeue2s_blocking=0_defpreempt=1,3,7199.4433,2.6922,1.1737,2.8191,2.1943,0.0,0.0,0.0,2.1943,23.3333,,,,23.3333,-4726.7306,,,,-4726.7306,160.0,20.6667,0.0,139.3333,0.0,20.6667,0.319,1.4735,0.4727,1.4913,0.8416,0.0,0.0,0.0,0.8416,19.1398,,,,19.1398,3899.2026,,,,3899.2026,20.9523,4.5092,0.0,23.0072,0.0,4.5092
nodes=32_prio=1_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=0,3,7199.4169,2.4836,1.0829,2.6101,2.0095,0.0,0.0,0.0,2.0095,19.6667,,,,19.6667,-3666.9957,,,,-3666.9957,176.6667,18.6667,0.6667,157.3333,0.0,19.3333,0.3405,1.2899,0.354,1.2659,0.5971,0.0,0.0,0.0,0.5971,21.5948,,,,21.5948,6023.8613,,,,6023.8613,13.4288,8.5049,0.5774,6.5064,0.0,9.0185
nodes=32_prio=1_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=1,3,7199.6126,2.7645,1.1972,2.8858,2.2175,0.0,0.0,0.0,2.2175,23.6667,,,,23.6667,-4839.6128,,,,-4839.6128,150.6667,20.0,0.3333,130.3333,0.0,20.3333,0.172,1.4225,0.539,1.4311,0.8477,0.0,0.0,0.0,0.8477,45.7639,,,,45.7639,4744.4147,,,,4744.4147,24.1937,7.0,0.5774,30.0389,0.0,7.5056
nodes=32_prio=1_arrival=16s,mode=stablequeue8s_blocking=0_defpreempt=0,3,7199.3195,2.6412,1.0413,2.7688,2.025,0.0,0.0,0.0,2.025,-3.0,,,,-3.0,-3899.1741,,,,-3899.1741,103.0,15.0,0.3333,87.6667,0.0,15.3333,0.2782,1.4598,0.4171,1.4482,0.7785,0.0,0.0,0.0,0.7785,27.4955,,,,27.4955,5685.1169,,,,5685.1169,12.2882,5.1962,0.5774,6.6583,0.0,5.7735
nodes=32_prio=1_arrival=16s,mode=stablequeue8s_blocking=0_defpreempt=1,3,7199.5585,2.825,1.1359,2.9362,2.2129,0.0,0.0,0.0,2.2129,6.3333,,,,6.3333,-5108.2564,,,,-5108.2564,87.3333,16.3333,0.6667,70.3333,0.0,17.0,0.4349,1.4069,0.5543,1.4148,0.8013,0.0,0.0,0.0,0.8013,37.581,,,,37.581,4588.3071,,,,4588.3071,2.5166,8.7369,0.5774,10.0167,0.0,8.8882
nodes=32_prio=1_arrival=16s,mode=stablequeue8s_blocking=1_defpreempt=0,3,7199.6804,2.4443,1.0995,2.5622,1.9684,0.0,0.0,0.0,1.9684,28.6667,,,,28.6667,-2654.1592,,,,-2654.1592,107.3333,15.6667,0.0,91.6667,0.0,15.6667,0.1967,1.5425,0.4375,1.5692,0.8262,0.0,0.0,0.0,0.8262,14.6401,,,,14.6401,4672.7141,,,,4672.7141,20.502,9.0738,0.0,27.0617,0.0,9.0738
nodes=32_prio=1_arrival=16s,mode=stablequeue8s_blocking=1_defpreempt=1,3,7199.3753,2.6534,1.0381,2.7746,2.0349,0.0,0.0,0.0,2.0349,11.0,,,,11.0,-3840.1139,,,,-3840.1139,102.0,16.3333,1.0,84.6667,0.0,17.3333,0.3972,1.5525,0.3711,1.5386,0.8317,0.0,0.0,0.0,0.8317,19.0,,,,19.0,5018.1139,,,,5018.1139,17.4356,5.7735,0.0,11.7189,0.0,5.7735
nodes=32_prio=1_arrival=1s,mode=periodic32s_blocking=0_defpreempt=0,3,7199.7189,0.1903,0.0581,0.1847,0.0201,0.0,0.0,0.0,0.0201,-39.3333,,,,-39.3333,-17.233,,,,-17.233,5.0,4.3333,0.0,0.6667,0.0,4.3333,0.0835,0.2216,0.0924,0.1749,0.0964,0.0,0.0,0.0,0.0964,17.0978,,,,17.0978,20.8299,,,,20.8299,1.0,0.5774,0.0,1.1547,0.0,0.5774
nodes=32_prio=1_arrival=1s,mode=periodic32s_blocking=0_defpreempt=1,3,7199.2766,0.1518,0.1331,0.168,0.0395,0.0,0.0,0.0,0.0395,-60.6667,,,,-60.6667,-54.4793,,,,-54.4793,6.3333,5.3333,0.0,1.0,0.0,5.3333,0.1511,0.267,0.1825,0.2411,0.1239,0.0,0.0,0.0,0.1239,93.5004,,,,93.5004,80.4603,,,,80.4603,2.5166,2.0817,0.0,1.0,0.0,2.0817
nodes=32_prio=1_arrival=1s,mode=periodic32s_blocking=1_defpreempt=0,3,7199.5401,0.125,0.156,0.1345,0.084,0.0,0.0,0.0,0.084,-4.3333,,,,-4.3333,-32.973,,,,-32.973,7.3333,6.0,0.0,1.3333,0.0,6.0,0.2866,0.1312,0.1045,0.1248,0.0978,0.0,0.0,0.0,0.0978,51.5978,,,,51.5978,80.9306,,,,80.9306,2.8868,2.6458,0.0,0.5774,0.0,2.6458
nodes=32_prio=1_arrival=1s,mode=periodic32s_blocking=1_defpreempt=1,3,7199.6728,0.191,0.1674,0.2027,0.0849,0.0,0.0,0.0,0.0849,-22.0,,,,-22.0,-66.7247,,,,-66.7247,5.3333,4.6667,0.0,0.6667,0.0,4.6667,0.2016,0.2293,0.184,0.2222,0.1119,0.0,0.0,0.0,0.1119,34.3948,,,,34.3948,87.2026,,,,87.2026,2.0817,1.5275,0.0,0.5774,0.0,1.5275
nodes=32_prio=1_arrival=1s,mode=periodic64s_blocking=0_defpreempt=0,3,7199.5614,0.1913,0.147,0.1764,0.0883,0.0,0.0,0.0,0.0883,-39.6667,,,,-39.6667,-41.3359,,,,-41.3359,1.0,1.0,0.0,0.0,0.0,1.0,0.3713,0.0424,0.1092,0.0535,0.0704,0.0,0.0,0.0,0.0704,60.3517,,,,60.3517,5.4649,,,,5.4649,0.0,0.0,0.0,0.0,0.0,0.0
nodes=32_prio=1_arrival=1s,mode=periodic64s_blocking=0_defpreempt=1,3,7199.7425,0.1067,0.0635,0.107,-0.0084,0.0,0.0,0.0,-0.0084,-33.0,,,,-33.0,-65.0482,,,,-65.0482,2.0,2.0,0.0,0.0,0.0,2.0,0.0655,0.1805,0.0854,0.1567,0.1222,0.0,0.0,0.0,0.1222,47.697,,,,47.697,59.1281,,,,59.1281,1.0,1.0,0.0,0.0,0.0,1.0
nodes=32_prio=1_arrival=1s,mode=periodic64s_blocking=1_defpreempt=0,3,7199.5359,0.1379,0.1901,0.1433,0.0768,0.0,0.0,0.0,0.0768,-18.6667,,,,-18.6667,-68.4249,,,,-68.4249,1.0,1.0,0.0,0.0,0.0,1.0,0.3737,0.1421,0.1969,0.1258,0.1268,0.0,0.0,0.0,0.1268,67.6782,,,,67.6782,147.0353,,,,147.0353,,,,,,
nodes=32_prio=1_arrival=1s,mode=periodic64s_blocking=1_defpreempt=1,3,7199.527,0.2028,0.0938,0.1917,0.076,0.0,0.0,0.0,0.076,-15.6667,,,,-15.6667,-58.5985,,,,-58.5985,1.0,1.0,0.0,0.0,0.0,1.0,0.3887,0.0955,0.1489,0.0953,0.0969,0.0,0.0,0.0,0.0969,48.9524,,,,48.9524,54.8459,,,,54.8459,0.0,0.0,0.0,0.0,0.0,0.0
nodes=32_prio=1_arrival=1s,mode=periodic8s_blocking=0_defpreempt=0,3,7199.6325,0.3551,0.2849,0.3909,0.2254,0.0,0.0,0.0,0.2254,-24.3333,,,,-24.3333,-78.8201,,,,-78.8201,34.6667,26.3333,0.0,8.3333,0.0,26.3333,0.2893,0.2416,0.2173,0.1843,0.1236,0.0,0.0,0.0,0.1236,50.964,,,,50.964,90.6244,,,,90.6244,5.5076,6.6583,0.0,1.1547,0.0,6.6583
nodes=32_prio=1_arrival=1s,mode=periodic8s_blocking=0_defpreempt=1,3,7199.7646,0.447,0.2394,0.4505,0.2732,0.0,0.0,0.0,0.2732,7.0,,,,7.0,-62.6114,,,,-62.6114,33.3333,26.6667,0.0,6.6667,0.0,26.6667,0.176,0.2532,0.266,0.2498,0.1792,0.0,0.0,0.0,0.1792,8.0,,,,8.0,74.0005,,,,74.0005,3.2146,2.0817,0.0,1.1547,0.0,2.0817
nodes=32_prio=1_arrival=1s,mode=periodic8s_blocking=1_defpreempt=0,3,7199.4657,0.3782,0.2941,0.4135,0.2606,0.0,0.0,0.0,0.2606,-31.0,,,,-31.0,-71.4906,,,,-71.4906,36.6667,28.0,0.0,8.6667,0.0,28.0,0.227,0.195,0.217,0.1714,0.0945,0.0,0.0,0.0,0.0945,62.554,,,,62.554,67.4395,,,,67.4395,5.1316,5.2915,0.0,0.5774,0.0,5.2915
nodes=32_prio=1_arrival=1s,mode=periodic8s_blocking=1_defpreempt=1,3,7199.6573,0.3979,0.2495,0.4059,0.2851,0.0,0.0,0.0,0.2851,33.0,,,,33.0,-79.8286,,,,-79.8286,33.6667,24.3333,0.0,9.3333,0.0,24.3333,0.2492,0.1859,0.1816,0.1613,0.1143,0.0,0.0,0.0,0.1143,18.735,,,,18.735,70.9456,,,,70.9456,5.5076,4.1633,0.0,2.0817,0.0,4.1633
nodes=32_prio=1_arrival=1s,mode=schedulingfailure_blocking=0_defpreempt=0,3,7199.5283,-1.4807,-1.8389,-1.4212,-5.9542,0.0,0.0,0.0,-5.9542,-4430.6667,,,,-4430.6667,3408.7978,,,,3408.7978,371.6667,238.0,3.6667,130.0,11.0,230.6667,0.2019,0.469,0.173,0.4012,0.8529,0.0,0.0,0.0,0.8529,649.3607,,,,649.3607,850.1689,,,,850.1689,28.589,11.1355,3.0551,33.4066,2.0,11.0151
nodes=32_prio=1_arrival=1s,mode=schedulingfailure_blocking=0_defpreempt=1,3,7199.6725,-1.5495,-1.9098,-1.4997,-6.1844,0.0,0.0,0.0,-6.1844,-4526.3333,,,,-4526.3333,3563.0581,,,,3563.0581,376.0,240.0,3.0,133.0,12.6667,230.3333,0.1689,0.545,0.4146,0.5199,1.0416,0.0,0.0,0.0,1.0416,334.0005,,,,334.0005,1000.9798,,,,1000.9798,19.975,6.245,2.6458,28.688,7.3711,12.5033
nodes=32_prio=1_arrival=1s,mode=schedulingfailure_blocking=1_defpreempt=0,3,7199.3504,-1.5413,-1.8769,-1.4765,-6.161,0.0,0.0,0.0,-6.161,-4544.3333,,,,-4544.3333,3569.5939,,,,3569.5939,366.0,232.6667,4.3333,129.0,8.0,229.0,0.6393,0.5264,0.2648,0.456,1.0049,0.0,0.0,0.0,1.0049,655.5275,,,,655.5275,925.2328,,,,925.2328,30.315,27.7909,3.7859,33.8083,1.7321,30.8058
nodes=32_prio=1_arrival=1s,mode=schedulingfailure_blocking=1_defpreempt=1,3,7199.6772,-1.4635,-1.784,-1.3735,-5.9397,0.0,0.0,0.0,-5.9397,-4470.6667,,,,-4470.6667,3386.095,,,,3386.095,371.3333,248.0,4.0,119.3333,12.6667,239.3333,0.249,0.506,0.2006,0.3878,0.9292,0.0,0.0,0.0,0.9292,538.9066,,,,538.9066,887.766,,,,887.766,18.0093,21.6564,3.6056,27.2091,2.0817,22.301
nodes=32_prio=1_arrival=1s,mode=stablequeue16s_blocking=0_defpreempt=0,3,7199.2426,0.1983,0.1942,0.1981,0.1067,0.0,0.0,0.0,0.1067,-20.6667,,,,-20.6667,-99.0547,,,,-99.0547,23.0,5.3333,0.0,17.6667,0.0,5.3333,0.1439,0.0758,0.0509,0.0689,0.101,0.0,0.0,0.0,0.101,145.0287,,,,145.0287,52.5967,,,,52.5967,6.245,0.5774,0.0,6.6583,0.0,0.5774
nodes=32_prio=1_arrival=1s,mode=stablequeue16s_blocking=0_defpreempt=1,3,7199.6662,0.1632,0.1381,0.1779,0.0618,0.0,0.0,0.0,0.0618,-51.0,,,,-51.0,-62.0783,,,,-62.0783,21.3333,4.6667,0.0,16.6667,0.0,4.6667,0.1312,0.328,0.1621,0.2548,0.1619,0.0,0.0,0.0,0.1619,31.749,,,,31.749,104.0559,,,,104.0559,3.0551,1.5275,0.0,4.5092,0.0,1.5275
nodes=32_prio=1_arrival=1s,mode=stablequeue16s_blocking=1_defpreempt=0,3,7199.6162,0.1056,0.1527,0.1278,0.0662,0.0,0.0,0.0,0.0662,4.3333,,,,4.3333,-49.0356,,,,-49.0356,23.3333,6.0,0.0,17.3333,0.0,6.0,0.1791,0.0214,0.0639,0.0618,0.0765,0.0,0.0,0.0,0.0765,90.6936,,,,90.6936,32.5954,,,,32.5954,6.8069,2.0,0.0,4.9329,0.0,2.0
nodes=32_prio=1_arrival=1s,mode=stablequeue16s_blocking=1_defpreempt=1,3,7199.1944,0.1289,0.1095,0.1387,0.04,0.0,0.0,0.0,0.04,-17.6667,,,,-17.6667,-15.4494,,,,-15.4494,22.0,4.6667,0.0,17.3333,0.0,4.6667,0.048,0.2444,0.2433,0.215,0.1654,0.0,0.0,0.0,0.1654,48.5215,,,,48.5215,138.6096,,,,138.6096,5.1962,1.5275,0.0,5.1316,0.0,1.5275
nodes=32_prio=1_arrival=1s,mode=stablequeue2s_blocking=0_defpreempt=0,3,7199.4519,0.4397,0.2365,0.4482,0.2645,0.0,0.0,0.0,0.2645,-12.0,,,,-12.0,-81.3878,,,,-81.3878,435.3333,33.6667,0.0,401.6667,0.0,33.6667,0.3027,0.1782,0.0945,0.1494,0.0658,0.0,0.0,0.0,0.0658,90.2053,,,,90.2053,50.9534,,,,50.9534,80.9588,2.5166,0.0,82.4035,0.0,2.5166
nodes=32_prio=1_arrival=1s,mode=stablequeue2s_blocking=0_defpreempt=1,3,7199.3955,0.4744,0.262,0.4913,0.2863,0.0,0.0,0.0,0.2863,10.3333,,,,10.3333,-94.8131,,,,-94.8131,438.6667,34.0,0.0,404.6667,0.0,34.0,0.2105,0.2098,0.1568,0.1861,0.112,0.0,0.0,0.0,0.112,46.6512,,,,46.6512,103.5556,,,,103.5556,35.1615,3.4641,0.0,36.3639,0.0,3.4641
nodes=32_prio=1_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=0,3,7199.3293,0.4333,0.2705,0.465,0.2742,0.0,0.0,0.0,0.2742,8.0,,,,8.0,-100.8864,,,,-100.8864,418.0,35.3333,0.0,382.6667,0.0,35.3333,0.1985,0.2216,0.1797,0.175,0.1354,0.0,0.0,0.0,0.1354,30.05,,,,30.05,109.5757,,,,109.5757,41.5812,4.0415,0.0,44.7698,0.0,4.0415
nodes=32_prio=1_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=1,3,7199.5711,0.4377,0.279,0.4661,0.2593,0.0,0.0,0.0,0.2593,-9.0,,,,-9.0,-97.0537,,,,-97.0537,408.6667,33.3333,0.0,375.3333,0.0,33.3333,0.2141,0.2197,0.2789,0.22,0.1725,0.0,0.0,0.0,0.1725,45.8258,,,,45.8258,92.8479,,,,92.8479,49.8029,4.0415,0.0,53.5288,0.0,4.0415
nodes=32_prio=1_arrival=1s,mode=stablequeue8s_blocking=0_defpreempt=0,3,7199.7064,0.2964,0.1581,0.3044,0.1166,0.0,0.0,0.0,0.1166,-28.0,,,,-28.0,-69.9771,,,,-69.9771,68.0,12.0,0.0,56.0,0.0,12.0,0.213,0.1591,0.1384,0.1243,0.1057,0.0,0.0,0.0,0.1057,122.3397,,,,122.3397,47.3231,,,,47.3231,6.9282,5.5678,0.0,2.6458,0.0,5.5678
nodes=32_prio=1_arrival=1s,mode=stablequeue8s_blocking=0_defpreempt=1,3,7199.6418,0.2358,0.1721,0.2348,0.1381,0.0,0.0,0.0,0.1381,46.3333,,,,46.3333,-73.1029,,,,-73.1029,70.6667,13.6667,0.0,57.0,0.0,13.6667,0.02,0.1096,0.0857,0.1098,0.0597,0.0,0.0,0.0,0.0597,49.4402,,,,49.4402,58.4331,,,,58.4331,18.5831,4.1633,0.0,15.0997,0.0,4.1633
