job_name,plugin_config,seed,T_end_s_mean,delta_U_pct_cpu_mean,delta_U_pct_mem_mean,delta_U_pct_eff_mean,delta_R_num_p1_mean,delta_R_num_p2_mean,delta_R_num_p3_mean,delta_R_num_p4_mean,delta_R_num_total_mean,delta_D_num_p1_mean,delta_D_num_p2_mean,delta_D_num_p3_mean,delta_D_num_p4_mean,delta_D_num_total_mean,delta_L_ms_p1_mean,delta_L_ms_p2_mean,delta_L_ms_p3_mean,delta_L_ms_p4_mean,delta_L_ms_total_mean,solver_attempts_mean,solver_optimal_mean,solver_feasible_mean,solver_failed_mean,plan_not_applicable_mean,plan_activated_mean
nodes=32_prio=1_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=0,1420052706459400740,7199.1722,0.1888,0.1346,0.2786,0.1363,0.0,0.0,0.0,0.1363,19.0,,,,19.0,1.8837,,,,1.8837,441.0,31.0,0.0,410.0,0.0,31.0
nodes=32_prio=1_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=0,2219457405427907235,7199.2633,0.6206,0.4742,0.6258,0.4069,0.0,0.0,0.0,0.4069,-26.0,,,,-26.0,-216.1899,,,,-216.1899,443.0,36.0,0.0,407.0,0.0,36.0
nodes=32_prio=1_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=0,3848061858430934892,7199.5525,0.4907,0.2028,0.4907,0.2792,0.0,0.0,0.0,0.2792,31.0,,,,31.0,-88.3531,,,,-88.3531,370.0,39.0,0.0,331.0,0.0,39.0
nodes=32_prio=1_arrival=2s,mode=stablequeue2s_blocking=1_defpreempt=0,1420052706459400740,7199.5786,0.5441,0.5872,0.7746,0.5556,0.0,0.0,0.0,0.5556,65.0,,,,65.0,23.39,,,,23.39,364.0,40.0,0.0,324.0,0.0,40.0
nodes=32_prio=1_arrival=2s,mode=stablequeue2s_blocking=1_defpreempt=0,2219457405427907235,7199.3154,0.7207,0.2912,0.7064,0.5503,0.0,0.0,0.0,0.5503,51.0,,,,51.0,-132.5878,,,,-132.5878,371.0,38.0,0.0,333.0,0.0,38.0
nodes=32_prio=1_arrival=2s,mode=stablequeue2s_blocking=1_defpreempt=0,3848061858430934892,7199.0965,0.9144,0.2094,0.9144,0.6091,0.0,0.0,0.0,0.6091,103.0,,,,103.0,-323.1588,,,,-323.1588,304.0,36.0,0.0,268.0,0.0,36.0
nodes=32_prio=1_arrival=4s,mode=stablequeue2s_blocking=1_defpreempt=0,1420052706459400740,7199.9577,1.1479,0.5246,1.1856,0.987,0.0,0.0,0.0,0.987,102.0,,,,102.0,-387.5533,,,,-387.5533,321.0,43.0,0.0,278.0,0.0,43.0
nodes=32_prio=1_arrival=4s,mode=stablequeue2s_blocking=1_defpreempt=0,2219457405427907235,7199.812,1.9209,0.8153,1.8936,1.707,0.0,0.0,0.0,1.707,142.0,,,,142.0,-2416.5955,,,,-2416.5955,289.0,47.0,0.0,242.0,0.0,47.0
nodes=32_prio=1_arrival=4s,mode=stablequeue2s_blocking=1_defpreempt=0,3848061858430934892,7199.7825,1.5296,0.3167,1.5296,0.999,0.0,0.0,0.0,0.999,47.0,,,,47.0,-1404.7864,,,,-1404.7864,228.0,35.0,0.0,193.0,0.0,35.0
nodes=32_prio=1_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=0,1420052706459400740,7199.3558,0.7695,0.6999,0.8126,0.8692,0.0,0.0,0.0,0.8692,58.0,,,,58.0,-1113.531,,,,-1113.531,228.0,25.0,0.0,203.0,0.0,25.0
nodes=32_prio=1_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=0,2219457405427907235,7197.1397,2.8855,1.203,3.0367,2.4262,0.0,0.0,0.0,2.4262,74.0,,,,74.0,-1776.8176,,,,-1776.8176,222.0,21.0,0.0,201.0,0.0,21.0
nodes=32_prio=1_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=0,3848061858430934892,7199.4813,0.8533,0.2042,0.8533,0.5488,0.0,0.0,0.0,0.5488,68.0,,,,68.0,324.5232,,,,324.5232,211.0,25.0,1.0,185.0,0.0,26.0
nodes=32_prio=4_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=0,1420052706459400740,7199.0097,0.5328,0.5501,0.5329,1.3128,-0.1111,-0.2284,-0.2457,0.7275,-77.0,-24.0,-18.0,-22.0,-141.0,2978.7887,2223.557,4070.0418,8384.375,4124.6764,125.0,27.0,2.0,96.0,0.0,29.0
nodes=32_prio=4_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=0,2219457405427907235,7199.3198,0.5903,1.3506,1.3508,1.2574,-0.0653,-0.1323,-0.0407,1.0192,-43.0,-29.0,-25.0,-22.0,-119.0,1072.7543,1113.2857,3602.2255,1234.3915,1738.4122,94.0,30.0,2.0,62.0,0.0,32.0
nodes=32_prio=4_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=0,3848061858430934892,7199.8081,1.7716,0.6409,1.7719,1.7987,-0.1968,-0.1769,-0.0567,1.3683,-19.0,-15.0,-19.0,-6.0,-59.0,-2726.4553,4512.2068,5860.7326,833.0356,1794.1979,101.0,23.0,2.0,76.0,0.0,25.0
nodes=32_prio=4_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=0,1420052706459400740,7199.284,0.0552,0.271,0.1031,1.326,-0.5077,-0.3836,-0.2624,0.1722,-1658.0,-381.0,-260.0,-217.0,-2516.0,76.4602,586.3662,588.1478,377.5964,386.7215,428.0,48.0,0.0,380.0,0.0,48.0
nodes=32_prio=4_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=0,2219457405427907235,7199.3313,0.2777,0.4211,0.4014,1.5287,-0.4938,-0.4665,-0.3287,0.2397,-1403.0,-369.0,-304.0,-200.0,-2276.0,320.6644,626.1742,787.3705,483.7489,545.3174,369.0,51.0,0.0,318.0,0.0,51.0
nodes=32_prio=4_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=0,3848061858430934892,7199.9047,0.796,0.1849,0.7915,1.4325,-0.4356,-0.3226,-0.2856,0.3887,-1273.0,-311.0,-234.0,-186.0,-2004.0,160.8981,493.2852,535.8443,540.3215,401.6397,343.0,55.0,0.0,288.0,0.0,55.0
nodes=32_prio=4_arrival=2s,mode=stablequeue2s_blocking=1_defpreempt=0,1420052706459400740,7199.8186,0.5878,0.2129,0.5738,1.3302,-0.4215,-0.2711,-0.244,0.3936,-844.0,-225.0,-158.0,-136.0,-1363.0,342.0857,1028.7705,712.1614,730.483,690.6495,347.0,61.0,0.0,286.0,0.0,61.0
nodes=32_prio=4_arrival=2s,mode=stablequeue2s_blocking=1_defpreempt=0,2219457405427907235,7199.2682,0.7126,1.0624,1.0865,1.8437,-0.3837,-0.363,-0.3463,0.7506,-664.0,-222.0,-211.0,-128.0,-1225.0,420.4129,1042.7484,870.8868,1500.1871,883.5784,327.0,55.0,0.0,272.0,0.0,55.0
nodes=32_prio=4_arrival=2s,mode=stablequeue2s_blocking=1_defpreempt=0,3848061858430934892,7199.0297,1.343,0.3262,1.3369,1.5163,-0.3461,-0.2014,-0.2018,0.767,-558.0,-190.0,-127.0,-111.0,-986.0,222.8041,790.6792,525.6468,756.2995,543.1691,273.0,55.0,0.0,218.0,0.0,55.0
nodes=32_prio=4_arrival=4s,mode=stablequeue2s_blocking=1_defpreempt=0,1420052706459400740,7199.603,0.504,0.7902,0.5445,1.4246,-0.444,-0.2358,-0.1921,0.5526,-373.0,-152.0,-84.0,-80.0,-689.0,327.2786,1451.6742,1638.8119,930.6487,1060.4518,248.0,48.0,0.0,200.0,0.0,48.0
nodes=32_prio=4_arrival=4s,mode=stablequeue2s_blocking=1_defpreempt=0,2219457405427907235,7199.106,0.8583,0.7847,1.1776,1.4326,-0.2925,-0.2786,-0.1486,0.7129,-290.0,-135.0,-117.0,-62.0,-604.0,170.4752,1200.7568,1426.6581,1136.7621,911.3671,237.0,61.0,2.0,174.0,0.0,63.0
nodes=32_prio=4_arrival=4s,mode=stablequeue2s_blocking=1_defpreempt=0,3848061858430934892,7199.4984,2.2512,0.7997,2.2514,1.983,-0.2202,-0.1224,-0.1144,1.5258,-246.0,-105.0,-67.0,-66.0,-484.0,170.8283,804.9377,583.4414,701.9668,534.5632,188.0,47.0,0.0,141.0,0.0,47.0
nodes=32_prio=4_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=0,1420052706459400740,7199.7524,0.5136,0.6829,0.5929,1.2119,-0.2176,-0.2063,-0.1544,0.6336,-157.0,-43.0,-33.0,-35.0,-268.0,-27.2359,2202.2909,2060.4671,2983.1633,1607.6742,164.0,36.0,0.0,128.0,0.0,36.0
nodes=32_prio=4_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=0,2219457405427907235,7199.1141,0.6872,0.8544,0.8546,1.2233,-0.198,-0.3782,-0.1165,0.5306,-145.0,-67.0,-74.0,-43.0,-329.0,961.8255,1492.0578,3728.7106,1702.1815,1906.7303,179.0,31.0,1.0,147.0,0.0,32.0
nodes=32_prio=4_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=0,3848061858430934892,7199.0262,1.2371,0.5223,1.237,1.3946,-0.1108,-0.1606,-0.1713,0.952,-118.0,-41.0,-44.0,-38.0,-241.0,74.4573,1710.9741,2475.9211,2729.6324,1510.3753,164.0,33.0,5.0,126.0,0.0,38.0
nodes=16_prio=1_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=1,1420052706459400740,7199.7517,2.6157,2.4116,2.9396,1.4977,0.0,0.0,0.0,1.4977,56.0,,,,56.0,-1060.807,,,,-1060.807,149.0,37.0,1.0,111.0,0.0,38.0
nodes=16_prio=1_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=1,2219457405427907235,7199.0708,3.6256,0.9859,3.2231,1.1562,0.0,0.0,0.0,1.1562,49.0,,,,49.0,-4307.224,,,,-4307.224,121.0,33.0,0.0,88.0,0.0,33.0
nodes=16_prio=1_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=1,3848061858430934892,7199.5642,4.4367,1.7292,4.4366,1.5254,0.0,0.0,0.0,1.5254,46.0,,,,46.0,-2286.9433,,,,-2286.9433,213.0,44.0,5.0,164.0,0.0,49.0
nodes=16_prio=1_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=1,1420052706459400740,7199.6467,0.0417,0.2346,0.1664,-0.0065,0.0,0.0,0.0,-0.0065,29.0,,,,29.0,18.7273,,,,18.7273,293.0,58.0,0.0,235.0,0.0,58.0
nodes=16_prio=1_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=1,2219457405427907235,7199.8209,0.5145,0.4752,0.7191,0.0562,0.0,0.0,0.0,0.0562,-120.0,,,,-120.0,57.2048,,,,57.2048,319.0,67.0,0.0,252.0,0.0,67.0
nodes=16_prio=1_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=1,3848061858430934892,7199.7916,0.2621,0.0355,0.262,-0.0001,0.0,0.0,0.0,-0.0001,38.0,,,,38.0,39.1057,,,,39.1057,273.0,62.0,0.0,211.0,0.0,62.0
nodes=16_prio=1_arrival=2s,mode=stablequeue2s_blocking=1_defpreempt=1,1420052706459400740,7199.0974,0.7816,0.7111,1.1195,0.4022,0.0,0.0,0.0,0.4022,130.0,,,,130.0,166.7515,,,,166.7515,304.0,73.0,0.0,231.0,0.0,73.0
nodes=16_prio=1_arrival=2s,mode=stablequeue2s_blocking=1_defpreempt=1,2219457405427907235,7199.093,0.9114,0.5026,1.0124,0.3656,0.0,0.0,0.0,0.3656,104.0,,,,104.0,115.6679,,,,115.6679,323.0,68.0,1.0,254.0,0.0,69.0
nodes=16_prio=1_arrival=2s,mode=stablequeue2s_blocking=1_defpreempt=1,3848061858430934892,7199.8439,1.6774,0.9984,1.6779,0.2701,0.0,0.0,0.0,0.2701,-112.0,,,,-112.0,-403.9029,,,,-403.9029,281.0,62.0,2.0,217.0,0.0,64.0
nodes=16_prio=1_arrival=4s,mode=stablequeue2s_blocking=1_defpreempt=1,1420052706459400740,7199.335,1.0464,0.7515,1.1902,0.4827,0.0,0.0,0.0,0.4827,179.0,,,,179.0,43.2123,,,,43.2123,247.0,65.0,1.0,181.0,0.0,66.0
nodes=16_prio=1_arrival=4s,mode=stablequeue2s_blocking=1_defpreempt=1,2219457405427907235,7199.817,2.3665,0.8424,2.3732,0.8134,0.0,0.0,0.0,0.8134,66.0,,,,66.0,356.2819,,,,356.2819,264.0,57.0,4.0,203.0,0.0,61.0
nodes=16_prio=1_arrival=4s,mode=stablequeue2s_blocking=1_defpreempt=1,3848061858430934892,7199.6733,2.7822,0.3944,2.7822,0.7032,0.0,0.0,0.0,0.7032,-18.0,,,,-18.0,-347.2595,,,,-347.2595,228.0,58.0,1.0,169.0,0.0,59.0
nodes=16_prio=1_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=1,1420052706459400740,7199.7916,0.9129,1.0299,1.0822,0.6292,0.0,0.0,0.0,0.6292,140.0,,,,140.0,-549.1682,,,,-549.1682,183.0,47.0,0.0,136.0,0.0,47.0
nodes=16_prio=1_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=1,2219457405427907235,7199.2565,2.0786,1.046,2.0319,0.9326,0.0,0.0,0.0,0.9326,92.0,,,,92.0,272.6565,,,,272.6565,203.0,45.0,0.0,158.0,0.0,45.0
nodes=16_prio=1_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=1,3848061858430934892,7199.0916,4.0236,1.1378,4.0238,1.4125,0.0,0.0,0.0,1.4125,88.0,,,,88.0,-475.493,,,,-475.493,184.0,55.0,2.0,127.0,0.0,57.0
nodes=16_prio=4_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=1,1420052706459400740,7199.1949,0.7466,1.5546,0.7949,0.683,-0.002,0.0014,0.0008,0.6831,95.0,0.0,0.0,-1.0,94.0,-1166.0035,4.5249,33.4928,54.3177,-236.9219,119.0,30.0,3.0,86.0,0.0,33.0
nodes=16_prio=4_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=1,2219457405427907235,7199.5837,0.6246,1.3322,1.3434,0.5308,-0.0024,0.0008,0.0025,0.5316,210.0,-8.0,-2.0,0.0,200.0,335.2996,-20.3026,32.76,37.037,140.1484,291.0,49.0,4.0,238.0,0.0,53.0
nodes=16_prio=4_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=1,3848061858430934892,7199.0132,3.0598,1.207,3.0285,1.2207,-0.0052,-0.0049,0.0014,1.212,233.0,2.0,-1.0,0.0,234.0,-2144.6128,22.5564,71.6768,-55.9441,-674.6452,305.0,64.0,8.0,233.0,0.0,72.0
nodes=16_prio=4_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=1,1420052706459400740,7199.4869,0.3965,0.5699,0.6108,0.2655,-0.0235,-0.0122,-0.0106,0.2192,302.0,-17.0,-13.0,-10.0,262.0,22.5342,4.7529,-5.8657,28.5649,11.8178,330.0,98.0,1.0,231.0,0.0,99.0
nodes=16_prio=4_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=1,2219457405427907235,7199.4683,0.1828,0.4757,0.4741,0.2057,-0.0202,-0.0041,-0.0018,0.1796,313.0,-25.0,-9.0,-8.0,271.0,-1.7608,13.7102,17.4198,11.2478,10.576,258.0,74.0,0.0,184.0,0.0,74.0
nodes=16_prio=4_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=1,3848061858430934892,7199.0693,1.2726,0.1687,1.2454,0.3796,-0.0188,-0.0152,-0.0062,0.3393,474.0,-10.0,-10.0,-14.0,440.0,75.8973,17.5412,15.2409,5.7453,33.8786,394.0,128.0,0.0,266.0,0.0,128.0
nodes=16_prio=4_arrival=2s,mode=stablequeue2s_blocking=1_defpreempt=1,1420052706459400740,7199.7404,0.4633,0.7537,0.5869,0.3357,0.0028,0.0063,0.0052,0.35,221.0,-9.0,2.0,-4.0,210.0,-46.5678,-5.5197,7.7248,18.3343,-10.9485,316.0,109.0,0.0,207.0,0.0,109.0
nodes=16_prio=4_arrival=2s,mode=stablequeue2s_blocking=1_defpreempt=1,2219457405427907235,7199.1903,0.2707,0.5011,0.5398,0.2224,-0.009,-0.0101,-0.0058,0.1974,364.0,-15.0,0.0,-6.0,343.0,-240.2976,15.2442,30.914,9.083,-61.4368,312.0,87.0,1.0,224.0,0.0,88.0
nodes=16_prio=4_arrival=2s,mode=stablequeue2s_blocking=1_defpreempt=1,3848061858430934892,7199.0358,1.7836,0.3652,1.79,0.558,0.0033,-0.0141,-0.0058,0.5414,619.0,12.0,-3.0,-6.0,622.0,-81.7884,7.122,30.1321,-6.3498,-19.317,441.0,151.0,1.0,289.0,1.0,151.0
nodes=16_prio=4_arrival=4s,mode=stablequeue2s_blocking=1_defpreempt=1,1420052706459400740,7199.3864,0.6605,1.3814,1.0095,0.5299,0.0013,0.0009,0.0017,0.5338,288.0,-1.0,0.0,-4.0,283.0,-72.484,-0.7645,-12.0968,24.5575,-15.7719,228.0,82.0,0.0,146.0,0.0,82.0
nodes=16_prio=4_arrival=4s,mode=stablequeue2s_blocking=1_defpreempt=1,2219457405427907235,7199.4071,0.9422,0.9855,1.2373,0.6043,-0.0024,-0.0011,0.0034,0.6041,351.0,4.0,-2.0,-5.0,348.0,-260.1481,42.6965,2.5825,25.4437,-56.9614,289.0,82.0,5.0,202.0,0.0,87.0
nodes=16_prio=4_arrival=4s,mode=stablequeue2s_blocking=1_defpreempt=1,3848061858430934892,7199.3066,2.0595,0.6144,2.0607,0.7221,-0.0057,-0.0052,-0.005,0.7061,426.0,1.0,2.0,0.0,429.0,-341.979,-21.8733,-28.673,10.3704,-114.2257,540.0,114.0,0.0,426.0,0.0,114.0
nodes=16_prio=4_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=1,1420052706459400740,7199.2378,0.9086,1.4935,1.1075,0.6329,0.0005,0.0021,-0.0005,0.6349,200.0,1.0,-2.0,-2.0,197.0,-479.1002,26.0664,35.7746,-53.0832,-136.5876,173.0,56.0,4.0,113.0,0.0,60.0
nodes=16_prio=4_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=1,2219457405427907235,7199.3772,0.6956,1.5405,1.5415,0.6964,0.004,0.0038,-0.0005,0.7037,285.0,-2.0,-2.0,0.0,281.0,1027.8868,-31.9699,14.1968,37.594,333.6317,280.0,73.0,4.0,203.0,0.0,77.0
nodes=16_prio=4_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=1,3848061858430934892,7199.147,2.9327,0.6552,2.9346,1.0212,-0.0024,-0.0008,0.0015,1.0195,307.0,0.0,0.0,0.0,307.0,0.21,16.4272,17.199,15.5763,10.2098,520.0,78.0,1.0,441.0,0.0,79.0
nodes=32_prio=1_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=1,1420052706459400740,7199.5997,1.6401,1.5813,1.8489,1.991,0.0,0.0,0.0,1.991,62.0,,,,62.0,-4247.821,,,,-4247.821,142.0,27.0,1.0,114.0,0.0,28.0
nodes=32_prio=1_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=1,2219457405427907235,7199.7906,4.3637,1.4294,4.5186,3.1555,0.0,0.0,0.0,3.1555,36.0,,,,36.0,-418.8566,,,,-418.8566,132.0,20.0,0.0,112.0,0.0,20.0
nodes=32_prio=1_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=1,3848061858430934892,7199.4474,2.2898,0.581,2.2898,1.5061,0.0,0.0,0.0,1.5061,-27.0,,,,-27.0,-9852.1608,,,,-9852.1608,178.0,13.0,0.0,165.0,0.0,13.0
nodes=32_prio=1_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=1,1420052706459400740,7199.4822,0.1884,0.0327,0.2122,0.0612,0.0,0.0,0.0,0.0612,-19.0,,,,-19.0,-45.4462,,,,-45.4462,415.0,31.0,0.0,384.0,0.0,31.0
nodes=32_prio=1_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=1,2219457405427907235,7199.4158,0.5222,0.5818,0.5833,0.376,0.0,0.0,0.0,0.376,-49.0,,,,-49.0,-204.2407,,,,-204.2407,455.0,31.0,0.0,424.0,0.0,31.0
nodes=32_prio=1_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=1,3848061858430934892,7199.8153,0.6026,0.2225,0.6026,0.3408,0.0,0.0,0.0,0.3408,41.0,,,,41.0,-41.4741,,,,-41.4741,356.0,38.0,0.0,318.0,0.0,38.0
nodes=32_prio=1_arrival=2s,mode=stablequeue2s_blocking=1_defpreempt=1,1420052706459400740,7199.1851,0.4556,0.4569,0.6224,0.3709,0.0,0.0,0.0,0.3709,33.0,,,,33.0,129.8607,,,,129.8607,404.0,41.0,0.0,363.0,0.0,41.0
nodes=32_prio=1_arrival=2s,mode=stablequeue2s_blocking=1_defpreempt=1,2219457405427907235,7199.7965,0.9163,0.3131,0.9009,0.6858,0.0,0.0,0.0,0.6858,98.0,,,,98.0,-92.0563,,,,-92.0563,376.0,49.0,0.0,327.0,0.0,49.0
nodes=32_prio=1_arrival=2s,mode=stablequeue2s_blocking=1_defpreempt=1,3848061858430934892,7199.2655,0.852,0.201,0.852,0.562,0.0,0.0,0.0,0.562,118.0,,,,118.0,-354.2348,,,,-354.2348,309.0,36.0,0.0,273.0,0.0,36.0
nodes=32_prio=1_arrival=4s,mode=stablequeue2s_blocking=1_defpreempt=1,1420052706459400740,7199.3465,1.2737,0.5406,1.2891,1.0512,0.0,0.0,0.0,1.0512,111.0,,,,111.0,-55.9477,,,,-55.9477,303.0,41.0,0.0,262.0,0.0,41.0
nodes=32_prio=1_arrival=4s,mode=stablequeue2s_blocking=1_defpreempt=1,2219457405427907235,7199.7892,1.9306,0.6991,1.8839,1.6001,0.0,0.0,0.0,1.6001,99.0,,,,99.0,-2274.2243,,,,-2274.2243,285.0,42.0,0.0,243.0,0.0,42.0
nodes=32_prio=1_arrival=4s,mode=stablequeue2s_blocking=1_defpreempt=1,3848061858430934892,7199.5884,1.3421,0.2859,1.3421,0.9038,0.0,0.0,0.0,0.9038,59.0,,,,59.0,-1441.0819,,,,-1441.0819,229.0,38.0,0.0,191.0,0.0,38.0
nodes=32_prio=1_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=1,1420052706459400740,7199.3793,0.8118,0.7057,0.8487,0.9013,0.0,0.0,0.0,0.9013,67.0,,,,67.0,-885.6155,,,,-885.6155,218.0,30.0,0.0,188.0,0.0,30.0
nodes=32_prio=1_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=1,2219457405427907235,7199.8724,2.6412,0.8855,2.7758,2.0885,0.0,0.0,0.0,2.0885,80.0,,,,80.0,-2300.55,,,,-2300.55,219.0,22.0,0.0,197.0,0.0,22.0
nodes=32_prio=1_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=1,3848061858430934892,7199.0837,0.7961,0.289,0.7961,0.6246,0.0,0.0,0.0,0.6246,67.0,,,,67.0,16.1945,,,,16.1945,212.0,27.0,1.0,184.0,0.0,28.0
nodes=32_prio=4_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=1,1420052706459400740,7199.6192,0.6398,0.5198,0.6398,0.8372,-0.0013,-0.0026,-0.0008,0.8324,64.0,0.0,0.0,0.0,64.0,-405.0118,-67.8733,-19.1388,-20.0,-103.8525,109.0,20.0,5.0,84.0,0.0,25.0
nodes=32_prio=4_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=1,2219457405427907235,7199.8054,0.6595,1.2922,1.2922,1.1229,0.0035,0.0028,0.0001,1.1293,86.0,2.0,1.0,0.0,89.0,-461.9231,12.2807,-22.8894,-6.1728,-171.6837,93.0,33.0,2.0,58.0,0.0,35.0
nodes=32_prio=4_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=1,3848061858430934892,7199.9077,1.8611,0.7513,1.8611,1.5322,-0.0018,-0.0003,-0.0025,1.5275,123.0,0.0,0.0,-1.0,122.0,-5177.8724,22.5564,23.6967,7.19,-1721.2339,97.0,26.0,3.0,68.0,0.0,29.0
nodes=32_prio=4_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=1,1420052706459400740,7199.4801,0.112,0.3206,0.1667,0.2461,-0.0113,-0.0186,-0.0082,0.208,166.0,-5.0,-2.0,1.0,160.0,-24.644,5.408,-14.243,-2.8433,-9.1215,412.0,54.0,0.0,358.0,0.0,54.0
nodes=32_prio=4_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=1,2219457405427907235,7199.8899,0.184,0.2892,0.2876,0.2473,-0.0332,-0.0152,-0.015,0.1839,155.0,-40.0,-9.0,-4.0,102.0,78.647,20.7381,24.3631,21.0727,40.7798,404.0,53.0,0.0,351.0,0.0,53.0
nodes=32_prio=4_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=1,3848061858430934892,7199.1155,0.4858,0.1828,0.4846,0.3546,-0.0219,-0.0148,-0.0139,0.3039,220.0,-23.0,-11.0,-9.0,177.0,54.2672,33.627,31.0658,40.4195,40.9035,423.0,84.0,0.0,339.0,0.0,84.0
nodes=32_prio=4_arrival=2s,mode=stablequeue2s_blocking=1_defpreempt=1,1420052706459400740,7199.8186,0.5846,0.2184,0.576,0.4466,-0.0118,-0.0077,-0.0101,0.4169,189.0,-7.0,-3.0,-3.0,176.0,155.5188,16.249,13.162,0.8795,58.9813,319.0,60.0,0.0,259.0,0.0,60.0
nodes=32_prio=4_arrival=2s,mode=stablequeue2s_blocking=1_defpreempt=1,2219457405427907235,7199.7688,0.7617,0.9948,1.0524,0.9355,0.0014,-0.0071,-0.0045,0.9253,260.0,-15.0,-10.0,-5.0,230.0,-144.1261,19.0329,23.7163,30.4448,-28.6038,309.0,66.0,0.0,243.0,0.0,66.0
nodes=32_prio=4_arrival=2s,mode=stablequeue2s_blocking=1_defpreempt=1,3848061858430934892,7199.0297,1.2027,0.4207,1.1997,0.8967,-0.0188,-0.005,-0.013,0.86,267.0,-11.0,-10.0,-3.0,243.0,-40.2807,29.0552,7.7296,12.5592,-0.346,308.0,79.0,0.0,229.0,0.0,79.0
nodes=32_prio=4_arrival=4s,mode=stablequeue2s_blocking=1_defpreempt=1,1420052706459400740,7199.1569,0.5892,0.7105,0.6112,0.7737,0.0027,0.0039,-0.0043,0.776,139.0,-7.0,1.0,-3.0,130.0,-315.2083,-16.6526,-14.8733,13.2103,-95.8481,230.0,46.0,4.0,180.0,0.0,50.0
nodes=32_prio=4_arrival=4s,mode=stablequeue2s_blocking=1_defpreempt=1,2219457405427907235,7199.5969,0.7423,0.6377,0.933,0.7345,0.0021,-0.0107,0.001,0.7268,253.0,-1.0,-5.0,-3.0,244.0,-489.6997,-6.4003,30.9968,15.1106,-149.3689,232.0,58.0,1.0,173.0,0.0,59.0
nodes=32_prio=4_arrival=4s,mode=stablequeue2s_blocking=1_defpreempt=1,3848061858430934892,7199.3766,2.1169,0.8081,2.117,1.5637,-0.0121,-0.0073,-0.0085,1.5359,247.0,-3.0,5.0,0.0,249.0,65.1277,27.8743,9.7277,1.4815,31.3324,222.0,66.0,0.0,156.0,0.0,66.0
nodes=32_prio=4_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=1,1420052706459400740,7199.0866,0.5043,0.5797,0.5551,0.6113,0.0008,-0.0002,0.0023,0.6143,120.0,0.0,0.0,0.0,120.0,-575.1106,-11.8483,-15.1134,0.0,-188.5599,147.0,35.0,0.0,112.0,0.0,35.0
nodes=32_prio=4_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=1,2219457405427907235,7199.3719,0.3725,0.3905,0.3917,0.4235,-0.0038,-0.0032,0.0002,0.4167,102.0,-3.0,-3.0,-2.0,94.0,-1565.285,47.0542,30.8408,-3.3322,-481.6469,170.0,32.0,0.0,138.0,0.0,32.0
