job_name,plugin_config,seed,T_end_s_mean,delta_U_pct_cpu_mean,delta_U_pct_mem_mean,delta_U_pct_eff_mean,delta_R_num_p1_mean,delta_R_num_p2_mean,delta_R_num_p3_mean,delta_R_num_p4_mean,delta_R_num_total_mean,delta_D_num_p1_mean,delta_D_num_p2_mean,delta_D_num_p3_mean,delta_D_num_p4_mean,delta_D_num_total_mean,delta_L_ms_p1_mean,delta_L_ms_p2_mean,delta_L_ms_p3_mean,delta_L_ms_p4_mean,delta_L_ms_total_mean,solver_attempts_mean,solver_optimal_mean,solver_feasible_mean,solver_failed_mean,plan_not_applicable_mean,plan_activated_mean
nodes=16_prio=1_arrival=2s,mode=periodic64s_blocking=1_defpreempt=0,2219457405427907235,7199.7721,0.1571,-0.0316,0.1481,-0.0231,0.0,0.0,0.0,-0.0231,-70.0,,,,-70.0,38.6612,,,,38.6612,1.0,1.0,0.0,0.0,0.0,1.0
nodes=16_prio=1_arrival=2s,mode=periodic64s_blocking=1_defpreempt=0,3848061858430934892,7199.8141,0.2788,0.339,0.279,0.0296,0.0,0.0,0.0,0.0296,-44.0,,,,-44.0,-209.5781,,,,-209.5781,2.0,2.0,0.0,0.0,0.0,2.0
nodes=16_prio=1_arrival=4s,mode=periodic64s_blocking=1_defpreempt=0,1420052706459400740,7199.8381,-0.1202,0.0459,-0.0118,-0.0078,0.0,0.0,0.0,-0.0078,18.0,,,,18.0,157.0624,,,,157.0624,5.0,4.0,1.0,0.0,0.0,5.0
nodes=16_prio=1_arrival=4s,mode=periodic64s_blocking=1_defpreempt=0,2219457405427907235,7199.817,1.1625,0.0605,1.1608,0.202,0.0,0.0,0.0,0.202,-120.0,,,,-120.0,776.2953,,,,776.2953,6.0,4.0,0.0,2.0,0.0,4.0
nodes=16_prio=1_arrival=4s,mode=periodic64s_blocking=1_defpreempt=0,3848061858430934892,7199.2938,1.4399,0.1109,1.4401,0.3028,0.0,0.0,0.0,0.3028,-83.0,,,,-83.0,-331.0918,,,,-331.0918,5.0,3.0,0.0,2.0,0.0,3.0
nodes=16_prio=1_arrival=8s,mode=periodic64s_blocking=1_defpreempt=0,1420052706459400740,7199.7916,-0.2277,0.1781,-0.0289,-0.1256,0.0,0.0,0.0,-0.1256,-2.0,,,,-2.0,1187.7693,,,,1187.7693,5.0,4.0,0.0,1.0,0.0,4.0
nodes=16_prio=1_arrival=8s,mode=periodic64s_blocking=1_defpreempt=0,2219457405427907235,7199.0964,0.7863,-0.0833,0.5835,-0.0899,0.0,0.0,0.0,-0.0899,-92.0,,,,-92.0,1876.9893,,,,1876.9893,6.0,5.0,0.0,1.0,0.0,5.0
nodes=16_prio=1_arrival=8s,mode=periodic64s_blocking=1_defpreempt=0,3848061858430934892,7199.1371,2.8724,0.8897,2.8728,0.9739,0.0,0.0,0.0,0.9739,-46.0,,,,-46.0,-62.7407,,,,-62.7407,7.0,4.0,1.0,2.0,0.0,5.0
nodes=16_prio=4_arrival=16s,mode=periodic64s_blocking=1_defpreempt=0,1420052706459400740,7199.1949,-0.4287,0.8524,-0.3851,1.2509,-0.2539,-0.4844,-0.2924,0.2202,-214.0,-45.0,-36.0,-27.0,-322.0,-2396.0527,5602.6841,5776.1429,8898.5366,4065.1106,6.0,5.0,0.0,1.0,0.0,5.0
nodes=16_prio=4_arrival=16s,mode=periodic64s_blocking=1_defpreempt=0,2219457405427907235,7199.8352,0.4416,1.6049,1.5767,0.9045,-0.3659,-0.4498,-0.1704,-0.0816,-229.0,-74.0,-72.0,-37.0,-412.0,11305.2066,9637.8579,11589.7297,5300.0988,9982.6393,4.0,4.0,0.0,0.0,0.0,4.0
nodes=16_prio=4_arrival=16s,mode=periodic64s_blocking=1_defpreempt=0,3848061858430934892,7199.8676,2.3221,0.4954,2.2734,1.2368,-0.2232,-0.2873,-0.0876,0.6387,-168.0,-55.0,-43.0,-22.0,-288.0,1916.9977,2861.4011,3507.3911,3631.9135,2902.1098,8.0,8.0,0.0,0.0,0.0,8.0
nodes=16_prio=4_arrival=1s,mode=periodic64s_blocking=1_defpreempt=0,1420052706459400740,7199.7114,-0.4088,0.7186,0.4239,1.5351,-0.7654,-0.4962,-0.3364,-0.063,-2184.0,-511.0,-388.0,-299.0,-3382.0,307.308,890.5776,608.3907,562.4988,581.2864,1.0,1.0,0.0,0.0,0.0,1.0
nodes=16_prio=4_arrival=1s,mode=periodic64s_blocking=1_defpreempt=0,2219457405427907235,7199.8656,-0.1666,0.4826,0.1728,1.4579,-0.4764,-0.5255,-0.3455,0.1105,-2128.0,-458.0,-433.0,-266.0,-3285.0,199.6422,517.9332,672.3214,567.9942,468.2523,,,,,,
nodes=16_prio=4_arrival=1s,mode=periodic64s_blocking=1_defpreempt=0,3848061858430934892,7199.8043,1.0797,-0.1933,1.0279,1.3169,-0.4609,-0.4397,-0.2757,0.1405,-1831.0,-461.0,-325.0,-238.0,-2855.0,239.2477,435.1365,552.9028,376.0216,388.8999,,,,,,
nodes=16_prio=4_arrival=2s,mode=periodic64s_blocking=1_defpreempt=0,1420052706459400740,7199.7404,-0.2716,0.6849,-0.2078,1.2647,-0.5354,-0.3826,-0.3111,0.0356,-1486.0,-350.0,-247.0,-215.0,-2298.0,298.6084,903.3445,976.2966,885.586,738.4839,,,,,,
nodes=16_prio=4_arrival=2s,mode=periodic64s_blocking=1_defpreempt=0,2219457405427907235,7199.7048,-0.9586,0.0488,-0.361,1.0539,-0.7208,-0.6375,-0.4276,-0.7321,-1443.0,-357.0,-336.0,-237.0,-2373.0,729.6381,1936.2364,1794.8623,1525.3119,1445.6426,,,,,,
nodes=16_prio=4_arrival=2s,mode=periodic64s_blocking=1_defpreempt=0,3848061858430934892,7199.7841,1.0262,-0.2773,1.0168,1.1251,-0.4174,-0.3877,-0.3059,0.0142,-1099.0,-273.0,-189.0,-178.0,-1739.0,221.0597,886.1752,1155.2502,606.7029,684.2773,3.0,3.0,0.0,0.0,1.0,2.0
nodes=16_prio=4_arrival=4s,mode=periodic64s_blocking=1_defpreempt=0,1420052706459400740,7199.1212,-0.6384,1.2709,-0.1338,1.2179,-0.4513,-0.4433,-0.4149,-0.0917,-691.0,-195.0,-124.0,-123.0,-1133.0,866.8414,1854.5626,1920.9677,3519.7791,1899.1295,3.0,3.0,0.0,0.0,0.0,3.0
nodes=16_prio=4_arrival=4s,mode=periodic64s_blocking=1_defpreempt=0,2219457405427907235,7199.8372,0.01,0.1622,0.01,1.2268,-0.4485,-0.5659,-0.3239,-0.1115,-752.0,-186.0,-173.0,-114.0,-1225.0,937.8797,2273.44,2470.7036,3091.6969,2048.7406,2.0,2.0,0.0,0.0,0.0,2.0
nodes=16_prio=4_arrival=4s,mode=periodic64s_blocking=1_defpreempt=0,3848061858430934892,7199.3586,0.884,-0.4194,0.8819,0.9931,-0.4476,-0.3918,-0.3369,-0.1832,-668.0,-216.0,-145.0,-132.0,-1161.0,694.9977,1818.1085,2062.253,1978.4295,1546.6767,6.0,6.0,0.0,0.0,0.0,6.0
nodes=16_prio=4_arrival=8s,mode=periodic64s_blocking=1_defpreempt=0,1420052706459400740,7199.1428,-0.0912,0.9764,-0.0235,1.0006,-0.337,-0.3117,-0.3995,-0.0476,-358.0,-87.0,-76.0,-68.0,-589.0,2435.6036,3910.4761,3760.054,7817.2507,4120.3565,8.0,8.0,0.0,0.0,0.0,8.0
nodes=16_prio=4_arrival=8s,mode=periodic64s_blocking=1_defpreempt=0,2219457405427907235,7199.7784,-0.2869,0.9991,0.9816,0.9026,-0.5524,-0.4993,-0.3412,-0.4903,-407.0,-135.0,-130.0,-77.0,-749.0,5450.9657,7319.9625,4837.8176,6402.5341,6011.7867,5.0,5.0,0.0,0.0,0.0,5.0
nodes=16_prio=4_arrival=8s,mode=periodic64s_blocking=1_defpreempt=0,3848061858430934892,7199.8449,2.1249,-0.1494,2.1085,1.2389,-0.3319,-0.3025,-0.3238,0.2808,-345.0,-123.0,-85.0,-80.0,-633.0,818.0538,2665.1761,2539.9971,3577.7071,2173.4468,7.0,7.0,0.0,0.0,0.0,7.0
nodes=32_prio=1_arrival=16s,mode=periodic64s_blocking=1_defpreempt=0,1420052706459400740,7199.3039,1.2608,1.1905,1.4238,1.519,0.0,0.0,0.0,1.519,8.0,,,,8.0,-1602.2878,,,,-1602.2878,14.0,10.0,0.0,4.0,0.0,10.0
nodes=32_prio=1_arrival=16s,mode=periodic64s_blocking=1_defpreempt=0,2219457405427907235,7199.0503,3.793,1.0808,3.8948,2.5031,0.0,0.0,0.0,2.5031,1.0,,,,1.0,3684.6481,,,,3684.6481,11.0,6.0,0.0,5.0,0.0,6.0
nodes=32_prio=1_arrival=16s,mode=periodic64s_blocking=1_defpreempt=0,3848061858430934892,7199.9533,2.2467,0.5197,2.2467,1.4772,0.0,0.0,0.0,1.4772,-33.0,,,,-33.0,-9901.3484,,,,-9901.3484,10.0,6.0,0.0,4.0,0.0,6.0
nodes=32_prio=1_arrival=1s,mode=periodic64s_blocking=1_defpreempt=0,1420052706459400740,7199.1065,0.0233,0.0302,0.05,0.0229,0.0,0.0,0.0,0.0229,59.0,,,,59.0,-15.2171,,,,-15.2171,1.0,1.0,0.0,0.0,0.0,1.0
nodes=32_prio=1_arrival=1s,mode=periodic64s_blocking=1_defpreempt=0,2219457405427907235,7199.7146,0.2969,0.41,0.2863,0.2216,0.0,0.0,0.0,0.2216,-50.0,,,,-50.0,-234.6571,,,,-234.6571,,,,,,
nodes=32_prio=1_arrival=1s,mode=periodic64s_blocking=1_defpreempt=0,3848061858430934892,7199.7867,0.0934,0.1301,0.0936,-0.0142,0.0,0.0,0.0,-0.0142,-65.0,,,,-65.0,44.5996,,,,44.5996,,,,,,
nodes=32_prio=1_arrival=2s,mode=periodic64s_blocking=1_defpreempt=0,1420052706459400740,7199.5735,0.1022,-0.0052,0.0697,0.0242,0.0,0.0,0.0,0.0242,-44.0,,,,-44.0,-69.7845,,,,-69.7845,1.0,1.0,0.0,0.0,0.0,1.0
nodes=32_prio=1_arrival=2s,mode=periodic64s_blocking=1_defpreempt=0,2219457405427907235,7199.0516,0.3457,-0.0173,0.3185,0.1411,0.0,0.0,0.0,0.1411,-57.0,,,,-57.0,181.2886,,,,181.2886,7.0,6.0,0.0,1.0,0.0,6.0
nodes=32_prio=1_arrival=2s,mode=periodic64s_blocking=1_defpreempt=0,3848061858430934892,7199.4788,0.2529,0.0696,0.2529,0.1714,0.0,0.0,0.0,0.1714,50.0,,,,50.0,-227.2522,,,,-227.2522,4.0,3.0,0.0,1.0,0.0,3.0
nodes=32_prio=1_arrival=4s,mode=periodic64s_blocking=1_defpreempt=0,1420052706459400740,7199.1223,0.5881,-0.0058,0.5875,0.3188,0.0,0.0,0.0,0.3188,40.0,,,,40.0,657.155,,,,657.155,5.0,3.0,0.0,2.0,0.0,3.0
nodes=32_prio=1_arrival=4s,mode=periodic64s_blocking=1_defpreempt=0,2219457405427907235,7199.6949,1.3457,0.6753,1.334,1.2514,0.0,0.0,0.0,1.2514,65.0,,,,65.0,-1829.046,,,,-1829.046,7.0,7.0,0.0,0.0,0.0,7.0
nodes=32_prio=1_arrival=4s,mode=periodic64s_blocking=1_defpreempt=0,3848061858430934892,7199.2734,0.7891,0.1681,0.7891,0.5131,0.0,0.0,0.0,0.5131,-28.0,,,,-28.0,-965.6356,,,,-965.6356,5.0,3.0,0.0,2.0,0.0,3.0
nodes=32_prio=1_arrival=8s,mode=periodic64s_blocking=1_defpreempt=0,1420052706459400740,7199.9273,0.0756,-0.0236,0.0458,-0.1024,0.0,0.0,0.0,-0.1024,17.0,,,,17.0,1098.8182,,,,1098.8182,10.0,7.0,0.0,3.0,0.0,7.0
nodes=32_prio=1_arrival=8s,mode=periodic64s_blocking=1_defpreempt=0,2219457405427907235,7199.8724,2.2433,0.7524,2.3027,1.7115,0.0,0.0,0.0,1.7115,0.0,,,,0.0,-1953.6637,,,,-1953.6637,10.0,5.0,0.0,5.0,0.0,5.0
nodes=32_prio=1_arrival=8s,mode=periodic64s_blocking=1_defpreempt=0,3848061858430934892,7199.3078,0.1234,0.1141,0.1234,0.1302,0.0,0.0,0.0,0.1302,24.0,,,,24.0,1868.6809,,,,1868.6809,10.0,4.0,0.0,6.0,0.0,4.0
nodes=32_prio=4_arrival=16s,mode=periodic64s_blocking=1_defpreempt=0,1420052706459400740,7199.0515,-0.0664,0.0967,-0.0663,1.2197,-0.2967,-0.4904,-0.3389,0.0937,-146.0,-34.0,-24.0,-18.0,-222.0,6359.6997,6969.5599,8848.9769,14559.0909,8755.3664,11.0,8.0,0.0,3.0,0.0,8.0
nodes=32_prio=4_arrival=16s,mode=periodic64s_blocking=1_defpreempt=0,2219457405427907235,7199.5096,0.2678,0.7444,0.7446,1.0585,-0.2291,-0.3087,-0.1133,0.4075,-106.0,-32.0,-48.0,-28.0,-214.0,4519.5704,3738.8113,7022.5983,1791.3212,4484.5435,8.0,8.0,0.0,0.0,0.0,8.0
nodes=32_prio=4_arrival=16s,mode=periodic64s_blocking=1_defpreempt=0,3848061858430934892,7199.3781,1.0674,0.3486,1.0676,1.5495,-0.3588,-0.3616,-0.1659,0.6632,-90.0,-33.0,-24.0,-13.0,-160.0,2395.4897,3232.7923,10719.7455,3163.6364,4700.6307,11.0,8.0,0.0,3.0,0.0,8.0
nodes=32_prio=4_arrival=1s,mode=periodic64s_blocking=1_defpreempt=0,1420052706459400740,7199.9021,-0.613,-0.1271,-0.5723,1.2465,-0.749,-0.4696,-0.4191,-0.3912,-1774.0,-365.0,-283.0,-241.0,-2663.0,113.5786,830.6187,523.8209,842.5722,535.2897,,,,,,
nodes=32_prio=4_arrival=1s,mode=periodic64s_blocking=1_defpreempt=0,2219457405427907235,7199.7236,0.0315,0.1496,0.0708,1.5104,-0.5926,-0.5479,-0.369,0.0009,-1495.0,-385.0,-319.0,-185.0,-2384.0,250.2512,567.1996,715.8458,598.6303,508.9368,1.0,1.0,0.0,0.0,0.0,1.0
nodes=32_prio=4_arrival=1s,mode=periodic64s_blocking=1_defpreempt=0,3848061858430934892,7199.8914,-0.0593,-0.0856,-0.064,1.2826,-0.6551,-0.3729,-0.4659,-0.2114,-1484.0,-342.0,-255.0,-197.0,-2278.0,175.974,548.8031,559.7739,609.9879,439.1611,,,,,,
nodes=32_prio=4_arrival=2s,mode=periodic64s_blocking=1_defpreempt=0,1420052706459400740,7199.8186,-87.5473,-81.7026,-87.5646,-77.7598,-54.3275,-57.6131,-38.2548,-227.9553,-3107.0,-1882.0,-1550.0,-1341.0,-7880.0,,,,,,,,,,,
nodes=32_prio=4_arrival=2s,mode=periodic64s_blocking=1_defpreempt=0,2219457405427907235,7199.7549,-0.0869,0.4399,0.3059,1.6517,-0.4992,-0.6223,-0.602,-0.0718,-851.0,-230.0,-218.0,-157.0,-1456.0,543.0305,1075.1757,1478.3404,2295.2573,1203.1584,3.0,2.0,0.0,1.0,0.0,2.0
nodes=32_prio=4_arrival=2s,mode=periodic64s_blocking=1_defpreempt=0,3848061858430934892,7199.0297,-0.0843,-0.1585,-0.0908,1.3256,-0.6941,-0.3649,-0.5417,-0.275,-739.0,-178.0,-127.0,-134.0,-1178.0,481.5854,734.0249,1096.5559,1342.2608,835.9977,7.0,6.0,0.0,1.0,0.0,6.0
nodes=32_prio=4_arrival=4s,mode=periodic64s_blocking=1_defpreempt=0,1420052706459400740,7199.796,-0.4043,0.2149,-0.395,1.2486,-0.5861,-0.6336,-0.2277,-0.1988,-476.0,-158.0,-92.0,-79.0,-805.0,684.4197,2274.5379,2034.2094,1449.8309,1572.5534,8.0,7.0,0.0,1.0,0.0,7.0
nodes=32_prio=4_arrival=4s,mode=periodic64s_blocking=1_defpreempt=0,2219457405427907235,7199.5628,0.2344,0.0761,0.2089,1.0683,-0.5048,-0.4541,-0.2305,-0.121,-460.0,-147.0,-117.0,-86.0,-810.0,896.4195,2109.6348,1659.861,1344.9218,1482.4315,3.0,3.0,0.0,0.0,0.0,3.0
nodes=32_prio=4_arrival=4s,mode=periodic64s_blocking=1_defpreempt=0,3848061858430934892,7199.0763,0.6991,0.2474,0.6993,1.8043,-0.6438,-0.3539,-0.5384,0.2682,-416.0,-115.0,-89.0,-90.0,-710.0,259.4715,1648.4861,1955.1771,3477.151,1573.1421,9.0,7.0,0.0,2.0,0.0,7.0
nodes=32_prio=4_arrival=8s,mode=periodic64s_blocking=1_defpreempt=0,1420052706459400740,7199.022,-0.2143,-0.0782,-0.1908,0.9724,-0.3764,-0.5062,-0.3917,-0.3018,-278.0,-55.0,-49.0,-44.0,-426.0,2244.8612,3906.4952,6174.8154,8926.3317,4806.9053,6.0,6.0,0.0,0.0,0.0,6.0
nodes=32_prio=4_arrival=8s,mode=periodic64s_blocking=1_defpreempt=0,2219457405427907235,7199.841,0.5689,0.528,0.5277,1.1823,-0.2596,-0.5026,-0.1288,0.2913,-219.0,-69.0,-85.0,-44.0,-417.0,-211.9986,1652.4913,3245.2055,2331.7415,1525.0982,4.0,4.0,0.0,0.0,0.0,4.0
nodes=32_prio=4_arrival=8s,mode=periodic64s_blocking=1_defpreempt=0,3848061858430934892,7199.8718,0.3338,0.2079,0.3337,1.2767,-0.3008,-0.361,-0.4196,0.1953,-233.0,-62.0,-46.0,-35.0,-376.0,1401.852,2010.682,2661.2772,5744.4386,2609.1909,11.0,9.0,0.0,2.0,0.0,9.0
nodes=16_prio=1_arrival=16s,mode=periodic64s_blocking=1_defpreempt=1,1420052706459400740,7199.5426,1.7736,1.3274,1.9456,0.8582,0.0,0.0,0.0,0.8582,-7.0,,,,-7.0,3859.4424,,,,3859.4424,12.0,9.0,0.0,3.0,0.0,9.0
nodes=16_prio=1_arrival=16s,mode=periodic64s_blocking=1_defpreempt=1,2219457405427907235,7199.858,2.8293,0.521,2.3978,0.7116,0.0,0.0,0.0,0.7116,-27.0,,,,-27.0,-2106.5207,,,,-2106.5207,6.0,6.0,0.0,0.0,0.0,6.0
nodes=16_prio=1_arrival=16s,mode=periodic64s_blocking=1_defpreempt=1,3848061858430934892,7199.4076,2.4014,1.4357,2.401,0.9234,0.0,0.0,0.0,0.9234,-8.0,,,,-8.0,-2734.8732,,,,-2734.8732,14.0,4.0,0.0,10.0,0.0,4.0
nodes=16_prio=1_arrival=1s,mode=periodic64s_blocking=1_defpreempt=1,1420052706459400740,7199.3182,-0.3551,0.0396,-0.1894,-0.1678,0.0,0.0,0.0,-0.1678,-108.0,,,,-108.0,-3.5773,,,,-3.5773,,,,,,
nodes=16_prio=1_arrival=1s,mode=periodic64s_blocking=1_defpreempt=1,2219457405427907235,7199.0689,-0.0752,-0.1047,-0.005,0.0688,0.0,0.0,0.0,0.0688,50.0,,,,50.0,14.1699,,,,14.1699,,,,,,
nodes=16_prio=1_arrival=1s,mode=periodic64s_blocking=1_defpreempt=1,3848061858430934892,7199.4953,-0.5496,-0.1169,-0.5508,-0.0914,0.0,0.0,0.0,-0.0914,64.0,,,,64.0,15.2704,,,,15.2704,1.0,1.0,0.0,0.0,0.0,1.0
nodes=16_prio=1_arrival=2s,mode=periodic64s_blocking=1_defpreempt=1,1420052706459400740,7199.7326,0.1331,0.0643,0.1448,-0.0464,0.0,0.0,0.0,-0.0464,-53.0,,,,-53.0,327.8165,,,,327.8165,1.0,1.0,0.0,0.0,0.0,1.0
nodes=16_prio=1_arrival=2s,mode=periodic64s_blocking=1_defpreempt=1,2219457405427907235,7199.1269,0.3252,-0.3564,0.2028,-0.084,0.0,0.0,0.0,-0.084,-163.0,,,,-163.0,92.2614,,,,92.2614,1.0,1.0,0.0,0.0,0.0,1.0
nodes=16_prio=1_arrival=2s,mode=periodic64s_blocking=1_defpreempt=1,3848061858430934892,7199.8439,0.5523,0.4611,0.5524,0.1371,0.0,0.0,0.0,0.1371,-14.0,,,,-14.0,-240.0149,,,,-240.0149,2.0,2.0,0.0,0.0,0.0,2.0
nodes=16_prio=1_arrival=4s,mode=periodic64s_blocking=1_defpreempt=1,1420052706459400740,7199.8381,-0.1241,0.0996,0.0677,0.0339,0.0,0.0,0.0,0.0339,15.0,,,,15.0,-265.6829,,,,-265.6829,6.0,6.0,0.0,0.0,0.0,6.0
nodes=16_prio=1_arrival=4s,mode=periodic64s_blocking=1_defpreempt=1,2219457405427907235,7199.6318,1.1863,0.1716,1.1475,0.2594,0.0,0.0,0.0,0.2594,-96.0,,,,-96.0,366.3117,,,,366.3117,2.0,2.0,0.0,0.0,0.0,2.0
nodes=16_prio=1_arrival=4s,mode=periodic64s_blocking=1_defpreempt=1,3848061858430934892,7199.403,1.1231,0.0807,1.1233,0.3071,0.0,0.0,0.0,0.3071,-35.0,,,,-35.0,-501.8931,,,,-501.8931,6.0,4.0,0.0,2.0,0.0,4.0
nodes=16_prio=1_arrival=8s,mode=periodic64s_blocking=1_defpreempt=1,1420052706459400740,7199.7916,-86.1463,-83.6906,-86.9577,-115.5688,0.0,0.0,0.0,-115.5688,-1364.0,,,,-1364.0,,,,,,,,,,,
nodes=16_prio=1_arrival=8s,mode=periodic64s_blocking=1_defpreempt=1,2219457405427907235,7199.4372,1.3165,0.5085,1.2385,0.4169,0.0,0.0,0.0,0.4169,-20.0,,,,-20.0,1308.3756,,,,1308.3756,7.0,7.0,0.0,0.0,0.0,7.0
nodes=16_prio=1_arrival=8s,mode=periodic64s_blocking=1_defpreempt=1,3848061858430934892,7199.2328,2.2279,0.703,2.2283,0.744,0.0,0.0,0.0,0.744,-48.0,,,,-48.0,-178.5269,,,,-178.5269,10.0,4.0,0.0,6.0,0.0,4.0
nodes=16_prio=4_arrival=16s,mode=periodic64s_blocking=1_defpreempt=1,1420052706459400740,7199.1949,0.1917,0.8598,0.2259,0.2935,-0.0088,-0.0088,-0.0037,0.2723,26.0,0.0,0.0,-1.0,25.0,-3058.3594,81.448,28.7081,40.0,-772.6178,3.0,3.0,0.0,0.0,0.0,3.0
nodes=16_prio=4_arrival=16s,mode=periodic64s_blocking=1_defpreempt=1,2219457405427907235,7199.0684,0.5697,1.1182,1.1075,0.4743,-0.0029,-0.0015,-0.0028,0.467,33.0,-3.0,0.0,0.0,30.0,392.5454,0.0,-36.036,-18.5185,118.8534,7.0,7.0,0.0,0.0,0.0,7.0
nodes=16_prio=4_arrival=16s,mode=periodic64s_blocking=1_defpreempt=1,3848061858430934892,7199.8926,1.7576,0.6645,1.7724,0.6328,-0.0024,-0.0043,-0.0021,0.624,40.0,2.0,0.0,0.0,42.0,-461.2795,48.8722,33.1754,-34.965,-170.9149,10.0,10.0,0.0,0.0,0.0,10.0
nodes=16_prio=4_arrival=1s,mode=periodic64s_blocking=1_defpreempt=1,1420052706459400740,7199.7855,0.0454,0.021,0.0144,0.0102,-0.0038,-0.0029,-0.0028,0.0008,-1.0,12.0,-6.0,-8.0,-3.0,3.2862,5.4343,-8.7391,-4.6524,-0.6028,,,,,,
nodes=16_prio=4_arrival=1s,mode=periodic64s_blocking=1_defpreempt=1,2219457405427907235,7199.625,-0.0271,0.1329,0.0553,0.0279,-0.0112,0.0017,-0.0067,0.0117,127.0,-15.0,5.0,-2.0,115.0,-21.0922,0.8455,8.6723,-1.3167,-4.4787,,,,,,
nodes=16_prio=4_arrival=1s,mode=periodic64s_blocking=1_defpreempt=1,3848061858430934892,7199.8247,0.1063,-0.0086,0.0946,0.0321,0.0007,-0.0027,-0.0023,0.0278,22.0,-4.0,-2.0,-13.0,3.0,4.2095,-12.7797,-16.3467,-7.6777,-6.9155,,,,,,
nodes=16_prio=4_arrival=2s,mode=periodic64s_blocking=1_defpreempt=1,1420052706459400740,7199.2659,-0.0915,-0.0846,-0.0743,-0.0552,-0.0047,-0.002,-0.0047,-0.0665,-27.0,-11.0,-6.0,-14.0,-58.0,23.4545,15.8434,38.9583,40.2869,27.7904,,,,,,
nodes=16_prio=4_arrival=2s,mode=periodic64s_blocking=1_defpreempt=1,2219457405427907235,7199.7689,-0.0149,0.0203,0.0491,0.0385,-0.0036,0.0029,-0.0031,0.0347,0.0,-5.0,3.0,-5.0,-7.0,-345.8589,-4.7772,3.0686,-10.9881,-111.6313,,,,,,
nodes=16_prio=4_arrival=2s,mode=periodic64s_blocking=1_defpreempt=1,3848061858430934892,7199.7841,-0.1326,-0.0172,-0.1056,-0.0553,0.0091,-0.0007,-0.0016,-0.0484,34.0,6.0,0.0,-2.0,38.0,-66.319,-14.5412,-3.3311,-13.9946,-28.5672,4.0,4.0,0.0,0.0,0.0,4.0
nodes=16_prio=4_arrival=4s,mode=periodic64s_blocking=1_defpreempt=1,1420052706459400740,7199.7949,-0.1457,-0.3475,-0.1741,-0.1739,-0.0089,-0.0076,-0.0027,-0.1931,43.0,-1.0,0.0,-2.0,40.0,789.3786,-29.6465,-22.8495,-12.6004,217.5772,2.0,2.0,0.0,0.0,0.0,2.0
nodes=16_prio=4_arrival=4s,mode=periodic64s_blocking=1_defpreempt=1,2219457405427907235,7199.1803,0.227,0.045,0.1892,0.1195,-0.0043,0.0012,-0.0,0.1163,41.0,0.0,-3.0,-1.0,37.0,64.4734,4.4365,-13.9152,5.0553,26.3099,2.0,1.0,1.0,0.0,0.0,2.0
nodes=16_prio=4_arrival=4s,mode=periodic64s_blocking=1_defpreempt=1,3848061858430934892,7199.8093,-0.1252,0.0176,-0.1209,-0.0222,0.0037,0.0003,-0.0035,-0.0217,-31.0,-2.0,3.0,-2.0,-32.0,41.1774,-1.6284,4.6922,-5.9259,11.154,5.0,5.0,0.0,0.0,0.0,5.0
nodes=16_prio=4_arrival=8s,mode=periodic64s_blocking=1_defpreempt=1,1420052706459400740,7199.8268,0.0558,0.1865,0.0171,0.0414,-0.005,0.0025,0.001,0.0399,-6.0,0.0,0.0,0.0,-6.0,1149.5642,75.8294,22.67,-35.7143,342.0318,4.0,4.0,0.0,0.0,0.0,4.0
nodes=16_prio=4_arrival=8s,mode=periodic64s_blocking=1_defpreempt=1,2219457405427907235,7199.0808,0.0254,0.1236,0.1817,0.0579,0.0025,0.0041,0.0007,0.0652,8.0,6.0,-1.0,0.0,13.0,181.4714,-65.3531,16.6943,0.0,39.8711,9.0,8.0,1.0,0.0,0.0,9.0
nodes=16_prio=4_arrival=8s,mode=periodic64s_blocking=1_defpreempt=1,3848061858430934892,7199.8458,1.1455,0.1983,1.1456,0.3463,-0.0031,-0.0022,-0.0017,0.3394,69.0,2.0,0.0,0.0,71.0,171.6411,-24.0481,24.57,12.4611,53.4932,12.0,11.0,0.0,1.0,0.0,11.0
nodes=32_prio=1_arrival=16s,mode=periodic64s_blocking=1_defpreempt=1,1420052706459400740,7199.3882,1.075,0.9799,1.2754,1.2537,0.0,0.0,0.0,1.2537,-20.0,,,,-20.0,-2531.8804,,,,-2531.8804,17.0,8.0,0.0,9.0,0.0,8.0
nodes=32_prio=1_arrival=16s,mode=periodic64s_blocking=1_defpreempt=1,2219457405427907235,7199.4329,3.6456,0.9703,3.7419,2.2733,0.0,0.0,0.0,2.2733,-19.0,,,,-19.0,4355.2422,,,,4355.2422,9.0,5.0,0.0,4.0,0.0,5.0
nodes=32_prio=1_arrival=16s,mode=periodic64s_blocking=1_defpreempt=1,3848061858430934892,7199.0644,2.0011,0.5767,2.0011,1.4515,0.0,0.0,0.0,1.4515,-24.0,,,,-24.0,-8695.2452,,,,-8695.2452,13.0,4.0,0.0,9.0,0.0,4.0
nodes=32_prio=1_arrival=1s,mode=periodic64s_blocking=1_defpreempt=1,1420052706459400740,7199.9508,0.0931,-0.0758,0.0817,-0.0353,0.0,0.0,0.0,-0.0353,-71.0,,,,-71.0,-20.6416,,,,-20.6416,1.0,1.0,0.0,0.0,0.0,1.0
