scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,0,0.2462,0.2308,0.2475,0.2321,61.5,0.5,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,1,0.2919,0.2773,0.2959,0.279,72.5,0.5,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,2,0.3332,0.3252,0.3332,0.3252,82.5,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,3,0.3843,0.3597,0.3843,0.3597,92.5,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,4,0.4095,0.3912,0.4095,0.3912,102.5,0.0,0.5
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,5,0.4466,0.4358,0.45,0.4389,112.5,1.0,0.5
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,6,0.4999,0.4738,0.5017,0.4769,124.0,1.0,0.5
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,7,0.5396,0.5058,0.5418,0.5068,133.5,0.5,1.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,8,0.5691,0.5511,0.5713,0.5565,143.0,1.0,1.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,9,0.5998,0.5964,0.6023,0.5991,154.0,1.0,1.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,10,0.6311,0.6339,0.633,0.6354,164.0,0.5,1.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,11,0.6853,0.6759,0.6905,0.6778,174.0,1.0,1.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,12,0.7213,0.7129,0.7284,0.7138,183.5,0.5,1.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,13,0.7537,0.7312,0.7642,0.7538,191.5,2.5,1.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,14,0.7905,0.7614,0.816,0.793,201.0,3.5,1.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,15,0.8094,0.7834,0.844,0.8331,208.0,5.0,1.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,16,0.824,0.7991,0.8633,0.8497,213.0,5.5,1.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,17,0.8282,0.8015,0.8675,0.8522,214.5,5.5,1.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,18,0.8282,0.8015,0.8675,0.8522,214.5,5.5,1.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,19,0.8337,0.8083,0.8729,0.8589,217.0,5.5,1.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,20,0.8375,0.8121,0.8768,0.8628,218.5,5.5,1.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,21,0.8375,0.8121,0.8768,0.8628,218.5,5.5,1.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,22,0.8375,0.8121,0.8768,0.8628,218.5,5.5,1.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,23,0.8375,0.8121,0.8768,0.8628,218.5,5.5,1.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,24,0.8359,0.8096,0.8752,0.8603,218.0,5.5,1.5
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,25,0.8359,0.8096,0.8752,0.8603,218.0,5.5,1.5
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,26,0.8359,0.8096,0.8752,0.8603,218.0,5.5,1.5
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,27,0.8357,0.8135,0.8737,0.8589,218.0,5.0,2.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,28,0.8357,0.8135,0.8737,0.8589,218.0,5.0,2.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,29,0.8357,0.8135,0.8737,0.8589,218.0,5.0,2.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,30,0.8357,0.8135,0.8737,0.8589,218.0,5.0,2.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,31,0.8357,0.8135,0.8737,0.8589,218.0,5.0,2.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,32,0.8357,0.8135,0.8737,0.8589,218.0,5.0,2.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,33,0.8382,0.8175,0.87,0.8547,218.0,4.0,4.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,34,0.8382,0.8175,0.87,0.8547,218.0,4.0,4.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,35,0.8382,0.8175,0.87,0.8547,218.0,4.0,4.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,36,0.8382,0.8175,0.87,0.8547,218.0,4.0,4.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,37,0.8382,0.8175,0.87,0.8547,218.0,4.0,4.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,38,0.8441,0.82,0.8561,0.8523,218.0,2.5,5.5
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,39,0.8441,0.82,0.8561,0.8523,218.0,2.5,5.5
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,40,0.8486,0.8231,0.8672,0.8564,219.5,3.0,5.5
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2,41,0.8477,0.8211,0.8662,0.8544,219.0,3.0,6.0
