scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,running_p2_mean,unsched_p2_mean,deletions_cum_p2_mean,running_p3_mean,unsched_p3_mean,deletions_cum_p3_mean,running_p4_mean,unsched_p4_mean,deletions_cum_p4_mean
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,0,0.2202,0.2263,0.2214,0.2288,19.0,0.6667,0.0,14.0,0.0,0.0,10.0,0.0,0.0,6.6667,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,1,0.2602,0.2711,0.2602,0.2711,21.0,0.0,0.0,16.3333,0.0,0.0,13.0,0.0,0.0,8.6667,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,2,0.2941,0.3308,0.2946,0.3353,24.6667,0.0,0.0,18.6667,0.0,0.0,14.6667,0.0,0.0,10.6667,0.3333,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,3,0.3509,0.388,0.3527,0.389,30.0,0.3333,0.0,21.0,0.0,0.0,16.3333,0.0,0.0,13.0,0.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,4,0.3904,0.4309,0.3917,0.4325,33.3333,0.3333,0.0,24.0,0.0,0.0,18.6667,0.0,0.0,14.0,0.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,5,0.4692,0.4606,0.4692,0.4606,34.3333,0.0,0.0,27.3333,0.0,0.0,22.3333,0.0,0.0,17.6667,0.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,6,0.5222,0.5056,0.5222,0.5056,36.0,0.0,0.0,32.0,0.0,0.0,24.6667,0.0,0.0,18.6667,0.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,7,0.5512,0.5457,0.5512,0.5457,41.0,0.0,0.0,33.3333,0.0,0.0,26.6667,0.0,0.0,20.3333,0.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,8,0.5812,0.5788,0.5836,0.5794,45.0,0.0,0.0,35.3333,0.3333,0.0,29.0,0.0,0.0,22.6667,0.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,9,0.6214,0.6086,0.6224,0.6097,47.3333,0.0,0.0,40.0,0.0,0.0,30.3333,0.0,0.0,24.3333,0.3333,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,10,0.6619,0.6443,0.6727,0.6472,51.6667,0.0,0.0,40.6667,0.6667,0.0,34.0,0.0,0.0,26.0,0.3333,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,11,0.6796,0.6698,0.6987,0.6862,54.6667,0.6667,0.0,42.0,1.3333,0.0,36.6667,0.0,0.0,27.0,0.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,12,0.7123,0.7099,0.7322,0.7271,57.3333,1.0,0.6667,44.0,1.0,0.0,39.6667,0.3333,0.0,29.3333,0.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,13,0.7382,0.7295,0.7778,0.7647,59.3333,2.0,0.6667,45.3333,1.3333,0.0,41.0,0.6667,0.0,31.6667,1.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,14,0.7739,0.7565,0.8103,0.7948,63.3333,2.0,0.6667,47.6667,1.0,0.0,41.6667,0.6667,0.0,33.0,1.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,15,0.7874,0.7681,0.8309,0.819,66.0,2.3333,0.6667,47.6667,1.0,0.0,41.6667,1.6667,0.0,34.0,1.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,16,0.8075,0.7825,0.8612,0.8352,66.3333,2.6667,0.6667,51.0,1.0,0.0,43.0,2.3333,0.0,34.0,1.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,17,0.8152,0.7856,0.8701,0.8364,66.6667,2.6667,0.6667,51.6667,0.6667,0.6667,43.3333,2.6667,0.0,34.0,1.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,18,0.8177,0.7894,0.8727,0.8403,67.6667,2.6667,0.6667,51.6667,0.6667,0.6667,43.6667,2.6667,0.0,34.0,1.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,19,0.8171,0.7881,0.872,0.839,67.3333,2.6667,1.0,51.6667,0.6667,0.6667,43.6667,2.6667,0.0,34.0,1.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,20,0.8139,0.787,0.8721,0.8412,67.3333,2.6667,1.0,51.6667,0.6667,0.6667,43.3333,3.0,0.3333,34.0,1.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,21,0.8177,0.7921,0.8598,0.8412,67.3333,2.6667,1.0,52.0,0.6667,0.6667,43.6667,1.6667,0.3333,34.0,1.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,22,0.8198,0.7961,0.8619,0.8451,67.3333,2.6667,1.0,52.0,0.6667,0.6667,44.6667,1.6667,0.3333,34.0,1.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,23,0.8205,0.7992,0.8626,0.8482,68.0,2.6667,1.3333,52.0,0.6667,0.6667,44.3333,1.6667,0.6667,35.0,1.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,24,0.8213,0.8075,0.8616,0.8537,69.6667,2.3333,1.3333,52.0,0.6667,0.6667,43.6667,1.6667,1.3333,35.0,1.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,25,0.8236,0.811,0.8747,0.859,69.6667,3.3333,1.3333,52.0,0.6667,0.6667,44.3333,1.6667,1.3333,35.0,1.0,0.6667
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,26,0.82,0.8064,0.8712,0.8545,69.6667,3.3333,1.3333,52.0,0.6667,0.6667,43.3333,1.6667,2.3333,34.6667,1.0,1.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,27,0.82,0.8064,0.8712,0.8545,69.6667,3.3333,1.3333,52.0,0.6667,0.6667,43.3333,1.6667,2.3333,34.6667,1.0,1.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,28,0.82,0.8064,0.8603,0.8527,69.6667,2.3333,1.3333,52.0,0.6667,0.6667,43.3333,1.6667,2.3333,34.6667,1.0,1.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,29,0.8179,0.805,0.8582,0.8512,69.6667,2.3333,1.3333,52.0,0.6667,0.6667,43.3333,1.6667,2.3333,34.3333,1.0,1.3333
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,30,0.8219,0.8203,0.8564,0.8399,69.0,2.0,3.6667,52.0,0.6667,0.6667,45.0,0.0,2.3333,34.3333,1.0,1.3333
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,31,0.8224,0.8229,0.857,0.8426,69.3333,2.0,3.6667,52.0,0.6667,0.6667,45.0,0.0,2.3333,34.3333,1.0,1.3333
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,32,0.8205,0.8237,0.8551,0.8433,69.3333,2.0,3.6667,51.6667,0.6667,1.3333,45.0,0.0,2.3333,34.3333,1.0,1.3333
