scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,0,0.1934,0.1916,0.1968,0.1956,25.0,0.6667,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,1,0.2669,0.2857,0.2669,0.2857,34.3333,0.0,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,2,0.3739,0.3692,0.3775,0.3722,45.0,0.6667,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,3,0.4635,0.4363,0.4654,0.4402,57.0,0.3333,0.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,4,0.5244,0.4852,0.5276,0.4932,64.3333,0.6667,0.3333
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,5,0.6243,0.5709,0.626,0.5733,76.0,0.3333,0.3333
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,6,0.6904,0.6313,0.7334,0.651,84.0,2.0,0.3333
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,7,0.7589,0.7059,0.8111,0.7177,93.0,2.3333,0.3333
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,8,0.8025,0.7391,0.8532,0.7527,99.6667,2.0,0.3333
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,9,0.8219,0.7641,0.8726,0.7776,102.3333,2.0,0.3333
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,10,0.8304,0.7667,0.8738,0.7796,103.0,2.0,1.3333
