scheduler,job_name,n_seeds,T_end_s_mean,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,util_eff_run_mean,util_eff_req_mean,R_p1,R_p2,R_p3,R_p4,D_p1,D_p2,D_p3,D_p4,latency_first_admit_mean_total_s,latency_first_admit_mean_p1_s,latency_first_admit_mean_p2_s,latency_first_admit_mean_p3_s,latency_first_admit_mean_p4_s,solver_attempts_total,best_solver_optimal_total,best_solver_feasible_total,best_solver_failed_total,plan_not_applicable_total,plan_activated_total,T_end_s_std,cpu_run_util_mean_std,mem_run_util_mean_std,cpu_req_util_mean_std,mem_req_util_mean_std,util_eff_run_mean_std,util_eff_req_mean_std,R_p1_std,R_p2_std,R_p3_std,R_p4_std,D_p1_std,D_p2_std,D_p3_std,D_p4_std,latency_first_admit_mean_total_s_std,latency_first_admit_mean_p1_s_std,latency_first_admit_mean_p2_s_std,latency_first_admit_mean_p3_s_std,latency_first_admit_mean_p4_s_std,solver_attempts_total_std,best_solver_optimal_total_std,best_solver_feasible_total_std,best_solver_failed_total_std,plan_not_applicable_total_std,plan_activated_total_std
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,7198.7121,0.8597,0.8244,0.8669,0.8314,0.8835,0.8916,516363.2264,372470.0544,352543.033,261541.7132,616.3333,343.6667,293.0,224.0,5.0609,5.8328,5.3182,4.1963,4.2886,119.0,69.3333,7.6667,42.0,0.6667,76.3333,1.1078,0.0344,0.0524,0.0333,0.0545,0.002,0.001,66270.0271,60138.8406,66320.1657,42619.0032,79.0836,28.1938,35.3648,18.1842,1.292,2.07,1.1708,1.6144,0.2898,9.4163,15.0628,4.9889,16.2686,0.9428,15.5421
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,7199.5751,0.882,0.7948,0.8908,0.802,0.8924,0.9021,774712.5452,0.0,0.0,0.0,828.3333,0.0,0.0,0.0,3.8357,3.8357,,,,175.0,36.6667,2.3333,136.0,0.0,39.0,0.2119,0.0117,0.0752,0.0135,0.0762,0.0062,0.0078,64976.9701,0.0,0.0,0.0,102.2948,0.0,0.0,0.0,0.6038,0.6038,,,,54.1664,5.3125,3.2998,45.9855,0.0,8.2865
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,7199.4232,0.8655,0.7775,0.883,0.7907,0.873,0.8916,752109.8949,0.0,0.0,0.0,2922.6667,0.0,0.0,0.0,1.5673,1.5673,,,,254.0,55.3333,1.0,197.6667,0.0,56.3333,0.2258,0.0087,0.0773,0.0067,0.0809,0.0025,0.0007,72487.9641,0.0,0.0,0.0,78.5465,0.0,0.0,0.0,0.395,0.395,,,,4.2426,4.1899,1.4142,3.8586,0.0,3.2998
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,7199.2747,0.8717,0.7903,0.8825,0.7999,0.8826,0.8944,769122.4296,0.0,0.0,0.0,1515.3333,0.0,0.0,0.0,2.6526,2.6526,,,,192.3333,50.0,1.6667,140.6667,0.0,51.6667,0.3064,0.0126,0.0874,0.0123,0.0896,0.0036,0.0031,72400.0045,0.0,0.0,0.0,76.7738,0.0,0.0,0.0,0.5,0.5,,,,3.2998,0.8165,0.4714,3.2998,0.0,0.9428
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,7199.5691,0.8437,0.834,0.8541,0.8443,0.88,0.8916,240677.7178,175092.7412,161949.1515,132808.9974,386.0,199.0,171.0,125.0,4.2776,5.1328,3.5904,3.8439,4.175,215.6667,47.3333,3.3333,165.0,0.0,50.6667,0.1244,0.0492,0.04,0.0487,0.0436,0.0012,0.0013,17972.3709,35026.9384,48042.9849,24650.307,62.8066,27.0924,12.0277,2.1602,1.2734,1.7878,0.6866,1.6778,2.3096,49.4323,8.9938,2.0548,40.2078,0.0,10.9646
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=4s,3,7199.3877,0.8472,0.8061,0.8648,0.8199,0.8736,0.8919,242226.8244,173387.233,175386.4462,126953.7815,1205.6667,759.3333,653.6667,518.6667,1.7741,2.0831,1.4466,1.6214,1.8559,325.6667,77.6667,1.0,247.0,0.0,78.6667,0.2788,0.0327,0.0473,0.0304,0.0502,0.0027,0.0009,19335.5639,7086.0153,19930.9605,24767.7415,96.996,63.4052,14.522,26.4113,0.4103,0.5772,0.2863,0.4255,0.4218,83.0676,11.2645,0.8165,77.3434,0.0,10.4987
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,7199.4095,0.8428,0.8224,0.8538,0.8334,0.8791,0.8919,242360.93,180340.6542,171143.6924,125749.1584,644.3333,362.0,297.0,228.6667,3.0293,3.5416,2.4073,2.5101,3.7234,241.6667,61.3333,2.6667,177.6667,0.0,64.0,0.3196,0.0481,0.0568,0.0475,0.0606,0.0026,0.0008,23701.0346,32314.2316,36944.547,21825.6285,90.7389,32.7516,35.5622,24.4177,0.8211,1.2104,0.6641,0.5539,1.3976,39.4659,10.0775,0.9428,31.7525,0.0,9.8995
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,7199.5452,0.8822,0.8097,0.8919,0.8154,0.8863,0.8961,1567997.0381,0.0,0.0,0.0,840.3333,0.0,0.0,0.0,5.8617,5.8617,,,,162.6667,20.0,1.0,141.6667,0.0,21.0,0.3394,0.0056,0.0559,0.005,0.056,0.008,0.0065,94450.7507,0.0,0.0,0.0,82.2692,0.0,0.0,0.0,1.6872,1.6872,,,,23.2283,5.3541,0.8165,22.8959,0.0,5.099
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,7199.7853,0.8802,0.7919,0.8909,0.8001,0.8812,0.8923,1541655.3924,0.0,0.0,0.0,3059.3333,0.0,0.0,0.0,1.9204,1.9204,,,,275.6667,41.0,0.6667,234.0,0.0,41.6667,0.2284,0.0026,0.0477,0.0011,0.051,0.0018,0.0001,96818.7344,0.0,0.0,0.0,90.6471,0.0,0.0,0.0,0.576,0.576,,,,35.7988,2.4495,0.9428,36.1202,0.0,3.2998
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,7199.0059,0.8745,0.8009,0.8893,0.8097,0.8765,0.8916,1566487.8558,0.0,0.0,0.0,1578.3333,0.0,0.0,0.0,4.652,4.652,,,,229.6667,23.3333,0.0,206.3333,0.0,23.3333,1.0157,0.004,0.0514,0.0014,0.0531,0.0042,0.0005,93465.4189,0.0,0.0,0.0,64.3808,0.0,0.0,0.0,0.9704,0.9704,,,,11.0855,5.7927,0.0,11.1455,0.0,5.7927
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,7199.4322,0.8602,0.8217,0.8648,0.8252,0.887,0.8918,512960.728,371733.1572,335571.7346,261148.9168,371.3333,219.0,189.6667,132.0,3.334,3.4453,2.1863,3.3998,4.8831,118.6667,28.6667,2.0,88.0,0.0,30.6667,0.3298,0.0372,0.05,0.0386,0.0502,0.0008,0.0006,60605.9064,54964.5537,68598.8713,40305.5694,46.65,23.3381,7.7172,5.7155,1.4132,1.6933,0.5655,0.9944,4.0599,11.1455,1.6997,0.8165,13.5892,0.0,2.4944
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,7199.5048,0.8655,0.8158,0.8733,0.8218,0.8834,0.8918,512870.3427,367423.7661,369662.1096,269254.4758,1219.6667,814.0,693.0,551.3333,1.2416,1.4347,1.1831,1.1861,1.0253,239.0,56.6667,0.0,182.3333,0.0,56.6667,0.324,0.0243,0.0501,0.0249,0.0518,0.0008,0.0015,57358.6159,33321.8005,41131.1174,39663.5429,113.9951,88.3176,24.5357,27.9325,0.2976,0.2993,0.2608,0.4204,0.2584,30.2435,2.4944,0.0,28.7673,0.0,2.4944
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,7199.26,0.8602,0.8252,0.867,0.8314,0.8835,0.8916,518440.8017,373833.6941,352710.4481,261825.3648,605.6667,396.3333,334.6667,248.3333,2.8228,2.9246,2.1618,3.4918,2.8093,170.0,34.6667,1.6667,133.6667,0.0,36.3333,0.2842,0.0329,0.0524,0.0334,0.0545,0.0018,0.0009,65987.3024,60535.7485,66449.3682,42520.3573,57.0516,36.5544,38.7327,19.1543,0.4971,1.258,0.4732,0.9715,0.65,11.5181,3.3993,1.2472,14.3836,0.0,2.8674
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3,7199.5707,0.881,0.7948,0.8908,0.802,0.8916,0.9021,774410.4786,0.0,0.0,0.0,811.3333,0.0,0.0,0.0,4.2962,4.2962,,,,155.0,37.6667,2.6667,114.6667,0.0,40.3333,0.1813,0.0111,0.0759,0.0136,0.0761,0.0066,0.0078,65559.6197,0.0,0.0,0.0,88.9244,0.0,0.0,0.0,0.6531,0.6531,,,,25.807,1.8856,3.7712,20.854,0.0,4.9889
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,7199.7019,0.8651,0.7779,0.8831,0.7907,0.8727,0.8916,752099.9138,0.0,0.0,0.0,2914.6667,0.0,0.0,0.0,1.6273,1.6273,,,,249.3333,53.0,1.0,195.3333,0.0,54.0,0.1909,0.0088,0.0772,0.0067,0.0809,0.0027,0.0007,72280.6674,0.0,0.0,0.0,122.6929,0.0,0.0,0.0,0.3497,0.3497,,,,13.0213,6.6833,0.0,12.7105,0.0,6.6833
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=8s,3,7199.4977,0.8715,0.7902,0.8825,0.7999,0.8825,0.8944,768875.1687,0.0,0.0,0.0,1496.0,0.0,0.0,0.0,2.6256,2.6256,,,,195.0,49.3333,2.0,143.6667,0.0,51.3333,0.1017,0.0121,0.0879,0.0123,0.0896,0.0033,0.003,72287.0063,0.0,0.0,0.0,88.2534,0.0,0.0,0.0,0.2746,0.2746,,,,4.5461,3.2998,0.8165,1.2472,0.0,4.1096
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=16s,3,7199.5601,0.8444,0.833,0.854,0.8441,0.8795,0.8915,238396.4911,176116.0681,163046.5772,133525.8761,625.3333,240.0,208.6667,148.0,1.1911,3.7361,0.1299,0.1065,0.0675,209.6667,44.0,3.0,162.6667,0.0,47.0,0.3893,0.0493,0.0385,0.0487,0.0435,0.0019,0.0013,17701.7535,35214.8829,47605.7234,24737.7929,94.1535,18.0555,4.9216,6.9761,0.5712,2.1406,0.013,0.0247,0.0249,69.4422,13.9523,2.1602,55.9543,0.0,13.4907
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=4s,3,7199.5302,0.8445,0.802,0.8639,0.819,0.8696,0.8909,236555.6006,175431.9546,177215.1627,128542.1114,2068.0,948.6667,787.6667,629.6667,0.4973,1.4048,0.1077,0.102,0.0932,395.6667,91.6667,2.3333,301.6667,0.3333,93.6667,0.1947,0.0312,0.0436,0.0305,0.0501,0.0012,0.0007,18543.4709,7358.3647,19375.3232,24809.2942,71.2227,72.6927,26.386,28.1109,0.1702,0.5452,0.0218,0.0098,0.0117,179.9747,6.7987,1.2472,174.2916,0.4714,5.2493
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,7199.7735,0.8425,0.8211,0.8536,0.8331,0.8775,0.8917,239810.3455,181696.6492,172494.9799,126997.332,1098.6667,449.6667,380.3333,285.0,0.5595,1.5842,0.1094,0.0991,0.0992,245.6667,66.6667,2.6667,176.3333,0.0,69.3333,0.1373,0.0471,0.0548,0.0475,0.0606,0.0029,0.0009,22988.3687,32352.4319,36724.5845,22045.9967,101.7393,35.7802,23.1565,24.59,0.0944,0.3761,0.0291,0.0099,0.0173,73.9384,10.6562,1.2472,66.0421,0.0,10.2089
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3,7199.4433,0.882,0.81,0.8919,0.8154,0.8862,0.8962,1568257.5339,0.0,0.0,0.0,838.6667,0.0,0.0,0.0,5.9436,5.9436,,,,160.0,20.6667,0.0,139.3333,0.0,20.6667,0.2605,0.0062,0.0557,0.005,0.0559,0.0086,0.0065,94306.641,0.0,0.0,0.0,91.5217,0.0,0.0,0.0,1.4917,1.4917,,,,17.1075,3.6818,0.0,18.7853,0.0,3.6818
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,7199.4885,0.8793,0.7919,0.891,0.8002,0.8803,0.8924,1541274.5747,0.0,0.0,0.0,3062.0,0.0,0.0,0.0,1.877,1.877,,,,271.0,37.6667,0.0,233.3333,0.0,37.6667,0.1016,0.002,0.0479,0.0011,0.0509,0.0016,0.0001,97110.9409,0.0,0.0,0.0,85.4673,0.0,0.0,0.0,0.5439,0.5439,,,,35.5622,3.2998,0.0,38.0555,0.0,3.2998
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=8s,3,7199.4328,0.8762,0.8003,0.8892,0.8097,0.878,0.8915,1566841.9122,0.0,0.0,0.0,1568.3333,0.0,0.0,0.0,4.5358,4.5358,,,,212.6667,24.3333,0.0,188.3333,0.0,24.3333,0.3388,0.0024,0.0505,0.0014,0.053,0.0025,0.0005,92454.7817,0.0,0.0,0.0,64.7113,0.0,0.0,0.0,0.1017,0.1017,,,,14.4299,4.0277,0.0,10.403,0.0,4.0277
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=16s,3,7199.5322,0.8604,0.8214,0.8649,0.8252,0.8869,0.8918,510364.5084,372623.6851,336810.0445,262067.2971,505.3333,242.0,212.6667,149.0,0.8399,2.5603,0.0639,0.0562,0.0913,95.6667,26.6667,1.6667,67.3333,0.0,28.3333,0.189,0.0369,0.05,0.0386,0.0502,0.0005,0.0006,59147.579,54812.6245,68866.2529,40508.4223,44.4997,19.9499,8.5765,9.2736,0.3303,1.3229,0.0217,0.0014,0.021,6.7987,3.8586,1.6997,10.873,0.0,4.1096
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3,7199.2434,0.8646,0.8148,0.8729,0.8215,0.8824,0.8915,508452.7757,369571.883,371099.6849,270410.0727,1729.3333,944.0,779.6667,631.6667,0.4,1.0788,0.0792,0.0875,0.0719,240.3333,54.3333,1.6667,184.3333,0.0,56.0,0.1313,0.024,0.05,0.025,0.0517,0.0009,0.0015,56381.1894,33508.0205,41274.0562,39578.8655,120.439,65.335,26.386,27.256,0.0516,0.1591,0.0142,0.0193,0.006,18.625,6.549,1.6997,17.4611,0.0,6.4807
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,3,7199.5422,0.8605,0.8245,0.8669,0.8314,0.8832,0.8916,515168.0738,375182.6148,354433.1306,263065.6412,874.0,448.6667,382.6667,285.6667,0.6022,1.714,0.0774,0.0722,0.073,160.6667,33.0,2.3333,125.3333,0.0,35.3333,0.1957,0.0339,0.0509,0.0334,0.0545,0.0029,0.001,66122.6644,60491.6148,66098.0151,42777.6228,70.5266,34.9221,21.4528,17.2111,0.1735,0.5061,0.018,0.0068,0.0289,17.2498,8.8318,1.2472,15.2825,0.0,7.8457
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3,7199.3125,0.8821,0.7959,0.8908,0.802,0.8929,0.902,775100.1405,0.0,0.0,0.0,823.6667,0.0,0.0,0.0,3.3505,3.3505,,,,147.3333,33.3333,4.0,110.0,0.0,37.3333,0.1726,0.0108,0.0767,0.0136,0.0762,0.0063,0.0079,65848.1457,0.0,0.0,0.0,94.3198,0.0,0.0,0.0,0.3948,0.3948,,,,42.6328,5.4365,1.633,36.1109,0.0,6.9442
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=4s,3,7199.3646,0.8667,0.7777,0.883,0.7906,0.8742,0.8915,752154.5405,0.0,0.0,0.0,2889.6667,0.0,0.0,0.0,1.7102,1.7102,,,,244.0,55.3333,2.0,186.6667,0.0,57.3333,0.1902,0.0078,0.0774,0.0067,0.081,0.0015,0.0007,72437.0115,0.0,0.0,0.0,103.1191,0.0,0.0,0.0,0.4164,0.4164,,,,10.9848,3.2998,1.633,11.9536,0.0,1.6997
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=8s,3,7199.5735,0.8715,0.7898,0.8825,0.7998,0.8823,0.8944,768875.7839,0.0,0.0,0.0,1512.0,0.0,0.0,0.0,2.6606,2.6606,,,,205.6667,50.6667,0.6667,154.3333,0.0,51.3333,0.0814,0.0122,0.0874,0.0124,0.0895,0.0035,0.0032,72327.9241,0.0,0.0,0.0,74.7841,0.0,0.0,0.0,0.3165,0.3165,,,,8.9567,5.7927,0.9428,3.6818,0.0,6.549
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=16s,3,7199.4797,0.8427,0.8329,0.8541,0.8442,0.8788,0.8916,241224.4299,174823.7969,161398.2443,132916.1144,391.6667,197.6667,170.6667,127.0,4.9363,5.0849,4.0876,6.2486,3.6089,233.3333,43.3333,4.3333,185.6667,0.0,47.6667,0.2647,0.0499,0.0392,0.0487,0.0435,0.0019,0.0013,19317.0514,35030.6763,47736.045,24516.2217,44.2141,29.1014,14.7271,4.5461,2.2202,3.3013,1.6732,3.7981,2.7745,73.459,2.8674,1.2472,71.4718,0.0,3.8586
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=4s,3,7199.5911,0.8478,0.8059,0.8648,0.8198,0.874,0.8918,242247.0028,173253.5545,175310.2543,126974.7824,1217.3333,753.6667,643.6667,516.6667,1.8376,2.1787,1.5758,1.6138,1.8542,278.0,80.6667,1.3333,196.0,0.0,82.0,0.2244,0.0326,0.0477,0.0303,0.0502,0.0029,0.0009,19303.7768,7103.05,20008.8337,24907.8747,79.4663,55.7036,17.9877,27.9563,0.3844,0.6105,0.3113,0.3632,0.3263,28.6473,6.3421,1.2472,26.6208,0.0,5.099
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,3,7199.478,0.8429,0.8228,0.8539,0.8335,0.8794,0.892,242757.9175,180060.4749,170998.1406,125832.8503,632.0,350.6667,299.6667,226.3333,2.9725,3.3578,2.8205,2.1887,3.3962,225.3333,61.6667,2.3333,161.3333,0.0,64.0,0.2877,0.0476,0.0573,0.0474,0.0607,0.0023,0.0009,23640.5616,32060.2538,37234.0638,21813.4725,90.6017,34.2669,37.677,23.0988,0.8031,1.4603,0.3753,0.5018,1.4718,36.3532,14.522,1.2472,27.0103,0.0,13.9523
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,3,7199.4465,0.88,0.8091,0.8919,0.8154,0.8842,0.8961,1566939.1499,0.0,0.0,0.0,835.0,0.0,0.0,0.0,7.0034,7.0034,,,,176.6667,18.6667,0.6667,157.3333,0.0,19.3333,0.3179,0.0066,0.0547,0.005,0.0559,0.0084,0.0065,93111.1661,0.0,0.0,0.0,89.5805,0.0,0.0,0.0,0.4334,0.4334,,,,10.9646,6.9442,0.4714,5.3125,0.0,7.3636
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=4s,3,7199.8507,0.8796,0.7919,0.8909,0.8001,0.8805,0.8924,1541382.3983,0.0,0.0,0.0,3057.6667,0.0,0.0,0.0,1.8251,1.8251,,,,279.3333,41.6667,0.0,237.6667,0.0,41.6667,0.0766,0.0029,0.0476,0.0011,0.051,0.0023,0.0001,96678.4893,0.0,0.0,0.0,81.25,0.0,0.0,0.0,0.5169,0.5169,,,,38.5775,4.9889,0.0,34.8361,0.0,4.9889
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3,7198.6589,0.8776,0.8017,0.8892,0.8097,0.8795,0.8915,1567909.7832,0.0,0.0,0.0,1567.3333,0.0,0.0,0.0,4.0564,4.0564,,,,220.3333,23.6667,0.3333,196.3333,0.0,24.0,1.0755,0.0016,0.0516,0.0014,0.053,0.0012,0.0005,92630.9514,0.0,0.0,0.0,58.4542,0.0,0.0,0.0,0.8955,0.8955,,,,7.0396,1.8856,0.4714,8.0554,0.0,2.1602
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=16s,3,7199.3792,0.8599,0.8218,0.8649,0.8253,0.8868,0.8918,512803.9059,371717.7308,335528.135,261262.8463,369.3333,218.6667,192.0,132.6667,4.0073,4.8608,2.7004,4.5858,3.5366,106.6667,26.6667,2.0,78.0,0.0,28.6667,0.3286,0.0367,0.0505,0.0386,0.0502,0.0013,0.0006,60250.6636,55161.2221,68583.0444,40299.861,43.9267,26.234,6.4807,7.1336,1.1951,1.9403,1.3894,0.9671,3.5028,13.2749,2.8674,0.0,13.9523,0.0,2.8674
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=4s,3,7199.4025,0.8657,0.816,0.8732,0.8218,0.8837,0.8918,513119.8788,367339.6583,369649.6685,269350.4725,1217.6667,816.0,692.3333,562.6667,1.2731,1.4569,1.2239,1.2726,0.9905,224.3333,52.0,0.6667,171.6667,0.0,52.6667,0.2139,0.0243,0.05,0.0249,0.0517,0.001,0.0015,57331.1704,33265.7388,41065.8125,39634.4354,109.3171,84.8096,23.3,30.401,0.343,0.4216,0.287,0.4677,0.1735,26.0811,6.377,0.9428,24.1431,0.0,7.3182
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=8s,3,7199.2976,0.8607,0.8254,0.867,0.8315,0.8839,0.8917,518606.7878,373879.6871,352647.4966,261985.5024,616.0,397.0,331.6667,247.0,2.4713,2.6726,1.8717,2.8222,2.5409,169.0,33.3333,2.0,133.6667,0.0,35.3333,0.3236,0.0331,0.052,0.0334,0.0545,0.0018,0.001,66026.7289,60389.2924,66469.8745,42596.6708,66.6483,41.2068,39.6849,18.8326,0.4159,1.1523,0.3114,0.7007,0.5615,7.0711,2.0548,2.1602,9.4634,0.0,2.4944
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3,7199.4622,0.8819,0.7953,0.8908,0.802,0.8927,0.902,774554.1118,0.0,0.0,0.0,809.0,0.0,0.0,0.0,4.2078,4.2078,,,,161.0,38.0,2.0,121.0,0.0,40.0,0.2872,0.0116,0.0761,0.0137,0.0761,0.0068,0.0079,65748.1471,0.0,0.0,0.0,92.5239,0.0,0.0,0.0,0.6856,0.6856,,,,38.5054,4.5461,2.1602,31.8224,0.0,6.6833
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3,7199.646,0.8666,0.778,0.883,0.7905,0.8742,0.8915,752447.3322,0.0,0.0,0.0,2919.0,0.0,0.0,0.0,1.6519,1.6519,,,,246.3333,60.0,2.0,184.3333,0.0,62.0,0.2436,0.0079,0.0777,0.0068,0.0809,0.0017,0.0007,72625.4668,0.0,0.0,0.0,79.3137,0.0,0.0,0.0,0.3063,0.3063,,,,14.7045,3.559,1.4142,14.0791,0.0,2.9439
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3,7199.4404,0.8718,0.7908,0.8825,0.7999,0.8828,0.8944,769394.4519,0.0,0.0,0.0,1519.6667,0.0,0.0,0.0,2.424,2.424,,,,190.0,49.0,0.6667,140.3333,0.0,49.6667,0.3826,0.0123,0.088,0.0122,0.0897,0.0032,0.003,72294.3498,0.0,0.0,0.0,107.1271,0.0,0.0,0.0,0.4117,0.4117,,,,9.2014,4.3205,0.9428,13.0213,0.0,5.2493
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3,7199.5269,0.8434,0.8313,0.8539,0.8441,0.8778,0.8914,237717.6645,176091.6427,163028.7284,133525.3896,631.0,240.3333,209.3333,148.3333,1.1723,3.6563,0.1047,0.1282,0.1028,238.3333,47.6667,5.0,185.6667,0.0,52.6667,0.3982,0.0502,0.037,0.0488,0.0434,0.0035,0.0013,18369.0798,35243.2065,47603.1815,24736.113,82.8533,19.2931,4.1899,7.0396,0.4207,1.6871,0.0069,0.0058,0.0375,84.5748,13.9124,2.1602,70.5045,0.0,15.9234
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=4s,3,7199.3667,0.8459,0.8036,0.8639,0.819,0.8714,0.891,237474.9344,175432.0031,177229.1958,128553.6627,2033.3333,950.3333,788.3333,629.3333,0.4319,1.1933,0.0948,0.0727,0.0924,352.3333,92.6667,1.6667,258.0,0.0,94.3333,0.0433,0.0321,0.0447,0.0305,0.0502,0.0021,0.0007,18868.7056,7349.8588,19401.521,24834.2256,135.8856,70.9804,26.7125,31.0519,0.1195,0.3235,0.0286,0.0227,0.0099,135.0169,15.0849,2.357,120.9738,0.0,14.0554
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=8s,3,7199.254,0.842,0.8202,0.8536,0.8333,0.8764,0.8917,239459.6601,181696.7592,172502.7561,127007.127,1089.3333,448.0,379.6667,284.3333,0.659,1.9098,0.0965,0.0944,0.0969,324.3333,69.0,3.0,252.3333,0.0,72.0,0.0947,0.0469,0.0543,0.0475,0.0606,0.0038,0.0008,23050.6433,32366.4121,36714.0268,22032.5867,79.6674,34.7083,23.3286,24.797,0.1941,0.6629,0.0092,0.0049,0.0207,145.0892,9.4163,1.4142,138.3747,0.0,8.5245
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3,7199.6256,0.8828,0.8103,0.8919,0.8155,0.8869,0.8962,1568487.2835,0.0,0.0,0.0,839.0,0.0,0.0,0.0,5.8308,5.8308,,,,150.6667,20.0,0.3333,130.3333,0.0,20.3333,0.1571,0.0065,0.0562,0.0049,0.0559,0.0088,0.0065,94932.3272,0.0,0.0,0.0,79.4019,0.0,0.0,0.0,0.7625,0.7625,,,,19.754,5.7155,0.4714,24.5266,0.0,6.1283
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,3,7199.5747,0.8794,0.7914,0.8909,0.8,0.8802,0.8923,1540930.0158,0.0,0.0,0.0,3050.3333,0.0,0.0,0.0,1.971,1.971,,,,272.3333,40.3333,0.0,232.0,0.0,40.3333,0.181,0.0017,0.0476,0.0011,0.0509,0.0012,0.0,96934.079,0.0,0.0,0.0,86.5884,0.0,0.0,0.0,0.6549,0.6549,,,,31.5101,1.6997,0.0,30.0111,0.0,1.6997
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3,7199.5214,0.8767,0.8009,0.8893,0.8096,0.8785,0.8915,1567467.0977,0.0,0.0,0.0,1572.0,0.0,0.0,0.0,3.8551,3.8551,,,,216.3333,26.3333,0.3333,189.6667,0.0,26.6667,0.4274,0.0028,0.0508,0.0014,0.053,0.002,0.0006,92285.1258,0.0,0.0,0.0,55.0697,0.0,0.0,0.0,0.6799,0.6799,,,,3.0912,3.2998,0.4714,5.4365,0.0,3.3993
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=16s,3,7199.7968,0.8608,0.8218,0.8648,0.8252,0.8872,0.8918,510722.7186,372618.9944,336832.9133,262084.5169,507.3333,242.0,213.0,149.0,0.7892,2.4042,0.073,0.0687,0.0464,99.6667,26.3333,3.3333,70.0,0.0,29.6667,0.1269,0.0369,0.0499,0.0386,0.0502,0.0007,0.0006,59477.607,54823.2174,68864.271,40532.1488,43.7594,19.9499,8.9815,9.4163,0.3425,1.2985,0.0191,0.0151,0.0238,6.7987,5.3125,1.2472,10.7083,0.0,4.1096
