scheduler,job_name,seed,T_end_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,util_eff_run_mean,util_eff_req_mean,R_p1,R_p2,R_p3,R_p4,D_p1,D_p2,D_p3,D_p4,latency_first_admit_mean_total_s,latency_first_admit_mean_p1_s,latency_first_admit_mean_p2_s,latency_first_admit_mean_p3_s,latency_first_admit_mean_p4_s,solver_attempts_total,best_solver_optimal_total,best_solver_feasible_total,best_solver_failed_total,plan_not_applicable_total,plan_activated_total
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3848061858430934892,7199.9881,0.8758,0.7402,0.8903,0.7485,0.876,0.8906,231651.1404,144731.0966,169991.0286,130551.3107,904.0,353.0,294.0,226.0,2.7705,3.0173,2.8446,2.3819,2.6812,234.0,140.0,17.0,77.0,3.0,154.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,1420052706459400740,7199.5211,0.89,0.8618,0.8982,0.8683,0.8973,0.9053,1666217.4241,0.0,0.0,0.0,738.0,0.0,0.0,0.0,11.0418,11.0418,,,,116.0,43.0,1.0,72.0,0.0,44.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,2219457405427907235,7199.3429,0.8744,0.8308,0.886,0.8399,0.8801,0.8916,1584616.0714,0.0,0.0,0.0,626.0,0.0,0.0,0.0,17.0825,17.0825,,,,113.0,35.0,2.0,76.0,0.0,37.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3848061858430934892,7199.7309,0.877,0.7291,0.8913,0.738,0.877,0.8913,1435213.3657,0.0,0.0,0.0,825.0,0.0,0.0,0.0,14.517,14.517,,,,125.0,28.0,2.0,95.0,1.0,29.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,1420052706459400740,7199.36,0.8763,0.8296,0.8906,0.8433,0.8776,0.8922,1600500.3222,0.0,0.0,0.0,2414.0,0.0,0.0,0.0,5.6512,5.6512,,,,192.0,96.0,4.0,92.0,0.0,100.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,2219457405427907235,7199.685,0.8716,0.8117,0.8897,0.8281,0.874,0.8923,1594965.2105,0.0,0.0,0.0,2309.0,0.0,0.0,0.0,6.628,6.628,,,,209.0,100.0,0.0,109.0,4.0,96.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3848061858430934892,7197.8573,0.8759,0.717,0.8921,0.7284,0.8759,0.8921,1388481.9799,0.0,0.0,0.0,2542.0,0.0,0.0,0.0,4.9341,4.9341,,,,163.0,88.0,1.0,74.0,1.0,88.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,1420052706459400740,7199.8436,0.8775,0.8481,0.8884,0.8589,0.8795,0.8911,1657168.5131,0.0,0.0,0.0,1332.0,0.0,0.0,0.0,7.8367,7.8367,,,,163.0,79.0,2.0,82.0,0.0,81.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,2219457405427907235,7199.637,0.8688,0.8178,0.888,0.8341,0.8729,0.8922,1585341.3495,0.0,0.0,0.0,1210.0,0.0,0.0,0.0,13.898,13.898,,,,150.0,47.0,0.0,103.0,0.0,47.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3848061858430934892,7199.3229,0.8665,0.7216,0.8911,0.736,0.8665,0.8911,1425221.093,0.0,0.0,0.0,1354.0,0.0,0.0,0.0,14.3645,14.3645,,,,146.0,49.0,1.0,96.0,0.0,50.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,1420052706459400740,7199.583,0.8808,0.804,0.8927,0.815,0.8808,0.8927,591397.969,354556.0188,425808.5163,274454.3984,267.0,186.0,164.0,117.0,17.2092,19.6302,13.3636,3.775,36.5656,98.0,36.0,0.0,62.0,0.0,36.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,2219457405427907235,7199.7846,0.8063,0.887,0.8102,0.8911,0.887,0.8911,490298.7167,444724.2017,259414.734,205420.9568,376.0,177.0,161.0,128.0,6.5791,8.1697,5.3077,8.1509,2.9922,80.0,49.0,2.0,29.0,0.0,51.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3848061858430934892,7199.0555,0.8872,0.7667,0.8916,0.7694,0.8872,0.8916,450839.2636,313089.1279,320753.3915,300021.2569,453.0,224.0,167.0,124.0,3.1943,3.242,3.7545,2.9034,2.5159,84.0,46.0,13.0,25.0,0.0,59.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,1420052706459400740,7199.3607,0.8789,0.8242,0.8917,0.835,0.8795,0.8924,587241.7979,361554.5947,425674.4048,290377.0967,1049.0,601.0,550.0,470.0,4.8814,6.6613,5.581,3.2909,3.0644,200.0,127.0,2.0,71.0,3.0,126.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,2219457405427907235,7199.4759,0.8265,0.8658,0.8379,0.8772,0.8808,0.8928,481077.8249,406724.6933,347288.4219,212614.104,1215.0,600.0,554.0,461.0,4.018,4.2151,4.2965,3.8704,3.462,206.0,143.0,8.0,55.0,3.0,148.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3848061858430934892,7198.9135,0.88,0.7444,0.8895,0.7527,0.88,0.8895,456516.3364,325968.6593,331110.9197,301954.7959,1285.0,748.0,603.0,535.0,2.7714,3.1992,3.1295,2.2323,2.1362,185.0,137.0,12.0,36.0,5.0,144.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,1420052706459400740,7199.8935,0.8854,0.8365,0.8908,0.8418,0.8862,0.8923,609134.3803,354452.1542,444074.397,275992.4314,575.0,334.0,319.0,220.0,4.75,6.1559,4.3084,3.4217,4.6455,106.0,74.0,1.0,31.0,0.0,75.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,2219457405427907235,7199.0125,0.8111,0.8817,0.8198,0.8923,0.8817,0.8923,481497.6102,453461.896,289055.793,203641.3928,547.0,315.0,243.0,204.0,6.7757,8.191,6.9595,6.4436,3.9356,123.0,49.0,9.0,65.0,0.0,58.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3848061858430934892,7197.2303,0.8825,0.755,0.8902,0.76,0.8825,0.8902,458457.6887,309496.1129,324498.9089,304991.3155,727.0,382.0,317.0,248.0,3.6571,3.1516,4.6867,2.7237,4.2846,128.0,85.0,13.0,30.0,2.0,96.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,1420052706459400740,7199.3729,0.8833,0.8463,0.8919,0.8554,0.8978,0.9083,845907.1674,0.0,0.0,0.0,804.0,0.0,0.0,0.0,4.2944,4.2944,,,,151.0,37.0,0.0,114.0,0.0,37.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,2219457405427907235,7199.4846,0.867,0.8497,0.8737,0.8563,0.8837,0.8911,789429.2908,0.0,0.0,0.0,717.0,0.0,0.0,0.0,4.2301,4.2301,,,,124.0,30.0,0.0,94.0,0.0,30.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3848061858430934892,7199.8677,0.8956,0.6885,0.9068,0.6942,0.8956,0.9068,688801.1774,0.0,0.0,0.0,964.0,0.0,0.0,0.0,2.9826,2.9826,,,,250.0,43.0,7.0,200.0,0.0,50.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,1420052706459400740,7199.728,0.8672,0.838,0.8841,0.8547,0.8743,0.8924,816209.5071,0.0,0.0,0.0,2851.0,0.0,0.0,0.0,2.0824,2.0824,,,,257.0,61.0,0.0,196.0,0.0,61.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,2219457405427907235,7199.1885,0.854,0.8261,0.8743,0.8409,0.8695,0.8917,789343.4721,0.0,0.0,0.0,2885.0,0.0,0.0,0.0,1.4969,1.4969,,,,257.0,51.0,3.0,203.0,0.0,54.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3848061858430934892,7199.3531,0.8752,0.6683,0.8907,0.6765,0.8752,0.8907,650776.7055,0.0,0.0,0.0,3032.0,0.0,0.0,0.0,1.1225,1.1225,,,,248.0,54.0,0.0,194.0,0.0,54.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,1420052706459400740,7199.704,0.8706,0.8466,0.8803,0.8571,0.8798,0.8913,836658.4011,0.0,0.0,0.0,1518.0,0.0,0.0,0.0,2.3491,2.3491,,,,188.0,49.0,2.0,137.0,0.0,51.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,2219457405427907235,7199.0096,0.8568,0.8574,0.8686,0.8691,0.8803,0.8932,802001.3522,0.0,0.0,0.0,1420.0,0.0,0.0,0.0,3.3574,3.3574,,,,196.0,50.0,1.0,145.0,0.0,51.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3848061858430934892,7199.1104,0.8876,0.6668,0.8986,0.6734,0.8876,0.8986,668707.5355,0.0,0.0,0.0,1608.0,0.0,0.0,0.0,2.2512,2.2512,,,,193.0,51.0,2.0,140.0,0.0,53.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,1420052706459400740,7199.4818,0.8756,0.8396,0.8873,0.8517,0.8786,0.8908,265524.4453,166269.0496,209911.168,157821.9291,327.0,203.0,179.0,128.0,4.4979,5.229,2.8125,3.5778,7.1181,151.0,40.0,1.0,110.0,0.0,41.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,2219457405427907235,7199.4805,0.7741,0.8799,0.7853,0.8935,0.8799,0.8935,223618.7017,221717.5764,96291.6951,99273.471,358.0,164.0,154.0,123.0,5.7153,7.2727,4.4826,6.0189,3.9302,225.0,42.0,3.0,180.0,0.0,45.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3848061858430934892,7199.745,0.8813,0.7824,0.8897,0.7876,0.8815,0.8905,232890.0065,137291.5976,179644.5915,141331.5922,473.0,230.0,180.0,124.0,2.6196,2.8967,3.4762,1.9351,1.4766,271.0,60.0,6.0,205.0,0.0,66.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=4s,1420052706459400740,7199.1566,0.8645,0.8377,0.8801,0.8503,0.8753,0.8907,268678.7711,171521.2658,193162.0802,161701.0409,1092.0,715.0,638.0,508.0,1.9677,2.3814,1.777,1.8494,1.6511,262.0,83.0,1.0,178.0,0.0,84.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=4s,2219457405427907235,7199.2266,0.8014,0.8414,0.8224,0.8602,0.8698,0.893,222999.44,182847.0005,147554.3714,105754.9071,1196.0,714.0,650.0,493.0,2.151,2.5919,1.484,1.9897,2.4435,272.0,62.0,2.0,208.0,0.0,64.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=4s,3848061858430934892,7199.78,0.8757,0.7392,0.892,0.7492,0.8757,0.892,235002.262,165793.4326,185442.8871,113405.3964,1329.0,849.0,673.0,555.0,1.2036,1.2759,1.0787,1.0251,1.473,443.0,88.0,0.0,355.0,0.0,88.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,1420052706459400740,7199.2136,0.8732,0.8534,0.884,0.864,0.8816,0.8929,274825.4739,172508.988,216833.4503,149601.0587,559.0,349.0,334.0,223.0,3.6925,4.1624,3.3419,2.3739,5.28,186.0,51.0,2.0,133.0,0.0,53.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,2219457405427907235,7199.8602,0.7749,0.871,0.7868,0.8874,0.8755,0.892,218907.2592,223247.6799,126351.5165,96856.9998,604.0,330.0,249.0,202.0,3.5232,4.6128,2.0208,3.2462,4.0,266.0,58.0,4.0,204.0,0.0,62.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3848061858430934892,7199.1547,0.8802,0.7427,0.8906,0.7487,0.8803,0.8909,233350.057,145265.2947,170246.1104,130789.4166,770.0,407.0,308.0,261.0,1.8722,1.8497,1.8592,1.9102,1.8902,273.0,75.0,2.0,196.0,0.0,77.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,1420052706459400740,7199.4681,0.8902,0.8618,0.8982,0.8683,0.8972,0.9053,1668718.0167,0.0,0.0,0.0,822.0,0.0,0.0,0.0,5.8856,5.8856,,,,176.0,27.0,1.0,148.0,0.0,28.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,2219457405427907235,7199.994,0.8784,0.8352,0.8861,0.84,0.8836,0.8917,1593616.0185,0.0,0.0,0.0,750.0,0.0,0.0,0.0,3.7835,3.7835,,,,130.0,19.0,0.0,111.0,0.0,19.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3848061858430934892,7199.1734,0.8781,0.7321,0.8914,0.738,0.8781,0.8914,1441657.0792,0.0,0.0,0.0,949.0,0.0,0.0,0.0,7.916,7.916,,,,182.0,14.0,2.0,166.0,0.0,16.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,1420052706459400740,7199.9055,0.8794,0.8329,0.8908,0.8435,0.8803,0.8925,1611179.7824,0.0,0.0,0.0,2958.0,0.0,0.0,0.0,2.3383,2.3383,,,,309.0,38.0,0.0,271.0,0.0,38.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,2219457405427907235,7199.4656,0.8774,0.8179,0.8896,0.8282,0.8796,0.8923,1609047.8371,0.0,0.0,0.0,3042.0,0.0,0.0,0.0,2.317,2.317,,,,292.0,44.0,2.0,246.0,0.0,46.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3848061858430934892,7199.9848,0.8837,0.725,0.8922,0.7285,0.8837,0.8922,1404738.5578,0.0,0.0,0.0,3178.0,0.0,0.0,0.0,1.1059,1.1059,,,,226.0,41.0,0.0,185.0,0.0,41.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,1420052706459400740,7199.5946,0.8802,0.8506,0.8885,0.859,0.8823,0.8912,1664127.5667,0.0,0.0,0.0,1565.0,0.0,0.0,0.0,3.352,3.352,,,,228.0,31.0,0.0,197.0,0.0,31.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,2219457405427907235,7197.5768,0.8711,0.822,0.8881,0.8341,0.8748,0.8923,1594827.1989,0.0,0.0,0.0,1507.0,0.0,0.0,0.0,5.6828,5.6828,,,,244.0,22.0,0.0,222.0,0.0,22.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3848061858430934892,7199.8462,0.8723,0.7302,0.8912,0.736,0.8723,0.8912,1440508.8017,0.0,0.0,0.0,1663.0,0.0,0.0,0.0,4.9211,4.9211,,,,217.0,17.0,0.0,200.0,0.0,17.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,1420052706459400740,7199.1876,0.886,0.8101,0.8927,0.815,0.886,0.8927,595404.5266,356495.305,425957.4322,277707.0386,308.0,203.0,197.0,125.0,5.1797,5.6384,2.8497,3.3109,10.6231,128.0,27.0,1.0,100.0,0.0,28.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,2219457405427907235,7199.8984,0.8075,0.8879,0.8102,0.8912,0.8879,0.8912,492033.6283,445363.5151,259857.9592,205634.4894,387.0,202.0,193.0,139.0,3.0752,3.1815,2.2415,4.6597,1.8993,103.0,31.0,3.0,69.0,0.0,34.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3848061858430934892,7199.2106,0.887,0.7672,0.8916,0.7694,0.887,0.8916,451444.0292,313340.6514,320899.8124,300105.2223,419.0,252.0,179.0,132.0,1.7472,1.516,1.4677,2.2287,2.1269,125.0,28.0,2.0,95.0,0.0,30.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,1420052706459400740,7199.6781,0.8822,0.8288,0.892,0.8353,0.8826,0.8927,592520.7174,363854.5657,427085.5535,291173.494,1071.0,724.0,664.0,525.0,1.5223,1.7574,1.4875,1.5678,1.0989,267.0,56.0,0.0,211.0,0.0,56.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,2219457405427907235,7199.0508,0.8312,0.8696,0.8381,0.8773,0.8846,0.893,486344.7633,409901.8448,348985.5783,213579.6177,1240.0,784.0,691.0,539.0,1.3729,1.5107,1.2112,1.3901,1.2985,253.0,60.0,0.0,193.0,0.0,60.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3848061858430934892,7199.7854,0.8831,0.7489,0.8897,0.7527,0.8831,0.8897,459745.5473,328514.8879,332915.1969,303010.3158,1348.0,934.0,724.0,590.0,0.8297,1.0361,0.8505,0.6005,0.6785,197.0,54.0,0.0,143.0,0.0,54.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,1420052706459400740,7199.4073,0.8851,0.8369,0.8909,0.8419,0.886,0.8923,610765.4959,355109.984,444425.4445,276219.7793,572.0,372.0,371.0,243.0,2.9096,2.9937,2.8038,2.3886,3.6955,172.0,36.0,0.0,136.0,0.0,36.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,2219457405427907235,7199.5102,0.8138,0.8827,0.8198,0.8923,0.8827,0.8923,484051.2726,455541.4701,289117.4664,204065.6042,559.0,369.0,281.0,228.0,3.3836,4.4297,1.6773,4.7525,2.1549,183.0,30.0,3.0,150.0,0.0,33.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3848061858430934892,7198.8625,0.8818,0.756,0.8903,0.7601,0.8818,0.8903,460505.6367,310849.6282,324588.4334,305190.711,686.0,448.0,352.0,274.0,2.1752,1.3505,2.0044,3.3342,2.5775,155.0,38.0,2.0,115.0,0.0,40.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,1420052706459400740,7199.5825,0.8842,0.8473,0.8919,0.8554,0.8991,0.9083,846383.1248,0.0,0.0,0.0,774.0,0.0,0.0,0.0,3.6475,3.6475,,,,152.0,39.0,0.0,113.0,0.0,39.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,2219457405427907235,7199.7865,0.8661,0.8495,0.8736,0.8562,0.8831,0.891,789040.845,0.0,0.0,0.0,726.0,0.0,0.0,0.0,5.19,5.19,,,,125.0,35.0,0.0,90.0,0.0,35.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3848061858430934892,7199.343,0.8927,0.6875,0.9069,0.6943,0.8927,0.9069,687807.466,0.0,0.0,0.0,934.0,0.0,0.0,0.0,4.0512,4.0512,,,,188.0,39.0,8.0,141.0,0.0,47.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,1420052706459400740,7199.4388,0.8679,0.8391,0.8842,0.8546,0.875,0.8925,816210.7831,0.0,0.0,0.0,2811.0,0.0,0.0,0.0,1.9463,1.9463,,,,260.0,62.0,1.0,197.0,0.0,63.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,2219457405427907235,7199.7809,0.8532,0.8256,0.8744,0.8409,0.869,0.8917,788994.386,0.0,0.0,0.0,2846.0,0.0,0.0,0.0,1.7952,1.7952,,,,257.0,46.0,1.0,210.0,0.0,47.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3848061858430934892,7199.886,0.8742,0.6689,0.8907,0.6765,0.8742,0.8907,651094.5724,0.0,0.0,0.0,3087.0,0.0,0.0,0.0,1.1405,1.1405,,,,231.0,51.0,1.0,179.0,0.0,52.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=8s,1420052706459400740,7199.5415,0.8699,0.8457,0.8803,0.8571,0.8791,0.8913,835935.5289,0.0,0.0,0.0,1483.0,0.0,0.0,0.0,2.4867,2.4867,,,,190.0,45.0,1.0,144.0,0.0,46.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=8s,2219457405427907235,7199.5944,0.8576,0.8588,0.8687,0.8692,0.8814,0.8933,802167.8738,0.0,0.0,0.0,1395.0,0.0,0.0,0.0,3.0091,3.0091,,,,194.0,50.0,2.0,142.0,0.0,52.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=8s,3848061858430934892,7199.3571,0.887,0.6662,0.8985,0.6733,0.887,0.8985,668522.1034,0.0,0.0,0.0,1610.0,0.0,0.0,0.0,2.3811,2.3811,,,,201.0,53.0,3.0,145.0,0.0,56.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=16s,1420052706459400740,7199.7605,0.8773,0.8391,0.8873,0.8517,0.8802,0.8908,262615.3971,167030.0451,210897.4794,158965.4721,494.0,232.0,208.0,149.0,1.9988,6.7632,0.1448,0.1292,0.0676,123.0,28.0,2.0,93.0,0.0,30.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=16s,2219457405427907235,7199.0158,0.7748,0.8768,0.7851,0.8932,0.877,0.8933,220799.6379,223064.4461,98106.7905,100008.0539,672.0,223.0,215.0,156.0,0.7783,2.1918,0.1316,0.1182,0.037,213.0,42.0,6.0,165.0,0.0,48.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=16s,3848061858430934892,7199.9039,0.8812,0.783,0.8895,0.7874,0.8814,0.8904,231774.4384,138253.7131,180135.4617,141604.1024,710.0,265.0,203.0,139.0,0.7961,2.2534,0.1132,0.0721,0.0979,293.0,62.0,1.0,230.0,0.0,63.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=4s,1420052706459400740,7199.7086,0.8626,0.8263,0.8795,0.8494,0.8704,0.89,261384.727,173463.9862,194820.6163,163395.3353,1988.0,883.0,751.0,615.0,0.6241,1.8571,0.135,0.1075,0.1097,260.0,85.0,4.0,171.0,0.0,89.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=4s,2219457405427907235,7199.6227,0.8006,0.839,0.8213,0.8591,0.8679,0.8917,216831.7056,185265.4372,150228.9069,107623.909,2161.0,913.0,812.0,605.0,0.6111,1.7195,0.1065,0.1102,0.0835,277.0,89.0,2.0,186.0,0.0,91.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=4s,3848061858430934892,7199.2594,0.8703,0.7408,0.8909,0.7484,0.8704,0.891,231450.3692,167566.4405,186595.965,114607.0899,2055.0,1050.0,800.0,669.0,0.2568,0.6379,0.0817,0.0882,0.0863,650.0,101.0,1.0,548.0,1.0,101.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,1420052706459400740,7199.952,0.8735,0.8497,0.8838,0.8637,0.8807,0.8927,271205.2345,174220.8864,218083.1785,151418.5148,963.0,420.0,401.0,278.0,0.6775,2.071,0.0687,0.0934,0.1071,170.0,52.0,3.0,115.0,0.0,55.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,2219457405427907235,7199.7504,0.776,0.8691,0.7865,0.8871,0.8737,0.8917,216800.6952,224525.5078,128152.568,98001.529,1125.0,429.0,348.0,259.0,0.5546,1.5265,0.1349,0.0909,0.0752,221.0,71.0,4.0,146.0,0.0,75.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3848061858430934892,7199.6182,0.878,0.7444,0.8904,0.7485,0.8782,0.8906,231425.1069,146343.5534,171249.1931,131571.9522,1208.0,500.0,392.0,318.0,0.4464,1.1552,0.1247,0.113,0.1153,346.0,77.0,1.0,268.0,0.0,78.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,1420052706459400740,7199.5731,0.8908,0.8625,0.8982,0.8682,0.8979,0.9053,1669419.2008,0.0,0.0,0.0,811.0,0.0,0.0,0.0,5.3231,5.3231,,,,165.0,25.0,0.0,140.0,0.0,25.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,2219457405427907235,7199.0798,0.8776,0.8346,0.886,0.8399,0.883,0.8917,1592945.2308,0.0,0.0,0.0,743.0,0.0,0.0,0.0,4.5078,4.5078,,,,137.0,21.0,0.0,116.0,0.0,21.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,3848061858430934892,7199.677,0.8777,0.7329,0.8915,0.7381,0.8777,0.8915,1442408.1701,0.0,0.0,0.0,962.0,0.0,0.0,0.0,8.0,8.0,,,,178.0,16.0,0.0,162.0,0.0,16.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,1420052706459400740,7199.5189,0.8775,0.8327,0.8909,0.8436,0.8783,0.8925,1610239.3848,0.0,0.0,0.0,2961.0,0.0,0.0,0.0,2.3394,2.3394,,,,308.0,33.0,0.0,275.0,0.0,33.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,2219457405427907235,7199.5949,0.8782,0.8184,0.8896,0.8283,0.8805,0.8923,1609644.9454,0.0,0.0,0.0,3055.0,0.0,0.0,0.0,2.1782,2.1782,,,,282.0,40.0,0.0,242.0,0.0,40.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3848061858430934892,7199.3516,0.8821,0.7247,0.8924,0.7287,0.8821,0.8924,1403939.3938,0.0,0.0,0.0,3170.0,0.0,0.0,0.0,1.1134,1.1134,,,,223.0,40.0,0.0,183.0,0.0,40.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=8s,1420052706459400740,7199.3828,0.8795,0.8488,0.8884,0.8588,0.8809,0.8911,1662373.8003,0.0,0.0,0.0,1561.0,0.0,0.0,0.0,4.3974,4.3974,,,,233.0,30.0,0.0,203.0,0.0,30.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=8s,2219457405427907235,7199.0451,0.8743,0.8213,0.8881,0.8342,0.8783,0.8923,1596387.5051,0.0,0.0,0.0,1493.0,0.0,0.0,0.0,4.6389,4.6389,,,,201.0,21.0,0.0,180.0,0.0,21.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=8s,3848061858430934892,7199.8705,0.8747,0.7307,0.8912,0.7361,0.8747,0.8912,1441764.4311,0.0,0.0,0.0,1651.0,0.0,0.0,0.0,4.5712,4.5712,,,,204.0,22.0,0.0,182.0,0.0,22.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=16s,1420052706459400740,7199.5611,0.8864,0.8098,0.8927,0.815,0.8865,0.8927,590592.9899,357513.5602,427771.1614,279661.5531,445.0,231.0,213.0,144.0,1.302,4.4192,0.0543,0.0574,0.1074,105.0,23.0,0.0,82.0,0.0,23.0
