scheduler,job_name,seed,T_end_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,util_eff_run_mean,util_eff_req_mean,R_p1,R_p2,R_p3,R_p4,D_p1,D_p2,D_p3,D_p4,latency_first_admit_mean_total_s,latency_first_admit_mean_p1_s,latency_first_admit_mean_p2_s,latency_first_admit_mean_p3_s,latency_first_admit_mean_p4_s,solver_attempts_total,best_solver_optimal_total,best_solver_feasible_total,best_solver_failed_total,plan_not_applicable_total,plan_activated_total
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=8s,2219457405427907235,7199.8602,0.8549,0.8544,0.8686,0.8692,0.8778,0.8932,800428.7472,0.0,0.0,0.0,1334.0,0.0,0.0,0.0,3.839,3.839,,,,53.0,28.0,1.0,24.0,0.0,29.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=8s,3848061858430934892,7199.6616,0.8854,0.6646,0.8987,0.6735,0.8854,0.8987,667484.8537,0.0,0.0,0.0,1493.0,0.0,0.0,0.0,2.6149,2.6149,,,,40.0,25.0,4.0,11.0,0.0,29.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=16s,1420052706459400740,7199.162,0.8729,0.8357,0.8873,0.8517,0.8759,0.8908,266982.8005,166069.2752,208468.5526,157530.1208,272.0,210.0,182.0,136.0,7.0952,5.5275,3.7538,11.153,9.0519,43.0,19.0,1.0,23.0,0.0,20.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=16s,2219457405427907235,7199.2418,0.7725,0.8789,0.7853,0.8934,0.8789,0.8934,222226.1907,221119.5277,95422.7576,99057.5625,331.0,161.0,144.0,120.0,8.9699,12.5984,7.1243,8.9866,4.1111,55.0,25.0,3.0,27.0,0.0,28.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=16s,3848061858430934892,7199.1407,0.8791,0.7801,0.8897,0.7876,0.8791,0.8905,232793.3919,136747.5599,179164.8673,141042.1113,368.0,210.0,161.0,112.0,3.1053,4.1648,2.2938,2.5,3.0086,53.0,26.0,2.0,25.0,0.0,28.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=4s,1420052706459400740,7199.706,0.8597,0.8338,0.8801,0.8502,0.8706,0.8906,267532.9085,170768.9385,192408.3477,161617.1637,942.0,671.0,609.0,493.0,2.4204,2.7184,2.3871,2.6312,1.7088,56.0,48.0,1.0,7.0,0.0,49.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=4s,2219457405427907235,7199.2561,0.7974,0.8367,0.8223,0.8602,0.865,0.8929,222128.2328,182271.0177,146716.3331,105474.879,1072.0,699.0,632.0,481.0,2.5401,3.1992,2.071,2.2588,2.2515,49.0,30.0,3.0,16.0,0.0,33.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=4s,3848061858430934892,7199.2616,0.8726,0.7377,0.8918,0.749,0.8727,0.8919,234726.9291,165420.0672,184888.1391,113091.5594,1187.0,833.0,645.0,531.0,1.5165,1.6048,1.3206,1.5138,1.6536,58.0,43.0,0.0,15.0,0.0,43.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,1420052706459400740,7199.4462,0.8698,0.8518,0.8841,0.8641,0.8788,0.8931,274664.8481,172345.8666,216230.7779,149364.2717,522.0,335.0,329.0,225.0,3.9916,4.3517,3.3412,3.287,5.2996,55.0,40.0,3.0,12.0,0.0,43.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,2219457405427907235,7199.9691,0.7744,0.8697,0.7869,0.8877,0.8742,0.8922,218626.9143,223034.0164,126434.2634,96872.7437,550.0,325.0,249.0,200.0,3.7496,5.617,1.9033,2.8333,3.9372,52.0,35.0,7.0,10.0,0.0,42.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,3848061858430934892,7199.3044,0.8778,0.7408,0.8906,0.7487,0.8779,0.8909,233349.9911,144886.6224,169926.4557,130207.1928,654.0,394.0,293.0,237.0,2.3533,1.9246,2.3955,2.237,3.3333,65.0,45.0,2.0,18.0,0.0,47.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,1420052706459400740,7199.6029,0.8909,0.8622,0.8981,0.8683,0.8975,0.9053,1669218.9795,0.0,0.0,0.0,809.0,0.0,0.0,0.0,5.4831,5.4831,,,,74.0,29.0,0.0,45.0,0.0,29.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,2219457405427907235,7199.4287,0.8772,0.8322,0.886,0.8398,0.8819,0.8916,1591061.5143,0.0,0.0,0.0,727.0,0.0,0.0,0.0,6.6983,6.6983,,,,67.0,20.0,0.0,47.0,0.0,20.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,3848061858430934892,7199.1773,0.8794,0.7336,0.8914,0.7381,0.8794,0.8914,1443204.1929,0.0,0.0,0.0,944.0,0.0,0.0,0.0,5.7672,5.7672,,,,61.0,15.0,1.0,45.0,0.0,16.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=4s,1420052706459400740,7194.8478,0.8797,0.8344,0.8908,0.8435,0.8808,0.8925,1610809.5277,0.0,0.0,0.0,2952.0,0.0,0.0,0.0,2.0285,2.0285,,,,60.0,36.0,0.0,24.0,0.0,36.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=4s,2219457405427907235,7199.3332,0.8778,0.8183,0.8896,0.8283,0.8801,0.8923,1609410.012,0.0,0.0,0.0,3035.0,0.0,0.0,0.0,2.1263,2.1263,,,,61.0,36.0,0.0,25.0,0.0,36.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=4s,3848061858430934892,7199.0167,0.8821,0.7247,0.8923,0.7285,0.8821,0.8923,1403877.4594,0.0,0.0,0.0,3157.0,0.0,0.0,0.0,1.3813,1.3813,,,,46.0,27.0,0.0,19.0,0.0,27.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,1420052706459400740,7199.1785,0.8798,0.8484,0.8885,0.859,0.8812,0.8912,1662291.1708,0.0,0.0,0.0,1531.0,0.0,0.0,0.0,4.4628,4.4628,,,,74.0,27.0,1.0,46.0,0.0,28.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2219457405427907235,7199.5203,0.8712,0.821,0.8882,0.8342,0.8748,0.8923,1594665.6021,0.0,0.0,0.0,1467.0,0.0,0.0,0.0,5.2799,5.2799,,,,77.0,18.0,0.0,59.0,0.0,18.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3848061858430934892,7199.5419,0.8711,0.7301,0.8912,0.7361,0.8711,0.8912,1439877.671,0.0,0.0,0.0,1642.0,0.0,0.0,0.0,5.4826,5.4826,,,,71.0,13.0,0.0,58.0,0.0,13.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=16s,1420052706459400740,7199.5351,0.882,0.8044,0.8927,0.8151,0.8821,0.8928,595150.1774,356033.8406,425451.52,274918.9764,284.0,206.0,196.0,124.0,9.7957,4.7009,5.8673,4.9538,31.9302,67.0,20.0,0.0,47.0,0.0,20.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=16s,2219457405427907235,7199.4444,0.8076,0.8876,0.8103,0.8913,0.8876,0.8913,491934.4159,445368.9558,259894.0866,205564.776,351.0,189.0,190.0,139.0,3.029,3.2313,2.0309,4.1755,2.4245,32.0,22.0,0.0,10.0,0.0,22.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=16s,3848061858430934892,7199.6488,0.886,0.7666,0.8917,0.7695,0.886,0.8917,451568.4453,312781.4441,320729.6761,300142.5084,410.0,238.0,173.0,128.0,2.6849,2.4019,3.3205,3.2527,1.4231,41.0,20.0,5.0,16.0,0.0,25.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=4s,1420052706459400740,7199.4817,0.8815,0.8276,0.8921,0.8354,0.882,0.8928,591977.0712,364073.0229,426453.661,291326.7419,1052.0,716.0,666.0,537.0,2.1621,2.2511,2.5532,2.4715,1.1241,62.0,46.0,1.0,15.0,0.0,47.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=4s,2219457405427907235,7197.6875,0.8296,0.8679,0.838,0.8773,0.8828,0.8929,485935.1887,409268.6786,348865.8697,213079.9693,1229.0,788.0,707.0,529.0,1.7208,1.6339,1.8593,1.5034,2.0076,57.0,47.0,1.0,9.0,0.0,48.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=4s,3848061858430934892,7199.0255,0.8819,0.7485,0.8898,0.7528,0.8819,0.8898,459816.4105,328114.137,332546.5428,302817.9458,1279.0,912.0,711.0,598.0,1.0871,1.1231,1.1661,0.9519,1.0615,38.0,36.0,1.0,1.0,0.0,37.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=8s,1420052706459400740,7199.7619,0.8848,0.8362,0.891,0.842,0.8857,0.8924,611023.0603,355259.1036,444262.7509,276027.9997,568.0,379.0,368.0,240.0,2.9121,2.6211,2.5858,2.5068,4.6292,54.0,40.0,0.0,14.0,0.0,40.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=8s,2219457405427907235,7199.4212,0.8131,0.881,0.8198,0.8924,0.881,0.8924,483840.083,454958.9608,288161.1078,203960.6598,551.0,354.0,272.0,226.0,4.3851,5.9415,2.0306,6.1154,2.5134,55.0,26.0,1.0,28.0,0.0,27.0
mode=periodic8s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=8s,3848061858430934892,7199.0172,0.8812,0.756,0.8903,0.7601,0.8812,0.8903,460477.2583,310607.6377,324488.6827,305216.2901,676.0,443.0,353.0,272.0,2.2266,1.6391,2.2784,2.5528,2.9007,61.0,30.0,1.0,30.0,0.0,31.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,1420052706459400740,7199.1783,0.884,0.8471,0.892,0.8555,0.8989,0.9084,846398.1197,0.0,0.0,0.0,778.0,0.0,0.0,0.0,3.291,3.291,,,,49.0,27.0,2.0,20.0,0.0,29.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,2219457405427907235,7199.7012,0.8661,0.8494,0.8734,0.8561,0.8829,0.8908,789152.2141,0.0,0.0,0.0,691.0,0.0,0.0,0.0,4.9257,4.9257,,,,39.0,24.0,1.0,14.0,0.0,25.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3848061858430934892,7199.3126,0.8925,0.687,0.9068,0.6943,0.8925,0.9068,687474.4449,0.0,0.0,0.0,912.0,0.0,0.0,0.0,3.5272,3.5272,,,,74.0,27.0,9.0,38.0,0.0,36.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,1420052706459400740,7199.3887,0.8665,0.8361,0.8842,0.8548,0.8735,0.8925,815511.9599,0.0,0.0,0.0,2734.0,0.0,0.0,0.0,2.2266,2.2266,,,,43.0,34.0,1.0,8.0,0.0,35.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,2219457405427907235,7199.5272,0.851,0.8206,0.8742,0.8409,0.866,0.8916,786766.7293,0.0,0.0,0.0,2686.0,0.0,0.0,0.0,2.1267,2.1267,,,,50.0,25.0,5.0,20.0,0.0,30.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3848061858430934892,7199.0612,0.8705,0.6671,0.8906,0.6764,0.8705,0.8906,649458.7452,0.0,0.0,0.0,2932.0,0.0,0.0,0.0,1.1926,1.1926,,,,48.0,27.0,3.0,18.0,0.0,30.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,1420052706459400740,7199.2186,0.8688,0.8442,0.8803,0.857,0.8781,0.8913,835494.86,0.0,0.0,0.0,1463.0,0.0,0.0,0.0,2.9151,2.9151,,,,45.0,25.0,1.0,19.0,0.0,26.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,2219457405427907235,7199.6964,0.8546,0.8549,0.8685,0.8689,0.8776,0.893,800786.8767,0.0,0.0,0.0,1357.0,0.0,0.0,0.0,3.6498,3.6498,,,,44.0,27.0,2.0,15.0,0.0,29.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3848061858430934892,7199.2439,0.8851,0.6649,0.8986,0.6733,0.8851,0.8986,667565.4778,0.0,0.0,0.0,1517.0,0.0,0.0,0.0,2.5217,2.5217,,,,39.0,24.0,5.0,10.0,0.0,29.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,1420052706459400740,7199.6306,0.878,0.8397,0.8873,0.8517,0.8806,0.8908,263136.1702,167023.9726,210901.5495,158981.7433,490.0,232.0,208.0,151.0,1.3082,4.3333,0.1176,0.1244,0.1133,45.0,23.0,4.0,18.0,0.0,27.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,2219457405427907235,7199.7117,0.7746,0.8756,0.7851,0.8933,0.876,0.8933,220559.0812,223116.7337,98113.7794,100013.6714,617.0,225.0,215.0,156.0,0.865,2.4552,0.1535,0.1045,0.1605,81.0,35.0,6.0,40.0,0.0,41.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3848061858430934892,7199.2421,0.879,0.7814,0.8895,0.7874,0.8793,0.8904,230828.5318,138251.9907,180105.7138,141590.8931,607.0,266.0,206.0,139.0,0.9075,2.6701,0.1165,0.0521,0.0909,58.0,31.0,7.0,20.0,0.0,38.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=4s,1420052706459400740,7199.9941,0.8631,0.8263,0.8796,0.8495,0.8708,0.8901,261883.6933,173533.6788,194886.768,163417.2452,1771.0,874.0,749.0,612.0,0.5455,1.5512,0.1672,0.1199,0.107,58.0,48.0,0.0,10.0,0.0,48.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=4s,2219457405427907235,7199.768,0.7989,0.8368,0.8215,0.8593,0.8657,0.8921,216199.1297,185296.9278,150244.5447,107597.4726,1900.0,916.0,812.0,597.0,0.6459,1.8142,0.1008,0.1161,0.0945,42.0,30.0,5.0,7.0,0.0,35.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=4s,3848061858430934892,7199.7914,0.8677,0.7402,0.8911,0.7485,0.8678,0.8912,230877.4543,167575.4853,186652.1608,114643.0937,1935.0,1044.0,799.0,668.0,0.2773,0.6837,0.0944,0.0983,0.0852,99.0,70.0,0.0,29.0,0.0,70.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=8s,1420052706459400740,7199.3634,0.8719,0.8485,0.8838,0.8638,0.8792,0.8927,270398.4593,174178.2116,218056.1709,151434.3386,929.0,418.0,395.0,278.0,1.1929,3.6908,0.1647,0.1103,0.1714,59.0,41.0,6.0,12.0,0.0,47.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=8s,2219457405427907235,7199.2784,0.7753,0.8663,0.7867,0.8874,0.8711,0.8919,215908.3045,224551.3318,128166.4295,98026.7465,991.0,428.0,348.0,257.0,0.797,2.1967,0.1972,0.1264,0.1136,56.0,41.0,3.0,12.0,0.0,44.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=8s,3848061858430934892,7198.732,0.8738,0.7427,0.8901,0.7483,0.8739,0.8904,230168.5732,146299.545,171181.5592,131520.5662,1124.0,496.0,389.0,315.0,0.3927,1.0945,0.0503,0.1163,0.0409,111.0,49.0,1.0,61.0,0.0,50.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,1420052706459400740,7199.9572,0.8907,0.8625,0.8982,0.8683,0.8976,0.9053,1669480.66,0.0,0.0,0.0,808.0,0.0,0.0,0.0,5.7245,5.7245,,,,66.0,24.0,0.0,42.0,0.0,24.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,2219457405427907235,7199.6698,0.8769,0.8343,0.8862,0.84,0.882,0.8918,1591815.9299,0.0,0.0,0.0,715.0,0.0,0.0,0.0,5.8445,5.8445,,,,66.0,19.0,0.0,47.0,0.0,19.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3848061858430934892,7199.2823,0.8775,0.7318,0.8914,0.7381,0.8775,0.8914,1440863.3707,0.0,0.0,0.0,926.0,0.0,0.0,0.0,8.4915,8.4915,,,,75.0,13.0,1.0,61.0,0.0,14.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,1420052706459400740,7199.7795,0.8781,0.8314,0.8908,0.8435,0.8786,0.8925,1609857.7481,0.0,0.0,0.0,2953.0,0.0,0.0,0.0,2.634,2.634,,,,71.0,36.0,0.0,35.0,0.0,36.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,2219457405427907235,7199.2781,0.8755,0.8161,0.8896,0.8283,0.8777,0.8923,1607335.9702,0.0,0.0,0.0,2995.0,0.0,0.0,0.0,2.4787,2.4787,,,,73.0,34.0,1.0,38.0,0.0,35.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,3848061858430934892,7199.5098,0.8798,0.7244,0.8923,0.7285,0.8798,0.8923,1402545.9281,0.0,0.0,0.0,3125.0,0.0,0.0,0.0,0.8232,0.8232,,,,50.0,27.0,0.0,23.0,0.0,27.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,1420052706459400740,7199.6689,0.8798,0.8502,0.8885,0.8589,0.8818,0.8911,1663718.9429,0.0,0.0,0.0,1544.0,0.0,0.0,0.0,3.5211,3.5211,,,,69.0,24.0,0.0,45.0,0.0,24.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,2219457405427907235,7200.064,0.8718,0.8216,0.8883,0.8342,0.8757,0.8924,1595902.7293,0.0,0.0,0.0,1485.0,0.0,0.0,0.0,5.2454,5.2454,,,,74.0,18.0,1.0,55.0,0.0,19.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3848061858430934892,7199.2844,0.873,0.7302,0.8912,0.7361,0.873,0.8912,1440482.5365,0.0,0.0,0.0,1640.0,0.0,0.0,0.0,4.9669,4.9669,,,,62.0,15.0,0.0,47.0,0.0,15.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=16s,1420052706459400740,7199.5461,0.8832,0.8074,0.8926,0.815,0.8832,0.8926,588086.3801,357440.1767,427703.8681,279629.3358,453.0,228.0,210.0,145.0,1.637,5.2034,0.1284,0.1942,0.2,58.0,20.0,0.0,38.0,0.0,20.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=16s,2219457405427907235,7199.5903,0.8078,0.887,0.8102,0.8911,0.887,0.8911,490320.7018,445969.4586,261164.0295,206015.3606,502.0,223.0,224.0,161.0,1.0011,2.7006,0.0921,0.0766,0.1429,33.0,20.0,1.0,12.0,0.0,21.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=16s,3848061858430934892,7199.7842,0.8865,0.7672,0.8915,0.7694,0.8865,0.8915,449928.678,314294.8634,321454.1791,300486.1247,553.0,269.0,199.0,141.0,0.6498,1.788,0.0871,0.0433,0.0559,62.0,30.0,7.0,25.0,0.0,37.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,1420052706459400740,7199.3529,0.8809,0.8263,0.8918,0.8352,0.8812,0.8925,586008.6171,366980.0397,428654.2313,292613.1873,1580.0,873.0,742.0,612.0,0.4429,1.165,0.1309,0.1343,0.1059,60.0,40.0,2.0,18.0,0.0,42.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,2219457405427907235,7199.4763,0.8294,0.8672,0.8378,0.8771,0.8819,0.8927,480847.9363,411827.9958,351072.4721,214852.0798,1728.0,923.0,801.0,600.0,0.4501,1.1788,0.1111,0.0844,0.08,54.0,44.0,2.0,8.0,0.0,46.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3848061858430934892,7199.1061,0.8805,0.7488,0.8894,0.7525,0.8805,0.8894,456167.2697,329997.3034,333637.102,303839.6899,1774.0,1034.0,790.0,669.0,0.2945,0.7584,0.07,0.0768,0.0847,49.0,47.0,0.0,2.0,0.0,47.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,1420052706459400740,7199.5338,0.8853,0.8362,0.8909,0.8419,0.8861,0.8923,606913.3727,356815.7728,445826.1912,277522.3803,805.0,422.0,403.0,279.0,0.8738,2.5919,0.1066,0.0882,0.1039,48.0,34.0,0.0,14.0,0.0,34.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,2219457405427907235,7199.9565,0.8119,0.8798,0.8197,0.8923,0.8798,0.8923,479742.9219,456843.9473,291483.6148,204965.8046,807.0,428.0,347.0,263.0,0.572,1.536,0.0922,0.0942,0.0805,51.0,21.0,1.0,29.0,0.0,22.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3848061858430934892,7199.5501,0.8824,0.7571,0.8902,0.76,0.8824,0.8902,457367.1024,312236.3997,326065.8706,306696.4593,926.0,494.0,391.0,306.0,0.4232,1.1775,0.0701,0.0713,0.0377,42.0,23.0,6.0,13.0,0.0,29.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,1420052706459400740,7199.5786,0.8829,0.8464,0.8919,0.8554,0.8984,0.9083,844459.8115,0.0,0.0,0.0,719.0,0.0,0.0,0.0,6.0878,6.0878,,,,117.0,56.0,3.0,58.0,0.0,59.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,2219457405427907235,7199.9389,0.8664,0.8485,0.8734,0.8561,0.883,0.8908,787750.0327,0.0,0.0,0.0,654.0,0.0,0.0,0.0,7.8046,7.8046,,,,94.0,44.0,5.0,45.0,0.0,49.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3848061858430934892,7199.6912,0.8918,0.6855,0.9067,0.6941,0.8918,0.9067,685713.1835,0.0,0.0,0.0,868.0,0.0,0.0,0.0,5.744,5.744,,,,146.0,65.0,20.0,61.0,1.0,84.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,1420052706459400740,7199.7816,0.8577,0.8303,0.8836,0.8543,0.865,0.8919,805918.0072,0.0,0.0,0.0,2232.0,0.0,0.0,0.0,5.1537,5.1537,,,,217.0,109.0,9.0,99.0,1.0,117.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,2219457405427907235,7199.8699,0.8489,0.8593,0.8804,0.8893,0.8815,0.916,788979.4455,0.0,0.0,0.0,2012.0,0.0,0.0,0.0,6.0691,6.0691,,,,254.0,112.0,24.0,118.0,2.0,134.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3848061858430934892,7197.0852,0.8691,0.66,0.8904,0.6761,0.8691,0.8904,642578.7928,0.0,0.0,0.0,2573.0,0.0,0.0,0.0,3.3335,3.3335,,,,225.0,130.0,48.0,47.0,3.0,175.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,1420052706459400740,7199.7124,0.8661,0.8433,0.8801,0.8569,0.8758,0.8911,831390.8244,0.0,0.0,0.0,1319.0,0.0,0.0,0.0,5.1098,5.1098,,,,159.0,83.0,8.0,68.0,1.0,90.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,2219457405427907235,7199.5604,0.8539,0.8555,0.8683,0.869,0.8776,0.893,797869.9449,0.0,0.0,0.0,1189.0,0.0,0.0,0.0,6.0819,6.0819,,,,158.0,84.0,10.0,64.0,2.0,92.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3848061858430934892,7200.0045,0.8832,0.6621,0.8982,0.673,0.8832,0.8982,664337.6671,0.0,0.0,0.0,1480.0,0.0,0.0,0.0,4.5774,4.5774,,,,165.0,94.0,27.0,44.0,1.0,120.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,1420052706459400740,7199.7603,0.8743,0.8398,0.8873,0.8517,0.8777,0.8908,264407.0628,165754.0547,209526.2916,157291.5412,323.0,175.0,159.0,115.0,9.6571,16.7143,5.3293,5.0,10.7193,103.0,52.0,2.0,49.0,0.0,54.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,2219457405427907235,7199.4607,0.7717,0.8775,0.7852,0.8934,0.8775,0.8934,221940.5555,221043.7387,96110.8986,99059.2233,415.0,147.0,128.0,118.0,9.2825,12.268,8.5677,7.6165,5.9435,121.0,56.0,8.0,57.0,0.0,64.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3848061858430934892,7199.5388,0.88,0.7809,0.8895,0.7874,0.8803,0.8903,232203.7693,136920.4487,179296.9258,141060.1894,516.0,201.0,158.0,113.0,3.8219,3.8687,4.3614,3.5951,3.1026,148.0,82.0,12.0,54.0,1.0,93.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=4s,1420052706459400740,7199.62,0.8574,0.8295,0.8798,0.8498,0.868,0.8903,264805.699,168882.4067,191826.204,161008.5422,1029.0,554.0,514.0,437.0,4.3036,5.2756,4.5236,3.6627,3.2398,233.0,144.0,10.0,79.0,1.0,153.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=4s,2219457405427907235,7200.334,0.7929,0.8327,0.822,0.8598,0.8617,0.8926,219034.5981,179824.5466,145496.9329,105066.4016,1242.0,566.0,516.0,410.0,4.4616,4.5383,4.0405,5.3843,3.7026,255.0,151.0,20.0,84.0,2.0,169.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=4s,3848061858430934892,7199.6462,0.8679,0.7327,0.8913,0.7486,0.868,0.8914,231632.9685,164232.1642,184591.6732,112624.6541,1497.0,669.0,576.0,473.0,2.5398,2.8066,2.756,1.8898,2.5378,400.0,230.0,23.0,147.0,6.0,247.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,1420052706459400740,7199.8319,0.868,0.8482,0.8838,0.8639,0.8765,0.8928,271794.8427,171279.9582,216079.1786,149278.9445,590.0,284.0,276.0,190.0,6.9653,9.5479,6.2238,3.9299,7.2969,156.0,80.0,11.0,65.0,0.0,91.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,2219457405427907235,7198.807,0.7729,0.8682,0.7867,0.8875,0.8729,0.892,216981.3069,222814.3434,126708.4566,96863.0773,801.0,301.0,230.0,195.0,4.1946,5.8744,2.866,3.3306,3.8744,194.0,110.0,26.0,58.0,1.0,135.0
