timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,unsched_p1,deletions_cum_p1
2026/02/03/13:50:01,4.062813,0.184781,0.180889,0.184781,0.180889,43,0,0
2026/02/03/13:50:02,5.062900,0.232625,0.217279,0.232625,0.217279,55,0,0
2026/02/03/13:50:03,6.063000,0.267000,0.245597,0.267000,0.245597,64,0,0
2026/02/03/13:50:04,7.063077,0.313906,0.267564,0.330313,0.272204,74,2,0
2026/02/03/13:50:05,8.063159,0.382906,0.313066,0.382906,0.313066,86,0,0
2026/02/03/13:50:06,9.063264,0.449062,0.349553,0.449062,0.349553,96,0,0
2026/02/03/13:50:07,10.063347,0.489344,0.394044,0.489344,0.394044,106,0,0
2026/02/03/13:50:08,11.063500,0.536469,0.446732,0.552000,0.448430,116,1,0
2026/02/03/13:50:09,12.063599,0.622906,0.491330,0.625156,0.498928,127,1,0
2026/02/03/13:50:10,13.063718,0.646375,0.519410,0.649937,0.521627,135,1,0
2026/02/03/13:50:11,14.063856,0.689937,0.554506,0.696625,0.558031,146,1,0
2026/02/03/13:50:12,15.063838,0.735688,0.589293,0.752812,0.594618,156,2,0
2026/02/03/13:50:13,16.063941,0.784281,0.640497,0.800750,0.644483,167,2,0
2026/02/03/13:50:14,17.064054,0.818063,0.662987,0.847469,0.671061,176,3,0
2026/02/03/13:50:15,18.064158,0.849031,0.707540,0.873344,0.716436,187,3,0
2026/02/03/13:50:16,19.064240,0.883375,0.753568,0.905469,0.758133,198,2,0
2026/02/03/13:50:17,20.064314,0.892000,0.760368,0.914094,0.764933,200,2,0
2026/02/03/13:50:18,21.064421,0.892000,0.760368,0.914094,0.764933,200,2,0
2026/02/03/13:50:19,22.064507,0.892000,0.760368,0.914094,0.764933,200,2,0
2026/02/03/13:50:20,23.064604,0.892000,0.760368,0.914094,0.764933,200,2,0
2026/02/03/13:50:21,24.064695,0.892000,0.760368,0.914094,0.764933,200,2,0
2026/02/03/13:50:22,25.064866,0.892000,0.760368,0.914094,0.764933,200,2,0
2026/02/03/13:50:23,26.064955,0.892000,0.760368,0.914094,0.764933,200,2,0
2026/02/03/13:50:24,27.065051,0.892000,0.760368,0.914094,0.764933,200,2,0
2026/02/03/13:50:25,28.065141,0.892000,0.760368,0.914094,0.764933,200,2,0
2026/02/03/13:50:26,29.065241,0.879062,0.750168,0.901156,0.754734,197,2,3
2026/02/03/13:50:27,30.065334,0.879062,0.750168,0.901156,0.754734,197,2,3
2026/02/03/13:50:28,31.065444,0.879062,0.750168,0.901156,0.754734,197,2,3
2026/02/03/13:50:29,32.065531,0.879062,0.750168,0.901156,0.754734,197,2,3
2026/02/03/13:50:30,33.065637,0.879062,0.750168,0.901156,0.754734,197,2,3
2026/02/03/13:50:31,34.065744,0.879062,0.750168,0.901156,0.754734,197,2,3
2026/02/03/13:50:32,35.065845,0.879062,0.750168,0.901156,0.754734,197,2,3
2026/02/03/13:50:33,36.065949,0.879062,0.750168,0.901156,0.754734,197,2,3
2026/02/03/13:50:34,37.066039,0.879062,0.750168,0.901156,0.754734,197,2,3
2026/02/03/13:50:35,38.066105,0.879062,0.750168,0.901156,0.754734,197,2,3
2026/02/03/13:50:36,39.066203,0.879062,0.750168,0.901156,0.754734,197,2,3
2026/02/03/13:50:37,40.066335,0.879062,0.750168,0.901156,0.754734,197,2,3
2026/02/03/13:50:38,41.066497,0.879062,0.750168,0.901156,0.754734,197,2,3
2026/02/03/13:50:39,42.066581,0.879062,0.750168,0.901156,0.754734,197,2,3
2026/02/03/13:50:40,43.066702,0.879062,0.750168,0.901156,0.754734,197,2,3
2026/02/03/13:50:41,44.066809,0.879062,0.750168,0.901156,0.754734,197,2,3
2026/02/03/13:50:42,45.066870,0.879062,0.750168,0.901156,0.754734,197,2,3
2026/02/03/13:50:43,46.066976,0.879062,0.750168,0.901156,0.754734,197,2,3
2026/02/03/13:50:44,47.067064,0.879062,0.750168,0.901156,0.754734,197,2,3
