timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,unsched_p1,deletions_cum_p1
2026/01/27/17:19:17,1.803936,0.000000,0.000000,0.000000,0.000000,0,0,0
2026/01/27/17:19:18,2.804046,0.207250,0.211961,0.207250,0.211961,27,0,0
2026/01/27/17:19:19,3.804110,0.320375,0.315765,0.323875,0.326402,37,1,0
2026/01/27/17:19:20,4.804215,0.415063,0.389850,0.418312,0.396038,48,1,0
2026/01/27/17:19:21,5.804316,0.465000,0.442631,0.468750,0.448543,55,1,3
2026/01/27/17:19:22,6.804382,0.572875,0.508818,0.572875,0.508818,68,0,3
2026/01/27/17:19:23,7.804502,0.664312,0.560204,0.722812,0.572332,78,2,3
2026/01/27/17:19:24,8.804595,0.694937,0.605528,0.835688,0.662421,83,6,3
2026/01/27/17:19:25,9.804682,0.736250,0.631113,0.877000,0.688006,88,6,3
2026/01/27/17:19:26,10.804754,0.714875,0.624070,0.855625,0.680963,86,6,5
2026/01/27/17:19:27,11.804835,0.720625,0.630141,0.861375,0.687034,88,6,6
2026/01/27/17:19:28,12.804919,0.776438,0.655471,0.937562,0.716014,95,7,6
2026/01/27/17:19:29,13.805010,0.785937,0.648611,0.947063,0.709154,93,7,9
2026/01/27/17:19:30,14.805090,0.842375,0.704201,1.010750,0.816563,104,9,9
2026/01/27/17:19:31,15.805189,0.860688,0.741607,1.029062,0.853969,108,9,10
2026/01/27/17:19:32,16.805262,0.873687,0.776337,1.086812,0.844078,110,9,12
2026/01/27/17:19:33,17.805375,0.873687,0.776337,1.086812,0.844078,110,9,12
2026/01/27/17:19:34,18.805459,0.873687,0.776337,1.086812,0.844078,110,9,12
2026/01/27/17:19:35,19.805531,0.852812,0.769551,1.065937,0.837291,108,9,14
2026/01/27/17:19:36,20.805646,0.818937,0.745572,1.032063,0.813313,105,9,19
2026/01/27/17:19:37,21.805792,0.818937,0.745572,1.032063,0.813313,105,9,19
2026/01/27/17:19:38,22.805905,0.808625,0.735460,1.021750,0.803201,102,9,22
2026/01/27/17:19:39,23.805992,0.808625,0.735460,1.021750,0.803201,102,9,22
2026/01/27/17:19:40,24.806077,0.808625,0.735460,1.021750,0.803201,102,9,22
2026/01/27/17:19:41,25.806159,0.814688,0.733424,1.007437,0.797515,102,8,23
2026/01/27/17:19:42,26.806246,0.814688,0.733424,1.007437,0.797515,102,8,23
2026/01/27/17:19:43,27.806286,0.887500,0.789340,1.140250,0.866822,111,11,23
2026/01/27/17:19:44,28.806370,0.887500,0.789340,1.140250,0.866822,111,11,23
2026/01/27/17:19:45,29.806499,0.852375,0.746064,1.045125,0.810155,107,8,27
2026/01/27/17:19:46,30.806552,0.832250,0.721323,1.025000,0.785415,103,8,31
2026/01/27/17:19:47,31.806637,0.832250,0.721323,1.025000,0.785415,103,8,31
2026/01/27/17:19:48,32.806708,0.832250,0.721323,1.025000,0.785415,103,8,31
2026/01/27/17:19:49,33.806807,0.828500,0.728619,1.021250,0.792710,104,8,34
2026/01/27/17:19:50,34.806889,0.828500,0.728619,1.021250,0.792710,104,8,34
2026/01/27/17:19:51,35.806975,0.828500,0.728619,1.021250,0.792710,104,8,34
2026/01/27/17:19:52,36.807060,0.812375,0.718374,1.005125,0.782465,102,8,36
2026/01/27/17:19:53,37.807171,0.828875,0.730700,1.021625,0.794792,104,8,36
2026/01/27/17:19:54,38.807213,0.828875,0.730700,1.021625,0.794792,104,8,36
2026/01/27/17:19:55,39.807347,0.828875,0.730700,1.021625,0.794792,104,8,36
2026/01/27/17:19:56,40.807429,0.828875,0.730700,1.021625,0.794792,104,8,36
2026/01/27/17:19:57,41.807503,0.828875,0.730700,1.021625,0.794792,104,8,36
2026/01/27/17:19:58,42.807594,0.828875,0.730700,1.021625,0.794792,104,8,36
2026/01/27/17:19:59,43.807701,0.812375,0.718374,1.005125,0.782465,102,8,38
2026/01/27/17:20:00,44.807776,0.812375,0.718374,1.005125,0.782465,102,8,38
2026/01/27/17:20:01,45.807877,0.804750,0.693638,0.997500,0.757729,100,8,40
2026/01/27/17:20:02,46.807970,0.816625,0.707329,1.009375,0.771420,101,8,40
2026/01/27/17:20:03,47.808040,0.816625,0.707329,1.009375,0.771420,101,8,40
2026/01/27/17:20:04,48.808120,0.808312,0.702774,1.001062,0.766865,100,8,41
2026/01/27/17:20:05,49.808209,0.808312,0.702774,1.001062,0.766865,100,8,41
2026/01/27/17:20:06,50.808300,0.808312,0.702774,1.001062,0.766865,100,8,41
2026/01/27/17:20:07,51.808388,0.808312,0.702774,1.001062,0.766865,100,8,41
2026/01/27/17:20:08,52.808474,0.808312,0.702774,1.001062,0.766865,100,8,41
2026/01/27/17:20:09,53.808564,0.808312,0.702774,1.001062,0.766865,100,8,41
2026/01/27/17:20:10,54.808697,0.907500,0.813015,1.113187,0.886610,112,9,41
2026/01/27/17:20:11,55.808814,0.907500,0.813015,1.113187,0.886610,112,9,41
2026/01/27/17:20:12,56.808973,0.927250,0.852518,1.124500,0.925753,119,9,42
2026/01/27/17:20:13,57.809046,0.902687,0.838329,1.117813,0.941926,119,12,48
2026/01/27/17:20:14,58.809129,0.950000,0.877299,1.159875,0.979214,127,12,49
2026/01/27/17:20:15,59.809219,0.956500,0.885595,1.223812,1.043584,129,17,49
2026/01/27/17:20:16,60.809301,0.933000,0.870041,1.235000,1.048041,124,19,57
2026/01/27/17:20:17,61.809418,0.953625,0.886422,1.173875,1.011670,125,13,64
2026/01/27/17:20:18,62.809487,0.943688,0.871088,1.155250,0.972815,123,11,68
2026/01/27/17:20:19,63.809559,0.931187,0.851415,1.123938,0.915506,121,8,71
2026/01/27/17:20:20,64.809659,0.928063,0.847194,1.120812,0.911285,120,8,72
2026/01/27/17:20:21,65.809740,0.918063,0.819538,1.110812,0.883629,118,8,74
2026/01/27/17:20:22,66.809813,0.918063,0.819538,1.110812,0.883629,118,8,74
2026/01/27/17:20:23,67.809930,0.918063,0.819538,1.110812,0.883629,118,8,74
2026/01/27/17:20:24,68.810084,0.895938,0.795208,1.088688,0.859299,115,8,77
2026/01/27/17:20:25,69.810165,0.887000,0.787371,1.079750,0.851462,114,8,78
2026/01/27/17:20:26,70.810289,0.879875,0.774829,1.072625,0.838920,112,8,80
2026/01/27/17:20:27,71.810437,0.881687,0.771084,1.074437,0.835176,111,8,82
2026/01/27/17:20:28,72.810524,0.881687,0.771084,1.074437,0.835176,111,8,82
2026/01/27/17:20:29,73.810704,0.881687,0.771084,1.074437,0.835176,111,8,82
2026/01/27/17:20:30,74.810757,0.863563,0.760471,1.056312,0.824563,109,8,84
2026/01/27/17:20:31,75.810903,0.849125,0.757156,1.041875,0.821248,108,8,85
2026/01/27/17:20:32,76.810996,0.849125,0.757156,1.041875,0.821248,108,8,85
2026/01/27/17:20:33,77.811117,0.842750,0.748436,1.035500,0.812528,107,8,86
2026/01/27/17:20:34,78.811255,0.846437,0.752050,1.039187,0.816142,108,8,86
2026/01/27/17:20:35,79.811331,0.834562,0.738359,1.027313,0.802451,107,8,87
2026/01/27/17:20:36,80.811418,0.834562,0.738359,1.027313,0.802451,107,8,87
2026/01/27/17:20:37,81.811548,0.827438,0.728314,1.020188,0.792405,105,8,89
2026/01/27/17:20:38,82.811677,0.827438,0.728314,1.020188,0.792405,105,8,89
2026/01/27/17:20:39,83.811741,0.814000,0.725054,1.006750,0.789146,104,8,90
2026/01/27/17:20:40,84.811882,0.814000,0.725054,1.006750,0.789146,104,8,90
2026/01/27/17:20:41,85.812058,0.814000,0.725054,1.006750,0.789146,104,8,90
2026/01/27/17:20:42,86.812143,0.814000,0.725054,1.006750,0.789146,104,8,90
2026/01/27/17:20:43,87.812244,0.814000,0.725054,1.006750,0.789146,104,8,90
2026/01/27/17:20:44,88.812395,0.809500,0.715911,1.002250,0.780002,103,8,91
2026/01/27/17:20:45,89.812495,0.809500,0.715911,1.002250,0.780002,103,8,91
2026/01/27/17:20:46,90.812603,0.791312,0.705203,0.984062,0.769295,100,8,94
2026/01/27/17:20:47,91.812684,0.750938,0.722839,0.939250,0.757152,98,7,97
2026/01/27/17:20:48,92.812794,0.750938,0.722839,0.939250,0.757152,98,7,97
2026/01/27/17:20:49,93.812904,0.768188,0.759937,0.956500,0.794251,101,7,97
2026/01/27/17:20:50,94.812991,0.768188,0.759937,0.956500,0.794251,101,7,97
2026/01/27/17:20:51,95.813087,0.768188,0.759937,0.956500,0.794251,101,7,97
2026/01/27/17:20:52,96.813198,0.768188,0.759937,0.956500,0.794251,101,7,97
2026/01/27/17:20:53,97.813296,0.763188,0.752431,0.899500,0.779546,100,5,98
2026/01/27/17:20:54,98.813398,0.763188,0.752431,0.899500,0.779546,100,5,98
2026/01/27/17:20:55,99.813465,0.763188,0.752431,0.899500,0.779546,100,5,98
2026/01/27/17:20:56,100.813637,0.763188,0.752431,0.899500,0.779546,100,5,98
2026/01/27/17:20:57,101.813753,0.745938,0.715333,0.882250,0.742448,97,5,101
2026/01/27/17:20:58,102.813844,0.745938,0.715333,0.882250,0.742448,97,5,101
2026/01/27/17:20:59,103.813947,0.745938,0.715333,0.882250,0.742448,97,5,101
2026/01/27/17:21:00,104.814056,0.737437,0.702520,0.873750,0.729635,95,5,103
2026/01/27/17:21:01,105.814123,0.737437,0.702520,0.873750,0.729635,95,5,103
2026/01/27/17:21:02,106.814224,0.737437,0.702520,0.873750,0.729635,95,5,103
2026/01/27/17:21:03,107.814334,0.737437,0.702520,0.873750,0.729635,95,5,103
2026/01/27/17:21:04,108.814440,0.762875,0.722857,0.899188,0.749972,100,5,103
2026/01/27/17:21:05,109.814511,0.752375,0.707947,0.888687,0.735062,99,5,104
2026/01/27/17:21:06,110.814609,0.742062,0.694100,0.878375,0.721215,96,5,107
2026/01/27/17:21:07,111.814692,0.742062,0.694100,0.878375,0.721215,96,5,107
2026/01/27/17:21:08,112.814780,0.742062,0.694100,0.878375,0.721215,96,5,107
2026/01/27/17:21:09,113.814866,0.778438,0.723231,0.914750,0.750346,102,5,107
2026/01/27/17:21:10,114.814973,0.778438,0.723231,0.914750,0.750346,102,5,107
2026/01/27/17:21:11,115.815118,0.772062,0.710584,0.908375,0.737700,100,5,109
2026/01/27/17:21:12,116.815217,0.766813,0.704406,0.903125,0.731521,99,5,110
2026/01/27/17:21:13,117.815344,0.766813,0.704406,0.903125,0.731521,99,5,110
2026/01/27/17:21:14,118.815455,0.807750,0.723487,0.947187,0.776762,104,6,110
2026/01/27/17:21:15,119.815538,0.807750,0.723487,0.947187,0.776762,104,6,110
