2026/02/07/19:25:11	seed	7309940385334237743	snapshot_validation_after	pod count mismatch: expected 256, got 154+1=155
2026/02/07/19:48:36	seed	7956536540478288960	snapshot_validation_after	pod count mismatch: expected 256, got 161+1=162
2026/02/07/19:59:26	seed	6452900031824671063	snapshot_validation_after	pod count mismatch: expected 256, got 165+0=165
2026/02/07/20:30:56	seed	8016731149625864370	snapshot_validation_after	pod count mismatch: expected 256, got 207+1=208
2026/02/07/20:40:42	seed	8016731149625864370	snapshot_validation_after	pod count mismatch: expected 256, got 204+0=204
2026/02/07/20:50:35	seed	8016731149625864370	snapshot_validation_after	pod count mismatch: expected 256, got 229+19=248
2026/02/07/21:09:58	seed	7196266411674554368	snapshot_validation_after	pod count mismatch: expected 256, got 196+0=196
2026/02/07/21:19:36	seed	7196266411674554368	snapshot_validation_after	pod count mismatch: expected 256, got 213+1=214
2026/02/07/21:29:02	seed	7196266411674554368	snapshot_validation_after	pod count mismatch: expected 256, got 198+1=199
2026/02/07/21:38:27	seed	7196266411674554368	snapshot_validation_after	pod count mismatch: expected 256, got 201+0=201
2026/02/07/21:56:11	seed	3896010399170147587	snapshot_validation_after	pod count mismatch: expected 256, got 211+4=215
2026/02/07/22:12:51	seed	4204471460018303910	snapshot_validation_after	pod count mismatch: expected 256, got 205+1=206
