timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,unsched_p1,deletions_cum_p1
2026/01/27/15:17:10,2.195813,0.000000,0.000000,0.035812,0.099976,0,9,0
2026/01/27/15:17:11,3.195920,0.207813,0.253374,0.212188,0.261228,29,1,0
2026/01/27/15:17:12,4.196053,0.306875,0.377117,0.306875,0.377117,41,0,0
2026/01/27/15:17:13,5.196132,0.412687,0.489635,0.418000,0.500614,52,1,0
2026/01/27/15:17:14,6.196252,0.508125,0.584903,0.508125,0.584903,65,0,0
2026/01/27/15:17:15,7.196404,0.536625,0.677880,0.540813,0.681360,71,1,3
2026/01/27/15:17:16,8.196497,0.666375,0.741944,0.672562,0.747072,83,1,3
2026/01/27/15:17:17,9.196605,0.729187,0.821003,0.735875,0.824883,95,1,3
2026/01/27/15:17:18,10.196765,0.779188,0.860795,0.779188,0.860795,103,0,3
2026/01/27/15:17:19,11.196892,0.804312,0.871007,0.804312,0.871007,105,0,3
2026/01/27/15:17:20,12.197005,0.804312,0.871007,0.804312,0.871007,105,0,3
2026/01/27/15:17:21,13.197149,0.804312,0.871007,0.804312,0.871007,105,0,3
2026/01/27/15:17:22,14.197240,0.846562,0.912882,0.884125,0.942638,112,3,3
2026/01/27/15:17:23,15.197348,0.841063,0.904296,0.846500,0.926024,111,1,4
2026/01/27/15:17:24,16.197444,0.825812,0.895177,0.831250,0.916906,109,1,6
2026/01/27/15:17:25,17.197601,0.825812,0.895177,0.831250,0.916906,109,1,6
2026/01/27/15:17:26,18.197720,0.770813,0.864145,0.776250,0.885874,105,1,10
2026/01/27/15:17:27,19.197871,0.767000,0.867469,0.767000,0.867469,104,0,12
2026/01/27/15:17:28,20.197972,0.762437,0.863130,0.762437,0.863130,103,0,13
2026/01/27/15:17:29,21.198121,0.759125,0.851242,0.759125,0.851242,102,0,14
2026/01/27/15:17:30,22.198321,0.759125,0.851242,0.759125,0.851242,102,0,14
2026/01/27/15:17:31,23.198458,0.753687,0.829513,0.753687,0.829513,101,0,15
2026/01/27/15:17:32,24.198557,0.745313,0.822553,0.745313,0.822553,99,0,17
2026/01/27/15:17:33,25.198664,0.745313,0.822553,0.745313,0.822553,99,0,17
2026/01/27/15:17:34,26.198741,0.745313,0.822553,0.745313,0.822553,99,0,17
2026/01/27/15:17:35,27.198912,0.745313,0.822553,0.745313,0.822553,99,0,17
2026/01/27/15:17:36,28.199011,0.730875,0.775688,0.730875,0.775688,96,0,20
2026/01/27/15:17:37,29.199120,0.730875,0.775688,0.730875,0.775688,96,0,20
2026/01/27/15:17:38,30.199207,0.730875,0.775688,0.730875,0.775688,96,0,20
