timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,running_p2,running_p3,running_p4,unsched_p1,unsched_p2,unsched_p3,unsched_p4,deletions_cum_p1,deletions_cum_p2,deletions_cum_p3,deletions_cum_p4
2026/01/19/14:13:13,5.404278,0.233937,0.251026,0.233937,0.251026,19,18,16,11,0,0,0,0,0,0,0,0
2026/01/19/14:13:14,6.404441,0.266469,0.286447,0.266469,0.286447,20,20,19,12,0,0,0,0,0,0,0,0
2026/01/19/14:13:15,7.404558,0.314375,0.332946,0.314375,0.332946,25,23,21,13,0,0,0,0,0,0,0,0
2026/01/19/14:13:16,8.404653,0.352187,0.375709,0.352187,0.375709,28,26,23,17,0,0,0,0,0,0,0,0
2026/01/19/14:13:17,9.404775,0.378594,0.428096,0.378594,0.428096,28,29,29,18,0,0,0,0,0,0,0,0
2026/01/19/14:13:18,10.404927,0.447844,0.446688,0.447844,0.446688,29,32,32,19,0,0,0,0,0,0,0,2
2026/01/19/14:13:19,11.405064,0.491687,0.481431,0.491687,0.481431,32,34,36,19,0,0,0,0,0,0,0,2
2026/01/19/14:13:20,12.405152,0.523687,0.520300,0.523687,0.520300,35,35,44,19,0,0,0,0,0,0,0,2
2026/01/19/14:13:21,13.405303,0.549219,0.544451,0.549219,0.544451,38,38,44,22,0,0,0,0,0,0,0,2
2026/01/19/14:13:22,14.405404,0.578750,0.579823,0.578750,0.579823,43,42,45,23,0,0,0,0,0,0,0,2
2026/01/19/14:13:23,15.405491,0.622938,0.610873,0.622938,0.610873,50,42,48,23,0,0,0,0,0,0,0,2
2026/01/19/14:13:24,16.405672,0.649125,0.638651,0.658563,0.645427,59,42,50,23,0,0,2,0,0,0,0,2
2026/01/19/14:13:25,17.405818,0.683781,0.677727,0.688375,0.679401,62,43,54,26,0,1,0,0,0,0,0,2
2026/01/19/14:13:26,18.405978,0.716187,0.707782,0.717844,0.709756,63,45,56,29,0,0,0,1,1,0,0,2
2026/01/19/14:13:27,19.406081,0.757625,0.731137,0.757625,0.731137,66,50,56,32,0,0,0,0,1,0,0,2
2026/01/19/14:13:28,20.406167,0.794000,0.779923,0.794000,0.779923,69,50,59,34,0,0,0,0,4,0,0,2
2026/01/19/14:13:29,21.406311,0.839469,0.807805,0.847094,0.809589,70,55,63,34,0,0,1,0,5,0,0,2
2026/01/19/14:13:30,22.406467,0.848125,0.798810,0.848125,0.798810,66,55,66,34,0,0,0,0,10,0,0,2
2026/01/19/14:13:31,23.406579,0.850156,0.800422,0.850156,0.800422,67,55,66,34,0,0,0,0,10,0,0,2
2026/01/19/14:13:32,24.406678,0.855750,0.810260,0.864531,0.817949,69,55,67,34,1,0,0,0,10,0,0,2
2026/01/19/14:13:33,25.406829,0.857344,0.815500,0.866125,0.823189,70,55,67,34,1,0,0,0,10,0,0,2
2026/01/19/14:13:34,26.406926,0.862344,0.827009,0.871125,0.834698,73,55,67,34,1,0,0,0,10,0,0,2
2026/01/19/14:13:35,27.407082,0.866313,0.834588,0.894344,0.846611,75,55,67,34,3,0,0,0,10,0,0,2
2026/01/19/14:13:36,28.407227,0.868594,0.837794,0.896625,0.849817,76,55,67,34,3,0,0,0,10,0,0,2
2026/01/19/14:13:37,29.407316,0.868594,0.837794,0.896625,0.849817,76,55,67,34,3,0,0,0,10,0,0,2
2026/01/19/14:13:38,30.407422,0.868594,0.837794,0.896625,0.849817,76,55,67,34,3,0,0,0,10,0,0,2
2026/01/19/14:13:39,31.407537,0.868594,0.837794,0.896625,0.849817,76,55,67,34,3,0,0,0,10,0,0,2
2026/01/19/14:13:40,32.407619,0.868594,0.837794,0.896625,0.849817,76,55,67,34,3,0,0,0,10,0,0,2
2026/01/19/14:13:41,33.407724,0.868594,0.837794,0.896625,0.849817,76,55,67,34,3,0,0,0,10,0,0,2
2026/01/19/14:13:42,34.407806,0.866656,0.834672,0.894687,0.846696,75,55,67,34,3,0,0,0,11,0,0,2
2026/01/19/14:13:43,35.407895,0.866656,0.834672,0.894687,0.846696,75,55,67,34,3,0,0,0,11,0,0,2
2026/01/19/14:13:44,36.407995,0.866656,0.834672,0.894687,0.846696,75,55,67,34,3,0,0,0,11,0,0,2
2026/01/19/14:13:45,37.408147,0.866656,0.834672,0.894687,0.846696,75,55,67,34,3,0,0,0,11,0,0,2
2026/01/19/14:13:46,38.408292,0.866656,0.834672,0.894687,0.846696,75,55,67,34,3,0,0,0,11,0,0,2
2026/01/19/14:13:47,39.408451,0.864719,0.830788,0.892750,0.842811,74,55,67,34,3,0,0,0,12,0,0,2
2026/01/19/14:13:48,40.408558,0.864719,0.830788,0.892750,0.842811,74,55,67,34,3,0,0,0,12,0,0,2
2026/01/19/14:13:49,41.408645,0.864719,0.830788,0.892750,0.842811,74,55,67,34,3,0,0,0,12,0,0,2
2026/01/19/14:13:50,42.408806,0.864719,0.830788,0.892750,0.842811,74,55,67,34,3,0,0,0,12,0,0,2
2026/01/19/14:13:51,43.408955,0.864719,0.830788,0.892750,0.842811,74,55,67,34,3,0,0,0,12,0,0,2
2026/01/19/14:13:52,44.409115,0.879313,0.851833,0.920813,0.873869,77,56,67,36,4,0,0,0,12,0,0,2
2026/01/19/14:13:53,45.409199,0.879313,0.851833,0.920813,0.873869,77,56,67,36,4,0,0,0,12,0,0,2
2026/01/19/14:13:54,46.409304,0.879313,0.851833,0.907344,0.863856,77,56,67,36,3,0,0,0,12,0,0,2
2026/01/19/14:13:55,47.409360,0.879313,0.851833,0.907344,0.863856,77,56,67,36,3,0,0,0,12,0,0,2
2026/01/19/14:13:56,48.409477,0.874469,0.850021,0.902500,0.862044,77,55,67,36,3,0,0,0,12,1,0,2
2026/01/19/14:13:57,49.409744,0.874469,0.850021,0.902500,0.862044,77,55,67,36,3,0,0,0,12,1,0,2
2026/01/19/14:13:58,50.409762,0.874469,0.850021,0.902500,0.862044,77,55,67,36,3,0,0,0,12,1,0,2
2026/01/19/14:13:59,51.409868,0.874469,0.850021,0.902500,0.862044,77,55,67,36,3,0,0,0,12,1,0,2
2026/01/19/14:14:00,52.409961,0.874469,0.850021,0.902500,0.862044,77,55,67,36,3,0,0,0,12,1,0,2
2026/01/19/14:14:01,53.410111,0.874469,0.850021,0.902500,0.862044,77,55,67,36,3,0,0,0,12,1,0,2
2026/01/19/14:14:02,54.410218,0.874469,0.850021,0.902500,0.862044,77,55,67,36,3,0,0,0,12,1,0,2
2026/01/19/14:14:03,55.410310,0.871250,0.844944,0.899281,0.856968,77,54,67,36,3,0,0,0,12,2,0,2
2026/01/19/14:14:04,56.410420,0.871250,0.844944,0.899281,0.856968,77,54,67,36,3,0,0,0,12,2,0,2
2026/01/19/14:14:05,57.410533,0.871250,0.844944,0.899281,0.856968,77,54,67,36,3,0,0,0,12,2,0,2
2026/01/19/14:14:06,58.410675,0.871250,0.844944,0.899281,0.856968,77,54,67,36,3,0,0,0,12,2,0,2
2026/01/19/14:14:07,59.410773,0.871250,0.844944,0.899281,0.856968,77,54,67,36,3,0,0,0,12,2,0,2
2026/01/19/14:14:08,60.410868,0.871250,0.844944,0.899281,0.856968,77,54,67,36,3,0,0,0,12,2,0,2
2026/01/19/14:14:09,61.410970,0.871250,0.844944,0.899281,0.856968,77,54,67,36,3,0,0,0,12,2,0,2
2026/01/19/14:14:10,62.411058,0.851688,0.843849,0.860469,0.851538,79,54,64,36,1,0,0,0,12,2,3,2
2026/01/19/14:14:11,63.411167,0.851688,0.843849,0.860469,0.851538,79,54,64,36,1,0,0,0,12,2,3,2
2026/01/19/14:14:12,64.411335,0.851688,0.843849,0.860469,0.851538,79,54,64,36,1,0,0,0,12,2,3,2
2026/01/19/14:14:13,65.411445,0.851688,0.843849,0.860469,0.851538,79,54,64,36,1,0,0,0,12,2,3,2
2026/01/19/14:14:14,66.411533,0.851688,0.843849,0.860469,0.851538,79,54,64,36,1,0,0,0,12,2,3,2
2026/01/19/14:14:15,67.411637,0.851688,0.843849,0.860469,0.851538,79,54,64,36,1,0,0,0,12,2,3,2
2026/01/19/14:14:16,68.411801,0.851688,0.843849,0.860469,0.851538,79,54,64,36,1,0,0,0,12,2,3,2
2026/01/19/14:14:17,69.411952,0.853563,0.849963,0.862344,0.857652,79,55,64,36,1,0,0,0,12,2,3,2
2026/01/19/14:14:18,70.412102,0.863938,0.878740,0.876094,0.906535,79,60,64,36,3,0,0,0,14,2,3,2
2026/01/19/14:14:19,71.412194,0.863938,0.878740,0.876094,0.906535,79,60,64,36,3,0,0,0,14,2,3,2
2026/01/19/14:14:20,72.412355,0.863938,0.878740,0.876094,0.906535,79,60,64,36,3,0,0,0,14,2,3,2
2026/01/19/14:14:21,73.412537,0.863938,0.878740,0.876094,0.906535,79,60,64,36,3,0,0,0,14,2,3,2
2026/01/19/14:14:22,74.412594,0.863938,0.878740,0.876094,0.906535,79,60,64,36,3,0,0,0,14,2,3,2
2026/01/19/14:14:23,75.412702,0.858781,0.860351,0.867563,0.868040,81,60,64,33,1,0,0,0,14,2,3,5
2026/01/19/14:14:24,76.412857,0.856531,0.834245,0.856531,0.834245,79,58,64,33,0,0,0,0,17,4,3,5
2026/01/19/14:14:25,77.412955,0.856531,0.834245,0.856531,0.834245,79,58,64,33,0,0,0,0,17,4,3,5
2026/01/19/14:14:26,78.413055,0.856531,0.834245,0.856531,0.834245,79,58,64,33,0,0,0,0,17,4,3,5
2026/01/19/14:14:27,79.413154,0.856531,0.834245,0.856531,0.834245,79,58,64,33,0,0,0,0,17,4,3,5
2026/01/19/14:14:28,80.413257,0.856531,0.834245,0.856531,0.834245,79,58,64,33,0,0,0,0,17,4,3,5
2026/01/19/14:14:29,81.413352,0.856531,0.834245,0.856531,0.834245,79,58,64,33,0,0,0,0,17,4,3,5
2026/01/19/14:14:30,82.413523,0.856531,0.834245,0.856531,0.834245,79,58,64,33,0,0,0,0,17,4,3,5
2026/01/19/14:14:31,83.413590,0.856531,0.834245,0.856531,0.834245,79,58,64,33,0,0,0,0,17,4,3,5
2026/01/19/14:14:32,84.413683,0.856531,0.834245,0.856531,0.834245,79,58,64,33,0,0,0,0,17,4,3,5
2026/01/19/14:14:33,85.413740,0.850156,0.829890,0.850156,0.829890,79,58,64,32,0,0,0,0,17,4,3,6
2026/01/19/14:14:34,86.413867,0.850156,0.829890,0.850156,0.829890,79,58,64,32,0,0,0,0,17,4,3,6
2026/01/19/14:14:35,87.413956,0.850156,0.829890,0.850156,0.829890,79,58,64,32,0,0,0,0,17,4,3,6
2026/01/19/14:14:36,88.414056,0.850156,0.829890,0.850156,0.829890,79,58,64,32,0,0,0,0,17,4,3,6
2026/01/19/14:14:37,89.414212,0.850156,0.829890,0.850156,0.829890,79,58,64,32,0,0,0,0,17,4,3,6
2026/01/19/14:14:38,90.414372,0.850156,0.829890,0.850156,0.829890,79,58,64,32,0,0,0,0,17,4,3,6
2026/01/19/14:14:39,91.414442,0.850156,0.829890,0.850156,0.829890,79,58,64,32,0,0,0,0,17,4,3,6
2026/01/19/14:14:40,92.414612,0.850156,0.829890,0.850156,0.829890,79,58,64,32,0,0,0,0,17,4,3,6
2026/01/19/14:14:41,93.414722,0.850156,0.829890,0.850156,0.829890,79,58,64,32,0,0,0,0,17,4,3,6
2026/01/19/14:14:42,94.414825,0.850156,0.829890,0.850156,0.829890,79,58,64,32,0,0,0,0,17,4,3,6
2026/01/19/14:14:43,95.414913,0.850156,0.829890,0.850156,0.829890,79,58,64,32,0,0,0,0,17,4,3,6
2026/01/19/14:14:44,96.414973,0.850156,0.829890,0.850156,0.829890,79,58,64,32,0,0,0,0,17,4,3,6
2026/01/19/14:14:45,97.415077,0.850156,0.829890,0.850156,0.829890,79,58,64,32,0,0,0,0,17,4,3,6
2026/01/19/14:14:46,98.415174,0.850156,0.829890,0.850156,0.829890,79,58,64,32,0,0,0,0,17,4,3,6
2026/01/19/14:14:47,99.415322,0.850156,0.829890,0.850156,0.829890,79,58,64,32,0,0,0,0,17,4,3,6
2026/01/19/14:14:48,100.415444,0.850156,0.829890,0.850156,0.829890,79,58,64,32,0,0,0,0,17,4,3,6
2026/01/19/14:14:49,101.415558,0.848281,0.828058,0.848281,0.828058,79,58,64,31,0,0,0,0,17,4,3,7
2026/01/19/14:14:50,102.415652,0.846406,0.826227,0.846406,0.826227,79,58,64,30,0,0,0,0,17,4,3,8
2026/01/19/14:14:51,103.415748,0.846406,0.826227,0.846406,0.826227,79,58,64,30,0,0,0,0,17,4,3,8
2026/01/19/14:14:52,104.415827,0.846406,0.826227,0.846406,0.826227,79,58,64,30,0,0,0,0,17,4,3,8
2026/01/19/14:14:53,105.415916,0.846406,0.826227,0.846406,0.826227,79,58,64,30,0,0,0,0,17,4,3,8
2026/01/19/14:14:54,106.416022,0.846406,0.826227,0.846406,0.826227,79,58,64,30,0,0,0,0,17,4,3,8
2026/01/19/14:14:55,107.416122,0.846406,0.826227,0.846406,0.826227,79,58,64,30,0,0,0,0,17,4,3,8
2026/01/19/14:14:56,108.416227,0.846406,0.826227,0.846406,0.826227,79,58,64,30,0,0,0,0,17,4,3,8
2026/01/19/14:14:57,109.416323,0.846406,0.826227,0.846406,0.826227,79,58,64,30,0,0,0,0,17,4,3,8
2026/01/19/14:14:58,110.416419,0.843031,0.806121,0.843031,0.806121,77,58,64,30,0,0,0,0,19,4,3,8
2026/01/19/14:14:59,111.416523,0.843031,0.806121,0.843031,0.806121,77,58,64,30,0,0,0,0,19,4,3,8
2026/01/19/14:15:00,112.416583,0.843031,0.806121,0.843031,0.806121,77,58,64,30,0,0,0,0,19,4,3,8
2026/01/19/14:15:01,113.416672,0.843031,0.806121,0.843031,0.806121,77,58,64,30,0,0,0,0,19,4,3,8
2026/01/19/14:15:02,114.416770,0.843031,0.806121,0.843031,0.806121,77,58,64,30,0,0,0,0,19,4,3,8
2026/01/19/14:15:03,115.416873,0.843031,0.806121,0.843031,0.806121,77,58,64,30,0,0,0,0,19,4,3,8
2026/01/19/14:15:04,116.416970,0.843031,0.806121,0.843031,0.806121,77,58,64,30,0,0,0,0,19,4,3,8
2026/01/19/14:15:05,117.417073,0.843031,0.806121,0.843031,0.806121,77,58,64,30,0,0,0,0,19,4,3,8
2026/01/19/14:15:06,118.417177,0.843031,0.806121,0.843031,0.806121,77,58,64,30,0,0,0,0,19,4,3,8
2026/01/19/14:15:07,119.417273,0.843031,0.806121,0.843031,0.806121,77,58,64,30,0,0,0,0,19,4,3,8
2026/01/19/14:15:08,120.417356,0.843031,0.806121,0.843031,0.806121,77,58,64,30,0,0,0,0,19,4,3,8
2026/01/19/14:15:09,121.417456,0.843031,0.806121,0.843031,0.806121,77,58,64,30,0,0,0,0,19,4,3,8
2026/01/19/14:15:10,122.417567,0.843031,0.806121,0.843031,0.806121,77,58,64,30,0,0,0,0,19,4,3,8
2026/01/19/14:15:11,123.417655,0.843031,0.806121,0.843031,0.806121,77,58,64,30,0,0,0,0,19,4,3,8
2026/01/19/14:15:12,124.417833,0.843031,0.806121,0.843031,0.806121,77,58,64,30,0,0,0,0,19,4,3,8
2026/01/19/14:15:13,125.417932,0.843031,0.806121,0.843031,0.806121,77,58,64,30,0,0,0,0,19,4,3,8
2026/01/19/14:15:14,126.417999,0.843031,0.806121,0.843031,0.806121,77,58,64,30,0,0,0,0,19,4,3,8
2026/01/19/14:15:15,127.418116,0.843031,0.806121,0.843031,0.806121,77,58,64,30,0,0,0,0,19,4,3,8
2026/01/19/14:15:16,128.418177,0.838969,0.802896,0.838969,0.802896,75,58,64,30,0,0,0,0,21,4,3,8
2026/01/19/14:15:17,129.418272,0.838969,0.802896,0.838969,0.802896,75,58,64,30,0,0,0,0,21,4,3,8
2026/01/19/14:15:18,130.418355,0.838969,0.802896,0.838969,0.802896,75,58,64,30,0,0,0,0,21,4,3,8
2026/01/19/14:15:19,131.418434,0.838969,0.802896,0.838969,0.802896,75,58,64,30,0,0,0,0,21,4,3,8
2026/01/19/14:15:20,132.418550,0.838969,0.802896,0.838969,0.802896,75,58,64,30,0,0,0,0,21,4,3,8
2026/01/19/14:15:21,133.418601,0.838969,0.802896,0.838969,0.802896,75,58,64,30,0,0,0,0,21,4,3,8
2026/01/19/14:15:22,134.418670,0.838969,0.802896,0.838969,0.802896,75,58,64,30,0,0,0,0,21,4,3,8
2026/01/19/14:15:23,135.418772,0.843031,0.831045,0.843031,0.831045,77,58,64,30,0,0,0,0,21,4,3,8
2026/01/19/14:15:24,136.418866,0.843031,0.831045,0.843031,0.831045,77,58,64,30,0,0,0,0,21,4,3,8
2026/01/19/14:15:25,137.418967,0.838969,0.802896,0.838969,0.802896,75,58,64,30,0,0,0,0,23,4,3,8
2026/01/19/14:15:26,138.419098,0.838969,0.802896,0.838969,0.802896,75,58,64,30,0,0,0,0,23,4,3,8
2026/01/19/14:15:27,139.419146,0.838969,0.802896,0.838969,0.802896,75,58,64,30,0,0,0,0,23,4,3,8
2026/01/19/14:15:28,140.419229,0.838969,0.802896,0.838969,0.802896,75,58,64,30,0,0,0,0,23,4,3,8
2026/01/19/14:15:29,141.419331,0.838969,0.802896,0.838969,0.802896,75,58,64,30,0,0,0,0,23,4,3,8
2026/01/19/14:15:30,142.419435,0.838969,0.802896,0.838969,0.802896,75,58,64,30,0,0,0,0,23,4,3,8
2026/01/19/14:15:31,143.419548,0.838969,0.802896,0.838969,0.802896,75,58,64,30,0,0,0,0,23,4,3,8
2026/01/19/14:15:32,144.419600,0.838969,0.802896,0.838969,0.802896,75,58,64,30,0,0,0,0,23,4,3,8
2026/01/19/14:15:33,145.419701,0.838969,0.802896,0.838969,0.802896,75,58,64,30,0,0,0,0,23,4,3,8
2026/01/19/14:15:34,146.419794,0.838969,0.802896,0.838969,0.802896,75,58,64,30,0,0,0,0,23,4,3,8
