scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,running_p2_mean,unsched_p2_mean,deletions_cum_p2_mean,running_p3_mean,unsched_p3_mean,deletions_cum_p3_mean,running_p4_mean,unsched_p4_mean,deletions_cum_p4_mean
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,0,0.2211,0.2237,0.222,0.2259,19.3333,0.0,0.0,14.3333,0.0,0.0,10.3333,0.3333,0.0,6.3333,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,1,0.257,0.2652,0.2595,0.2669,20.6667,0.0,0.0,16.0,0.0,0.0,12.6667,0.3333,0.0,9.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,2,0.296,0.3294,0.2998,0.3334,25.0,0.0,0.0,18.0,0.3333,0.0,14.3333,0.0,0.0,11.3333,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,3,0.3463,0.3837,0.3506,0.3845,27.6667,0.0,0.0,21.3333,0.3333,0.0,16.3333,0.0,0.0,14.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,4,0.3934,0.4284,0.3973,0.429,32.3333,0.0,0.0,23.3333,0.0,0.0,18.6667,0.3333,0.0,15.3333,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,5,0.4569,0.46,0.4569,0.46,34.3333,0.0,0.0,26.6667,0.0,0.0,21.3333,0.0,0.0,18.3333,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,6,0.5152,0.5031,0.5166,0.5037,35.6667,0.3333,0.0,30.6667,0.0,0.0,24.3333,0.0,0.0,19.3333,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,7,0.5481,0.5429,0.5488,0.5442,39.6667,0.3333,0.0,33.0,0.0,0.0,26.6667,0.0,0.0,21.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,8,0.5785,0.5777,0.5785,0.5777,43.6667,0.0,0.0,35.3333,0.0,0.0,28.6667,0.0,0.0,23.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,9,0.6148,0.6068,0.6172,0.6074,46.6667,0.0,0.0,39.6667,0.0,0.0,30.3333,0.0,0.0,24.6667,0.3333,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,10,0.6489,0.6348,0.6686,0.6412,49.3333,0.6667,0.0,40.3333,1.0,0.0,32.6667,0.6667,0.0,26.6667,0.3333,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,11,0.6661,0.6531,0.6972,0.6807,52.6667,2.3333,0.0,40.6667,2.0,0.0,34.6667,1.6667,0.0,26.6667,1.3333,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,12,0.6761,0.6591,0.7306,0.7257,55.0,3.6667,0.0,40.6667,4.0,0.0,36.0,3.6667,0.0,26.3333,3.3333,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,13,0.6855,0.6693,0.7718,0.7622,55.0,6.6667,0.0,41.6667,4.6667,0.0,36.6667,5.0,0.0,27.3333,5.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,14,0.6852,0.6687,0.8023,0.7783,54.0,9.6667,1.0,41.6667,7.0,0.0,38.0,4.3333,0.0,28.3333,5.3333,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,15,0.765,0.7343,0.8225,0.8038,60.6667,6.6667,1.0,45.3333,3.3333,0.0,40.0,2.6667,0.0,31.3333,3.6667,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,16,0.7677,0.7365,0.8387,0.8214,61.0,8.3333,1.6667,45.3333,4.3333,0.0,41.3333,3.0,0.0,31.3333,3.6667,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,17,0.782,0.7652,0.8612,0.8296,61.6667,7.3333,2.6667,47.3333,3.3333,0.0,42.0,4.0,0.0,32.6667,2.3333,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,18,0.7857,0.7661,0.8705,0.8329,61.3333,8.3333,3.0,48.3333,3.6667,0.0,42.3333,3.6667,0.0,33.3333,1.6667,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,19,0.7982,0.7839,0.8692,0.8328,61.6667,7.3333,4.0,48.3333,5.0,0.0,43.3333,2.6667,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,20,0.7982,0.7839,0.8705,0.8338,61.6667,8.0,4.0,48.3333,5.0,0.0,43.3333,2.6667,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,21,0.8101,0.7971,0.8807,0.8425,64.3333,7.3333,4.3333,48.3333,5.0,0.0,43.3333,3.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,22,0.8109,0.798,0.878,0.8423,64.6667,6.6667,4.3333,48.3333,5.0,0.0,43.3333,3.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,23,0.8255,0.8055,0.8798,0.8463,65.6667,6.0,5.0,51.0,2.3333,0.0,43.3333,3.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,24,0.8255,0.8055,0.8798,0.8463,65.6667,6.0,5.0,51.0,2.3333,0.0,43.3333,3.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,25,0.8718,0.8354,0.8798,0.8463,70.3333,1.3333,6.0,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,26,0.874,0.8381,0.8805,0.8474,70.6667,1.3333,6.3333,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,27,0.874,0.8381,0.8805,0.8474,70.6667,1.3333,6.3333,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,28,0.878,0.8423,0.8805,0.8474,71.3333,0.6667,6.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,29,0.878,0.8423,0.8805,0.8474,71.3333,0.6667,6.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,30,0.8798,0.8463,0.8805,0.8474,71.6667,0.3333,7.0,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,31,0.8781,0.8458,0.8781,0.8458,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,32,0.8781,0.8458,0.8781,0.8458,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,33,0.8781,0.8458,0.8781,0.8458,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,34,0.8781,0.8458,0.8781,0.8458,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,35,0.8781,0.8458,0.8781,0.8458,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,36,0.8781,0.8458,0.8781,0.8458,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,37,0.8781,0.8458,0.8781,0.8458,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,38,0.8781,0.8458,0.8781,0.8458,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,39,0.8781,0.8458,0.8781,0.8458,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,40,0.8781,0.8458,0.8781,0.8458,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,41,0.8781,0.8458,0.8781,0.8458,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,42,0.8781,0.8458,0.8781,0.8458,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,43,0.8781,0.8458,0.8781,0.8458,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,44,0.8781,0.8458,0.8781,0.8458,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,45,0.8781,0.8458,0.8781,0.8458,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,46,0.8781,0.8458,0.8781,0.8458,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,47,0.8781,0.8458,0.8781,0.8458,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,48,0.8781,0.8458,0.8781,0.8458,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,49,0.8781,0.8458,0.8781,0.8458,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,50,0.8781,0.8458,0.8781,0.8458,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,51,0.8781,0.8458,0.8814,0.8492,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.3333,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,52,0.8781,0.8458,0.8814,0.8492,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.3333,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,53,0.8781,0.8458,0.8814,0.8492,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.3333,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,54,0.8781,0.8458,0.8814,0.8492,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.3333,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,55,0.8781,0.8458,0.8814,0.8492,71.3333,0.0,7.6667,53.3333,0.0,0.0,46.3333,0.3333,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,56,0.8807,0.8482,0.8807,0.8482,71.0,0.0,8.3333,53.3333,0.0,0.0,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,57,0.8801,0.8476,0.888,0.8514,71.0,0.6667,8.3333,53.0,0.0,0.3333,46.6667,1.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,58,0.8801,0.8476,0.888,0.8514,71.0,0.6667,8.3333,53.0,0.0,0.3333,46.6667,1.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,59,0.8801,0.8476,0.8812,0.8496,71.0,0.6667,8.3333,53.0,0.0,0.3333,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,60,0.8801,0.8476,0.8801,0.8476,71.0,0.0,8.3333,53.0,0.0,0.3333,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,61,0.8801,0.8476,0.8801,0.8476,71.0,0.0,8.3333,53.0,0.0,0.3333,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,62,0.8801,0.8476,0.8801,0.8476,71.0,0.0,8.3333,53.0,0.0,0.3333,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,63,0.8801,0.8476,0.8801,0.8476,71.0,0.0,8.3333,53.0,0.0,0.3333,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,64,0.8801,0.8476,0.8807,0.8493,71.0,0.0,9.6667,53.0,0.3333,0.3333,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,65,0.8807,0.8493,0.8807,0.8493,71.0,0.0,9.6667,53.3333,0.0,0.3333,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,66,0.8807,0.8493,0.8807,0.8493,71.0,0.0,9.6667,53.3333,0.0,0.3333,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,67,0.8807,0.8493,0.8807,0.8493,71.0,0.0,9.6667,53.3333,0.0,0.3333,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,68,0.8807,0.8493,0.8807,0.8493,71.0,0.0,9.6667,53.3333,0.0,0.3333,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,69,0.8807,0.8493,0.8807,0.8493,71.0,0.0,9.6667,53.3333,0.0,0.3333,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,70,0.8807,0.8493,0.8807,0.8493,71.0,0.0,9.6667,53.3333,0.0,0.3333,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,71,0.8807,0.8493,0.8807,0.8493,71.0,0.0,9.6667,53.3333,0.0,0.3333,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,72,0.8807,0.8493,0.8807,0.8493,71.0,0.0,9.6667,53.3333,0.0,0.3333,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,73,0.8807,0.8493,0.8807,0.8493,71.0,0.0,9.6667,53.3333,0.0,0.3333,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,74,0.8797,0.8484,0.8797,0.8484,71.0,0.0,9.6667,53.0,0.0,0.6667,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,75,0.8797,0.8484,0.8797,0.8484,71.0,0.0,9.6667,53.0,0.0,0.6667,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,76,0.8797,0.8484,0.8797,0.8484,71.0,0.0,9.6667,53.0,0.0,0.6667,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,77,0.8791,0.8471,0.8872,0.8562,70.6667,1.3333,10.0,53.0,0.3333,0.6667,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,78,0.8759,0.8437,0.8852,0.8541,70.6667,1.3333,10.0,53.0,0.3333,0.6667,46.3333,0.0,0.3333,35.0,0.6667,0.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,79,0.8759,0.8437,0.8807,0.8507,70.6667,1.0,10.0,53.0,0.3333,0.6667,46.3333,0.0,0.3333,35.0,0.6667,0.6667
