scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,0,0.152,0.148,0.152,0.148,18.6667,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,1,0.2392,0.2506,0.2392,0.2506,30.3333,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,2,0.3398,0.3108,0.3398,0.3108,41.0,0.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,3,0.4127,0.3804,0.4304,0.3966,50.3333,2.3333,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,4,0.5078,0.4714,0.5241,0.478,62.6667,1.6667,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,5,0.5954,0.5556,0.613,0.5666,73.0,1.6667,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,6,0.6624,0.6136,0.7185,0.6555,80.3333,4.6667,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,7,0.6855,0.632,0.8046,0.7116,82.3333,11.3333,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,8,0.7039,0.6474,0.8421,0.7463,85.3333,15.0,0.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,9,0.7613,0.7037,0.866,0.7756,90.6667,13.3333,1.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,10,0.8525,0.7691,0.875,0.78,102.6667,2.6667,2.3333
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,11,0.8605,0.7787,0.8911,0.7933,104.3333,3.6667,2.3333
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,12,0.8941,0.7997,0.9101,0.8067,109.3333,1.6667,2.3333
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,13,0.8979,0.7993,0.925,0.8054,109.3333,1.6667,4.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,14,0.876,0.7889,0.9032,0.7949,107.6667,1.6667,5.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,15,0.876,0.7889,0.8896,0.7913,107.6667,0.6667,5.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,16,0.876,0.7889,0.892,0.7935,107.6667,1.3333,5.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,17,0.8725,0.7866,0.8885,0.7912,107.0,1.3333,6.3333
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,18,0.8715,0.7835,0.8908,0.7927,106.6667,1.6667,6.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,19,0.8679,0.78,0.8993,0.7994,105.6667,3.6667,7.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,20,0.8875,0.79,0.9208,0.8166,107.6667,4.0,8.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,21,0.8875,0.79,0.9571,0.8736,107.6667,10.6667,8.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,22,0.8788,0.7886,0.9506,0.8807,107.3333,11.3333,8.3333
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,23,0.8699,0.7836,0.963,0.8939,106.6667,14.3333,9.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,24,0.8699,0.7836,0.963,0.8939,106.6667,14.3333,9.0
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,25,0.8565,0.7771,0.9368,0.8635,105.3333,11.6667,10.3333
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,26,0.8542,0.7759,0.9185,0.8318,105.0,7.6667,10.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,27,0.85,0.7717,0.9143,0.8276,104.0,7.6667,11.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,28,0.85,0.7717,0.9143,0.8276,104.0,7.6667,11.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,29,0.8441,0.7709,0.9084,0.8268,103.6667,7.6667,12.3333
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,30,0.8393,0.7741,0.9018,0.8227,103.0,7.3333,14.6667
mode=schedulingfailure_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,31,0.842,0.7776,0.9045,0.8262,103.6667,7.3333,14.6667
