timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,running_p2,running_p3,running_p4,unsched_p1,unsched_p2,unsched_p3,unsched_p4,deletions_cum_p1,deletions_cum_p2,deletions_cum_p3,deletions_cum_p4
2026/02/04/17:53:32,2.075284,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0
2026/02/04/17:53:33,3.076222,0.197687,0.244652,0.197687,0.244652,17,4,3,2,0,0,0,0,0,0,0,0
2026/02/04/17:53:34,4.077271,0.313812,0.343346,0.313812,0.343346,18,11,5,2,0,0,0,0,0,0,0,0
2026/02/04/17:53:35,5.078218,0.407813,0.417609,0.407813,0.417609,23,12,11,2,0,0,0,0,0,0,0,0
2026/02/04/17:53:36,6.079302,0.507062,0.497573,0.510813,0.502554,26,14,13,6,1,0,0,0,0,0,0,0
2026/02/04/17:53:37,7.080124,0.632000,0.627341,0.632000,0.627341,32,15,15,9,0,0,0,0,0,0,0,0
2026/02/04/17:53:38,8.080954,0.744500,0.685435,0.744500,0.685435,36,19,15,10,0,0,0,0,0,0,0,0
2026/02/04/17:53:39,9.081838,0.890250,0.747970,0.890250,0.747970,39,20,18,16,0,0,0,0,0,0,0,0
2026/02/04/17:53:40,10.082831,0.916125,0.768369,0.916125,0.768369,42,20,18,16,0,0,0,0,0,0,0,0
2026/02/04/17:53:41,11.083745,0.916125,0.768369,0.916125,0.768369,42,20,18,16,0,0,0,0,0,0,0,0
2026/02/04/17:53:42,12.084697,0.929438,0.782317,0.929438,0.782317,45,20,18,16,0,0,0,0,0,0,0,0
2026/02/04/17:53:43,13.085650,0.929438,0.782317,0.929438,0.782317,45,20,18,16,0,0,0,0,0,0,0,0
2026/02/04/17:53:44,14.086745,0.949313,0.798051,0.999375,0.815628,45,23,18,16,2,0,1,0,0,0,0,0
2026/02/04/17:53:45,15.087576,0.949313,0.798051,1.014750,0.823445,45,23,18,16,2,2,1,0,0,0,0,0
2026/02/04/17:53:46,16.088260,0.960625,0.809241,1.026063,0.834635,46,25,18,16,2,2,1,0,0,0,0,0
2026/02/04/17:53:47,17.089041,0.967000,0.817506,1.032437,0.842900,46,27,18,16,2,2,1,0,0,0,0,0
2026/02/04/17:53:48,18.089674,0.967000,0.817506,1.032437,0.842900,46,27,18,16,2,2,1,0,0,0,0,0
2026/02/04/17:53:49,19.090485,0.967000,0.817506,1.032437,0.842900,46,27,18,16,2,2,1,0,0,0,0,0
2026/02/04/17:53:50,20.091370,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:53:51,21.092240,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:53:52,22.093121,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:53:53,23.093761,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:53:54,24.094610,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:53:55,25.095584,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:53:56,26.096458,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:53:57,27.097198,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:53:58,28.098101,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:53:59,29.098963,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:54:00,30.099699,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:54:01,31.100485,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:54:02,32.101213,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:54:03,33.101856,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:54:04,34.102649,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:54:05,35.103450,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:54:06,36.104411,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:54:07,37.105132,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:54:08,38.105958,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:54:09,39.106937,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:54:10,40.107918,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:54:11,41.108654,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:54:12,42.109560,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:54:13,43.110395,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:54:14,44.111097,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:54:15,45.111956,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:54:16,46.113001,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:54:17,47.113791,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:54:18,48.114476,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
2026/02/04/17:54:19,49.115261,0.952000,0.801420,0.993250,0.808553,40,29,19,16,2,0,0,0,6,0,0,0
