k_max,row_label,plugin_mode,plugin_enforcement,with_default_preemption,N16_muA16
1,Periodic (blk),periodic,blocking,False,0.9636446886446883
1,"Periodic (blk, defpreempt)",periodic,blocking,True,1.6714678178963887
1,Periodic (non-blk),periodic,nonblocking,False,1.6150631283610002
1,"Periodic (non-blk, defpreempt)",periodic,nonblocking,True,1.3425125280673313
1,Stable-queue (blk),stable-queue,blocking,False,1.9697711708581274
1,"Stable-queue (blk, defpreempt)",stable-queue,blocking,True,2.351829773999585
1,Stable-queue (non-blk),stable-queue,nonblocking,False,1.230861773629277
1,"Stable-queue (non-blk, defpreempt)",stable-queue,nonblocking,True,1.9729520479520488
