timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,running_p2,running_p3,running_p4,unsched_p1,unsched_p2,unsched_p3,unsched_p4,deletions_cum_p1,deletions_cum_p2,deletions_cum_p3,deletions_cum_p4
2026/01/27/02:18:12,2.513239,0.217812,0.271330,0.217812,0.271330,18,5,3,2,0,0,0,0,0,0,0,0
2026/01/27/02:18:13,3.513364,0.329937,0.354592,0.329937,0.354592,19,11,6,2,0,0,0,0,0,0,0,0
2026/01/27/02:18:14,4.513518,0.417812,0.422258,0.426875,0.437115,23,12,11,3,0,0,1,0,0,0,0,0
2026/01/27/02:18:15,5.513625,0.510813,0.502554,0.510813,0.502554,27,14,13,6,0,0,0,0,0,0,0,0
2026/01/27/02:18:16,6.513758,0.632000,0.627341,0.632000,0.627341,32,15,15,9,0,0,0,0,0,0,0,0
2026/01/27/02:18:17,7.513952,0.728437,0.671063,0.728437,0.671063,35,18,15,10,0,0,0,0,0,0,0,0
2026/01/27/02:18:18,8.514114,0.794125,0.702089,0.794125,0.702089,37,19,16,12,0,0,0,0,0,0,0,0
2026/01/27/02:18:19,9.514285,0.884563,0.749084,0.884563,0.749084,39,20,18,16,0,0,0,0,1,0,0,0
2026/01/27/02:18:20,10.514446,0.875938,0.742284,0.875938,0.742284,38,20,18,16,0,0,0,0,2,0,0,0
2026/01/27/02:18:21,11.514615,0.912312,0.772371,0.953562,0.779504,38,24,19,16,2,0,0,0,2,0,0,0
2026/01/27/02:18:22,12.514780,0.937688,0.795734,0.978938,0.802867,39,29,19,16,2,0,0,0,2,0,0,0
2026/01/27/02:18:23,13.514948,0.937688,0.795734,0.993250,0.808553,39,29,19,16,3,0,0,0,2,0,0,0
2026/01/27/02:18:24,14.515050,0.937688,0.795734,0.993250,0.808553,39,29,19,16,3,0,0,0,2,0,0,0
2026/01/27/02:18:25,15.515209,0.937688,0.795734,0.993250,0.808553,39,29,19,16,3,0,0,0,2,0,0,0
