scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,running_p2_mean,unsched_p2_mean,deletions_cum_p2_mean,running_p3_mean,unsched_p3_mean,deletions_cum_p3_mean,running_p4_mean,unsched_p4_mean,deletions_cum_p4_mean
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,0,0.2304,0.2414,0.2336,0.2471,20.0,0.3333,0.0,14.0,0.3333,0.0,11.3333,0.0,0.0,7.0,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,1,0.275,0.2853,0.275,0.2853,23.0,0.0,0.0,17.0,0.0,0.0,13.0,0.0,0.0,9.6667,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,2,0.3124,0.3546,0.3129,0.3585,25.6667,0.0,0.0,19.6667,0.0,0.0,15.6667,0.0,0.0,11.6667,0.3333,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,3,0.3718,0.4004,0.3726,0.4046,30.6667,0.0,0.0,23.0,0.0,0.0,16.6667,0.3333,0.0,13.6667,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,4,0.4118,0.4419,0.4118,0.4419,33.6667,0.0,0.0,24.3333,0.0,0.0,19.6667,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,5,0.4795,0.4715,0.4843,0.4725,34.6667,0.0,0.0,29.0,0.3333,0.0,22.3333,0.0,0.0,17.6667,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,6,0.5324,0.5158,0.5324,0.5158,38.0,0.0,0.0,32.6667,0.0,0.0,24.6667,0.0,0.0,18.6667,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,7,0.5562,0.5522,0.5582,0.5538,42.0,0.3333,0.0,34.0,0.3333,0.0,26.6667,0.0,0.0,21.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,8,0.5923,0.5855,0.5939,0.5865,46.0,0.0,0.0,37.3333,0.0,0.0,29.0,0.3333,0.0,22.3333,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,9,0.6347,0.6224,0.6353,0.6234,48.3333,0.0,0.0,40.0,0.0,0.0,31.6667,0.0,0.0,25.3333,0.3333,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,10,0.67,0.6486,0.6754,0.6517,51.0,0.0,1.3333,41.3333,0.3333,0.0,34.3333,0.0,0.0,26.6667,0.3333,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,11,0.7018,0.6872,0.7056,0.6982,54.6667,1.0,1.6667,43.3333,0.0,0.0,38.0,0.3333,0.0,27.3333,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,12,0.7401,0.7254,0.7435,0.7339,56.6667,0.6667,2.0,46.0,0.0,0.0,40.6667,0.3333,0.0,30.6667,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,13,0.7731,0.7442,0.7803,0.7582,58.6667,1.3333,3.0,47.3333,0.0,0.0,41.6667,0.3333,0.0,33.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,14,0.8028,0.7703,0.8075,0.7841,62.0,1.3333,3.3333,48.6667,0.0,0.0,42.3333,0.0,0.0,34.0,0.3333,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,15,0.8172,0.7874,0.8238,0.8083,64.0,1.3333,3.3333,48.6667,0.0,0.0,43.3333,0.6667,0.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,16,0.8394,0.8037,0.8559,0.819,63.3333,2.0,4.3333,51.3333,0.3333,0.0,45.6667,0.3333,0.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,17,0.8469,0.8071,0.8579,0.8212,63.3333,2.0,5.0,53.3333,0.0,0.0,46.0,0.0,0.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,18,0.8488,0.8097,0.8603,0.8253,64.0,2.0,5.0,53.3333,0.0,0.0,46.0,0.3333,0.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,19,0.8554,0.817,0.8693,0.8336,66.0,2.3333,5.0,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,20,0.8593,0.8258,0.8732,0.8424,67.6667,2.3333,5.0,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,21,0.8598,0.8266,0.8737,0.8433,68.0,2.3333,5.0,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,22,0.861,0.8285,0.8781,0.8458,68.6667,2.6667,5.0,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,23,0.861,0.8285,0.8781,0.8458,68.6667,2.6667,5.0,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,24,0.861,0.8285,0.8781,0.8458,68.6667,2.6667,5.0,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,25,0.861,0.8285,0.8781,0.8458,68.6667,2.6667,5.0,53.3333,0.0,0.0,46.3333,0.0,0.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,26,0.8626,0.8294,0.8814,0.8492,68.3333,3.0,5.3333,53.3333,0.0,0.0,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,27,0.8626,0.8294,0.8814,0.8492,68.3333,3.0,5.3333,53.3333,0.0,0.0,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,28,0.8654,0.8406,0.8801,0.8476,69.3333,1.6667,7.6667,53.0,0.0,0.3333,46.6667,0.0,0.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,29,0.8727,0.8434,0.8874,0.8504,69.6667,1.6667,8.6667,53.0,0.0,0.3333,47.6667,0.0,0.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,30,0.8733,0.8444,0.888,0.8514,70.0,1.6667,8.6667,53.0,0.0,0.3333,47.6667,0.0,0.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,31,0.8682,0.8451,0.8812,0.8496,70.3333,1.3333,8.6667,53.0,0.0,0.3333,46.6667,0.0,1.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,32,0.8671,0.8431,0.8801,0.8476,69.6667,1.3333,9.3333,53.0,0.0,0.3333,46.6667,0.0,1.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,33,0.8677,0.8448,0.8807,0.8493,69.6667,1.3333,9.3333,53.3333,0.0,0.3333,46.6667,0.0,1.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,34,0.8671,0.8435,0.8801,0.848,69.3333,1.3333,9.6667,53.3333,0.0,0.3333,46.6667,0.0,1.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,35,0.8671,0.8435,0.8801,0.848,69.3333,1.3333,9.6667,53.3333,0.0,0.3333,46.6667,0.0,1.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,36,0.8671,0.8435,0.8801,0.848,69.3333,1.3333,9.6667,53.3333,0.0,0.3333,46.6667,0.0,1.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,37,0.8671,0.8435,0.8801,0.848,69.3333,1.3333,9.6667,53.3333,0.0,0.3333,46.6667,0.0,1.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,38,0.8671,0.8435,0.8801,0.848,69.3333,1.3333,9.6667,53.3333,0.0,0.3333,46.6667,0.0,1.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,39,0.8687,0.8441,0.8862,0.8519,69.3333,1.6667,9.6667,53.6667,0.0,0.3333,46.6667,0.0,1.0,35.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,40,0.8709,0.8507,0.8873,0.857,69.6667,1.6667,11.0,53.6667,0.0,0.3333,46.6667,0.0,1.0,35.6667,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,41,0.8677,0.8473,0.8817,0.8543,69.6667,1.3333,11.0,53.6667,0.0,0.3333,46.3333,1.0,1.3333,35.6667,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,42,0.8688,0.8504,0.8807,0.8534,69.6667,1.3333,11.0,53.3333,0.0,0.6667,47.3333,0.0,1.3333,35.6667,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,43,0.8664,0.8493,0.8783,0.8522,69.3333,1.3333,11.3333,53.0,0.0,1.0,47.3333,0.0,1.3333,35.6667,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,44,0.8664,0.8493,0.8783,0.8522,69.3333,1.3333,11.3333,53.0,0.0,1.0,47.3333,0.0,1.3333,35.6667,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,45,0.8679,0.8498,0.8797,0.8528,69.3333,1.3333,11.3333,53.0,0.0,1.0,47.3333,0.0,1.3333,36.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,46,0.8679,0.8498,0.8797,0.8528,69.3333,1.3333,11.3333,53.0,0.0,1.0,47.3333,0.0,1.3333,36.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,47,0.8684,0.8583,0.8802,0.8613,70.6667,1.3333,11.3333,53.0,0.0,1.0,46.3333,0.0,2.3333,36.0,0.0,0.6667
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,48,0.8669,0.8577,0.8788,0.8607,70.6667,1.3333,11.3333,53.0,0.0,1.0,46.3333,0.0,2.3333,35.6667,0.0,1.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,49,0.8729,0.8558,0.8919,0.866,71.0,2.0,12.3333,53.0,0.0,1.0,46.3333,0.6667,2.3333,35.6667,0.0,1.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,50,0.8704,0.854,0.8877,0.8632,71.3333,1.6667,12.3333,52.6667,0.0,1.3333,46.0,0.6667,2.6667,35.6667,0.0,1.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,51,0.8704,0.854,0.8877,0.8632,71.3333,1.6667,12.3333,52.6667,0.0,1.3333,46.0,0.6667,2.6667,35.6667,0.0,1.0
mode=periodic8s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3,52,0.8704,0.854,0.8769,0.8614,71.3333,0.6667,12.3333,52.6667,0.0,1.3333,46.0,0.6667,2.6667,35.6667,0.0,1.0
