id,cpu_request,mem_request,inter_arrival_us,life_time_us,priority
clusterdata_2019_a:398892132897:423,0.0007047653198242188,0.0017719268798828125,1,71000000,0
clusterdata_2019_a:379034130570:308,0.032958984375,0.005218505859375,1,39000000,0
clusterdata_2019_a:377442455673:1518,0.03533935546875,0.003143310546875,1,7018000000,119
clusterdata_2019_a:394114003637:611,0.003696441650390625,0.001953125,1,37000000,0
clusterdata_2019_a:380922490259:365,0.0057220458984375,0.003177642822265625,1,172000000,0
clusterdata_2019_a:381989218200:2651,0.002994537353515625,0.00650787353515625,1,219000000,0
clusterdata_2019_a:399782795482:2373,0.00994873046875,0.00650787353515625,1,32000000,0
clusterdata_2019_a:383682179486:595,0.0069580078125,0.00650787353515625,1,57000000,0
clusterdata_2019_a:386953201209:227,0.0081024169921875,0.001934051513671875,1,197000000,0
clusterdata_2019_a:382972795999:1471,0.00405120849609375,0.001953125,1,80000000,0
clusterdata_2019_a:380205820102:783,0.00405120849609375,0.00650787353515625,1,455000000,0
clusterdata_2019_a:382958029666:160,0.024200439453125,0.012847900390625,0,974000000,103
clusterdata_2019_a:377918516620:158,0.0360107421875,0.003612518310546875,1,75000000,0
clusterdata_2019_a:380666103411:292,0.04351806640625,0.0036468505859375,1,658000000,0
clusterdata_2019_a:386862521010:1417,0.002994537353515625,0.00650787353515625,1,51000000,0
clusterdata_2019_a:383061113561:28,0.0242919921875,0.0091094970703125,1,110000000,0
clusterdata_2019_a:382965857693:1128,0.003696441650390625,0.001953125,1,76000000,0
clusterdata_2019_a:381016896659:671,0.003787994384765625,0.001964569091796875,1,352000000,0
clusterdata_2019_a:384287421455:0,0.00566864013671875,0.00262451171875,887601,51000000,0
clusterdata_2019_a:382943705278:1675,0.003170013427734375,0.003177642822265625,1,69000000,0
clusterdata_2019_a:399738003087:1317,0.009063720703125,0.00640869140625,1,257000000,105
clusterdata_2019_a:385643495050:716,0.003875732421875,0.00650787353515625,1,73000000,0
clusterdata_2019_a:383863589666:2665,0.030303955078125,0.021209716796875,1,11570000000,107
clusterdata_2019_a:384229416840:23146,0.0129547119140625,0.015625,1,47082000000,105
clusterdata_2019_a:383271148710:149,0.003345489501953125,0.00650787353515625,1,2008000000,0
clusterdata_2019_a:384411767353:220,0.01214599609375,0.0078125,1,73000000,0
clusterdata_2019_a:381199086926:117,0.002025604248046875,0.00206756591796875,0,393000000,103
clusterdata_2019_a:393632477403:55,0.02642822265625,0.00414276123046875,1,1005000000,200
clusterdata_2019_a:397986461901:1861,0.0081024169921875,0.002605438232421875,1,638000000,0
clusterdata_2019_a:379968728195:17889,0.0129547119140625,0.015625,0,32243000000,105
clusterdata_2019_a:383388731700:0,0.008453369140625,0.00650787353515625,2619323,1074000000,0
clusterdata_2019_a:397727432530:1513,0.03363037109375,0.007598876953125,1,36351000000,103
clusterdata_2019_a:393534609246:299,0.0081024169921875,0.00644683837890625,1,1693000000,0
clusterdata_2019_a:386343781098:469,0.0107421875,0.00650787353515625,1,52000000,0
clusterdata_2019_a:384456323213:86,0.02105712890625,0.003841400146484375,0,851000000,115
clusterdata_2019_a:382675319493:132,0.016204833984375,0.01727294921875,1,1486000000,0
clusterdata_2019_a:382989163060:631,0.0081024169921875,0.002605438232421875,1,266000000,0
clusterdata_2019_a:396226957188:7674,0.0129547119140625,0.015625,0,42793000000,105
clusterdata_2019_a:380202836254:168,0.002025604248046875,0.0016574859619140625,1,82000000,0
clusterdata_2019_a:5847762817:192,0.04400634765625,0.0055694580078125,329726,2678700000000,200
clusterdata_2019_a:381307646005:21505,0.0097198486328125,0.0017528533935546875,1,89421000000,0
clusterdata_2019_a:400169365015:1739,0.008544921875,0.0104217529296875,1,75000000,0
clusterdata_2019_a:376922994663:657,0.0252685546875,0.00293731689453125,1,181000000,0
clusterdata_2019_a:394121693463:4181,0.003345489501953125,0.0016803741455078125,1,34000000,0
clusterdata_2019_a:393606059902:0,0.0043182373046875,0.00650787353515625,14,77000000,0
clusterdata_2019_a:395278370134:8014,0.008636474609375,0.004119873046875,0,4889000000,105
clusterdata_2019_a:399759270968:329,0.0087127685546875,0.00421905517578125,0,5068000000,105
clusterdata_2019_a:399520709333:685,0.0081939697265625,0.001041412353515625,1,2560000000,0
clusterdata_2019_a:400142204892:475,0.0230712890625,0.00389862060546875,0,323000000,115
clusterdata_2019_a:400213764147:318,0.0126800537109375,0.009185791015625,1,171000000,105
clusterdata_2019_a:383610241579:2176,0.002552032470703125,0.003177642822265625,1,67000000,0
clusterdata_2019_a:382248134754:36,0.002288818359375,0.003177642822265625,1,424000000,0
clusterdata_2019_a:377714169764:0,0.016204833984375,0.018218994140625,2634705,70000000,0
clusterdata_2019_a:380797086976:18,0.01214599609375,0.0078125,1,584000000,0
clusterdata_2019_a:391715438390:1723,0.002025604248046875,0.00426483154296875,1,1716000000,0
clusterdata_2019_a:395366558297:436,0.00678253173828125,0.00650787353515625,1,613000000,0
clusterdata_2019_a:393514642761:0,0.00246429443359375,0.00208282470703125,1434700,99000000,0
clusterdata_2019_a:380682404362:3791,0.018402099609375,0.00494384765625,1,16251000000,0
clusterdata_2019_a:391936248817:1677,0.04052734375,0.00025463104248046875,1,36000000,0
clusterdata_2019_a:383354438074:133,0.002201080322265625,0.0006361007690429688,1,55000000,0
clusterdata_2019_a:379371353367:4323,0.0042266845703125,0.00650787353515625,1,6683000000,0
clusterdata_2019_a:385045426398:3,0.00836181640625,0.00605010986328125,1,65000000,0
clusterdata_2019_a:380895874500:12,0.003170013427734375,0.00384521484375,1,34000000,200
clusterdata_2019_a:383088781525:1894,0.00246429443359375,0.00428009033203125,1,73000000,0
clusterdata_2019_a:385087328730:1944,0.002025604248046875,0.0008134841918945312,1,42000000,0
clusterdata_2019_a:383075130228:1293,0.00598907470703125,0.00183868408203125,1,53000000,0
clusterdata_2019_a:397814360514:578,0.029144287109375,0.022064208984375,1,5162000000,0
clusterdata_2019_a:380861874930:268,0.003082275390625,0.00650787353515625,1,56000000,0
clusterdata_2019_a:385421907759:186,0.00405120849609375,0.00650787353515625,1,480000000,0
clusterdata_2019_a:393586327389:2177,0.00836181640625,0.00650787353515625,1,74000000,0
clusterdata_2019_a:384106350467:1569,0.00704193115234375,0.00650787353515625,1,4285000000,0
clusterdata_2019_a:383462702266:79,0.0360107421875,0.002716064453125,1,539000000,0
clusterdata_2019_a:384706452356:507,0.00246429443359375,0.001102447509765625,1,876000000,0
clusterdata_2019_a:397194471637:1862,0.0123291015625,0.0023193359375,1,65000000,0
clusterdata_2019_a:383788196935:108,0.00739288330078125,0.00650787353515625,1,78000000,0
clusterdata_2019_a:380224663309:1062,0.0015850067138671875,0.001903533935546875,1,55000000,0
clusterdata_2019_a:380808283032:249,0.009063720703125,0.00531005859375,1,99000000,0
clusterdata_2019_a:381177035019:1613,0.0080108642578125,0.0014972686767578125,1,49000000,0
clusterdata_2019_a:383545319453:495,0.003170013427734375,0.00650787353515625,1,651000000,0
