timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,unsched_p1,deletions_cum_p1
2026/01/19/18:33:06,3.722105,0.178531,0.172941,0.180562,0.175966,40,1,0
2026/01/19/18:33:07,4.722210,0.217219,0.202602,0.221250,0.204894,51,1,0
2026/01/19/18:33:08,5.722310,0.255188,0.242115,0.255188,0.242115,62,0,0
2026/01/19/18:33:09,6.722387,0.317063,0.269714,0.320219,0.271864,75,1,0
2026/01/19/18:33:10,7.722507,0.376188,0.298692,0.376188,0.298692,84,0,0
2026/01/19/18:33:11,8.722660,0.436312,0.340740,0.440312,0.344940,93,1,0
2026/01/19/18:33:12,9.722757,0.483500,0.387912,0.483500,0.387912,103,0,0
2026/01/19/18:33:13,10.722895,0.533219,0.425038,0.533219,0.425038,114,0,0
2026/01/19/18:33:14,11.722989,0.620656,0.483733,0.620656,0.483733,126,0,0
2026/01/19/18:33:15,12.723075,0.644781,0.517585,0.646375,0.519410,134,1,0
2026/01/19/18:33:16,13.723182,0.675219,0.540750,0.678875,0.547036,143,1,0
2026/01/19/18:33:17,14.723256,0.725688,0.584719,0.725688,0.584719,154,0,0
2026/01/19/18:33:18,15.723343,0.734281,0.590070,0.787250,0.624246,156,10,0
2026/01/19/18:33:19,16.723382,0.734281,0.590070,0.825406,0.658824,156,18,0
2026/01/19/18:33:20,17.723483,0.734281,0.590070,0.859688,0.693034,156,29,0
2026/01/19/18:33:21,18.723561,0.734281,0.590070,0.894188,0.750482,156,41,0
2026/01/19/18:33:22,19.723647,0.727437,0.583483,0.894312,0.748146,155,43,1
2026/01/19/18:33:23,20.723731,0.894312,0.748146,0.894312,0.748146,198,0,1
2026/01/19/18:33:24,21.723861,0.899750,0.753401,0.899750,0.753401,201,0,1
2026/01/19/18:33:25,22.723950,0.899750,0.753401,0.899750,0.753401,201,0,1
2026/01/19/18:33:26,23.724401,0.911969,0.758816,0.927656,0.766066,204,4,1
2026/01/19/18:33:27,24.725051,0.911969,0.758816,0.954875,0.776302,204,7,1
2026/01/19/18:33:28,25.725154,0.909406,0.756597,0.954094,0.775685,203,8,2
2026/01/19/18:33:29,26.725245,0.909406,0.756597,0.995875,0.833019,203,23,2
2026/01/19/18:33:30,27.725334,0.909406,0.756597,0.996781,0.848324,203,25,2
2026/01/19/18:33:31,29.179097,0.909406,0.756597,1.032844,0.872491,203,31,2
2026/01/19/18:33:33,31.684731,0.903969,0.751343,1.016750,0.836291,200,26,5
2026/01/19/18:33:36,33.892812,0.902094,0.739673,1.014875,0.824621,199,26,6
2026/01/19/18:33:39,37.207070,0.902094,0.739673,1.014875,0.824621,199,26,6
2026/01/19/18:33:42,39.906251,0.902094,0.739673,1.014875,0.824621,199,26,6
2026/01/19/18:33:43,41.602222,0.909094,0.743392,1.020438,0.827752,201,26,6
2026/01/19/18:33:44,42.681614,0.909094,0.743392,1.020438,0.827752,201,26,6
2026/01/19/18:33:45,43.681722,0.909094,0.743392,1.020438,0.827752,201,26,6
2026/01/19/18:33:46,44.683310,0.890750,0.733926,0.982062,0.805378,197,22,10
2026/01/19/18:33:48,46.094241,0.890750,0.733926,0.982062,0.805378,197,22,10
2026/01/19/18:33:50,48.521919,0.885719,0.726604,0.977031,0.798055,196,22,11
2026/01/19/18:33:52,50.084884,0.878031,0.722695,0.964187,0.789091,194,19,13
2026/01/19/18:33:54,52.176946,0.878031,0.722695,0.964187,0.789091,194,19,13
2026/01/19/18:33:56,54.193044,0.878031,0.722695,0.987313,0.800771,194,23,13
2026/01/19/18:33:57,55.602098,0.878031,0.722695,1.030594,0.823744,194,31,13
2026/01/19/18:33:58,56.602209,0.878031,0.722695,0.991281,0.811770,194,27,13
2026/01/19/18:34:00,58.505728,0.878031,0.722695,0.987469,0.807600,194,25,13
2026/01/19/18:34:02,59.727819,0.878031,0.722695,0.987469,0.807600,194,25,13
2026/01/19/18:34:03,60.727935,0.865812,0.720347,0.975250,0.805252,193,25,14
2026/01/19/18:34:04,61.728046,0.865812,0.720347,0.975250,0.805252,193,25,14
2026/01/19/18:34:05,62.728157,0.865812,0.720347,0.975250,0.805252,193,25,14
2026/01/19/18:34:06,64.709150,0.865812,0.720347,0.975250,0.805252,193,25,14
2026/01/19/18:34:09,67.493842,0.865812,0.720347,0.973375,0.808900,193,26,14
2026/01/19/18:34:12,69.803163,0.865812,0.720347,0.973375,0.808900,193,26,14
2026/01/19/18:34:13,71.346287,0.865812,0.720347,0.965313,0.803777,193,24,14
2026/01/19/18:34:15,73.220186,0.865812,0.720347,0.965313,0.803777,193,24,14
2026/01/19/18:34:16,74.220279,0.865812,0.720347,0.965313,0.803777,193,24,14
2026/01/19/18:34:17,75.496673,0.865812,0.720347,0.965313,0.793581,193,23,14
2026/01/19/18:34:20,77.798724,0.884844,0.743536,0.965313,0.793581,200,16,14
2026/01/19/18:34:21,78.798824,0.881719,0.739437,0.959063,0.785381,199,15,15
2026/01/19/18:34:22,79.798918,0.881719,0.739437,0.959063,0.785381,199,15,15
2026/01/19/18:34:23,80.799000,0.881719,0.739437,0.959063,0.785381,199,15,15
2026/01/19/18:34:24,81.799096,0.881719,0.739437,0.959063,0.785381,199,15,15
2026/01/19/18:34:26,84.013013,0.881719,0.739437,0.959063,0.785381,199,15,15
2026/01/19/18:34:27,85.016392,0.881719,0.739437,0.959063,0.785381,199,15,15
2026/01/19/18:34:28,86.614183,0.881719,0.739437,0.950812,0.779218,199,13,15
2026/01/19/18:34:31,88.803622,0.881719,0.739437,0.950812,0.779218,199,13,15
2026/01/19/18:34:33,91.334837,0.881719,0.739437,0.950812,0.779218,199,13,15
2026/01/19/18:34:35,92.996506,0.881719,0.739437,0.950812,0.779218,199,13,15
2026/01/19/18:34:36,94.334871,0.881719,0.739437,0.956750,0.786063,199,14,15
2026/01/19/18:34:37,95.556228,0.881719,0.739437,0.956750,0.786063,199,14,15
2026/01/19/18:34:38,96.556361,0.883625,0.745621,0.956750,0.786063,200,13,15
2026/01/19/18:34:39,97.556406,0.883625,0.745621,0.956750,0.786063,200,13,15
2026/01/19/18:34:40,98.556471,0.883625,0.745621,0.956750,0.786063,200,13,15
2026/01/19/18:34:41,99.556566,0.883625,0.745621,0.956750,0.786063,200,13,15
2026/01/19/18:34:44,101.984553,0.883625,0.745621,0.956750,0.786063,200,13,15
2026/01/19/18:34:45,102.984835,0.883625,0.745621,0.956750,0.786063,200,13,15
2026/01/19/18:34:47,105.195505,0.883625,0.745621,0.956750,0.786063,200,13,15
2026/01/19/18:34:50,108.201095,0.883625,0.745621,0.956750,0.786063,200,13,15
2026/01/19/18:34:53,111.108054,0.883625,0.745621,1.006344,0.841184,200,25,15
2026/01/19/18:34:56,114.065294,0.900875,0.766947,1.004781,0.854309,206,26,15
2026/01/19/18:34:57,115.065408,0.900875,0.766947,1.029813,0.883171,206,35,15
2026/01/19/18:34:58,116.065560,0.900875,0.766947,1.036156,0.892238,206,38,15
2026/01/19/18:34:59,117.065650,0.900875,0.766947,1.050156,0.913903,206,42,15
2026/01/19/18:35:00,118.117846,0.900875,0.766947,1.100406,0.944628,206,50,15
2026/01/19/18:35:02,120.388721,0.900875,0.766947,1.044750,0.915955,206,38,15
2026/01/19/18:35:05,123.495104,0.900875,0.766947,1.039969,0.895681,206,35,15
2026/01/19/18:35:08,125.817230,0.896719,0.764670,1.022000,0.869595,205,31,16
2026/01/19/18:35:10,127.972623,0.896719,0.764670,1.020438,0.867485,205,30,16
2026/01/19/18:35:11,128.972750,0.896719,0.764670,1.015437,0.853657,205,28,16
2026/01/19/18:35:13,130.978309,0.896719,0.764670,1.015437,0.853657,205,28,16
2026/01/19/18:35:14,132.408251,0.900281,0.769692,1.015437,0.853657,207,26,16
2026/01/19/18:35:15,133.408348,0.900281,0.769692,1.015437,0.853657,207,26,16
2026/01/19/18:35:16,134.408376,0.900281,0.769692,1.015437,0.853657,207,26,16
2026/01/19/18:35:17,135.408454,0.900281,0.769692,1.015437,0.853657,207,26,16
2026/01/19/18:35:19,136.891685,0.900281,0.769692,1.015437,0.853657,207,26,16
