timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,running_p2,running_p3,running_p4,unsched_p1,unsched_p2,unsched_p3,unsched_p4,deletions_cum_p1,deletions_cum_p2,deletions_cum_p3,deletions_cum_p4
2026/01/29/08:49:59,1.109996,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0
2026/01/29/08:50:00,2.110090,0.204187,0.204712,0.204187,0.204712,8,6,2,6,0,0,0,0,0,0,0,0
2026/01/29/08:50:01,3.110178,0.374312,0.350557,0.388813,0.355887,14,11,2,6,0,1,0,0,0,0,0,0
2026/01/29/08:50:02,4.110254,0.494812,0.480845,0.494812,0.480845,18,14,5,7,0,0,0,0,0,0,0,0
2026/01/29/08:50:03,5.110338,0.562312,0.630248,0.565688,0.658661,21,15,6,13,0,1,0,0,0,0,0,0
2026/01/29/08:50:04,6.110435,0.600437,0.758306,0.609000,0.792686,21,19,8,14,1,0,1,0,3,0,0,0
2026/01/29/08:50:05,7.110502,0.603500,0.782717,0.603500,0.782717,23,19,9,12,0,0,0,0,3,0,0,2
2026/01/29/08:50:06,8.110603,0.603500,0.782717,0.603500,0.782717,23,19,9,12,0,0,0,0,3,0,0,2
2026/01/29/08:50:07,9.110676,0.603500,0.782717,0.603500,0.782717,23,19,9,12,0,0,0,0,3,0,0,2
2026/01/29/08:50:08,10.110767,0.603500,0.782717,0.603500,0.782717,23,19,9,12,0,0,0,0,3,0,0,2
2026/01/29/08:50:09,11.110834,0.596375,0.775141,0.596375,0.775141,22,19,9,12,0,0,0,0,4,0,0,2
2026/01/29/08:50:10,12.110944,0.654875,0.844975,0.654875,0.844975,25,25,10,12,0,0,0,0,4,0,0,2
2026/01/29/08:50:11,13.111019,0.682375,0.861604,0.682375,0.861604,27,25,10,15,0,0,0,0,4,0,0,2
2026/01/29/08:50:12,14.111124,0.655687,0.848503,0.655687,0.848503,24,25,9,15,0,0,0,0,7,0,1,2
2026/01/29/08:50:13,15.111276,0.611187,0.807639,0.611187,0.807639,24,25,7,15,0,0,0,0,7,0,3,2
2026/01/29/08:50:14,16.111351,0.597562,0.763464,0.597562,0.763464,24,22,7,15,0,0,0,0,7,3,3,2
2026/01/29/08:50:15,17.111449,0.597562,0.763464,0.597562,0.763464,24,22,7,15,0,0,0,0,7,3,3,2
2026/01/29/08:50:16,18.111544,0.587437,0.753615,0.587437,0.753615,24,22,7,12,0,0,0,0,7,3,3,5
2026/01/29/08:50:17,19.111614,0.587437,0.753615,0.587437,0.753615,24,22,7,12,0,0,0,0,7,3,3,5
2026/01/29/08:50:18,20.111691,0.587437,0.753615,0.587437,0.753615,24,22,7,12,0,0,0,0,7,3,3,5
2026/01/29/08:50:19,21.111777,0.587437,0.753615,0.587437,0.753615,24,22,7,12,0,0,0,0,7,3,3,5
2026/01/29/08:50:20,22.111896,0.587437,0.753615,0.587437,0.753615,24,22,7,12,0,0,0,0,7,3,3,5
2026/01/29/08:50:21,23.111959,0.587437,0.753615,0.587437,0.753615,24,22,7,12,0,0,0,0,7,3,3,5
2026/01/29/08:50:22,24.112042,0.577187,0.742022,0.577187,0.742022,22,22,7,12,0,0,0,0,9,3,3,5
2026/01/29/08:50:23,25.112132,0.577187,0.742022,0.577187,0.742022,22,22,7,12,0,0,0,0,9,3,3,5
