timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,unsched_p1,deletions_cum_p1
2026/02/03/15:52:45,2.147842,0.000000,0.000000,0.204937,0.097546,0,19,0
2026/02/03/15:52:46,3.147952,0.294875,0.146724,0.294875,0.146724,29,0,0
2026/02/03/15:52:47,4.148045,0.357625,0.245320,0.357625,0.245320,41,0,0
2026/02/03/15:52:48,5.148212,0.470938,0.367148,0.470938,0.367148,53,0,0
2026/02/03/15:52:49,6.148324,0.549000,0.515508,0.549000,0.515508,64,0,0
2026/02/03/15:52:50,7.148431,0.675375,0.619471,0.675375,0.619471,75,0,0
2026/02/03/15:52:51,8.148628,0.750188,0.695496,0.758437,0.708372,84,1,0
2026/02/03/15:52:52,9.148790,0.849063,0.792047,0.849063,0.792047,96,0,0
2026/02/03/15:52:53,10.148951,0.860187,0.823627,0.879500,0.827215,98,1,0
2026/02/03/15:52:54,11.149038,0.860187,0.823627,0.960500,0.836750,98,4,0
2026/02/03/15:52:55,12.149190,0.860187,0.823627,0.960500,0.836750,98,4,0
2026/02/03/15:52:56,13.149284,0.860187,0.823627,0.960500,0.836750,98,4,0
2026/02/03/15:52:57,14.149380,0.860187,0.823627,0.960500,0.836750,98,4,0
2026/02/03/15:52:58,15.149462,0.860187,0.823627,0.879500,0.827215,98,1,0
2026/02/03/15:52:59,16.149636,0.860187,0.823627,0.879500,0.827215,98,1,0
2026/02/03/15:53:00,17.149788,0.860187,0.823627,0.879500,0.827215,98,1,0
2026/02/03/15:53:01,18.149942,0.860187,0.823627,0.879500,0.827215,98,1,0
2026/02/03/15:53:02,19.150056,0.860187,0.823627,0.879500,0.827215,98,1,0
2026/02/03/15:53:03,20.150202,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:04,21.150361,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:05,22.150464,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:06,23.150645,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:07,24.150743,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:08,25.150911,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:09,26.151081,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:10,27.151181,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:11,28.151280,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:12,29.151383,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:13,30.151507,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:14,31.151633,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:15,32.151728,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:16,33.151827,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:17,34.151982,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:18,35.152133,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:19,36.152288,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:20,37.152441,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:21,38.152534,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:22,39.152665,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:23,40.152740,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:24,41.152851,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:25,42.152941,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:26,43.153021,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:27,44.153122,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:28,45.153221,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:29,46.153324,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:30,47.153413,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:31,48.153519,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:32,49.153646,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:33,50.153695,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:34,51.153804,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:35,52.153893,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:36,53.154003,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:37,54.154103,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:38,55.154193,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:39,56.154346,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:40,57.154440,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:41,58.154617,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:42,59.154756,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:43,60.154858,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:44,61.154978,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:45,62.155063,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:46,63.155172,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:47,64.155262,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:48,65.155358,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:49,66.155481,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:50,67.155565,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:51,68.155675,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:52,69.155779,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:53,70.155869,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:54,71.155958,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:55,72.156061,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:56,73.156152,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:57,74.156308,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:58,75.156505,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:53:59,76.156646,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:54:00,77.156734,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:54:01,78.156848,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:54:02,79.156945,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:54:03,80.157107,0.840875,0.820038,0.840875,0.820038,97,0,1
2026/02/03/15:54:04,81.157208,0.823250,0.810133,0.823250,0.810133,95,0,3
2026/02/03/15:54:05,82.157314,0.823250,0.810133,0.823250,0.810133,95,0,3
2026/02/03/15:54:06,83.157411,0.823250,0.810133,0.823250,0.810133,95,0,3
2026/02/03/15:54:07,84.157547,0.823250,0.810133,0.823250,0.810133,95,0,3
2026/02/03/15:54:08,85.157668,0.823250,0.810133,0.823250,0.810133,95,0,3
2026/02/03/15:54:09,86.157783,0.823250,0.810133,0.823250,0.810133,95,0,3
2026/02/03/15:54:10,87.157866,0.823250,0.810133,0.823250,0.810133,95,0,3
2026/02/03/15:54:11,88.157956,0.823250,0.810133,0.823250,0.810133,95,0,3
2026/02/03/15:54:12,89.158060,0.823250,0.810133,0.823250,0.810133,95,0,3
2026/02/03/15:54:13,90.158145,0.823250,0.810133,0.823250,0.810133,95,0,3
