job_name,plugin_config,n_seed,T_end_s_mean,delta_cpu_run_util_mean_mean,delta_cpu_run_util_mean_std,delta_mem_run_util_mean_mean,delta_mem_run_util_mean_std,delta_cpu_req_util_mean_mean,delta_cpu_req_util_mean_std,delta_mem_req_util_mean_mean,delta_mem_req_util_mean_std,delta_util_eff_run_mean_mean,delta_util_eff_run_mean_std,delta_util_eff_req_mean_mean,delta_util_eff_req_mean_std,delta_R_p1_mean,delta_R_p1_std,delta_R_p2_mean,delta_R_p2_std,delta_R_p3_mean,delta_R_p3_std,delta_R_p4_mean,delta_R_p4_std,delta_R_total_mean,delta_R_total_std,delta_D_p1_mean,delta_D_p1_std,delta_D_p2_mean,delta_D_p2_std,delta_D_p3_mean,delta_D_p3_std,delta_D_p4_mean,delta_D_p4_std,delta_D_total_mean,delta_D_total_std,delta_latency_mean_s_mean,delta_latency_mean_s_std,delta_latency_mean_p1_s_mean,delta_latency_mean_p1_s_std,delta_latency_mean_p2_s_mean,delta_latency_mean_p2_s_std,delta_latency_mean_p3_s_mean,delta_latency_mean_p3_s_std,delta_latency_mean_p4_s_mean,delta_latency_mean_p4_s_std
nodes=32_prio=4_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=0,2,7199.3917,0.0056,0.003,0.0098,0.0071,0.0001,0.0001,0.0001,0.0001,0.0091,0.008,0.0001,0.0001,11565.4494,803.7181,-1290.1916,572.9834,-1902.1591,334.832,-2746.1328,3193.8792,5626.9659,3297.9764,-51.0,9.8995,-21.0,1.4142,-24.0,4.2426,-17.0,5.6569,-113.0,1.4142,5.0536,5.7108,-0.8047,4.4951,4.5338,2.6136,4.7261,2.3745,16.7959,21.4296
nodes=32_prio=4_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=1,2,7199.3723,0.0074,0.0021,0.012,0.0037,-0.0,0.0001,-0.0,0.0001,0.0103,0.0061,-0.0,0.0001,7997.9327,2238.9588,-24.6658,29.3272,-40.3407,3.8071,-13.2148,28.8788,7919.7114,2184.5599,88.5,36.0624,0.0,0.0,0.0,0.0,0.5,0.7071,89.0,36.7696,-0.7574,1.3395,-2.2104,4.009,-0.0042,0.0187,0.0097,0.0201,0.0048,0.0592
nodes=32_prio=4_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,2,7199.0136,0.0039,0.0009,0.0083,0.0018,0.0001,0.0001,0.0,0.0001,0.0068,0.0042,0.0,0.0001,9711.961,1204.3962,-2228.6919,941.6196,-2706.747,1180.3665,-1564.7514,922.7779,3211.7707,5.188,-157.5,48.7904,-48.0,21.2132,-44.0,29.6985,-34.5,0.7071,-284.0,98.9949,3.1338,0.5672,2.1032,2.181,3.0442,1.1459,3.9604,0.1353,4.0173,2.6943
nodes=32_prio=4_arrival=8s,mode=periodic8s_blocking=0_defpreempt=1,2,7199.2279,0.0045,0.0005,0.0076,0.0001,0.0,0.0,0.0,0.0,0.0066,0.0016,0.0,0.0,5143.8046,265.1534,-21.8631,49.7523,2.9669,19.1271,5.1547,35.3125,5130.0632,160.9614,93.0,33.9411,-0.5,0.7071,-1.5,2.1213,0.0,0.0,91.0,35.3553,-0.0872,0.417,-0.4248,1.3613,0.0202,0.0286,0.053,0.018,0.0954,0.0086
nodes=32_prio=4_arrival=8s,mode=periodic8s_blocking=1_defpreempt=0,2,7199.2914,0.0047,0.0012,0.0088,0.0009,0.0001,0.0001,0.0,0.0001,0.0073,0.0032,0.0,0.0001,10013.7024,680.4608,-1930.0113,365.0349,-2736.4988,1042.6127,-1409.508,369.3257,3937.6843,357.8611,-142.5,51.6188,-43.5,12.0208,-48.5,31.8198,-34.5,0.7071,-269.0,96.1665,2.5442,0.5487,1.1518,2.8672,2.5893,0.044,3.1251,0.7722,4.17,1.122
nodes=32_prio=4_arrival=8s,mode=periodic8s_blocking=1_defpreempt=1,2,7199.4261,0.004,0.002,0.0075,0.0008,-0.0,0.0001,-0.0,0.0001,0.0066,0.0007,-0.0,0.0001,5024.1349,928.7617,-36.5864,42.9366,-48.2395,121.5307,-25.6081,31.0477,4913.7009,1124.2767,106.0,31.1127,-1.5,2.1213,-1.5,2.1213,0.0,0.0,103.0,35.3553,-0.077,0.3774,-0.4356,1.1592,0.0398,0.0027,0.1061,0.0824,0.079,0.0158
nodes=32_prio=4_arrival=8s,mode=stablequeue2s_blocking=0_defpreempt=0,2,7199.0755,0.0051,0.0009,0.0086,0.001,0.0001,0.0,0.0001,0.0,0.0073,0.003,0.0001,0.0,10155.8256,1247.4512,-2027.5147,413.7996,-2635.9808,1561.3853,-1608.64,279.1904,3883.69,448.5433,-128.0,69.2965,-46.5,19.0919,-47.5,37.4767,-35.0,7.0711,-257.0,132.9361,2.436,0.3378,0.8778,1.468,2.3119,0.0921,3.0087,0.031,4.8384,0.7038
nodes=32_prio=4_arrival=8s,mode=stablequeue2s_blocking=0_defpreempt=1,2,7199.3791,0.0056,0.0,0.0079,0.0005,-0.0,0.0,-0.0001,0.0,0.0069,0.0011,-0.0001,0.0,5556.5538,230.2991,-28.987,6.5758,-34.0149,15.8804,-3.5808,23.0682,5489.9711,197.9264,117.0,55.1543,0.0,0.0,0.0,0.0,0.0,0.0,117.0,55.1543,-0.1284,0.3566,-0.4689,1.1948,0.0072,0.02,0.0231,0.0172,0.0055,0.0024
nodes=32_prio=4_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=0,2,7199.2565,0.0063,0.0017,0.0096,0.0012,0.0001,0.0,0.0001,0.0,0.0082,0.0034,0.0001,0.0,10584.3299,1298.1213,-1683.1337,136.8145,-2371.1796,1207.5163,-1263.8079,266.5062,5266.2087,220.2967,-129.5,53.033,-38.0,9.8995,-43.5,30.4056,-32.0,0.0,-243.0,93.3381,2.3663,0.5685,0.5109,1.8854,2.7934,0.1259,3.6594,0.9998,3.5072,1.0618
nodes=32_prio=4_arrival=8s,mode=stablequeue2s_blocking=1_defpreempt=1,2,7199.1773,0.0044,0.0015,0.0072,0.0016,0.0,0.0,-0.0,0.0,0.0063,0.0001,-0.0,0.0001,4827.1172,1505.4226,-44.3021,37.2409,-17.9293,6.4382,-14.374,3.2937,4750.5118,1539.5189,112.5,31.8198,0.0,0.0,0.0,0.0,0.0,0.0,112.5,31.8198,-0.2157,0.4777,-0.7889,1.5513,0.0188,0.007,0.0382,0.0113,0.0226,0.0319
