scheduler,job_name,seed,T_end_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,util_eff_run_mean,util_eff_req_mean,R_p1,R_p2,R_p3,R_p4,D_p1,D_p2,D_p3,D_p4,latency_first_admit_p05_s,latency_first_admit_p25_s,latency_first_admit_median_s,latency_first_admit_mean_s,latency_first_admit_p75_s,latency_first_admit_p95_s
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,1420052706459400740,7199.4736,0.8835,0.8038,0.8912,0.81,0.8835,0.8912,589894.5613,352459.2651,423057.0643,279731.0301,316.0,216.0,193.0,138.0,0.0,0.0,0.0,7.4694,0.0,31.8
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,2219457405427907235,7199.7076,0.8058,0.8875,0.8087,0.8915,0.8875,0.8915,495630.7929,443354.2461,264223.6777,206134.1645,406.0,203.0,198.0,139.0,0.0,0.0,0.0,3.2523,0.0,21.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,1420052706459400740,7199.1374,0.8823,0.83,0.889,0.8361,0.8833,0.8905,603337.5046,353201.9407,440366.5484,276790.2552,612.0,389.0,382.0,251.0,0.0,0.0,0.0,3.3743,0.0,13.0
mode=stablequeue2s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,2219457405427907235,7199.3995,0.8132,0.8757,0.8215,0.8905,0.8761,0.8909,490704.9468,453771.9173,290727.2919,205878.5964,559.0,368.0,281.0,227.0,0.0,0.0,0.0,3.7191,0.0,10.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,1420052706459400740,7199.5947,0.8789,0.8433,0.8896,0.854,0.8938,0.9066,842658.7021,0.0,0.0,0.0,817.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7849,0.0,20.4
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,2219457405427907235,7199.9774,0.8646,0.8481,0.8725,0.8546,0.8824,0.8906,789389.8674,0.0,0.0,0.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1956,1.0,23.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=8s,1420052706459400740,7199.9593,0.8646,0.8428,0.8784,0.8575,0.8775,0.8933,831875.3704,0.0,0.0,0.0,1538.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0403,0.0,16.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=8s,2219457405427907235,7198.1208,0.8546,0.8482,0.8669,0.8597,0.8787,0.8921,799837.754,0.0,0.0,0.0,1505.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7613,1.0,15.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=16s,1420052706459400740,7199.9282,0.8766,0.8273,0.889,0.8448,0.8791,0.8919,258400.6691,164560.9509,207850.311,162023.3226,554.0,232.0,207.0,151.0,0.0,0.0,0.0,2.5807,0.0,6.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=16s,2219457405427907235,7199.2864,0.773,0.876,0.7831,0.8926,0.876,0.8927,224535.528,222764.4043,99933.3904,100990.8951,692.0,231.0,219.0,156.0,0.0,0.0,0.0,1.0143,0.0,7.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,1420052706459400740,7199.4898,0.869,0.8362,0.8868,0.8606,0.8737,0.894,266803.4277,171958.8281,211777.2989,156343.8376,1043.0,424.0,407.0,279.0,0.0,0.0,0.0,1.1775,0.0,4.45
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,2219457405427907235,7199.49,0.778,0.8618,0.7936,0.8885,0.8668,0.8934,219863.0208,226904.6881,130056.1653,100778.9855,1082.0,432.0,350.0,259.0,0.0,0.0,0.0,0.7995,0.0,4.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,1420052706459400740,7199.9692,0.887,0.858,0.8956,0.8647,0.8937,0.9027,1662313.4598,0.0,0.0,0.0,837.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1619,0.0,31.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=16s,2219457405427907235,7199.5661,0.8744,0.8295,0.8852,0.8361,0.8795,0.8907,1587299.3942,0.0,0.0,0.0,735.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7666,0.0,17.7
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=8s,1420052706459400740,7199.3182,0.8773,0.846,0.8885,0.8564,0.8798,0.8922,1657006.3286,0.0,0.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8861,0.0,17.7
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=8s,2219457405427907235,7199.8236,0.875,0.8182,0.8877,0.8275,0.8783,0.8914,1594162.0921,0.0,0.0,0.0,1525.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2982,0.0,15.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=16s,1420052706459400740,7199.2125,0.8842,0.8055,0.8912,0.8099,0.8842,0.8912,585223.106,353838.6989,424809.8156,282091.5911,435.0,233.0,212.0,148.0,0.0,0.0,0.0,1.3108,0.0,1.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=16s,2219457405427907235,7199.8874,0.8061,0.8865,0.8087,0.8915,0.8865,0.8915,494054.4189,444106.509,265257.5185,206737.9189,557.0,224.0,224.0,160.0,0.0,0.0,0.0,1.0106,0.0,1.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,1420052706459400740,7199.7446,0.8835,0.8303,0.8889,0.836,0.8842,0.8904,599835.984,354945.9121,441889.6493,278597.6712,847.0,422.0,403.0,281.0,0.0,0.0,0.0,0.7498,0.0,1.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,2219457405427907235,7199.8484,0.8131,0.874,0.8213,0.8903,0.8744,0.8907,485091.6036,456084.8807,294466.5491,207316.0168,815.0,428.0,355.0,267.0,0.0,0.0,0.0,0.6395,0.0,1.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,1420052706459400740,7199.4256,0.8786,0.8436,0.8896,0.854,0.894,0.9066,842637.2818,0.0,0.0,0.0,805.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9212,0.0,30.25
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,2219457405427907235,7199.993,0.8666,0.8489,0.8725,0.8546,0.8837,0.8906,790140.1898,0.0,0.0,0.0,754.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4027,1.0,18.45
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=8s,1420052706459400740,7199.2121,0.8648,0.8435,0.8784,0.8575,0.8778,0.8933,832271.921,0.0,0.0,0.0,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2791,1.0,19.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=8s,2219457405427907235,7197.9541,0.8537,0.8481,0.8669,0.8597,0.8781,0.8921,799521.4999,0.0,0.0,0.0,1515.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0449,1.0,15.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=16s,1420052706459400740,7199.9555,0.8723,0.8291,0.889,0.8449,0.8747,0.8919,265624.0008,162958.0735,205035.1203,160409.3062,335.0,205.0,183.0,132.0,0.0,0.0,0.0,7.9093,0.0,29.2
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=16s,2219457405427907235,7199.504,0.7714,0.879,0.7833,0.8927,0.879,0.8928,228256.6513,220900.2396,97387.8219,100041.5748,415.0,172.0,170.0,131.0,0.0,0.0,0.0,6.4615,4.0,38.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,1420052706459400740,7199.9747,0.8691,0.8421,0.887,0.8609,0.875,0.8942,272927.9276,169252.6946,209695.5208,153387.6338,645.0,346.0,336.0,225.0,0.0,0.0,0.0,6.2833,1.0,33.4
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,2219457405427907235,7196.996,0.7756,0.8632,0.7938,0.889,0.868,0.8939,223058.9964,224449.4926,127691.4923,99423.2056,628.0,334.0,257.0,211.0,0.0,0.0,0.0,4.5871,1.0,26.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,1420052706459400740,7199.5081,0.888,0.8588,0.8956,0.8647,0.895,0.9027,1663096.3319,0.0,0.0,0.0,861.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7184,0.0,18.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,2219457405427907235,7199.4295,0.8752,0.8294,0.8852,0.8362,0.8803,0.8907,1587403.6334,0.0,0.0,0.0,746.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5969,0.0,27.45
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,1420052706459400740,7199.1427,0.8794,0.8479,0.8885,0.8565,0.8821,0.8922,1659242.2667,0.0,0.0,0.0,1625.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7454,0.0,14.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2219457405427907235,7199.8324,0.8709,0.8152,0.8877,0.8275,0.8742,0.8913,1591582.7129,0.0,0.0,0.0,1529.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4741,0.0,12.85
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=16s,1420052706459400740,7199.2751,0.8799,0.7998,0.8913,0.8101,0.8799,0.8913,589398.0336,352156.3374,422703.571,277092.1358,306.0,211.0,191.0,135.0,0.0,0.0,0.0,10.3514,0.0,29.8
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=16s,2219457405427907235,7199.5084,0.805,0.8872,0.8088,0.8916,0.8872,0.8916,495709.5513,443247.4358,263609.3787,206266.8747,381.0,204.0,197.0,138.0,0.0,0.0,0.0,3.7532,0.0,22.6
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=8s,1420052706459400740,7199.4995,0.883,0.8309,0.889,0.8361,0.8839,0.8905,603761.6783,353370.3765,440402.8495,277156.7282,599.0,391.0,381.0,249.0,0.0,0.0,0.0,3.141,0.0,14.5
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=8s,2219457405427907235,7199.4363,0.815,0.877,0.8214,0.8905,0.8773,0.8909,491171.7862,454314.3307,291244.1221,206215.565,569.0,383.0,290.0,235.0,0.0,0.0,0.0,3.8248,0.0,12.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,1420052706459400740,7199.6789,0.8783,0.8431,0.8896,0.854,0.8934,0.9066,842258.9295,0.0,0.0,0.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,5.103,0.0,35.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,2219457405427907235,7199.8269,0.8653,0.8491,0.8726,0.8547,0.8834,0.8907,789945.9561,0.0,0.0,0.0,754.0,0.0,0.0,0.0,0.0,0.0,0.0,3.537,0.0,20.6
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,1420052706459400740,7199.3637,0.8645,0.8433,0.8784,0.8575,0.8772,0.8933,832186.2685,0.0,0.0,0.0,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0162,0.0,19.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,2219457405427907235,7199.9014,0.8546,0.8482,0.867,0.8598,0.8787,0.8923,800060.7851,0.0,0.0,0.0,1535.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9736,1.0,17.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,1420052706459400740,7199.4601,0.8752,0.8274,0.8891,0.845,0.8776,0.892,257812.3246,164584.7535,207853.4154,162016.0632,579.0,232.0,207.0,151.0,0.0,0.0,0.0,2.5661,0.0,5.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,2219457405427907235,7199.7071,0.7721,0.8748,0.7831,0.8927,0.8749,0.8928,223777.0357,222717.4681,99938.038,101009.1011,735.0,231.0,219.0,156.0,0.0,0.0,0.0,1.2662,0.0,7.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=8s,1420052706459400740,7199.6602,0.8698,0.8388,0.8865,0.8604,0.8745,0.8937,267704.7248,171891.7606,211714.0155,156308.7628,1044.0,423.0,407.0,278.0,0.0,0.0,0.0,1.1192,0.0,4.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=8s,2219457405427907235,7199.4322,0.7774,0.8599,0.7936,0.8886,0.8649,0.8935,219414.9433,226878.9044,130068.2297,100791.4052,1072.0,433.0,350.0,259.0,0.0,0.0,0.0,1.0391,0.0,5.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,1420052706459400740,7199.6441,0.8862,0.8578,0.8955,0.8645,0.8933,0.9025,1661517.6359,0.0,0.0,0.0,854.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6199,0.0,27.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,2219457405427907235,7199.7387,0.8765,0.83,0.8853,0.8362,0.8817,0.8908,1588995.0667,0.0,0.0,0.0,753.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5694,0.0,19.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,1420052706459400740,7199.3843,0.8796,0.8462,0.8885,0.8565,0.8822,0.8922,1658345.844,0.0,0.0,0.0,1652.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6776,0.0,19.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,2219457405427907235,7199.9266,0.8739,0.8168,0.8878,0.8275,0.8774,0.8915,1594268.0901,0.0,0.0,0.0,1547.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0493,0.0,13.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=16s,1420052706459400740,7199.0522,0.8823,0.8043,0.8912,0.81,0.8824,0.8912,583661.8574,353838.1771,424785.4177,282095.4183,427.0,233.0,212.0,148.0,0.0,0.0,0.0,2.1814,0.0,1.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=16s,2219457405427907235,7199.6925,0.8062,0.887,0.8087,0.8915,0.887,0.8915,494307.3399,444097.9259,265243.3868,206727.2182,539.0,224.0,224.0,160.0,0.0,0.0,0.0,0.7471,0.0,2.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,1420052706459400740,7199.3411,0.8834,0.8305,0.889,0.836,0.8845,0.8904,599973.0896,354930.0869,441888.2003,278591.3955,826.0,422.0,403.0,281.0,0.0,0.0,0.0,0.5968,0.0,1.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,2219457405427907235,7199.238,0.8108,0.8726,0.8213,0.8904,0.873,0.8908,483418.6844,456011.8719,294446.0513,207268.2727,826.0,428.0,355.0,267.0,0.0,0.0,0.0,1.1994,0.0,1.0
