timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,unsched_p1,deletions_cum_p1
2026/01/27/17:11:52,2.144326,0.177500,0.171807,0.177500,0.171807,24,0,0
2026/01/27/17:11:53,3.144430,0.255312,0.286554,0.269000,0.299728,33,1,0
2026/01/27/17:11:54,4.144513,0.369563,0.361778,0.369563,0.361778,43,0,0
2026/01/27/17:11:55,5.144600,0.469250,0.440016,0.469250,0.440016,56,0,0
2026/01/27/17:11:56,6.144722,0.547687,0.495920,0.576937,0.501984,65,1,3
2026/01/27/17:11:57,7.144778,0.619437,0.516345,0.705500,0.549598,70,7,3
2026/01/27/17:11:58,8.144849,0.619437,0.516345,0.733375,0.603284,70,12,3
2026/01/27/17:11:59,9.144943,0.619437,0.516345,0.838875,0.665962,70,20,3
2026/01/27/17:12:00,10.145017,0.743250,0.612493,0.865812,0.684770,83,10,5
2026/01/27/17:12:01,11.145118,0.743250,0.612493,0.848063,0.681230,83,9,5
2026/01/27/17:12:02,12.183170,0.738125,0.608055,0.914000,0.718268,82,19,6
2026/01/27/17:12:03,13.183343,0.798687,0.654915,0.917312,0.701289,87,13,9
2026/01/27/17:12:04,14.183437,0.809875,0.658152,0.973500,0.739154,88,18,9
2026/01/27/17:12:05,15.183522,0.809875,0.658152,1.032687,0.828951,88,29,9
2026/01/27/17:12:06,16.194149,0.809875,0.658152,1.007375,0.824284,88,26,9
2026/01/27/17:12:07,17.194247,0.956187,0.722895,1.083562,0.837891,102,16,10
2026/01/27/17:12:08,18.194328,0.956187,0.722895,1.086812,0.844078,102,17,10
2026/01/27/17:12:09,19.206622,0.956187,0.722895,1.086812,0.844078,102,17,10
2026/01/27/17:12:10,20.298379,0.935312,0.716108,1.065937,0.837291,100,17,12
2026/01/27/17:12:11,21.305159,0.919937,0.708291,1.061687,0.835736,98,19,14
2026/01/27/17:12:12,22.337733,0.890312,0.685868,1.032063,0.813313,95,19,17
2026/01/27/17:12:13,23.383190,0.883437,0.679126,1.021750,0.803201,93,18,19
2026/01/27/17:12:15,24.799283,0.883437,0.679126,1.021750,0.803201,93,18,19
2026/01/27/17:12:16,26.126238,0.869125,0.673441,1.007437,0.797515,92,18,20
2026/01/27/17:12:17,27.394057,0.869125,0.673441,1.007437,0.797515,92,18,20
2026/01/27/17:12:18,28.418221,0.869125,0.673441,1.140250,0.866822,92,30,20
2026/01/27/17:12:19,29.529364,0.869125,0.673441,1.103750,0.829640,92,26,20
2026/01/27/17:12:20,30.533234,0.869125,0.673441,1.032625,0.793756,92,21,20
2026/01/27/17:12:21,31.533327,0.869125,0.673441,1.025000,0.785415,92,19,20
2026/01/27/17:12:23,32.906494,0.869125,0.673441,1.025000,0.785415,92,19,20
2026/01/27/17:12:25,35.015055,0.878500,0.690091,1.021250,0.792710,95,17,20
2026/01/27/17:12:26,36.015142,0.878500,0.690091,1.021250,0.792710,95,17,20
2026/01/27/17:12:27,37.015232,0.878500,0.690091,1.005125,0.782465,95,15,20
2026/01/27/17:12:29,39.006298,0.878500,0.690091,1.021625,0.794792,95,17,20
2026/01/27/17:12:31,40.893403,0.878500,0.690091,1.021625,0.794792,95,17,20
2026/01/27/17:12:32,42.506067,0.878500,0.690091,1.021625,0.794792,95,17,20
2026/01/27/17:12:34,44.092102,0.878500,0.690091,1.013375,0.788629,95,16,20
2026/01/27/17:12:36,46.404775,0.878500,0.690091,0.997500,0.757729,95,13,20
2026/01/27/17:12:38,48.405312,0.878500,0.690091,1.009375,0.771420,95,14,20
2026/01/27/17:12:39,49.405433,0.935375,0.741058,1.001062,0.766865,105,3,21
2026/01/27/17:12:40,50.405549,0.935375,0.741058,1.001062,0.766865,105,3,21
2026/01/27/17:12:41,51.405629,0.935375,0.741058,1.001062,0.766865,105,3,21
2026/01/27/17:12:42,52.405702,0.935375,0.741058,1.001062,0.766865,105,3,21
2026/01/27/17:12:44,54.704359,0.935375,0.741058,1.001062,0.766865,105,3,21
2026/01/27/17:12:46,55.937642,0.935375,0.741058,1.113187,0.886610,105,16,21
2026/01/27/17:12:47,56.937761,0.972375,0.758246,1.090875,0.873873,107,13,25
2026/01/27/17:12:48,57.983299,0.972375,0.758246,1.085375,0.886417,107,18,25
2026/01/27/17:12:49,58.983369,0.972375,0.758246,1.119500,0.935006,107,24,25
2026/01/27/17:12:50,60.000282,0.972375,0.758246,1.212125,1.025292,107,37,25
2026/01/27/17:12:52,62.425146,0.967688,0.754737,1.184375,1.033792,106,34,26
2026/01/27/17:12:54,64.412936,0.956438,0.735268,1.120812,0.911285,104,24,28
2026/01/27/17:12:56,65.807919,0.956438,0.735268,1.110812,0.883629,104,22,28
2026/01/27/17:12:57,67.385921,0.956438,0.735268,1.110812,0.883629,104,22,28
2026/01/27/17:12:59,69.200319,0.956438,0.735268,1.088688,0.859299,104,19,28
2026/01/27/17:13:00,70.526284,0.956438,0.735268,1.079750,0.851462,104,18,28
2026/01/27/17:13:02,72.298695,0.950125,0.731739,1.066312,0.835391,103,16,29
2026/01/27/17:13:04,74.293553,0.943813,0.728209,1.074437,0.835176,102,17,30
2026/01/27/17:13:05,75.293682,0.943813,0.728209,1.056312,0.824563,102,15,30
2026/01/27/17:13:06,76.293766,0.943813,0.728209,1.041875,0.821248,102,14,30
2026/01/27/17:13:07,77.294815,0.943813,0.728209,1.041875,0.821248,102,14,30
2026/01/27/17:13:08,78.295208,0.943813,0.728209,1.035500,0.812528,102,13,30
2026/01/27/17:13:09,79.393885,0.943813,0.728209,1.039187,0.816142,102,14,30
2026/01/27/17:13:11,80.928525,0.931937,0.714518,1.027313,0.802451,101,14,31
2026/01/27/17:13:12,82.525208,0.924813,0.704473,1.020188,0.792405,99,14,33
2026/01/27/17:13:13,83.647171,0.924813,0.704473,1.020188,0.792405,99,14,33
2026/01/27/17:13:15,85.314739,0.911375,0.701213,1.006750,0.789146,98,14,34
2026/01/27/17:13:17,86.992494,0.911375,0.701213,1.006750,0.789146,98,14,34
2026/01/27/17:13:18,88.350871,0.911375,0.701213,1.006750,0.789146,98,14,34
2026/01/27/17:13:19,89.350970,0.940063,0.764261,1.002250,0.780002,108,3,36
2026/01/27/17:13:20,90.351052,0.940063,0.764261,1.002250,0.780002,108,3,36
2026/01/27/17:13:21,91.351169,0.921875,0.753553,0.984062,0.769295,105,3,39
2026/01/27/17:13:22,92.351252,0.877062,0.741411,0.939250,0.757152,102,3,42
2026/01/27/17:13:23,93.351351,0.910000,0.751089,0.939250,0.757152,104,1,44
2026/01/27/17:13:24,94.351421,0.910000,0.751089,0.956500,0.794251,104,4,44
2026/01/27/17:13:25,95.351512,0.956500,0.794251,0.956500,0.794251,108,0,46
2026/01/27/17:13:26,96.351624,0.956500,0.794251,0.956500,0.794251,108,0,46
2026/01/27/17:13:27,97.351692,0.956500,0.794251,0.956500,0.794251,108,0,46
2026/01/27/17:13:28,98.351813,0.899500,0.779546,0.899500,0.779546,105,0,49
2026/01/27/17:13:29,99.351906,0.899500,0.779546,0.899500,0.779546,105,0,49
2026/01/27/17:13:30,100.351986,0.899500,0.779546,0.899500,0.779546,105,0,49
2026/01/27/17:13:31,101.352076,0.899500,0.779546,0.899500,0.779546,105,0,49
2026/01/27/17:13:32,102.352192,0.882250,0.742448,0.882250,0.742448,102,0,52
2026/01/27/17:13:33,103.352345,0.882250,0.742448,0.882250,0.742448,102,0,52
2026/01/27/17:13:34,104.352443,0.882250,0.742448,0.882250,0.742448,102,0,52
2026/01/27/17:13:35,105.352540,0.873750,0.729635,0.873750,0.729635,100,0,54
2026/01/27/17:13:36,106.352613,0.873750,0.729635,0.873750,0.729635,100,0,54
2026/01/27/17:13:37,107.352722,0.873750,0.729635,0.873750,0.729635,100,0,54
2026/01/27/17:13:38,108.352803,0.873750,0.729635,0.873750,0.729635,100,0,54
2026/01/27/17:13:39,109.352931,0.899188,0.749972,0.899188,0.749972,105,0,54
2026/01/27/17:13:40,110.353061,0.888687,0.735062,0.888687,0.735062,104,0,55
2026/01/27/17:13:41,111.353172,0.878375,0.721215,0.878375,0.721215,101,0,58
2026/01/27/17:13:42,112.353263,0.878375,0.721215,0.878375,0.721215,101,0,58
2026/01/27/17:13:43,113.353365,0.878375,0.721215,0.878375,0.721215,101,0,58
2026/01/27/17:13:44,114.353432,0.914750,0.750346,0.914750,0.750346,107,0,58
2026/01/27/17:13:45,115.353515,0.914750,0.750346,0.914750,0.750346,107,0,58
2026/01/27/17:13:46,116.353598,0.908375,0.737700,0.908375,0.737700,105,0,60
2026/01/27/17:13:47,117.353678,0.903125,0.731521,0.903125,0.731521,104,0,61
2026/01/27/17:13:48,118.353775,0.903125,0.731521,0.903125,0.731521,104,0,61
2026/01/27/17:13:49,119.353847,0.933375,0.746545,0.947187,0.776762,108,2,61
2026/01/27/17:13:50,120.353931,0.933375,0.746545,0.947187,0.776762,108,2,61
