timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,unsched_p1,deletions_cum_p1
2026/01/19/18:19:46,4.732691,0.180562,0.175966,0.180562,0.175966,41,0,0
2026/01/19/18:19:47,5.732806,0.221250,0.204894,0.221250,0.204894,52,0,0
2026/01/19/18:19:48,6.732909,0.257688,0.246547,0.263906,0.248411,63,1,0
2026/01/19/18:19:49,7.732984,0.312531,0.267022,0.312531,0.267022,74,0,0
2026/01/19/18:19:50,8.733066,0.378156,0.304653,0.378156,0.304653,84,0,0
2026/01/19/18:19:51,9.733164,0.436563,0.344950,0.443719,0.347792,94,1,0
2026/01/19/18:19:52,10.733288,0.485531,0.389796,0.493719,0.392704,104,1,0
2026/01/19/18:19:53,11.733383,0.517687,0.423341,0.519312,0.434188,113,1,0
2026/01/19/18:19:54,12.733462,0.605938,0.474092,0.605938,0.474092,123,0,0
2026/01/19/18:19:55,13.733540,0.644781,0.517585,0.648344,0.519801,134,1,0
2026/01/19/18:19:56,14.733620,0.685312,0.550695,0.692000,0.554219,145,1,0
2026/01/19/18:19:57,15.733705,0.726219,0.583750,0.730594,0.587696,154,1,0
2026/01/19/18:19:58,16.733883,0.771500,0.611804,0.785312,0.617226,163,2,0
2026/01/19/18:19:59,17.733974,0.803438,0.655970,0.815656,0.658318,174,1,0
2026/01/19/18:20:00,18.734039,0.838562,0.688643,0.860656,0.693208,183,2,0
2026/01/19/18:20:01,19.734128,0.868875,0.741851,0.890969,0.746416,194,2,0
2026/01/19/18:20:02,20.734210,0.879062,0.750168,0.901156,0.754734,197,2,0
2026/01/19/18:20:03,21.734310,0.879062,0.750168,0.901156,0.754734,197,2,0
2026/01/19/18:20:04,22.734443,0.879062,0.750168,0.901156,0.754734,197,2,0
2026/01/19/18:20:05,23.734524,0.879062,0.750168,0.901156,0.754734,197,2,0
2026/01/19/18:20:06,24.734628,0.884500,0.755423,0.912937,0.762273,200,3,0
2026/01/19/18:20:07,25.734695,0.884500,0.755423,0.912937,0.762273,200,3,0
2026/01/19/18:20:08,26.734782,0.911125,0.775106,0.948625,0.783192,209,4,0
2026/01/19/18:20:09,27.734867,0.914281,0.776870,0.961969,0.786781,210,5,0
2026/01/19/18:20:10,28.734946,0.908750,0.771108,0.956438,0.781019,207,5,3
2026/01/19/18:20:11,29.735040,0.908750,0.771108,0.976781,0.786420,207,8,3
2026/01/19/18:20:12,30.735121,0.908750,0.771108,0.976781,0.786420,207,8,3
2026/01/19/18:20:13,31.735212,0.908750,0.771108,0.956438,0.781019,207,5,3
2026/01/19/18:20:14,32.735395,0.908750,0.771108,0.956438,0.781019,207,5,3
2026/01/19/18:20:15,33.735467,0.908750,0.771108,0.956438,0.781019,207,5,3
2026/01/19/18:20:16,34.735539,0.908750,0.771108,0.956438,0.781019,207,5,3
2026/01/19/18:20:17,35.735625,0.912312,0.774311,0.960000,0.784222,209,5,3
2026/01/19/18:20:18,36.735728,0.912312,0.774311,0.965000,0.791114,209,6,3
2026/01/19/18:20:19,37.735834,0.912312,0.774311,0.965000,0.791114,209,6,3
2026/01/19/18:20:20,38.735926,0.912312,0.774311,0.965000,0.791114,209,6,3
2026/01/19/18:20:21,39.736022,0.910750,0.769594,0.958438,0.779505,208,5,4
2026/01/19/18:20:22,40.736066,0.919188,0.780631,0.981688,0.801754,212,8,4
2026/01/19/18:20:23,41.736213,0.919188,0.780631,0.981688,0.801754,212,8,4
2026/01/19/18:20:24,42.736293,0.915906,0.774650,0.978406,0.795773,211,8,5
2026/01/19/18:20:25,43.736391,0.933125,0.815032,1.008750,0.841729,219,11,5
2026/01/19/18:20:26,44.736550,0.952562,0.840161,1.023813,0.864999,226,10,6
2026/01/19/18:20:27,45.736651,0.956375,0.852529,1.062688,0.890967,228,15,6
2026/01/19/18:20:28,46.736754,0.957313,0.854024,1.060500,0.888362,228,14,7
2026/01/19/18:20:29,47.736827,0.946844,0.837958,1.044094,0.866395,224,12,12
2026/01/19/18:20:30,48.736928,0.947406,0.839837,1.030969,0.860821,224,9,13
2026/01/19/18:20:31,49.736999,0.941969,0.834582,1.025531,0.855567,221,9,16
2026/01/19/18:20:32,50.737099,0.941969,0.834582,1.025531,0.855567,221,9,16
2026/01/19/18:20:33,51.737203,0.938344,0.808673,1.021906,0.829657,219,9,18
2026/01/19/18:20:34,52.737293,0.934781,0.805470,1.018344,0.826455,217,9,20
2026/01/19/18:20:35,53.737376,0.936250,0.807374,1.014875,0.824621,217,8,21
2026/01/19/18:20:36,54.737562,0.936250,0.807374,1.014875,0.824621,217,8,21
2026/01/19/18:20:37,55.737651,0.936250,0.807374,1.014875,0.824621,217,8,21
2026/01/19/18:20:38,56.737740,0.936250,0.807374,1.014875,0.824621,217,8,21
2026/01/19/18:20:39,57.737897,0.936250,0.807374,1.014875,0.824621,217,8,21
2026/01/19/18:20:40,58.737984,0.936250,0.807374,1.014875,0.824621,217,8,21
2026/01/19/18:20:41,59.738085,0.936250,0.807374,1.014875,0.824621,217,8,21
2026/01/19/18:20:42,60.738225,0.936250,0.807374,1.014875,0.824621,217,8,21
2026/01/19/18:20:43,61.738388,0.936250,0.807374,1.014875,0.824621,217,8,21
2026/01/19/18:20:44,62.738462,0.936250,0.807374,1.014875,0.824621,217,8,21
2026/01/19/18:20:45,63.738636,0.936250,0.807374,1.014875,0.824621,217,8,21
2026/01/19/18:20:47,65.093187,0.936250,0.807374,1.014875,0.824621,217,8,21
2026/01/19/18:20:50,67.911739,0.936250,0.807374,1.014875,0.824621,217,8,21
2026/01/19/18:20:54,71.994504,0.936250,0.807374,1.014875,0.824621,217,8,21
2026/01/19/18:20:56,74.554074,0.936250,0.807374,1.014875,0.824621,217,8,21
2026/01/19/18:20:57,75.554251,0.936250,0.807374,1.014875,0.824621,217,8,21
2026/01/19/18:21:00,77.914337,0.941813,0.810505,1.020438,0.827752,219,8,21
2026/01/19/18:21:01,79.189292,0.941813,0.810505,1.020438,0.827752,219,8,21
2026/01/19/18:21:02,80.189425,0.941813,0.810505,1.020438,0.827752,219,8,21
2026/01/19/18:21:03,81.189555,0.937156,0.804727,1.005625,0.816540,218,6,23
2026/01/19/18:21:04,82.198664,0.937156,0.804727,1.005625,0.816540,218,6,23
2026/01/19/18:21:05,83.198775,0.926719,0.801333,0.995188,0.813147,216,6,25
2026/01/19/18:21:06,84.198874,0.926719,0.801333,0.995188,0.813147,216,6,25
2026/01/19/18:21:07,85.198976,0.926719,0.801333,0.995188,0.813147,216,6,25
2026/01/19/18:21:08,86.199100,0.926719,0.801333,0.995188,0.813147,216,6,25
2026/01/19/18:21:09,87.199322,0.926719,0.801333,0.995188,0.813147,216,6,25
2026/01/19/18:21:10,88.199416,0.926719,0.801333,0.995188,0.813147,216,6,25
2026/01/19/18:21:11,89.199521,0.926719,0.801333,0.995188,0.813147,216,6,25
2026/01/19/18:21:12,90.199619,0.926719,0.801333,0.995188,0.813147,216,6,25
2026/01/19/18:21:13,91.199707,0.926719,0.801333,0.995188,0.813147,216,6,25
2026/01/19/18:21:14,92.199791,0.921562,0.796277,0.990031,0.808091,213,6,28
2026/01/19/18:21:15,93.199880,0.921562,0.796277,0.990031,0.808091,213,6,28
2026/01/19/18:21:16,94.199967,0.913875,0.792369,0.982344,0.804182,211,6,30
2026/01/19/18:21:17,95.200421,0.913875,0.792369,0.982344,0.804182,211,6,30
2026/01/19/18:21:18,96.200660,0.913875,0.792369,0.982344,0.804182,211,6,30
2026/01/19/18:21:21,99.698629,0.913875,0.792369,0.982344,0.804182,211,6,30
2026/01/19/18:21:25,103.407627,0.918719,0.787264,0.977313,0.796859,211,5,31
2026/01/19/18:21:27,105.715035,0.936813,0.805611,1.043719,0.831513,217,11,31
2026/01/19/18:21:29,106.860475,0.936813,0.805611,1.013719,0.824817,217,8,31
2026/01/19/18:21:30,108.303077,0.936813,0.805611,1.004406,0.819539,217,7,31
2026/01/19/18:21:33,110.934416,0.942000,0.805773,1.000594,0.815369,217,5,33
2026/01/19/18:21:34,111.934597,0.942000,0.805773,1.000594,0.815369,217,5,33
2026/01/19/18:21:35,112.934746,0.942000,0.805773,1.000594,0.815369,217,5,33
2026/01/19/18:21:36,113.934775,0.942000,0.805773,1.000594,0.815369,217,5,33
2026/01/19/18:21:37,114.934875,0.942000,0.805773,1.000594,0.815369,217,5,33
2026/01/19/18:21:38,115.934960,0.928875,0.798004,0.987469,0.807600,214,5,36
2026/01/19/18:21:39,116.935060,0.928875,0.798004,0.987469,0.807600,214,5,36
2026/01/19/18:21:40,117.935161,0.928875,0.798004,0.987469,0.807600,214,5,36
2026/01/19/18:21:41,118.935231,0.928875,0.798004,0.987469,0.807600,214,5,36
2026/01/19/18:21:42,119.935333,0.928875,0.798004,0.987469,0.807600,214,5,36
2026/01/19/18:21:43,120.935442,0.928875,0.798004,0.987469,0.807600,214,5,36
2026/01/19/18:21:44,121.935537,0.928875,0.798004,0.987469,0.807600,214,5,36
2026/01/19/18:21:45,122.935655,0.928875,0.798004,0.987469,0.807600,214,5,36
2026/01/19/18:21:46,123.935723,0.919875,0.793672,0.978469,0.803268,212,5,38
2026/01/19/18:21:47,124.935839,0.915375,0.791506,0.973969,0.801102,211,5,39
2026/01/19/18:21:48,125.935923,0.915375,0.791506,0.973969,0.801102,211,5,39
2026/01/19/18:21:49,126.935970,0.915375,0.791506,0.973969,0.801102,211,5,39
2026/01/19/18:21:50,127.936044,0.915375,0.791506,0.973969,0.801102,211,5,39
