scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,0,0.2184,0.2033,0.2189,0.2044,53.0,0.3333,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,1,0.2562,0.2391,0.2562,0.2391,63.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,2,0.2961,0.2729,0.2961,0.2729,72.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,3,0.353,0.3174,0.3546,0.3188,83.6667,0.6667,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,4,0.3847,0.3526,0.3847,0.3526,92.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,5,0.426,0.3815,0.426,0.3815,101.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,6,0.4678,0.4283,0.4684,0.4306,113.0,0.3333,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,7,0.5351,0.4713,0.5369,0.4732,124.3333,0.3333,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,8,0.5734,0.5155,0.5734,0.5155,134.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,9,0.6058,0.5534,0.6058,0.5534,144.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,10,0.6433,0.5933,0.6446,0.5941,154.3333,0.3333,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,11,0.6754,0.6285,0.6794,0.6292,164.0,0.3333,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,12,0.7234,0.6705,0.7407,0.6758,174.0,1.6667,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,13,0.7547,0.7024,0.773,0.7105,183.0,2.0,0.3333
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,14,0.7857,0.7316,0.8042,0.748,192.0,2.3333,0.6667
mode=periodic8s_blocking=0_defpreempt=1,nodes=32_prio=1_arrival=4s,3,15,0.8204,0.7614,0.8516,0.7879,200.3333,3.6667,0.6667
