scheduler,job_name,n_seed,time_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,running_p1_mean,unsched_p1_mean,deletions_cum_p1_mean,running_p2_mean,unsched_p2_mean,deletions_cum_p2_mean,running_p3_mean,unsched_p3_mean,deletions_cum_p3_mean,running_p4_mean,unsched_p4_mean,deletions_cum_p4_mean
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,0,0.1347,0.1693,0.1347,0.1693,9.3333,0.0,0.0,4.6667,0.0,0.0,2.3333,0.0,0.0,1.6667,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,1,0.236,0.2668,0.2609,0.2859,10.6667,2.3333,0.0,9.6667,0.0,0.0,5.6667,0.0,0.0,3.6667,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,2,0.3662,0.3751,0.3755,0.3816,17.6667,0.0,0.0,12.3333,0.3333,0.0,8.0,0.3333,0.0,4.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,3,0.4673,0.4777,0.4729,0.4788,20.6667,0.0,0.0,14.6667,0.0,0.0,12.0,0.0,0.0,6.3333,0.3333,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,4,0.5806,0.5979,0.5842,0.6082,23.6667,0.0,0.0,17.3333,0.0,0.0,14.0,0.0,0.0,9.6667,0.6667,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,5,0.6544,0.7061,0.6544,0.7061,27.0,0.0,0.3333,20.0,0.0,0.0,15.3333,0.0,0.0,11.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,6,0.7088,0.7568,0.7102,0.7584,29.0,0.3333,0.6667,21.3333,0.0,0.0,16.6667,0.0,0.0,13.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,7,0.75,0.7955,0.7546,0.8038,29.0,0.3333,1.6667,23.0,0.0,0.0,19.0,0.0,0.0,15.0,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,8,0.7812,0.8149,0.7858,0.8232,29.3333,0.3333,2.0,23.0,0.0,0.0,20.3333,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,9,0.7933,0.825,0.8117,0.8356,29.3333,1.0,2.0,24.3333,0.0,0.0,20.6667,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,10,0.8015,0.8294,0.8249,0.8492,29.6667,1.6667,2.3333,26.0,0.0,0.0,20.6667,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,11,0.8184,0.8455,0.8469,0.8707,32.0,2.0,2.3333,26.0,0.0,0.0,21.0,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,12,0.8129,0.8451,0.8414,0.8703,31.6667,2.0,3.0,26.0,0.0,0.0,21.0,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,13,0.8142,0.8472,0.8426,0.8724,32.0,2.0,3.0,26.0,0.0,0.0,21.0,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,14,0.8096,0.8441,0.838,0.8693,31.3333,2.0,3.6667,26.0,0.0,0.0,21.0,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,15,0.8096,0.8441,0.838,0.8693,31.3333,2.0,3.6667,26.0,0.0,0.0,21.0,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,16,0.8096,0.8441,0.838,0.8693,31.3333,2.0,3.6667,26.0,0.0,0.0,21.0,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,17,0.8096,0.8441,0.838,0.8693,31.3333,2.0,3.6667,26.0,0.0,0.0,21.0,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,18,0.8084,0.8428,0.8368,0.8681,31.3333,2.0,3.6667,25.6667,0.0,0.3333,21.0,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,19,0.813,0.8511,0.8368,0.8681,31.6667,1.6667,4.3333,25.6667,0.0,0.3333,21.0,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,20,0.813,0.8511,0.8368,0.8681,31.6667,1.6667,4.3333,25.6667,0.0,0.3333,21.0,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,21,0.813,0.8511,0.8368,0.8681,31.6667,1.6667,4.3333,25.6667,0.0,0.3333,21.0,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,22,0.813,0.8511,0.8368,0.8681,31.6667,1.6667,4.3333,25.6667,0.0,0.3333,21.0,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,23,0.8105,0.8506,0.8327,0.8629,32.0,1.3333,4.3333,25.0,0.0,1.0,21.0,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,24,0.8077,0.8474,0.8299,0.8597,31.3333,1.3333,5.0,25.0,0.0,1.0,21.0,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,25,0.8064,0.8448,0.8286,0.8571,31.0,1.3333,5.3333,25.0,0.0,1.0,21.0,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,26,0.8031,0.8496,0.8351,0.8639,30.6667,1.6667,5.6667,25.0,0.0,1.0,21.3333,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,27,0.8031,0.8496,0.8351,0.8639,30.6667,1.6667,5.6667,25.0,0.0,1.0,21.3333,0.0,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,28,0.8031,0.8496,0.8396,0.8651,30.6667,1.6667,5.6667,25.0,0.0,1.0,21.3333,0.3333,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,29,0.8031,0.8496,0.8396,0.8651,30.6667,1.6667,5.6667,25.0,0.0,1.0,21.3333,0.3333,0.0,16.3333,0.0,0.0
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=8s,3,30,0.8152,0.8551,0.8508,0.8715,31.0,2.0,6.3333,25.0,0.0,1.0,22.3333,0.0,0.0,16.3333,0.0,0.0
