timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,running_p2,running_p3,running_p4,unsched_p1,unsched_p2,unsched_p3,unsched_p4,deletions_cum_p1,deletions_cum_p2,deletions_cum_p3,deletions_cum_p4
2026/01/26/22:17:56,2.485931,0.196937,0.246247,0.196937,0.246247,11,8,5,3,0,0,0,0,0,0,0,0
2026/01/26/22:17:57,3.486035,0.274687,0.317787,0.274687,0.317787,13,13,10,3,0,0,0,0,0,0,0,0
2026/01/26/22:17:58,4.486123,0.362125,0.382246,0.367000,0.385934,17,16,11,4,0,0,1,0,0,0,0,0
2026/01/26/22:17:59,5.486214,0.450437,0.460435,0.465500,0.470518,18,17,16,9,0,0,1,0,0,0,0,0
2026/01/26/22:18:00,6.486290,0.532250,0.554890,0.532250,0.554890,20,20,19,11,0,0,0,0,0,0,0,0
2026/01/26/22:18:01,7.486389,0.630375,0.651127,0.641062,0.656720,25,23,23,11,0,0,0,1,0,0,0,0
2026/01/26/22:18:02,8.486481,0.685875,0.717749,0.685875,0.717749,28,25,23,14,0,0,0,0,0,0,0,0
2026/01/26/22:18:03,9.486579,0.712562,0.761186,0.735187,0.815957,28,27,26,15,0,0,2,1,0,0,0,0
2026/01/26/22:18:04,10.486720,0.790750,0.831739,0.803438,0.837567,26,29,32,18,0,0,0,1,2,0,0,0
2026/01/26/22:18:05,11.486810,0.803438,0.837567,0.803438,0.837567,26,29,32,19,0,0,0,0,2,0,0,0
2026/01/26/22:18:06,12.486979,0.811562,0.844016,0.829562,0.872723,28,29,32,19,2,0,0,0,2,0,0,0
2026/01/26/22:18:07,13.487092,0.837375,0.883687,0.848437,0.907752,32,29,33,19,1,0,0,0,2,0,0,0
2026/01/26/22:18:08,14.487189,0.837375,0.883687,0.848437,0.907752,32,29,33,19,1,0,0,0,2,0,0,0
2026/01/26/22:18:09,15.487289,0.841250,0.889930,0.852313,0.913994,33,29,33,19,1,0,0,0,2,0,0,0
2026/01/26/22:18:10,16.487365,0.827375,0.880644,0.838437,0.904708,31,29,33,19,1,0,0,0,4,0,0,0
2026/01/26/22:18:11,17.487513,0.827375,0.880644,0.838437,0.904708,31,29,33,19,1,0,0,0,4,0,0,0
2026/01/26/22:18:12,18.487663,0.827375,0.880644,0.838437,0.904708,31,29,33,19,1,0,0,0,4,0,0,0
2026/01/26/22:18:13,19.487804,0.827375,0.880644,0.838437,0.904708,31,29,33,19,1,0,0,0,4,0,0,0
2026/01/26/22:18:14,20.487901,0.827375,0.880644,0.838437,0.904708,31,29,33,19,1,0,0,0,4,0,0,0
2026/01/26/22:18:15,21.488020,0.827375,0.880644,0.838437,0.904708,31,29,33,19,1,0,0,0,4,0,0,0
2026/01/26/22:18:16,22.488134,0.827375,0.880644,0.838437,0.904708,31,29,33,19,1,0,0,0,4,0,0,0
2026/01/26/22:18:17,23.488311,0.827375,0.880644,0.838437,0.904708,31,29,33,19,1,0,0,0,4,0,0,0
